metric,unit,district,school,group,year,cohort_class,value,ext_rate,ext_timeframe,diploma,cohort_count,yoy_change,status_flag,gap_reason
hs_completion,pct,Whitnall,Whitnall High,All Students,2024-25,2025,97.0,,,194.0,200.0,-1.5074999999999932,,
hs_completion,pct,Nicolet Union High School,Nicolet High,All Students,2024-25,2025,96.9811,,,257.0,265.0,1.3766999999999996,,
hs_completion,pct,Shorewood,New Horizons for Learning,All Students,2024-25,2025,85.7143,,,6.0,7.0,-14.285700000000006,,
hs_completion,pct,Shorewood,Shorewood High,All Students,2024-25,2025,98.7421,,,157.0,159.0,0.7288999999999959,,
hs_completion,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,All Students,2024-25,2025,93.5065,,,72.0,77.0,6.939300000000003,,
hs_completion,pct,Seeds of Health,Veritas High,All Students,2024-25,2025,90.625,,,58.0,64.0,-7.247299999999996,,
hs_completion,pct,Saint Francis,Saint Francis High,All Students,2024-25,2025,96.5517,,,140.0,145.0,-0.5071000000000083,,
hs_completion,pct,Pathways High,Pathways High,All Students,2024-25,2025,37.5,,,12.0,32.0,-17.338700000000003,,
hs_completion,pct,Seeds of Health,Tenor High,All Students,2024-25,2025,82.1429,,,161.0,196.0,-0.6157000000000039,,
hs_completion,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2024-25,2025,97.8533,,,547.0,559.0,0.6505000000000081,,
hs_completion,pct,Milwaukee,Transition High,All Students,2024-25,2025,65.2542,,,77.0,118.0,4.5064999999999955,,
hs_completion,pct,Wauwatosa,Vel R Phillips School,All Students,2024-25,2025,0.0,,,0.0,20.0,0.0,,
hs_completion,pct,Milwaukee,South Division High,All Students,2024-25,2025,60.6335,,,134.0,221.0,2.9757999999999996,,
hs_completion,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2024-25,2025,78.5714,,,33.0,42.0,-8.928600000000003,,
hs_completion,pct,Milwaukee,Vincent Accelerated Academy,All Students,2024-25,2025,77.9661,,,46.0,59.0,3.339199999999991,,
hs_completion,pct,Trans Center for Youth,Escuela Verde,All Students,2024-25,2025,73.0769,,,19.0,26.0,-22.5753,,
hs_completion,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2024-25,2025,39.2857,,,11.0,28.0,-1.8907999999999987,,
hs_completion,pct,South Milwaukee,South Milwaukee High,All Students,2024-25,2025,87.6596,,,206.0,235.0,-5.673699999999997,,
hs_completion,pct,Milwaukee,WHS Information Technology,All Students,2024-25,2025,66.4336,,,95.0,143.0,22.9221,,
hs_completion,pct,Wauwatosa,East High,All Students,2024-25,2025,95.8333,,,253.0,264.0,4.166599999999988,,
hs_completion,pct,Milwaukee,Golda Meir School,All Students,2024-25,2025,99.2806,,,138.0,139.0,2.7528000000000077,,
hs_completion,pct,Milwaukee,Grandview High,All Students,2024-25,2025,37.0,,,37.0,100.0,-9.511600000000001,,
hs_completion,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2024-25,2025,81.4815,,,44.0,54.0,-0.46290000000000475,,
hs_completion,pct,Milwaukee,Groppi High,All Students,2024-25,2025,49.2857,,,69.0,140.0,10.223199999999999,,
hs_completion,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2024-25,2025,100.0,,,118.0,118.0,3.921599999999998,,
hs_completion,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2024-25,2025,85.7143,,,42.0,49.0,31.547599999999996,,
hs_completion,pct,Milwaukee,Bay View High,All Students,2024-25,2025,66.6667,,,132.0,198.0,6.060600000000008,,
hs_completion,pct,Milwaukee,Banner Preparatory School of Milwaukee,All Students,2024-25,2025,64.7059,,,11.0,17.0,8.4559,,
hs_completion,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2024-25,2025,86.4286,,,121.0,140.0,-0.6084000000000032,,
hs_completion,pct,Milwaukee,Bradley Technology High,All Students,2024-25,2025,78.5156,,,201.0,256.0,4.241700000000009,,
hs_completion,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2024-25,2025,93.8272,,,76.0,81.0,6.186800000000005,,
hs_completion,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2024-25,2025,84.0909,,,37.0,44.0,-3.409099999999995,,
hs_completion,pct,Milwaukee,Marshall High,All Students,2024-25,2025,63.1111,,,142.0,225.0,5.968200000000003,,
hs_completion,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2024-25,2025,90.8629,,,179.0,197.0,0.28699999999999193,,
hs_completion,pct,Milwaukee,Milwaukee County Youth Education Center,All Students,2024-25,2025,0.0,,,0.0,50.0,-6.25,,
hs_completion,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2024-25,2025,72.8395,,,118.0,162.0,9.2031,,
hs_completion,pct,Milwaukee,James Madison Academic Campus,All Students,2024-25,2025,72.4138,,,147.0,203.0,4.9609999999999985,,
hs_completion,pct,Milwaukee,Hamilton High,All Students,2024-25,2025,64.1873,,,233.0,363.0,-0.6689000000000078,,
hs_completion,pct,Milwaukee,Lad Lake Synergy School,All Students,2024-25,2025,14.2857,,,1.0,7.0,-52.38100000000001,,
hs_completion,pct,Milwaukee,King International,All Students,2024-25,2025,94.3662,,,268.0,284.0,0.8368000000000109,,
