metric,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
chronic_absenteeism,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2021-22,45.3,25.0,123.2,,744.0
chronic_absenteeism,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2022-23,32.4,-12.9,-28.5,,744.0
chronic_absenteeism,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2023-24,30.2,-2.2,-6.8,,758.0
chronic_absenteeism,Milwaukee,Milwaukee Parkside School,Milwaukee Parkside School — All Students,2024-25,24.1,-6.1,-20.2,,779.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2018-19,16.8,,,,1162.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2019-20,15.3,-1.5,-8.9,,1128.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2020-21,15.5,0.2,1.3,,1095.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2021-22,34.8,19.3,124.5,,970.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2022-23,34.7,-0.1,-0.3,,970.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2023-24,32.8,-1.9,-5.5,,927.0
chronic_absenteeism,Milwaukee,Milwaukee School of Languages,Milwaukee School of Languages — All Students,2024-25,37.6,4.8,14.6,,955.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2018-19,51.9,,,,528.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2019-20,42.0,-9.9,-19.1,,509.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2020-21,59.8,17.8,42.4,,483.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2021-22,76.4,16.6,27.8,,420.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2022-23,65.7,-10.7,-14.0,,423.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2023-24,70.6,4.9,7.5,,415.0
chronic_absenteeism,Milwaukee,Milwaukee Sign Language Elementary,Milwaukee Sign Language Elementary — All Students,2024-25,68.0,-2.6,-3.7,,372.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2018-19,16.7,,,,570.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2019-20,17.8,1.1,6.6,,561.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2020-21,18.6,0.8,4.5,,538.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2021-22,34.3,15.7,84.4,,540.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2022-23,19.1,-15.2,-44.3,,544.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2023-24,21.1,2.0,10.5,,516.0
chronic_absenteeism,Milwaukee,Milwaukee Spanish Immersion,Milwaukee Spanish Immersion — All Students,2024-25,20.6,-0.5,-2.4,,499.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2018-19,36.6,,,,593.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2019-20,25.8,-10.8,-29.5,,570.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2020-21,23.4,-2.4,-9.3,,577.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2021-22,56.5,33.1,141.5,,522.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2022-23,56.1,-0.4,-0.7,,533.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2023-24,57.3,1.2,2.1,,595.0
chronic_absenteeism,Milwaukee,Mitchell Elementary,Mitchell Elementary — All Students,2024-25,54.3,-3.0,-5.2,,560.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2018-19,21.8,,,,528.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2019-20,20.7,-1.1,-5.0,,531.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2020-21,22.0,1.3,6.3,,501.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2021-22,48.3,26.3,119.5,,482.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2022-23,43.1,-5.2,-10.8,,510.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2023-24,37.8,-5.3,-12.3,,539.0
chronic_absenteeism,Milwaukee,Morgandale Elementary,Morgandale Elementary — All Students,2024-25,35.6,-2.2,-5.8,,551.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2018-19,33.5,,,,373.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2019-20,47.6,14.1,42.1,,380.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2020-21,60.6,13.0,27.3,,470.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2021-22,75.0,14.4,23.8,,444.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2022-23,67.4,-7.6,-10.1,,420.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2023-24,62.8,-4.6,-6.8,,430.0
chronic_absenteeism,Milwaukee,Morse Mid,Morse Mid — All Students,2024-25,54.9,-7.9,-12.6,,384.0
chronic_absenteeism,Milwaukee,NOVA Tech-Northwest Opportunities Vocational Academy Technical High,NOVA Tech-Northwest Opportunities Vocational Academy Technical High — All Students,2018-19,87.3,,,,63.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2018-19,74.8,,,,103.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2019-20,65.2,-9.6,-12.8,,92.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2020-21,81.1,15.9,24.4,,111.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2021-22,73.8,-7.3,-9.0,,103.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2022-23,83.7,9.9,13.4,,92.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2023-24,91.8,8.1,9.7,,98.0
chronic_absenteeism,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,NOVA-Northwest Opportunities Vocational Academy — All Students,2024-25,98.8,7.0,7.6,,86.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2018-19,37.0,,,,335.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2019-20,33.8,-3.2,-8.6,,317.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2020-21,47.8,14.0,41.4,,322.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2021-22,56.5,8.7,18.2,,278.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2022-23,57.0,0.5,0.9,,307.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2023-24,57.5,0.5,0.9,,325.0
chronic_absenteeism,Milwaukee,Neeskara Elementary,Neeskara Elementary — All Students,2024-25,51.4,-6.1,-10.6,,313.0
chronic_absenteeism,Milwaukee,Next Door Charter,Next Door Charter — All Students,2018-19,53.4,,,,88.0
chronic_absenteeism,Milwaukee,Next Door Charter,Next Door Charter — All Students,2019-20,47.0,-6.4,-12.0,,83.0
chronic_absenteeism,Milwaukee,Next Door Charter,Next Door Charter — All Students,2020-21,80.9,33.9,72.1,,94.0
chronic_absenteeism,Milwaukee,Next Door Charter,Next Door Charter — All Students,2021-22,64.6,-16.3,-20.1,,79.0
chronic_absenteeism,Milwaukee,Next Door Charter,Next Door Charter — All Students,2022-23,42.3,-22.3,-34.5,,52.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2018-19,16.0,,,,363.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2019-20,18.6,2.6,16.3,,370.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2020-21,16.3,-2.3,-12.4,,361.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2021-22,45.8,29.5,181.0,,345.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2022-23,33.2,-12.6,-27.5,,361.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2023-24,35.6,2.4,7.2,,365.0
chronic_absenteeism,Milwaukee,Ninety-Fifth Street Elementary,Ninety-Fifth Street Elementary — All Students,2024-25,34.9,-0.7,-2.0,,373.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2018-19,77.3,,,,330.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2019-20,75.3,-2.0,-2.6,,291.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2020-21,80.2,4.9,6.5,,419.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2021-22,93.4,13.2,16.5,,378.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2022-23,84.8,-8.6,-9.2,,381.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2023-24,85.9,1.1,1.3,,370.0
chronic_absenteeism,Milwaukee,North Division High,North Division High — All Students,2024-25,88.4,2.5,2.9,,353.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2018-19,74.4,,,,570.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2019-20,70.7,-3.7,-5.0,,552.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2020-21,83.0,12.3,17.4,,629.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2021-22,91.0,8.0,9.6,,1871.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2022-23,88.9,-2.1,-2.3,,1326.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2023-24,82.9,-6.0,-6.7,,1182.0
chronic_absenteeism,Milwaukee,Obama School of Career and Technical Education,Obama School of Career and Technical Education — All Students,2024-25,78.1,-4.8,-5.8,,1318.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2018-19,22.4,,,,321.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2019-20,22.8,0.4,1.8,,333.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2020-21,27.6,4.8,21.1,,344.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2021-22,45.2,17.6,63.8,,263.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2022-23,43.1,-2.1,-4.6,,297.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2023-24,43.9,0.8,1.9,,285.0
chronic_absenteeism,Milwaukee,Parkview Elementary,Parkview Elementary — All Students,2024-25,37.2,-6.7,-15.3,,312.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2018-19,23.2,,,,224.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2019-20,24.7,1.5,6.5,,219.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2020-21,41.0,16.3,66.0,,234.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2021-22,65.6,24.6,60.0,,244.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2022-23,47.0,-18.6,-28.4,,236.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2023-24,40.2,-6.8,-14.5,,241.0
chronic_absenteeism,Milwaukee,Pratt Elementary,Pratt Elementary — All Students,2024-25,45.8,5.6,13.9,,251.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2018-19,88.1,,,,176.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2019-20,94.8,6.7,7.6,,192.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2020-21,100.0,5.2,5.5,,155.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2021-22,98.0,-2.0,-2.0,,101.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2022-23,100.0,2.0,2.0,,92.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2023-24,96.1,-3.9,-3.9,,76.0
chronic_absenteeism,Milwaukee,Project STAY-Supporting Teachers and Youth,Project STAY-Supporting Teachers and Youth — All Students,2024-25,91.1,-5.0,-5.2,,135.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2018-19,69.0,,,,819.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2019-20,65.0,-4.0,-5.8,,825.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2020-21,65.0,0.0,0.0,,1006.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2021-22,84.4,19.4,29.8,,890.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2022-23,79.3,-5.1,-6.0,,851.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2023-24,76.5,-2.8,-3.5,,958.0
chronic_absenteeism,Milwaukee,Pulaski High,Pulaski High — All Students,2024-25,77.7,1.2,1.6,,973.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2018-19,16.3,,,,1325.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2019-20,16.0,-0.3,-1.8,,1326.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2020-21,9.6,-6.4,-40.0,,1362.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2021-22,24.7,15.1,157.3,,1318.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2022-23,19.8,-4.9,-19.8,,1313.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2023-24,17.5,-2.3,-11.6,,1328.0
chronic_absenteeism,Milwaukee,Reagan College Preparatory High,Reagan College Preparatory High — All Students,2024-25,19.7,2.2,12.6,,1350.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2018-19,28.5,,,,382.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2019-20,25.9,-2.6,-9.1,,297.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2020-21,28.1,2.2,8.5,,253.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2021-22,56.7,28.6,101.8,,210.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2022-23,27.5,-29.2,-51.5,,193.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2023-24,16.1,-11.4,-41.5,,174.0
chronic_absenteeism,Milwaukee,Riley Dual Language Montessori School,Riley Dual Language Montessori School — All Students,2024-25,17.1,1.0,6.2,,187.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2018-19,49.7,,,,370.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2019-20,29.5,-20.2,-40.6,,325.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2020-21,22.9,-6.6,-22.4,,340.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2021-22,60.8,37.9,165.5,,293.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2022-23,37.0,-23.8,-39.1,,346.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2023-24,52.4,15.4,41.6,,414.0
chronic_absenteeism,Milwaukee,River Trail School of Agricultural Science,River Trail School of Agricultural Science — All Students,2024-25,28.6,-23.8,-45.4,,371.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2018-19,38.6,,,,1468.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2019-20,36.7,-1.9,-4.9,,1431.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2020-21,33.2,-3.5,-9.5,,1438.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2021-22,59.5,26.3,79.2,,1248.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2022-23,60.3,0.8,1.3,,1159.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2023-24,63.5,3.2,5.3,,1100.0
chronic_absenteeism,Milwaukee,Riverside High,Riverside High — All Students,2024-25,65.0,1.5,2.4,,1188.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2018-19,44.8,,,,279.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2019-20,40.6,-4.2,-9.4,,271.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2020-21,42.2,1.6,3.9,,270.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2021-22,78.1,35.9,85.1,,237.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2022-23,65.2,-12.9,-16.5,,224.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2023-24,61.1,-4.1,-6.3,,229.0
chronic_absenteeism,Milwaukee,Riverwest Elementary,Riverwest Elementary — All Students,2024-25,61.5,0.4,0.7,,218.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2018-19,19.8,,,,590.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2019-20,19.8,0.0,0.0,,565.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2020-21,22.8,3.0,15.2,,561.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2021-22,51.6,28.8,126.3,,515.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2022-23,41.1,-10.5,-20.3,,508.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2023-24,35.1,-6.0,-14.6,,535.0
chronic_absenteeism,Milwaukee,Rogers Street Academy,Rogers Street Academy — All Students,2024-25,37.8,2.7,7.7,,529.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2018-19,49.4,,,,354.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2019-20,42.0,-7.4,-15.0,,348.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2020-21,37.9,-4.1,-9.8,,235.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2021-22,76.7,38.8,102.4,,331.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2022-23,62.3,-14.4,-18.8,,300.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2023-24,63.3,1.0,1.6,,259.0
chronic_absenteeism,Milwaukee,Roosevelt Middle,Roosevelt Middle — All Students,2024-25,63.0,-0.3,-0.5,,289.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2018-19,94.0,,,,84.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2019-20,79.7,-14.3,-15.2,,64.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2020-21,67.7,-12.0,-15.1,,99.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2021-22,86.4,18.7,27.6,,103.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2022-23,80.4,-6.0,-6.9,,92.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2023-24,85.5,5.1,6.3,,110.0
chronic_absenteeism,Milwaukee,Shalom High,Shalom High — All Students,2024-25,87.1,1.6,1.9,,101.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2018-19,54.9,,,,253.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2019-20,41.0,-13.9,-25.3,,227.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2020-21,54.7,13.7,33.4,,223.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2021-22,78.2,23.5,43.0,,220.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2022-23,66.4,-11.8,-15.1,,223.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2023-24,65.8,-0.6,-0.9,,202.0
chronic_absenteeism,Milwaukee,Sherman Elementary,Sherman Elementary — All Students,2024-25,67.7,1.9,2.9,,167.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2018-19,38.4,,,,224.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2019-20,30.4,-8.0,-20.8,,237.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2020-21,41.9,11.5,37.8,,234.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2021-22,66.2,24.3,58.0,,216.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2022-23,55.5,-10.7,-16.2,,182.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2023-24,65.9,10.4,18.7,,179.0
chronic_absenteeism,Milwaukee,Siefert Elementary,Siefert Elementary — All Students,2024-25,63.7,-2.2,-3.3,,157.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2018-19,91.2,,,,57.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2019-20,100.0,8.8,9.6,,14.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2020-21,94.7,-5.3,-5.3,,19.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2021-22,93.8,-0.9,-1.0,,32.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2022-23,94.6,0.8,0.9,,37.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2023-24,88.6,-6.0,-6.3,,44.0
chronic_absenteeism,Milwaukee,South Accelerated Academy,South Accelerated Academy — All Students,2024-25,100.0,11.4,12.9,,43.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2018-19,59.9,,,,856.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2019-20,58.1,-1.8,-3.0,,751.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2020-21,55.1,-3.0,-5.2,,795.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2021-22,75.1,20.0,36.3,,792.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2022-23,71.5,-3.6,-4.8,,779.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2023-24,68.9,-2.6,-3.6,,792.0
chronic_absenteeism,Milwaukee,South Division High,South Division High — All Students,2024-25,62.3,-6.6,-9.6,,863.0
chronic_absenteeism,Milwaukee,Southeastern,Southeastern — All Students,2018-19,82.6,,,,23.0
chronic_absenteeism,Milwaukee,Southeastern,Southeastern — All Students,2020-21,62.5,-20.1,-24.3,,16.0
chronic_absenteeism,Milwaukee,Southeastern,Southeastern — All Students,2021-22,92.3,29.8,47.7,,13.0
chronic_absenteeism,Milwaukee,Southeastern,Southeastern — All Students,2022-23,86.4,-5.9,-6.4,,22.0
chronic_absenteeism,Milwaukee,Southeastern,Southeastern — All Students,2023-24,100.0,13.6,15.7,,25.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2018-19,49.1,,,,318.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2019-20,51.1,2.0,4.1,,274.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2020-21,75.7,24.6,48.1,,296.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2021-22,84.4,8.7,11.5,,263.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2022-23,62.3,-22.1,-26.2,,239.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2023-24,45.7,-16.6,-26.6,,223.0
chronic_absenteeism,Milwaukee,Starms Discovery,Starms Discovery — All Students,2024-25,45.5,-0.2,-0.4,,257.0
chronic_absenteeism,Milwaukee,Starms Early Childhood,Starms Early Childhood — All Students,2018-19,54.4,,,,90.0
chronic_absenteeism,Milwaukee,Starms Early Childhood,Starms Early Childhood — All Students,2019-20,43.4,-11.0,-20.2,,83.0
chronic_absenteeism,Milwaukee,Starms Early Childhood,Starms Early Childhood — All Students,2020-21,69.9,26.5,61.1,,83.0
chronic_absenteeism,Milwaukee,Starms Early Childhood,Starms Early Childhood — All Students,2021-22,80.0,10.1,14.4,,65.0
chronic_absenteeism,Milwaukee,Starms Early Childhood,Starms Early Childhood — All Students,2022-23,26.8,-53.2,-66.5,,82.0
