metric,district,school,group,year,value,yoy_change,pct_change,status_flag
enrollment,Milwaukee,Grant Gordon Learning Center,Grant Gordon Learning Center — All Students,2022-23,35,-8.0,-18.6046511627907,
enrollment,Milwaukee,Grant Gordon Learning Center,Grant Gordon Learning Center — All Students,2023-24,46,11.0,31.428571428571427,
enrollment,Milwaukee,Grant Gordon Learning Center,Grant Gordon Learning Center — All Students,2024-25,1,-45.0,-97.82608695652173,Small count (<10) — DPI privacy threshold
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2018-19,583,,,
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2019-20,588,5.0,0.8576329331046351,
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2020-21,547,-41.0,-6.972789115646261,
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2021-22,545,-2.0,-0.3656307129798919,
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2022-23,510,-35.0,-6.422018348623848,
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2023-24,551,41.0,8.039215686274503,
enrollment,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2024-25,506,-45.0,-8.166969147005442,
enrollment,Milwaukee,Green Bay Avenue School,Green Bay Avenue School — All Students,2018-19,149,,,No data after 2018-19
enrollment,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2019-20,212,,,
enrollment,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2020-21,252,40.0,18.867924528301884,
enrollment,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2021-22,363,111.0,44.047619047619044,
enrollment,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2022-23,435,72.0,19.834710743801654,
enrollment,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2023-24,496,61.0,14.022988505747126,
enrollment,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2024-25,535,39.0,7.86290322580645,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2018-19,634,,,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2019-20,648,14.0,2.208201892744488,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2020-21,589,-59.0,-9.104938271604935,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2021-22,540,-49.0,-8.31918505942275,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2022-23,542,2.0,0.37037037037037646,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2023-24,555,13.0,2.398523985239853,
enrollment,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2024-25,556,1.0,0.18018018018017834,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2018-19,92,,,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2019-20,135,43.0,46.739130434782616,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2020-21,105,-30.0,-22.22222222222222,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2021-22,90,-15.0,-14.28571428571429,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2022-23,68,-22.0,-24.444444444444446,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2023-24,102,34.0,50.0,
enrollment,Milwaukee,Groppi High,Groppi High — All Students,2024-25,105,3.0,2.941176470588225,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2018-19,1708,,,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2019-20,1807,99.0,5.796252927400469,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2020-21,1817,10.0,0.5534034311012626,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2021-22,1771,-46.0,-2.5316455696202556,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2022-23,1828,57.0,3.2185206098249486,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2023-24,1894,66.0,3.610503282275701,
enrollment,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2024-25,1974,80.0,4.223864836325242,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2018-19,1545,,,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2019-20,1491,-54.0,-3.495145631067964,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2020-21,1359,-132.0,-8.853118712273645,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2021-22,1360,1.0,0.07358351729211954,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2022-23,1439,79.0,5.808823529411766,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2023-24,1485,46.0,3.196664350243217,
enrollment,Milwaukee,Hamilton High,Hamilton High — All Students,2024-25,1472,-13.0,-0.8754208754208737,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2018-19,234,,,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2019-20,223,-11.0,-4.700854700854706,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2020-21,189,-34.0,-15.246636771300448,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2021-22,164,-25.0,-13.227513227513231,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2022-23,163,-1.0,-0.6097560975609762,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2023-24,150,-13.0,-7.975460122699385,
enrollment,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2024-25,194,44.0,29.33333333333332,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2018-19,778,,,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2019-20,764,-14.0,-1.7994858611825149,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2020-21,744,-20.0,-2.617801047120416,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2021-22,725,-19.0,-2.553763440860213,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2022-23,685,-40.0,-5.517241379310345,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2023-24,708,23.0,3.3576642335766405,
enrollment,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2024-25,611,-97.0,-13.700564971751417,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2018-19,642,,,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2019-20,517,-125.0,-19.470404984423674,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2020-21,443,-74.0,-14.313346228239842,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2021-22,431,-12.0,-2.708803611738153,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2022-23,399,-32.0,-7.424593967517401,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2023-24,380,-19.0,-4.761904761904767,
enrollment,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2024-25,256,-124.0,-32.631578947368425,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2018-19,376,,,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2019-20,371,-5.0,-1.3297872340425565,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2020-21,304,-67.0,-18.059299191374667,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2021-22,283,-21.0,-6.907894736842102,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2022-23,283,0.0,0.0,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2023-24,297,14.0,4.946996466431086,
enrollment,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2024-25,299,2.0,0.6734006734006703,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2018-19,287,,,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2019-20,296,9.0,3.1358885017421567,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2020-21,267,-29.0,-9.797297297297302,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2021-22,243,-24.0,-8.98876404494382,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2022-23,260,17.0,6.995884773662553,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2023-24,285,25.0,9.615384615384626,
enrollment,Milwaukee,Hawthorne Elementary,Hawthorne Elementary — All Students,2024-25,259,-26.0,-9.122807017543854,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2018-19,667,,,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2019-20,626,-41.0,-6.146926536731634,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2020-21,624,-2.0,-0.31948881789137795,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2021-22,647,23.0,3.685897435897445,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2022-23,664,17.0,2.6275115919629055,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2023-24,638,-26.0,-3.915662650602414,
enrollment,Milwaukee,Hayes Bilingual School,Hayes Bilingual School — All Students,2024-25,670,32.0,5.0156739811912265,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2018-19,211,,,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2019-20,198,-13.0,-6.16113744075829,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2020-21,171,-27.0,-13.636363636363635,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2021-22,168,-3.0,-1.7543859649122862,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2022-23,149,-19.0,-11.309523809523814,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2023-24,143,-6.0,-4.026845637583898,
enrollment,Milwaukee,Hi-Mount Elementary,Hi-Mount Elementary — All Students,2024-25,166,23.0,16.083916083916083,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2018-19,415,,,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2019-20,416,1.0,0.24096385542169418,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2020-21,426,10.0,2.4038461538461453,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2021-22,422,-4.0,-0.9389671361502372,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2022-23,420,-2.0,-0.4739336492891044,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2023-24,414,-6.0,-1.4285714285714235,
enrollment,Milwaukee,Highland Community School,Highland Community School — All Students,2024-25,387,-27.0,-6.521739130434778,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2018-19,309,,,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2019-20,284,-25.0,-8.090614886731395,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2020-21,289,5.0,1.760563380281699,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2021-22,256,-33.0,-11.418685121107263,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2022-23,266,10.0,3.90625,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2023-24,289,23.0,8.646616541353392,
enrollment,Milwaukee,Holmes Elementary,Holmes Elementary — All Students,2024-25,260,-29.0,-10.034602076124566,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2018-19,417,,,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2019-20,413,-4.0,-0.959232613908878,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2020-21,373,-40.0,-9.685230024213077,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2021-22,355,-18.0,-4.825737265415553,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2022-23,374,19.0,5.352112676056331,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2023-24,354,-20.0,-5.3475935828877,
enrollment,Milwaukee,Honey Creek Elementary,Honey Creek Elementary — All Students,2024-25,393,39.0,11.016949152542367,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2018-19,240,,,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2019-20,153,-87.0,-36.25000000000001,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2020-21,132,-21.0,-13.725490196078427,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2021-22,126,-6.0,-4.545454545454541,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2022-23,135,9.0,7.14285714285714,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2023-24,128,-7.0,-5.185185185185182,
enrollment,Milwaukee,Hopkins Lloyd Community School,Hopkins Lloyd Community School — All Students,2024-25,143,15.0,11.71875,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2018-19,604,,,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2019-20,642,38.0,6.29139072847682,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2020-21,576,-66.0,-10.280373831775702,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2021-22,546,-30.0,-5.2083333333333375,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2022-23,559,13.0,2.3809523809523725,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2023-24,589,30.0,5.366726296958846,
enrollment,Milwaukee,Humboldt Park Elementary,Humboldt Park Elementary — All Students,2024-25,604,15.0,2.5466893039049143,
enrollment,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,IDEAL Individualized Developmental Educational Approaches to Learning — All Students,2018-19,287,,,
enrollment,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,IDEAL Individualized Developmental Educational Approaches to Learning — All Students,2019-20,283,-4.0,-1.3937282229965153,
enrollment,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,IDEAL Individualized Developmental Educational Approaches to Learning — All Students,2020-21,267,-16.0,-5.653710247349819,
enrollment,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,IDEAL Individualized Developmental Educational Approaches to Learning — All Students,2021-22,229,-38.0,-14.232209737827716,
