metric,district,school,group,year,value,yoy_change,pct_change,status_flag
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2018-19,1310,,,
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2019-20,1363,53.0,4.045801526717563,
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2020-21,1376,13.0,0.9537784299339602,
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2021-22,1421,45.0,3.2703488372092915,
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2022-23,1360,-61.0,-4.292751583391974,"Authorizer/reporting changed to United Community Center, 2022-23"
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2023-24,1410,50.0,3.6764705882353033,
enrollment,United Community Center,Bruce Guadalupe,Bruce Guadalupe — All Students,2024-25,1364,-46.0,-3.262411347517735,
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2018-19,68,,,
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2019-20,148,80.0,117.64705882352939,
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2020-21,199,51.0,34.45945945945945,
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2021-22,174,-25.0,-12.562814070351758,"Authorizer/reporting changed to Carmen Middle School South, 2021-22"
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2022-23,176,2.0,1.1494252873563315,"Authorizer/reporting changed to Carmen High School of Science and Technology, 2022-23"
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2023-24,206,30.0,17.04545454545454,
enrollment,Carmen High School of Science and Technology,Carmen Middle School South,Carmen Middle School South — All Students,2024-25,191,-15.0,-7.281553398058249,
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2018-19,120,,,
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2019-20,118,-2.0,-1.6666666666666718,
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2020-21,119,1.0,0.8474576271186418,
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2021-22,120,1.0,0.8403361344537785,
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2022-23,121,1.0,0.8333333333333304,"Authorizer/reporting changed to Trans Center for Youth, 2022-23"
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2023-24,120,-1.0,-0.8264462809917328,
enrollment,Trans Center for Youth,Escuela Verde,Escuela Verde — All Students,2024-25,121,1.0,0.8333333333333304,
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2018-19,1132,,,
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2019-20,1220,88.0,7.773851590106018,
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2020-21,1266,46.0,3.770491803278686,
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2021-22,1349,83.0,6.556082148499209,
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2022-23,1401,52.0,3.854707190511486,"Authorizer/reporting changed to Milwaukee Science Education Consortium, 2022-23"
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2023-24,1404,3.0,0.21413276231263545,
enrollment,Milwaukee Science Education Consortium,Milwaukee Academy of Science,Milwaukee Academy of Science — All Students,2024-25,1711,307.0,21.86609686609686,
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2018-19,148,,,
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2019-20,190,42.0,28.37837837837838,
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2020-21,239,49.0,25.789473684210517,
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2021-22,260,21.0,8.786610878661083,
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2022-23,233,-27.0,-10.384615384615381,"Authorizer/reporting changed to Carmen High School of Science and Technology, 2022-23"
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2023-24,217,-16.0,-6.866952789699576,
enrollment,Carmen High School of Science and Technology,Stellar Collegiate Charter School,Stellar Collegiate Charter School — All Students,2024-25,190,-27.0,-12.442396313364057,
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2018-19,168,,,
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2019-20,178,10.0,5.952380952380953,
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2020-21,211,33.0,18.53932584269662,
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2021-22,209,-2.0,-0.9478672985781977,
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2022-23,188,-21.0,-10.047846889952151,"Authorizer/reporting changed to United Community Center, 2022-23"
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2023-24,180,-8.0,-4.255319148936165,
enrollment,United Community Center,United Community Center Acosta Middle School,United Community Center Acosta Middle School — All Students,2024-25,188,8.0,4.444444444444451,
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2018-19,312,,,
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2019-20,345,33.0,10.576923076923084,
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2020-21,273,-72.0,-20.869565217391305,
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2021-22,254,-19.0,-6.959706959706957,
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2022-23,257,3.0,1.1811023622047223,"Authorizer/reporting changed to Woodlands School, 2022-23"
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2023-24,198,-59.0,-22.957198443579763,
enrollment,Woodlands School,Woodlands School - State Street Campus,Woodlands School - State Street Campus — All Students,2024-25,175,-23.0,-11.616161616161612,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2018-19,797,,,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2019-20,700,-97.0,-12.170639899623591,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2020-21,650,-50.0,-7.14285714285714,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2021-22,643,-7.0,-1.0769230769230753,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2022-23,709,66.0,10.264385692068423,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2023-24,722,13.0,1.833568406205921,
enrollment,Brown Deer,Brown Deer Elementary,Brown Deer Elementary — All Students,2024-25,709,-13.0,-1.8005540166205036,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2018-19,724,,,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2019-20,852,128.0,17.67955801104972,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2020-21,840,-12.0,-1.4084507042253502,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2021-22,905,65.0,7.738095238095233,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2022-23,944,39.0,4.309392265193379,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2023-24,925,-19.0,-2.01271186440678,
enrollment,Brown Deer,Brown Deer Middle/High,Brown Deer Middle/High — All Students,2024-25,904,-21.0,-2.2702702702702693,
enrollment,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2018-19,280,,,No data after 2019-20
enrollment,Capitol West Academy,Capitol West Academy,Capitol West Academy — All Students,2019-20,252,-28.0,-9.999999999999998,No data after 2019-20
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2018-19,412,,,
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2019-20,474,62.0,15.048543689320383,
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2020-21,424,-50.0,-10.54852320675106,
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2021-22,427,3.0,0.7075471698113178,
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2022-23,389,-38.0,-8.899297423887587,
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2023-24,378,-11.0,-2.8277634961439535,
enrollment,Central City Cyberschool of Milwaukee,Central City Cyberschool,Central City Cyberschool — All Students,2024-25,343,-35.0,-9.259259259259256,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2018-19,738,,,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2019-20,724,-14.0,-1.8970189701897011,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2020-21,687,-37.0,-5.1104972375690565,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2021-22,651,-36.0,-5.2401746724890845,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2022-23,673,22.0,3.3794162826420893,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2023-24,678,5.0,0.7429420505200568,
enrollment,Cudahy,Cudahy High,Cudahy High — All Students,2024-25,644,-34.0,-5.014749262536878,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2018-19,513,,,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2019-20,537,24.0,4.678362573099415,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2020-21,498,-39.0,-7.2625698324022325,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2021-22,477,-21.0,-4.216867469879515,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2022-23,419,-58.0,-12.159329140461217,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2023-24,263,-156.0,-37.23150357995226,
enrollment,Cudahy,Cudahy Middle,Cudahy Middle — All Students,2024-25,247,-16.0,-6.083650190114065,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2018-19,118,,,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2019-20,154,36.0,30.508474576271194,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2020-21,166,12.0,7.792207792207795,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2021-22,170,4.0,2.4096385542168752,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2022-23,169,-1.0,-0.588235294117645,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2023-24,187,18.0,10.650887573964507,
enrollment,Cudahy,Jones Elementary,Jones Elementary — All Students,2024-25,171,-16.0,-8.556149732620321,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2018-19,237,,,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2019-20,208,-29.0,-12.236286919831219,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2020-21,198,-10.0,-4.807692307692313,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2021-22,202,4.0,2.020202020202011,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2022-23,186,-16.0,-7.920792079207917,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2023-24,219,33.0,17.741935483870975,
enrollment,Cudahy,Kosciuszko Elementary,Kosciuszko Elementary — All Students,2024-25,208,-11.0,-5.022831050228316,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2018-19,245,,,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2019-20,241,-4.0,-1.6326530612244872,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2020-21,231,-10.0,-4.149377593360992,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2021-22,267,36.0,15.58441558441559,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2022-23,253,-14.0,-5.243445692883897,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2023-24,295,42.0,16.600790513833985,
enrollment,Cudahy,Lincoln Elementary,Lincoln Elementary — All Students,2024-25,312,17.0,5.762711864406778,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2018-19,244,,,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2019-20,223,-21.0,-8.606557377049185,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2020-21,235,12.0,5.3811659192825045,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2021-22,257,22.0,9.361702127659566,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2022-23,393,136.0,52.91828793774318,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2023-24,412,19.0,4.834605597964381,
enrollment,Cudahy,Mitchell Elementary,Mitchell Elementary — All Students,2024-25,403,-9.0,-2.1844660194174748,
enrollment,Cudahy,Park View Elementary,Park View Elementary — All Students,2018-19,231,,,No data after 2021-22
enrollment,Cudahy,Park View Elementary,Park View Elementary — All Students,2019-20,209,-22.0,-9.523809523809524,No data after 2021-22
enrollment,Cudahy,Park View Elementary,Park View Elementary — All Students,2020-21,168,-41.0,-19.61722488038278,No data after 2021-22
enrollment,Cudahy,Park View Elementary,Park View Elementary — All Students,2021-22,129,-39.0,-23.214285714285708,No data after 2021-22
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2018-19,276,,,
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2019-20,256,-20.0,-7.246376811594201,
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2020-21,225,-31.0,-12.109375,
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2021-22,199,-26.0,-11.555555555555552,
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2022-23,192,-7.0,-3.5175879396984966,
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2023-24,172,-20.0,-10.416666666666663,
enrollment,Darrell L. Hines Academy,Darrell Lynn Hines Academy,Darrell Lynn Hines Academy — All Students,2024-25,180,8.0,4.651162790697683,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2018-19,299,,,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2019-20,313,14.0,4.682274247491636,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2020-21,292,-21.0,-6.709265175718848,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2021-22,241,-51.0,-17.46575342465754,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2022-23,240,-1.0,-0.4149377593360981,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2023-24,239,-1.0,-0.4166666666666652,
enrollment,Downtown Montessori Academy,Downtown Montessori,Downtown Montessori — All Students,2024-25,218,-21.0,-8.786610878661083,
enrollment,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy — All Students,2019-20,300,,,
enrollment,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy — All Students,2020-21,312,12.0,4.0000000000000036,
enrollment,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy — All Students,2021-22,325,13.0,4.166666666666674,
enrollment,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy — All Students,2022-23,331,6.0,1.846153846153853,
enrollment,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy — All Students,2023-24,312,-19.0,-5.740181268882171,
enrollment,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy — All Students,2024-25,608,296.0,94.87179487179486,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2018-19,346,,,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2019-20,357,11.0,3.1791907514450823,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2020-21,370,13.0,3.6414565826330625,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2021-22,363,-7.0,-1.8918918918918948,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2022-23,340,-23.0,-6.336088154269969,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2023-24,341,1.0,0.2941176470588225,
enrollment,Fox Point J2,Bayside Middle,Bayside Middle — All Students,2024-25,340,-1.0,-0.2932551319648091,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2018-19,447,,,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2019-20,451,4.0,0.8948545861297452,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2020-21,467,16.0,3.5476718403547602,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2021-22,488,21.0,4.4967880085653,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2022-23,485,-3.0,-0.6147540983606592,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2023-24,481,-4.0,-0.8247422680412342,
enrollment,Fox Point J2,Stormonth Elementary,Stormonth Elementary — All Students,2024-25,473,-8.0,-1.6632016632016633,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2018-19,368,,,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2019-20,335,-33.0,-8.967391304347828,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2020-21,303,-32.0,-9.552238805970148,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2021-22,329,26.0,8.580858085808574,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2022-23,332,3.0,0.911854103343468,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2023-24,315,-17.0,-5.12048192771084,
enrollment,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2024-25,308,-7.0,-2.2222222222222254,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2018-19,518,,,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2019-20,484,-34.0,-6.563706563706562,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2020-21,441,-43.0,-8.884297520661155,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2021-22,454,13.0,2.947845804988658,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2022-23,447,-7.0,-1.541850220264318,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2023-24,443,-4.0,-0.8948545861297563,
enrollment,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2024-25,437,-6.0,-1.3544018058690765,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2018-19,702,,,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2019-20,1099,397.0,56.552706552706546,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2020-21,1110,11.0,1.0009099181073733,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2021-22,1078,-32.0,-2.8828828828828867,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2022-23,1084,6.0,0.5565862708719838,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2023-24,1074,-10.0,-0.9225092250922495,
enrollment,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2024-25,1056,-18.0,-1.6759776536312887,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2018-19,1564,,,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2019-20,1541,-23.0,-1.4705882352941124,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2020-21,1546,5.0,0.32446463335495945,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2021-22,1573,27.0,1.7464424320827954,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2022-23,1571,-2.0,-0.12714558169103496,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2023-24,1606,35.0,2.2278803309993656,
enrollment,Franklin Public,Franklin High,Franklin High — All Students,2024-25,1605,-1.0,-0.062266500622665255,
enrollment,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2023-24,15,,,
enrollment,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2024-25,31,16.0,106.66666666666669,
enrollment,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2018-19,45,,,No data after 2022-23
enrollment,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2019-20,34,-11.0,-24.444444444444446,No data after 2022-23
enrollment,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2020-21,15,-19.0,-55.88235294117647,No data after 2022-23
enrollment,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2021-22,15,0.0,0.0,No data after 2022-23
enrollment,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2022-23,19,4.0,26.66666666666666,No data after 2022-23
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2018-19,477,,,
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2019-20,456,-21.0,-4.402515723270439,
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2020-21,444,-12.0,-2.631578947368418,
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2021-22,454,10.0,2.2522522522522515,
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2022-23,450,-4.0,-0.8810572687224627,
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2023-24,418,-32.0,-7.1111111111111125,
enrollment,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2024-25,422,4.0,0.9569377990430672,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2018-19,548,,,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2019-20,491,-57.0,-10.401459854014593,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2020-21,442,-49.0,-9.979633401222,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2021-22,476,34.0,7.692307692307687,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2022-23,465,-11.0,-2.310924369747902,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2023-24,455,-10.0,-2.1505376344086002,
enrollment,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2024-25,437,-18.0,-3.956043956043953,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2018-19,377,,,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2019-20,342,-35.0,-9.283819628647215,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2020-21,384,42.0,12.280701754385959,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2021-22,388,4.0,1.041666666666674,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2022-23,413,25.0,6.443298969072164,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2023-24,395,-18.0,-4.358353510895885,
enrollment,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2024-25,370,-25.0,-6.329113924050633,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2018-19,562,,,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2019-20,542,-20.0,-3.558718861209964,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2020-21,496,-46.0,-8.487084870848705,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2021-22,496,0.0,0.0,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2022-23,486,-10.0,-2.0161290322580627,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2023-24,488,2.0,0.4115226337448652,
enrollment,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2024-25,483,-5.0,-1.0245901639344246,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2018-19,503,,,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2019-20,496,-7.0,-1.391650099403574,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2020-21,465,-31.0,-6.25,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2021-22,462,-3.0,-0.6451612903225823,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2022-23,476,14.0,3.0303030303030276,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2023-24,475,-1.0,-0.21008403361344463,
enrollment,Glendale-River Hills,Parkway Elementary,Parkway Elementary — All Students,2024-25,490,15.0,3.157894736842115,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2018-19,379,,,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2019-20,375,-4.0,-1.055408970976257,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2020-21,374,-1.0,-0.2666666666666706,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2021-22,366,-8.0,-2.1390374331550777,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2022-23,367,1.0,0.2732240437158362,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2023-24,344,-23.0,-6.267029972752047,
enrollment,Greendale,Canterbury Elementary,Canterbury Elementary — All Students,2024-25,350,6.0,1.744186046511631,
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2018-19,273,,,
enrollment,Greendale,College Park Elementary,College Park Elementary — All Students,2019-20,272,-1.0,-0.366300366300365,
