metric,dimension,group,district,school,year,value,count,status_flag
chronic_absenteeism,EL Status,EL,Milwaukee,Stuart Elementary,2023-24,14.3,21.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Stuart Elementary,2023-24,37.2,250.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Stuart Elementary,2024-25,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Stuart Elementary,2024-25,34.6,280.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2018-19,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2018-19,,434.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2019-20,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2019-20,,378.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2020-21,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2020-21,,386.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2021-22,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2021-22,,326.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2022-23,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2022-23,,335.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2023-24,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2023-24,,325.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Thoreau Elementary,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thoreau Elementary,2024-25,,327.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2018-19,52.7,351.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2019-20,39.7,363.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2020-21,52.5,366.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2021-22,77.0,318.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2022-23,71.5,302.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2023-24,73.4,278.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Thurston Woods Elementary,2024-25,62.4,210.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2018-19,58.6,292.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Townsend Street Elementary,2019-20,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2019-20,,296.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Townsend Street Elementary,2020-21,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2020-21,,304.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2021-22,88.0,276.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Townsend Street Elementary,2022-23,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2022-23,,262.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2023-24,76.4,254.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Townsend Street Elementary,2024-25,73.0,244.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2018-19,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2018-19,,142.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2019-20,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2019-20,,136.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2020-21,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2020-21,,73.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2021-22,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2021-22,,95.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2022-23,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2022-23,,67.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2023-24,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2023-24,,90.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Transition High,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Transition High,2024-25,,102.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2018-19,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2018-19,39.9,238.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2019-20,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2019-20,,207.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2020-21,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2020-21,,213.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2021-22,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2021-22,,185.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,,200.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2023-24,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2023-24,,221.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,,213.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,U S Grant School,2024-25,22.9,336.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,U S Grant School,2024-25,51.3,232.0,
chronic_absenteeism,EL Status,EL,Milwaukee,US Grant School,2023-24,30.7,290.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,US Grant School,2023-24,44.0,273.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2018-19,13.7,161.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2018-19,27.2,345.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2019-20,12.9,194.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2019-20,24.1,307.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2020-21,7.9,191.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2020-21,23.9,297.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2021-22,53.8,184.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2021-22,62.3,244.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2022-23,30.1,193.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2022-23,32.7,202.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2023-24,26.9,201.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2023-24,33.3,189.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Victory Elementary,2024-25,18.9,233.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Victory Elementary,2024-25,30.8,185.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2018-19,9.9,392.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2018-19,18.7,278.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2019-20,10.8,417.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2019-20,19.7,254.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2020-21,10.0,409.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2020-21,20.9,268.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2021-22,41.9,382.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2021-22,46.4,220.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2022-23,25.0,384.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2022-23,34.7,219.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2023-24,28.9,415.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2023-24,37.1,229.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vieau Elementary,2024-25,27.5,444.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vieau Elementary,2024-25,40.3,226.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2018-19,98.3,59.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2019-20,90.5,63.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2020-21,98.0,51.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2021-22,97.7,43.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Vincent Accelerated Academy,2022-23,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2022-23,,51.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Vincent Accelerated Academy,2023-24,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2023-24,,64.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Vincent Accelerated Academy,2024-25,,4.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Vincent Accelerated Academy,2024-25,,37.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2018-19,35.1,57.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2018-19,80.7,538.0,
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2019-20,39.6,53.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2019-20,77.9,461.0,
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2020-21,22.9,35.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2020-21,74.0,565.0,
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2021-22,28.6,21.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2021-22,93.9,488.0,
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2022-23,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2022-23,88.3,384.0,
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2023-24,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2023-24,83.7,343.0,
chronic_absenteeism,EL Status,EL,Milwaukee,WHS Information Technology,2024-25,,17.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,WHS Information Technology,2024-25,85.6,369.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2018-19,19.2,177.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2018-19,17.6,712.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2019-20,17.7,186.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2019-20,16.4,688.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2020-21,17.7,164.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2020-21,11.9,670.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2021-22,53.2,156.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2021-22,48.9,587.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2022-23,42.3,149.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2022-23,44.8,489.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2023-24,42.9,140.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2023-24,42.6,420.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wedgewood Park School,2024-25,44.1,118.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wedgewood Park School,2024-25,52.0,419.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2018-19,56.5,170.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Westside Academy,2019-20,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2019-20,,163.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Westside Academy,2020-21,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2020-21,,179.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Westside Academy,2021-22,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2021-22,,133.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Westside Academy,2022-23,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2022-23,,127.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Westside Academy,2023-24,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2023-24,,127.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Westside Academy,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Westside Academy,2024-25,,127.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2018-19,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2018-19,22.1,366.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2019-20,,8.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2019-20,20.4,353.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2020-21,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2020-21,19.2,334.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2021-22,,13.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2021-22,38.5,286.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2022-23,33.3,24.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2022-23,38.7,266.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2023-24,36.0,25.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2023-24,35.3,292.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whitman Elementary,2024-25,30.8,26.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whitman Elementary,2024-25,38.1,294.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2018-19,6.2,178.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whittier Elementary,2019-20,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2019-20,,170.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Whittier Elementary,2020-21,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2020-21,,161.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Whittier Elementary,2021-22,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2021-22,,130.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Whittier Elementary,2022-23,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2022-23,,114.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee,Whittier Elementary,2023-24,,12.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2023-24,3.5,115.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Whittier Elementary,2024-25,,11.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Whittier Elementary,2024-25,9.7,113.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2018-19,,15.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2018-19,73.2,559.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2019-20,,13.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2019-20,64.9,362.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2020-21,,11.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2020-21,74.7,419.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2021-22,,11.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2021-22,91.6,356.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2022-23,,6.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2022-23,86.2,398.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2023-24,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2023-24,86.7,309.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2024-25,,10.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2024-25,88.5,262.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2018-19,17.2,64.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2018-19,31.1,212.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2019-20,8.5,71.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2019-20,30.3,201.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2020-21,10.3,68.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2020-21,42.9,191.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2021-22,38.6,83.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2021-22,62.5,176.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2022-23,32.6,86.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2022-23,46.2,182.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2023-24,41.5,82.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2023-24,50.6,172.0,
chronic_absenteeism,EL Status,EL,Milwaukee,Zablocki Elementary,2024-25,36.0,89.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee,Zablocki Elementary,2024-25,52.9,138.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Academy of Science,Milwaukee Academy of Science,2018-19,31.6,1007.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Academy of Science,Milwaukee Academy of Science,2019-20,30.0,1075.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Academy of Science,Milwaukee Academy of Science,2020-21,42.3,1157.0,
chronic_absenteeism,EL Status,EL,Milwaukee Academy of Science,Milwaukee Academy of Science,2021-22,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Academy of Science,Milwaukee Academy of Science,2021-22,,1183.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,2018-19,32.3,297.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2018-19,3.6,28.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2018-19,33.5,227.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2019-20,12.9,31.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2019-20,33.3,162.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2020-21,41.4,29.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2020-21,60.8,158.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2021-22,44.8,29.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2021-22,50.3,151.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2022-23,29.6,27.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2022-23,44.2,172.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2023-24,37.5,24.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2023-24,58.3,175.0,
chronic_absenteeism,EL Status,EL,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,28.6,21.0,
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,53.7,188.0,
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2018-19,,9.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2018-19,32.9,611.0,
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2019-20,,13.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2019-20,31.5,568.0,
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2020-21,,8.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2020-21,36.6,655.0,
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2021-22,,5.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2021-22,,628.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2022-23,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2022-23,,597.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2023-24,,3.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2023-24,,603.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,EL Status,EL,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,,7.0,Group under 20 students — rate omitted
chronic_absenteeism,EL Status,Eng Prof,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,38.7,617.0,
