metric,dimension,group,district,school,year,value,count,status_flag
chronic_absenteeism,Gender,Male,Fox Point J2,Bayside Middle,2019-20,5.9,188.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Bayside Middle,2020-21,1.2,169.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Bayside Middle,2020-21,1.5,200.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Bayside Middle,2021-22,3.5,169.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Bayside Middle,2021-22,3.6,195.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Bayside Middle,2022-23,9.1,154.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Bayside Middle,2022-23,4.2,189.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Bayside Middle,2023-24,7.7,155.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Bayside Middle,2023-24,5.9,187.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Bayside Middle,2024-25,,160.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Fox Point J2,Bayside Middle,2024-25,2.8,178.0,
chronic_absenteeism,Gender,Non-binary,Fox Point J2,Bayside Middle,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2018-19,4.0,177.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2018-19,3.5,201.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2019-20,4.9,184.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2019-20,4.4,203.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2020-21,0.0,187.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2020-21,1.0,209.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2021-22,5.6,197.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2021-22,4.6,216.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2022-23,10.0,209.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2022-23,7.1,212.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2023-24,8.7,206.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2023-24,3.6,223.0,
chronic_absenteeism,Gender,Female,Fox Point J2,Stormonth Elementary,2024-25,3.7,190.0,
chronic_absenteeism,Gender,Male,Fox Point J2,Stormonth Elementary,2024-25,5.2,232.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2018-19,3.2,185.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2018-19,2.9,175.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2019-20,4.1,146.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2019-20,4.0,149.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2020-21,3.4,147.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2020-21,1.5,134.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2021-22,4.6,131.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2021-22,4.0,150.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2022-23,10.4,135.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2022-23,8.2,158.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2023-24,8.0,137.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2023-24,5.6,144.0,
chronic_absenteeism,Gender,Female,Franklin Public,Ben Franklin Elementary,2024-25,6.0,134.0,
chronic_absenteeism,Gender,Male,Franklin Public,Ben Franklin Elementary,2024-25,5.7,141.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2018-19,4.6,261.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2018-19,4.0,252.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2019-20,3.6,222.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2019-20,5.0,200.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2020-21,1.9,209.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2020-21,3.0,202.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2021-22,4.0,199.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2021-22,2.1,187.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2022-23,5.6,196.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2022-23,6.9,204.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2023-24,7.1,184.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2023-24,9.2,207.0,
chronic_absenteeism,Gender,Female,Franklin Public,Country Dale Elementary,2024-25,5.9,169.0,
chronic_absenteeism,Gender,Male,Franklin Public,Country Dale Elementary,2024-25,7.8,219.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2018-19,4.6,348.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2018-19,4.8,352.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2019-20,5.0,537.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2019-20,6.7,556.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2020-21,6.0,530.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2020-21,6.2,581.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2021-22,9.3,540.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2021-22,7.5,544.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2022-23,11.2,561.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2022-23,10.9,534.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2023-24,9.6,555.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2023-24,9.4,522.0,
chronic_absenteeism,Gender,Female,Franklin Public,Forest Park Middle,2024-25,7.8,538.0,
chronic_absenteeism,Gender,Male,Franklin Public,Forest Park Middle,2024-25,9.8,519.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2018-19,7.0,754.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2018-19,7.1,804.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2019-20,5.5,763.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2019-20,5.1,766.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2020-21,8.9,751.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2020-21,9.2,790.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2021-22,10.1,762.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2021-22,8.7,818.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2022-23,10.9,742.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2022-23,9.6,806.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2023-24,9.9,729.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2023-24,9.2,861.0,
chronic_absenteeism,Gender,Female,Franklin Public,Franklin High,2024-25,8.4,761.0,
chronic_absenteeism,Gender,Male,Franklin Public,Franklin High,2024-25,5.7,831.0,
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Community Reintegration Center,2023-24,,10.0,Group under 20 students — rate omitted
chronic_absenteeism,Gender,Female,Franklin Public,Milwaukee County Community Reintegration Center,2024-25,,2.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Community Reintegration Center,2024-25,,10.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Female,Franklin Public,Milwaukee County Correctional Facility South,2018-19,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Correctional Facility South,2018-19,,24.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Correctional Facility South,2019-20,,8.0,Group under 20 students — rate omitted
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Correctional Facility South,2020-21,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Gender,Female,Franklin Public,Milwaukee County Correctional Facility South,2021-22,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Correctional Facility South,2021-22,,10.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Franklin Public,Milwaukee County Correctional Facility South,2022-23,,18.0,Group under 20 students — rate omitted
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2018-19,3.9,228.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2018-19,7.2,249.0,
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2019-20,4.5,198.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2019-20,5.0,218.0,
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2020-21,3.6,197.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2020-21,3.0,202.0,
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2021-22,5.6,197.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2021-22,6.7,209.0,
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2022-23,8.4,190.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2022-23,11.5,226.0,
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2023-24,5.4,184.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2023-24,8.8,204.0,
chronic_absenteeism,Gender,Female,Franklin Public,Pleasant View Elementary,2024-25,12.2,181.0,
chronic_absenteeism,Gender,Male,Franklin Public,Pleasant View Elementary,2024-25,7.0,200.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2018-19,4.2,283.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2018-19,2.3,263.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2019-20,5.8,208.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2019-20,4.4,228.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2020-21,2.1,188.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2020-21,3.4,207.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2021-22,4.4,205.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2021-22,4.9,224.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2022-23,8.1,197.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2022-23,10.0,219.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2023-24,7.9,190.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2023-24,9.7,217.0,
chronic_absenteeism,Gender,Female,Franklin Public,Robinwood Elementary,2024-25,5.9,188.0,
chronic_absenteeism,Gender,Male,Franklin Public,Robinwood Elementary,2024-25,8.4,215.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2018-19,2.3,173.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2018-19,2.5,204.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2019-20,4.7,149.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2019-20,3.0,165.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2020-21,0.6,174.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2020-21,2.3,171.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2021-22,2.6,189.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2021-22,4.3,164.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2022-23,6.5,199.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2022-23,6.7,179.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2023-24,5.8,190.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2023-24,10.2,167.0,
chronic_absenteeism,Gender,Female,Franklin Public,Southwood Glen Elementary,2024-25,4.0,177.0,
chronic_absenteeism,Gender,Male,Franklin Public,Southwood Glen Elementary,2024-25,6.6,166.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2018-19,9.2,282.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2018-19,7.6,288.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2019-20,7.6,276.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2019-20,6.6,257.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2020-21,2.3,260.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2020-21,3.4,234.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2021-22,10.6,265.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2021-22,8.9,236.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2022-23,13.9,245.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2022-23,13.3,248.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2023-24,9.5,241.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2023-24,10.5,247.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Glen Hills Middle,2024-25,11.7,222.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Glen Hills Middle,2024-25,8.8,261.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Parkway Elementary,2018-19,4.6,195.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Parkway Elementary,2018-19,11.7,206.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Parkway Elementary,2020-21,2.2,183.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Parkway Elementary,2020-21,3.4,204.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Parkway Elementary,2021-22,14.0,178.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Parkway Elementary,2021-22,8.7,196.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Parkway Elementary,2022-23,18.0,183.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Parkway Elementary,2022-23,9.3,204.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Parkway Elementary,2023-24,18.1,193.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Parkway Elementary,2023-24,15.9,207.0,
chronic_absenteeism,Gender,Female,Glendale-River Hills,Parkway Elementary,2024-25,7.4,189.0,
chronic_absenteeism,Gender,Male,Glendale-River Hills,Parkway Elementary,2024-25,7.4,203.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2018-19,3.0,168.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2018-19,4.7,211.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2019-20,5.9,169.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2019-20,7.2,208.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2020-21,100.0,168.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2020-21,100.0,185.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2021-22,3.7,164.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2021-22,2.4,205.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2022-23,5.4,168.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2022-23,4.6,196.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2023-24,5.2,172.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2023-24,3.4,176.0,
chronic_absenteeism,Gender,Female,Greendale,Canterbury Elementary,2024-25,2.2,186.0,
chronic_absenteeism,Gender,Male,Greendale,Canterbury Elementary,2024-25,2.4,167.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2018-19,2.2,134.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2018-19,2.2,138.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2019-20,6.0,134.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2019-20,5.0,139.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2020-21,14.4,125.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2020-21,13.8,123.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2021-22,0.0,129.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2021-22,2.1,140.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2022-23,3.1,129.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2022-23,1.5,135.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2023-24,2.2,134.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2023-24,0.7,138.0,
chronic_absenteeism,Gender,Female,Greendale,College Park Elementary,2024-25,2.3,129.0,
chronic_absenteeism,Gender,Male,Greendale,College Park Elementary,2024-25,2.8,144.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2018-19,5.1,430.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2018-19,2.9,449.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2019-20,5.1,447.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2019-20,5.1,468.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2020-21,10.0,449.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2020-21,8.5,459.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2021-22,13.8,434.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2021-22,10.8,481.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2022-23,16.2,402.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2022-23,12.0,458.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2023-24,14.6,383.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2023-24,10.0,478.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale High,2024-25,14.9,396.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale High,2024-25,11.9,480.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2018-19,3.0,303.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2018-19,6.2,340.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2019-20,5.0,300.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2019-20,4.9,346.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2020-21,100.0,285.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2020-21,100.0,343.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2021-22,8.1,284.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2021-22,5.5,328.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2022-23,7.5,292.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2022-23,4.3,329.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2023-24,7.2,290.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2023-24,4.0,321.0,
chronic_absenteeism,Gender,Female,Greendale,Greendale Middle,2024-25,4.2,287.0,
chronic_absenteeism,Gender,Male,Greendale,Greendale Middle,2024-25,4.5,331.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2018-19,3.4,176.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2018-19,7.6,224.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2019-20,4.4,183.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2019-20,4.5,221.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2020-21,13.0,169.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2020-21,15.5,194.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2021-22,5.4,168.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2021-22,2.1,195.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2022-23,4.0,175.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2022-23,9.0,189.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2023-24,2.9,174.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2023-24,6.3,190.0,
chronic_absenteeism,Gender,Female,Greendale,Highland View Elementary,2024-25,7.1,168.0,
chronic_absenteeism,Gender,Male,Greendale,Highland View Elementary,2024-25,6.4,156.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2018-19,2.5,121.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2018-19,5.6,162.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2019-20,3.1,127.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2019-20,1.8,165.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2020-21,8.5,117.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2020-21,9.9,141.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2021-22,9.6,114.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2021-22,13.4,134.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2022-23,8.6,128.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2022-23,8.2,146.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2023-24,11.0,127.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2023-24,6.4,140.0,
chronic_absenteeism,Gender,Female,Greenfield,Edgewood Elementary,2024-25,9.8,133.0,
chronic_absenteeism,Gender,Male,Greenfield,Edgewood Elementary,2024-25,5.2,153.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2018-19,3.4,208.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2018-19,5.2,232.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2019-20,2.7,188.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2019-20,2.2,225.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2020-21,9.7,175.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2020-21,12.1,199.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2021-22,12.0,183.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2021-22,11.7,222.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2022-23,12.2,197.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2022-23,8.8,215.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2023-24,4.8,187.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2023-24,6.7,209.0,
chronic_absenteeism,Gender,Female,Greenfield,Elm Dale Elementary,2024-25,7.4,202.0,
chronic_absenteeism,Gender,Male,Greenfield,Elm Dale Elementary,2024-25,8.0,200.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2018-19,8.5,141.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2018-19,6.3,144.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2019-20,1.3,153.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2019-20,2.2,139.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2020-21,18.9,132.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2020-21,13.1,137.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2021-22,10.9,128.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2021-22,15.5,142.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2022-23,13.5,126.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2022-23,19.1,157.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2023-24,12.7,126.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2023-24,13.5,148.0,
chronic_absenteeism,Gender,Female,Greenfield,Glenwood Elementary,2024-25,8.9,124.0,
chronic_absenteeism,Gender,Male,Greenfield,Glenwood Elementary,2024-25,6.6,136.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2018-19,21.7,557.0,
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2018-19,15.8,575.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2019-20,12.1,564.0,
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2019-20,8.1,583.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2020-21,8.5,528.0,
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2020-21,9.2,579.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2021-22,23.4,542.0,
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2021-22,23.2,560.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2022-23,19.4,561.0,
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2022-23,18.7,557.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2023-24,,537.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2023-24,19.7,548.0,
chronic_absenteeism,Gender,Non-binary,Greenfield,Greenfield High,2023-24,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Female,Greenfield,Greenfield High,2024-25,,553.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Male,Greenfield,Greenfield High,2024-25,20.5,570.0,
chronic_absenteeism,Gender,Non-binary,Greenfield,Greenfield High,2024-25,,1.0,Suppressed (DPI privacy) — not zero
chronic_absenteeism,Gender,Female,Greenfield,Greenfield Middle,2018-19,6.4,377.0,
chronic_absenteeism,Gender,Male,Greenfield,Greenfield Middle,2018-19,6.7,390.0,
chronic_absenteeism,Gender,Female,Greenfield,Greenfield Middle,2019-20,4.1,368.0,
