metric,subject,unit,district,school,group,year,value,pct_below,pct_notest,yoy_change,pct_change,status_flag,gap_reason,tested,population
forward,science,pct,Milwaukee,Sherman Elementary,All Students,2020-21,0.0,0.0,69.8113,0.0,,,,16.0,53.0
forward,science,pct,Milwaukee,Roosevelt Middle,All Students,2020-21,0.8403,0.0,72.2689,0.8403,,,,33.0,119.0
forward,science,pct,Milwaukee,Story Elementary,All Students,2020-21,0.0,0.0,52.6316,0.0,,,,45.0,95.0
forward,science,pct,Milwaukee,Victory Elementary,All Students,2020-21,1.8868,0.0,68.8679,-3.1637000000000004,-62.64132264132265,,,33.0,106.0
forward,science,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,All Students,2020-21,0.0,0.0,84.6154,-8.0,-100.0,,,8.0,52.0
forward,science,pct,Milwaukee,Townsend Street Elementary,All Students,2020-21,0.0,0.0,76.1194,0.0,,,,16.0,67.0
forward,science,pct,Milwaukee,Thurston Woods Elementary,All Students,2020-21,0.0,0.0,63.6364,0.0,,,,24.0,66.0
forward,science,pct,Milwaukee,Thoreau Elementary,All Students,2020-21,0.0,0.0,73.8636,-1.087,-100.0,,,23.0,88.0
forward,science,pct,Milwaukee,Stuart Elementary,All Students,2020-21,0.0,0.0,57.7778,0.0,,,,19.0,45.0
forward,ela,pct,Milwaukee,Keefe Avenue Elementary,All Students,2020-21,0.0,0.0,69.4118,0.0,,,,26.0,85.0
forward,science,pct,Milwaukee,Rogers Street Academy,All Students,2020-21,0.7812,0.0,61.7188,0.7812,,,,49.0,128.0
forward,science,pct,Milwaukee,Neeskara Elementary,All Students,2020-21,0.0,0.0,57.7778,-3.125,-100.0,,,19.0,45.0
forward,science,pct,Milwaukee,Morse Mid,All Students,2020-21,1.3072,0.0,68.6275,-2.7744,-67.97334378675029,,,48.0,153.0
forward,ela,pct,Milwaukee,Kluge Elementary,All Students,2020-21,0.0,0.0,58.0357,0.0,,,,47.0,112.0
forward,science,pct,Milwaukee,Morgandale Elementary,All Students,2020-21,0.9009,0.0,54.955,-4.4088,-83.03293971410814,,,50.0,111.0
forward,science,pct,Milwaukee,Mitchell Elementary,All Students,2020-21,0.7299,0.0,61.3139,-1.6510999999999998,-69.34481310373792,,,53.0,137.0
forward,science,pct,Milwaukee,Milwaukee Spanish Immersion,All Students,2020-21,1.5873,0.0,49.2063,-8.412700000000001,-84.127,,,32.0,63.0
forward,science,pct,Milwaukee,Milwaukee Sign Language Elementary,All Students,2020-21,0.0,0.0,100.0,0.0,,,,,117.0
forward,ela,pct,Milwaukee,La Causa Charter School,All Students,2020-21,0.2336,0.0,24.7664,-1.2783,-84.54924267478007,,,322.0,428.0
forward,science,pct,Milwaukee,Ninety-Fifth Street Elementary,All Students,2020-21,0.0,0.0,51.6129,-10.3448,-100.0,,,30.0,62.0
forward,science,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2020-21,1.6129,0.0,77.4194,1.6129,,,,14.0,62.0
forward,ela,pct,Milwaukee,King International Baccalaureate Middle,All Students,2020-21,0.0,0.0,73.8806,-0.2793,-100.0,,,105.0,402.0
forward,science,pct,Milwaukee,Riverwest Elementary,All Students,2020-21,2.381,0.0,47.619,0.3809999999999998,19.04999999999999,,,22.0,42.0
forward,science,pct,Milwaukee,River Trail School of Agricultural Science,All Students,2020-21,0.0,0.0,96.0526,-5.1282,-100.0,,,3.0,76.0
forward,science,pct,Milwaukee,Riley Dual Language Montessori School,All Students,2020-21,0.0,0.0,66.6667,-1.6949,-100.0,,,15.0,45.0
forward,science,pct,Milwaukee,Pratt Elementary,All Students,2020-21,0.0,0.0,69.4444,-6.4516,-100.0,,,11.0,36.0
forward,ela,pct,Milwaukee,King Jr Elementary,All Students,2020-21,0.0,0.0,76.2195,0.0,,,,39.0,164.0
forward,science,pct,Milwaukee,Parkview Elementary,All Students,2020-21,0.0,0.0,58.8235,0.0,,,,21.0,51.0
forward,ela,pct,Milwaukee,Kagel Elementary,All Students,2020-21,0.0,0.0,54.3689,0.0,,,,47.0,103.0
forward,science,pct,Penfield Montessori Academy,Penfield Montessori Academy,All Students,2020-21,0.0,0.0,20.0,,,,,8.0,10.0
forward,science,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,All Students,2020-21,11.2676,0.0,9.8592,-4.4627,-28.370088300922426,,,64.0,71.0
forward,science,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,All Students,2020-21,20.5479,0.0,5.4795,0.9532999999999987,4.8651158992783605,,,138.0,146.0
forward,ela,pct,Milwaukee,Hopkins Lloyd Community School,All Students,2020-21,0.0,0.0,52.6316,0.0,,,,27.0,57.0
forward,science,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,All Students,2020-21,15.8879,0.0,9.9688,-12.394900000000002,-43.82486882486882,,,289.0,321.0
forward,science,pct,Oak Creek-Franklin Joint,Meadowview Elementary,All Students,2020-21,26.087,0.0,4.3478,-9.329699999999999,-26.342657559851702,,,44.0,46.0
forward,science,pct,Oak Creek-Franklin Joint,Forest Ridge Elementary,All Students,2020-21,27.4194,0.0,3.2258,16.3083,146.77484677484676,,,60.0,62.0
forward,science,pct,Oak Creek-Franklin Joint,Edgewood Elementary,All Students,2020-21,19.2982,0.0,7.0175,3.1217000000000006,19.297746731369593,,,53.0,57.0
forward,science,pct,Oak Creek-Franklin Joint,Deerfield Elementary,All Students,2020-21,18.3333,0.0,1.6667,-2.5,-12.00001920003072,,,59.0,60.0
forward,science,pct,Shorewood,Lake Bluff Elementary,All Students,2020-21,22.5806,0.0,14.5161,-14.0048,-38.27975093889913,,,53.0,62.0
forward,ela,pct,Milwaukee,Holmes Elementary,All Students,2020-21,0.0,0.0,69.7802,0.0,,,,55.0,182.0
forward,science,pct,Shorewood,Atwater Elementary,All Students,2020-21,24.1935,0.0,6.4516,4.1935,20.967500000000005,,,58.0,62.0
forward,science,pct,Seeds of Health,Seeds of Health Elementary Program,All Students,2020-21,1.0753,0.0,4.3011,-3.3203,-75.53690053690055,,,89.0,93.0
forward,science,pct,Saint Francis,Deer Creek Intermediate,All Students,2020-21,12.5,0.0,3.5714,-0.9453999999999994,-7.031401073973253,,,108.0,112.0
forward,science,pct,Rocketship Education Wisconsin,Rocketship Transformation Prep,All Students,2020-21,0.0,0.0,0.0,,,,,20.0,20.0
forward,ela,pct,Milwaukee,Honey Creek Elementary,All Students,2020-21,1.3333,0.0,40.6667,-2.0451,-60.5345725787355,,,89.0,150.0
forward,science,pct,Rocketship Education Wisconsin,Rocketship Southside Community Prep,All Students,2020-21,2.5641,0.0,11.5385,-8.1026,-75.96163761988244,,,69.0,78.0
forward,ela,pct,Milwaukee,Humboldt Park Elementary,All Students,2020-21,3.0812,0.0,55.1821,-5.3844,-63.60328860328861,,,160.0,357.0
forward,science,pct,Milwaukee,Zablocki Elementary,All Students,2020-21,0.0,0.0,100.0,-3.5714,-100.0,,,,39.0
forward,science,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2020-21,0.0,0.0,80.7692,0.0,,,,10.0,52.0
forward,science,pct,Milwaukee,Whittier Elementary,All Students,2020-21,0.0,0.0,40.7407,-26.6667,-100.0,,,16.0,27.0
forward,ela,pct,Milwaukee,Jackson Elementary,All Students,2020-21,0.0,0.0,60.177,0.0,,,,45.0,113.0
forward,science,pct,Milwaukee,Whitman Elementary,All Students,2020-21,2.7397,0.0,60.274,-15.209,-84.73594187879903,,,29.0,73.0
forward,science,pct,Milwaukee,Westside Academy,All Students,2020-21,0.0,0.0,52.1739,0.0,,,,11.0,23.0
forward,science,pct,Milwaukee,Wedgewood Park School,All Students,2020-21,6.0284,0.0,63.1206,-3.660199999999999,-37.77841999876143,,,104.0,282.0
forward,science,pct,Milwaukee,Vieau Elementary,All Students,2020-21,0.6803,0.0,71.4286,-8.9087,-92.90541245176766,,,42.0,147.0
forward,science,pct,Oak Creek-Franklin Joint,Cedar Hills Elementary,All Students,2020-21,28.3019,0.0,9.434,6.3507,28.930992383104346,,,48.0,53.0
forward,science,pct,Oak Creek-Franklin Joint,Carollton Elementary,All Students,2020-21,24.1935,0.0,1.6129,-6.241299999999999,-20.50711685307608,,,61.0,62.0
forward,science,pct,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,All Students,2020-21,1.5625,0.0,4.6875,-1.7162000000000002,-52.343916796291225,,,122.0,128.0
forward,ela,pct,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,All Students,2020-21,1.6667,0.0,65.5556,-1.0070999999999999,-37.66549480140623,,,62.0,180.0
forward,science,pct,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,All Students,2020-21,2.3256,0.0,23.2558,0.15169999999999995,6.978241869451218,,,33.0,43.0
forward,science,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2020-21,0.995,0.0,51.2438,0.39259999999999995,65.17264276228418,,,98.0,201.0
forward,science,pct,Franklin Public,Southwood Glen Elementary,All Students,2020-21,26.7857,0.0,3.5714,-21.2143,-44.19645833333333,,,54.0,56.0
forward,math,pct,South Milwaukee,Blakewood Elementary,All Students,2020-21,0.7874,0.0,1.5748,-4.5459000000000005,-85.23615772598578,,,125.0,127.0
forward,ela,pct,Milwaukee,Townsend Street Elementary,All Students,2020-21,0.0,0.0,76.7677,-0.4975,-100.0,,,46.0,198.0
forward,math,pct,Shorewood,Shorewood Intermediate,All Students,2020-21,5.5363,0.0,18.3391,-6.838299999999999,-55.26077610589433,,,236.0,289.0
forward,math,pct,South Milwaukee,E W Luther Elementary,All Students,2020-21,2.4096,0.0,4.8193,-19.429499999999997,-88.96657829306153,,,79.0,83.0
forward,math,pct,South Milwaukee,Rawson Elementary,All Students,2020-21,2.2222,0.0,3.3333,-5.8586,-72.50024750024751,,,174.0,180.0
forward,ela,pct,Milwaukee,Thurston Woods Elementary,All Students,2020-21,0.0,0.0,62.1145,0.0,,,,86.0,227.0
forward,math,pct,South Milwaukee,Lakeview Elementary,All Students,2020-21,2.5641,0.0,4.2735,-7.8063,-75.2748206433696,,,112.0,117.0
forward,math,pct,Saint Francis,Willow Glen Primary School,All Students,2020-21,3.7736,0.0,5.6604,-35.849,-90.47614240357775,,,50.0,53.0
forward,math,pct,Saint Francis,Deer Creek Intermediate,All Students,2020-21,2.069,0.0,2.4138,-1.9186999999999999,-48.11545502419941,,,283.0,290.0
forward,math,pct,Shorewood,Lake Bluff Elementary,All Students,2020-21,23.1834,0.0,8.6505,2.880399999999998,14.18706595084469,,,264.0,289.0
forward,math,pct,Shorewood,Atwater Elementary,All Students,2020-21,15.678,0.0,6.3559,0.3222000000000005,2.098229984761457,,,221.0,236.0
forward,ela,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,All Students,2020-21,0.6667,0.0,70.0,0.025699999999999945,4.009360374414972,,,45.0,150.0
forward,math,pct,Seeds of Health,Seeds of Health Elementary Program,All Students,2020-21,0.3448,0.0,4.1379,-5.4523,-94.05219851304962,,,278.0,290.0
forward,math,pct,South Milwaukee,South Milwaukee Middle,All Students,2020-21,2.1559,0.0,7.9602,-1.0848,-33.47424939056377,,,555.0,603.0
forward,math,pct,Wauwatosa,Madison Elementary,All Students,2020-21,6.8966,0.0,5.1724,-5.422199999999999,-44.015650875085235,,,110.0,116.0
forward,ela,pct,Milwaukee,Story Elementary,All Students,2020-21,0.0,0.0,52.7675,0.0,,,,128.0,271.0
forward,math,pct,Wauwatosa,Longfellow Middle,All Students,2020-21,6.267,0.0,12.1253,-7.735599999999999,-55.24402610943682,,,645.0,734.0
forward,math,pct,Wauwatosa,Roosevelt Elementary,All Students,2020-21,25.7669,0.0,1.227,0.47279999999999944,1.8692106064259972,,,161.0,163.0
forward,math,pct,Wauwatosa,McKinley Elementary,All Students,2020-21,21.519,0.0,0.6329,-9.1628,-29.863958437901296,,,157.0,158.0
forward,math,pct,Stellar Collegiate Charter School,Stellar Collegiate Charter School,All Students,2020-21,0.0,0.0,14.2857,0.0,,,,84.0,98.0
forward,ela,pct,Milwaukee,Thoreau Elementary,All Students,2020-21,0.0,0.0,62.6923,-0.3623,-100.0,,,97.0,260.0
forward,math,pct,Wauwatosa,Lincoln Elementary,All Students,2020-21,19.084,0.0,0.0,-7.7453,-28.868811336859334,,,131.0,131.0
forward,ela,pct,Milwaukee,Stuart Elementary,All Students,2020-21,0.0,0.0,62.5954,0.0,,,,49.0,131.0
forward,math,pct,Wauwatosa,Jefferson Elementary,All Students,2020-21,18.1818,0.0,2.7273,-0.3666000000000018,-1.9764507989907587,,,107.0,110.0
forward,math,pct,Wauwatosa,Eisenhower Elementary,All Students,2020-21,7.0064,0.0,14.6497,-4.6956999999999995,-40.1269857546936,,,134.0,157.0
forward,math,pct,United Community Center Acosta Middle,United Community Center Acosta Middle School,All Students,2020-21,1.5625,0.0,2.6042,-0.32430000000000003,-17.18783124867501,,,187.0,192.0
forward,math,pct,Rocketship Education Wisconsin,Rocketship Transformation Prep,All Students,2020-21,0.0,0.0,6.7797,0.0,,,,55.0,59.0
forward,math,pct,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,All Students,2020-21,0.0,0.0,15.625,0.0,,,,108.0,128.0
forward,math,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2020-21,0.1695,0.0,54.9153,-0.6468,-79.23557515619257,,,266.0,590.0
forward,math,pct,Oak Creek-Franklin Joint,Carollton Elementary,All Students,2020-21,21.466,0.0,3.6649,-5.6769,-20.914861713376244,,,184.0,191.0
forward,math,pct,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,All Students,2020-21,0.0,0.0,3.1863,-2.7027,-100.0,,,395.0,408.0
forward,ela,pct,Milwaukee,Whitman Elementary,All Students,2020-21,1.2295,0.0,49.1803,-5.1808000000000005,-80.81993042447311,,,124.0,244.0
forward,math,pct,Milwaukee,Zablocki Elementary,All Students,2020-21,0.0,0.0,59.292,0.0,,,,46.0,113.0
forward,math,pct,Milwaukee,Westside Academy,All Students,2020-21,0.0,0.0,54.2857,0.0,,,,32.0,70.0
forward,math,pct,Milwaukee,Wedgewood Park School,All Students,2020-21,0.4878,0.0,64.0244,-2.7756,-85.05239933811363,,,295.0,820.0
forward,ela,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2020-21,0.0,0.0,79.085,0.0,,,,32.0,153.0
forward,math,pct,Milwaukee,Whitman Elementary,All Students,2020-21,0.4098,0.0,49.5902,-3.009,-88.01333801333801,,,123.0,244.0
forward,ela,pct,Milwaukee,Whittier Elementary,All Students,2020-21,2.5,0.0,40.0,-8.736,-77.75008899964399,,,48.0,80.0
forward,math,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2020-21,0.0,0.0,79.085,0.0,,,,32.0,153.0
forward,math,pct,Milwaukee,Whittier Elementary,All Students,2020-21,1.25,0.0,43.75,-22.3455,-94.70237969104278,,,45.0,80.0
forward,math,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,All Students,2020-21,7.7244,0.0,6.8894,-1.6233999999999993,-17.36665311624125,,,446.0,479.0
forward,ela,pct,Milwaukee,Vieau Elementary,All Students,2020-21,0.2188,0.0,70.4595,-0.6781,-75.6048611885383,,,135.0,457.0
forward,math,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,All Students,2020-21,6.1856,0.0,6.701,-2.9448,-32.252694295978266,,,181.0,194.0
forward,math,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,All Students,2020-21,4.5168,0.0,8.7185,-5.9483,-56.839399527954825,,,869.0,952.0
forward,math,pct,Rocketship Education Wisconsin,Rocketship Southside Community Prep,All Students,2020-21,1.4019,0.0,22.4299,-5.065799999999999,-78.3245976158449,,,166.0,214.0
forward,ela,pct,Milwaukee,Victory Elementary,All Students,2020-21,1.2346,0.0,55.8642,-1.8423000000000003,-59.87519906399299,,,143.0,324.0
forward,math,pct,Penfield Montessori Academy,Penfield Montessori Academy,All Students,2020-21,0.0,0.0,21.7391,,,,,18.0,23.0
forward,math,pct,Oak Creek-Franklin Joint,Deerfield Elementary,All Students,2020-21,20.2186,0.0,2.7322,-1.7814000000000014,-8.097272727272731,,,178.0,183.0
forward,math,pct,Oak Creek-Franklin Joint,Cedar Hills Elementary,All Students,2020-21,13.6364,0.0,7.7922,-3.9636000000000013,-22.520454545454548,,,142.0,154.0
forward,ela,pct,Milwaukee,Westside Academy,All Students,2020-21,0.0,0.0,51.4286,0.0,,,,34.0,70.0
forward,math,pct,Oak Creek-Franklin Joint,Edgewood Elementary,All Students,2020-21,6.8182,0.0,6.8182,-4.5118,-39.821712268314215,,,164.0,176.0
forward,math,pct,Oak Creek-Franklin Joint,Meadowview Elementary,All Students,2020-21,13.9241,0.0,5.0633,-3.491600000000002,-20.048576858811305,,,150.0,158.0
forward,ela,pct,Milwaukee,Wedgewood Park School,All Students,2020-21,1.4634,0.0,62.9268,-2.6159,-64.12619812222685,,,304.0,820.0
forward,math,pct,Oak Creek-Franklin Joint,Forest Ridge Elementary,All Students,2020-21,6.2827,0.0,2.0942,-8.2628,-56.806572479461,,,187.0,191.0
forward,ela,pct,Milwaukee,Starms Discovery,All Students,2020-21,0.0,0.0,67.2043,0.0,,,,61.0,186.0
forward,math,pct,Whitnall,Whitnall Middle,All Students,2020-21,6.7736,0.0,4.9911,2.0549,43.548011104753414,,,533.0,561.0
forward,math,pct,Whitnall,Hales Corners Elementary,All Students,2020-21,14.3411,0.0,0.3876,1.607000000000001,12.619659025765472,,,257.0,258.0
forward,math,pct,Whitnall,Edgerton Elementary,All Students,2020-21,17.9104,0.0,0.0,-4.107900000000001,-18.656753700331098,,,201.0,201.0
forward,math,pct,Woodlands School - State Street Campus,Woodlands School - State Street Campus,All Students,2020-21,1.1299,0.0,59.322,0.5274999999999999,87.56640106241697,,,72.0,177.0
forward,ela,pct,Milwaukee,Parkview Elementary,All Students,2020-21,0.0,0.0,53.5294,-0.6623,-100.0,,,79.0,170.0
forward,math,pct,Woodlands School,Woodlands School,All Students,2020-21,3.9604,0.0,30.6931,-4.0208,-50.37838921465444,,,140.0,202.0
forward,math,pct,West Allis-West Milwaukee,Wilson Elementary,All Students,2020-21,2.7972,0.0,2.0979,-13.587,-82.92745449884644,,,140.0,143.0
forward,math,pct,West Allis-West Milwaukee,West Milwaukee Intermediate,All Students,2020-21,0.0,0.0,6.1047,-3.2353,-100.0,,,323.0,344.0
forward,ela,pct,Milwaukee,River Trail School of Agricultural Science,All Students,2020-21,0.0,0.0,86.9198,-0.8333,-100.0,,,31.0,237.0
forward,ela,pct,Milwaukee,Riley Dual Language Montessori School,All Students,2020-21,0.0,0.0,60.7143,-0.4831,-100.0,,,55.0,140.0
forward,ela,pct,Milwaukee,Pratt Elementary,All Students,2020-21,0.9346,0.0,60.7477,-1.1061999999999999,-54.20423363386907,,,42.0,107.0
forward,math,pct,Whitefish Bay,Whitefish Bay Middle,All Students,2020-21,11.512,0.0,6.1856,-4.9177,-29.931769904502215,,,546.0,582.0
forward,math,pct,Whitefish Bay,Richards Elementary,All Students,2020-21,23.5741,0.0,1.5209,9.014700000000001,61.91669986400539,,,259.0,263.0
forward,math,pct,Whitefish Bay,Cumberland Elementary,All Students,2020-21,17.0492,0.0,2.2951,1.1071999999999989,6.9451762639568315,,,298.0,305.0
forward,science,pct,Brown Deer,Brown Deer Elementary,All Students,2020-21,4.8544,0.0,9.7087,-3.1456,-39.32,,,93.0,103.0
forward,science,pct,Downtown Montessori Academy,Downtown Montessori,All Students,2020-21,13.5135,0.0,32.4324,-28.9107,-68.14671814671814,,,25.0,37.0
forward,ela,pct,Milwaukee,Morse Mid,All Students,2020-21,0.2045,0.0,75.4601,-0.7449,-78.46008005055825,,,120.0,489.0
forward,science,pct,Darrell L. Hines Academy,Darrell Lynn Hines Academy,All Students,2020-21,2.0,0.0,16.0,2.0,,,,42.0,50.0
forward,science,pct,Cudahy,Park View Elementary,All Students,2020-21,0.0,0.0,0.0,-10.2564,-100.0,,,29.0,29.0
forward,science,pct,Cudahy,Mitchell Elementary,All Students,2020-21,14.8148,0.0,0.0,2.6936,22.222222222222232,,,27.0,27.0
forward,science,pct,Cudahy,Lincoln Elementary,All Students,2020-21,17.6471,0.0,0.0,-12.082600000000003,-40.64151336878611,,,34.0,34.0
forward,science,pct,Franklin Public,Robinwood Elementary,All Students,2020-21,16.4384,0.0,4.1096,-15.3263,-48.249471898050345,,,70.0,73.0
forward,science,pct,Franklin Public,Pleasant View Elementary,All Students,2020-21,19.2308,0.0,2.5641,-12.276,-38.963017507331756,,,76.0,78.0
forward,science,pct,Franklin Public,Forest Park Middle,All Students,2020-21,21.164,0.0,5.5556,-7.327599999999997,-25.718457369891468,,,357.0,378.0
forward,science,pct,Franklin Public,Country Dale Elementary,All Students,2020-21,26.6667,0.0,0.0,-5.833300000000001,-17.948615384615387,,,75.0,75.0
forward,science,pct,Franklin Public,Ben Franklin Elementary,All Students,2020-21,13.4615,0.0,3.8462,-8.2052,-37.87009558446833,,,50.0,52.0
forward,ela,pct,Milwaukee,Morgandale Elementary,All Students,2020-21,0.2941,0.0,63.2353,0.01629999999999998,5.867530597552184,,,125.0,340.0
forward,science,pct,Fox Point J2,Stormonth Elementary,All Students,2020-21,36.3636,0.0,2.5974,-5.496900000000004,-13.13147239043968,,,75.0,77.0
forward,science,pct,Fox Point J2,Bayside Middle,All Students,2020-21,42.3913,0.0,4.3478,-9.4159,-18.17488688830896,,,88.0,92.0
forward,science,pct,Cudahy,Kosciuszko Elementary,All Students,2020-21,2.9412,0.0,5.8824,-22.9847,-88.65536008393151,,,32.0,34.0
forward,science,pct,Bruce Guadalupe,Bruce Guadalupe,All Students,2020-21,5.4054,0.0,1.1583,-4.2585,-44.066060286219844,,,256.0,259.0
forward,science,pct,Brown Deer,Brown Deer Middle/High,All Students,2020-21,10.6557,0.0,4.0984,-1.8443000000000005,-14.7544,,,117.0,122.0
forward,ela,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2020-21,0.0,0.0,71.4286,0.0,,,,46.0,161.0
forward,ela,pct,Milwaukee,Neeskara Elementary,All Students,2020-21,0.0,0.0,51.3514,0.0,,,,72.0,148.0
forward,science,pct,Cudahy,Jones Elementary,All Students,2020-21,30.0,0.0,0.0,17.5,140.0,,,20.0,20.0
forward,science,pct,Cudahy,Cudahy Middle,All Students,2020-21,17.8344,0.0,4.4586,6.146099999999999,52.583352583352585,,,150.0,157.0
forward,science,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2020-21,0.0,0.0,5.1282,-3.0612,-100.0,,,74.0,78.0
forward,ela,pct,Milwaukee,Ninety-Fifth Street Elementary,All Students,2020-21,0.5714,0.0,46.2857,-1.7814999999999999,-75.71507501381274,,,94.0,175.0
forward,math,pct,Wauwatosa,Underwood Elementary,All Students,2020-21,4.0268,0.0,8.0537,-7.1464,-63.960190455733354,,,137.0,149.0
forward,math,pct,Wauwatosa,Wilson Elementary,All Students,2020-21,16.3934,0.0,0.0,-0.847999999999999,-4.918394097927081,,,61.0,61.0
forward,math,pct,Wauwatosa,Whitman Middle,All Students,2020-21,4.6131,0.0,6.5476,-7.333799999999999,-61.38663586369686,,,628.0,672.0
forward,math,pct,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,All Students,2020-21,2.4362,0.0,3.1323,-2.4991999999999996,-50.638246140130484,,,835.0,862.0
forward,ela,pct,Milwaukee,Sherman Elementary,All Students,2020-21,0.0,0.0,57.8571,0.0,,,,59.0,140.0
forward,math,pct,Wauwatosa,Washington Elementary,All Students,2020-21,9.6296,0.0,3.7037,-12.748000000000001,-56.96768196768197,,,130.0,135.0
forward,ela,pct,Milwaukee,Southeastern,All Students,2020-21,0.0,0.0,60.0,0.0,,,,4.0,10.0
forward,ela,pct,Milwaukee,Southeastern,[Data Suppressed],2020-21,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
forward,math,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2020-21,0.0,0.0,10.2564,0.0,,,,35.0,39.0
forward,ela,pct,Milwaukee,Siefert Elementary,All Students,2020-21,0.0,0.0,59.6491,0.0,,,,46.0,114.0
forward,math,pct,Wauwatosa,Wauwatosa STEM,All Students,2020-21,25.0,0.0,0.0,-17.647100000000002,-41.379366944059505,,,68.0,68.0
forward,math,pct,Wauwatosa,Wauwatosa Montessori School,All Students,2020-21,18.5567,0.0,9.2784,0.4615000000000009,2.5504001061054993,,,88.0,97.0
forward,math,pct,West Allis-West Milwaukee,Franklin Elementary,All Students,2020-21,1.8018,0.0,2.7027,-2.8339999999999996,-61.13292204150308,,,108.0,111.0
forward,math,pct,West Allis-West Milwaukee,Mitchell Elementary,All Students,2020-21,3.3058,0.0,5.7851,-5.996500000000001,-64.46255227201874,,,114.0,121.0
forward,math,pct,West Allis-West Milwaukee,Madison Elementary,All Students,2020-21,1.4085,0.0,4.2254,-7.1021,-83.45005052522735,,,68.0,71.0
forward,math,pct,West Allis-West Milwaukee,Longfellow Elementary,All Students,2020-21,4.4444,0.0,3.3333,-5.4655000000000005,-55.15191878828243,,,87.0,90.0
forward,ela,pct,Milwaukee,Riverwest Elementary,All Students,2020-21,0.8475,0.0,58.4746,0.8475,,,,49.0,118.0
forward,math,pct,West Allis-West Milwaukee,Lane Intermediate,All Students,2020-21,3.6093,0.0,6.3694,-2.0933,-36.70781748676043,,,441.0,471.0
forward,math,pct,West Allis-West Milwaukee,Walker Elementary,All Students,2020-21,9.322,0.0,3.3898,-6.540100000000001,-41.230984548073714,,,114.0,118.0
forward,math,pct,West Allis-West Milwaukee,Pershing Elementary,All Students,2020-21,0.0,0.0,8.4337,-4.4643,-100.0,,,76.0,83.0
forward,ela,pct,Milwaukee,Roosevelt Middle,All Students,2020-21,0.295,0.0,66.9617,-0.03610000000000002,-10.90305043793417,,,112.0,339.0
forward,math,pct,West Allis-West Milwaukee,Hoover Elementary,All Students,2020-21,4.1176,0.0,2.3529,-10.976700000000001,-72.72082839217452,,,166.0,170.0
forward,math,pct,West Allis-West Milwaukee,Jefferson Elementary,All Students,2020-21,1.1299,0.0,3.3898,-2.0375000000000005,-64.32720843594115,,,171.0,177.0
forward,ela,pct,Milwaukee,Rogers Street Academy,All Students,2020-21,0.0,0.0,58.8832,-0.5076,-100.0,,,162.0,394.0
forward,math,pct,West Allis-West Milwaukee,Irving Elementary,All Students,2020-21,1.8519,0.0,0.9259,-3.1481,-62.961999999999996,,,107.0,108.0
forward,math,pct,West Allis-West Milwaukee,Horace Mann Elementary,All Students,2020-21,2.3392,0.0,10.5263,-2.6608,-53.215999999999994,,,153.0,171.0
forward,social,pct,Whitnall,Whitnall Middle,All Students,2020-21,18.7845,0.0,8.2873,1.3688000000000002,7.859574981195139,,,166.0,181.0
forward,social,pct,Woodlands School,Woodlands School,All Students,2020-21,14.4928,0.0,36.2319,-11.594199999999999,-44.44435925940123,,,44.0,69.0
forward,social,pct,Whitnall,Hales Corners Elementary,All Students,2020-21,29.0323,0.0,1.0753,-0.3155000000000001,-1.0750379926263598,,,92.0,93.0
forward,social,pct,Whitnall,Whitnall High,All Students,2020-21,18.1818,0.0,4.3062,-5.604600000000001,-23.562203612148124,,,200.0,209.0
forward,social,pct,Woodlands School - State Street Campus,Woodlands School - State Street Campus,All Students,2020-21,4.7619,0.0,53.9683,-1.1204999999999998,-19.048347613219097,,,29.0,63.0
forward,social,pct,Whitefish Bay,Cumberland Elementary,All Students,2020-21,42.5532,0.0,4.2553,-5.194500000000005,-10.879058048869384,,,90.0,94.0
forward,social,pct,West Allis-West Milwaukee,Wilson Elementary,All Students,2020-21,18.6047,0.0,0.0,0.23740000000000094,1.292514414203505,,,43.0,43.0
