metric,group,year,value,yoy_change,pct_change
report_card,South Milwaukee — All Students,2022-23,62.8,3.799999999999997,6.440677966101682
report_card,South Milwaukee — All Students,2023-24,58.6,-4.199999999999996,-6.6878980891719735
report_card,South Milwaukee — All Students,2024-25,56.2,-2.3999999999999986,-4.095563139931735
report_card,Wauwatosa — All Students,2018-19,79.7,,
report_card,Wauwatosa — All Students,2020-21,74.4,-5.299999999999997,-6.649937264742778
report_card,Wauwatosa — All Students,2021-22,72.4,-2.0,-2.6881720430107503
report_card,Wauwatosa — All Students,2022-23,72.3,-0.10000000000000853,-0.13812154696133394
report_card,Wauwatosa — All Students,2023-24,71.3,-1.0,-1.3831258644536604
report_card,Wauwatosa — All Students,2024-25,75.3,4.0,5.610098176718092
report_card,West Allis-West Milwaukee — All Students,2018-19,71.3,,
report_card,West Allis-West Milwaukee — All Students,2020-21,55.9,-15.399999999999999,-21.59887798036465
report_card,West Allis-West Milwaukee — All Students,2021-22,54.9,-1.0,-1.7889087656529523
report_card,West Allis-West Milwaukee — All Students,2022-23,59.8,4.899999999999999,8.925318761384338
report_card,West Allis-West Milwaukee — All Students,2023-24,64.2,4.400000000000006,7.3578595317725926
report_card,West Allis-West Milwaukee — All Students,2024-25,70.3,6.099999999999994,9.50155763239875
report_card,Whitefish Bay — All Students,2018-19,87.2,,
report_card,Whitefish Bay — All Students,2020-21,93.1,5.8999999999999915,6.766055045871555
report_card,Whitefish Bay — All Students,2021-22,93.1,0.0,0.0
report_card,Whitefish Bay — All Students,2022-23,95.0,1.9000000000000057,2.0408163265306145
report_card,Whitefish Bay — All Students,2023-24,94.3,-0.7000000000000028,-0.736842105263158
report_card,Whitefish Bay — All Students,2024-25,97.5,3.200000000000003,3.393425238600223
report_card,Whitnall — All Students,2018-19,77.4,,
report_card,Whitnall — All Students,2020-21,74.5,-2.9000000000000057,-3.7467700258397962
report_card,Whitnall — All Students,2021-22,73.9,-0.5999999999999943,-0.8053691275167751
report_card,Whitnall — All Students,2022-23,76.1,2.1999999999999886,2.9769959404600588
report_card,Whitnall — All Students,2023-24,74.3,-1.7999999999999972,-2.365308804204991
report_card,Whitnall — All Students,2024-25,78.6,4.299999999999997,5.787348586810226
