metric,dimension,group,category,unit,district,school,year,value,count,group_enrollment,status_flag
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,74.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Robinwood Elementary,2019-20,,1.0,19.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,19.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Robinwood Elementary,2019-20,1.96,1.0,51.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,51.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,327.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Robinwood Elementary,2019-20,0.0,0.0,327.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,64.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,64.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Robinwood Elementary,2020-21,,0.0,13.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,13.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,48.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,48.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,291.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Robinwood Elementary,2020-21,0.0,0.0,291.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Robinwood Elementary,2021-22,,0.0,14.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,14.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,65.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,65.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Robinwood Elementary,2021-22,6.45,2.0,31.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,31.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,300.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Robinwood Elementary,2021-22,0.0,0.0,300.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,65.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,65.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Robinwood Elementary,2022-23,,0.0,14.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,14.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,60.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,60.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,30.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,30.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Robinwood Elementary,2022-23,1.69,5.0,296.0,
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Robinwood Elementary,2022-23,0.0,0.0,296.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Robinwood Elementary,2023-24,0.0,0.0,67.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Robinwood Elementary,2023-24,0.0,0.0,67.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Robinwood Elementary,2023-24,,0.0,15.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Robinwood Elementary,2023-24,0.0,0.0,15.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Robinwood Elementary,2023-24,3.39,2.0,59.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Robinwood Elementary,2023-24,0.0,0.0,59.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Robinwood Elementary,2023-24,3.03,1.0,33.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Robinwood Elementary,2023-24,0.0,0.0,33.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Robinwood Elementary,2023-24,0.36,1.0,281.0,
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Robinwood Elementary,2023-24,0.0,0.0,281.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Franklin Public,Robinwood Elementary,2024-25,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Robinwood Elementary,2024-25,,0.0,11.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,11.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Robinwood Elementary,2024-25,5.36,3.0,56.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,56.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Robinwood Elementary,2024-25,0.38,1.0,266.0,
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Robinwood Elementary,2024-25,0.0,0.0,266.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Franklin Public,Southwood Glen Elementary,2018-19,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,43.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,43.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2018-19,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,31.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,31.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2018-19,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,12.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,286.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2018-19,0.0,0.0,286.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Franklin Public,Southwood Glen Elementary,2019-20,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2019-20,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,30.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,30.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2019-20,,0.0,13.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,13.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,255.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2019-20,0.0,0.0,255.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,54.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,54.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2020-21,,0.0,11.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,11.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,30.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,30.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2020-21,,0.0,16.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,16.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,273.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2020-21,0.0,0.0,273.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,64.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,64.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2021-22,,0.0,11.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,11.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,36.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,36.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2021-22,,0.0,17.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,17.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,260.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2021-22,0.0,0.0,260.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2022-23,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2022-23,4.65,2.0,43.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,43.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2022-23,0.37,1.0,271.0,
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2022-23,0.0,0.0,271.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,66.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2023-24,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,44.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,44.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,29.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,29.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2023-24,0.8,2.0,250.0,
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2023-24,0.0,0.0,250.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,59.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,59.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Franklin Public,Southwood Glen Elementary,2024-25,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,48.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,48.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,27.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Franklin Public,Southwood Glen Elementary,2024-25,0.43,1.0,230.0,
discipline,Race/Ethnicity,White,expulsion,count,Franklin Public,Southwood Glen Elementary,2024-25,0.0,0.0,230.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,22.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,22.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,11.6,29.0,250.0,
discipline,Race/Ethnicity,Black,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,250.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,2.44,1.0,41.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,41.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,12.9,4.0,31.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,31.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Glendale-River Hills,Glen Hills Middle,2018-19,0.93,2.0,214.0,
discipline,Race/Ethnicity,White,expulsion,count,Glendale-River Hills,Glen Hills Middle,2018-19,0.0,0.0,214.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,2.27,5.0,220.0,
discipline,Race/Ethnicity,Black,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,220.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,3.92,2.0,51.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,51.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,5.41,2.0,37.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,37.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Glendale-River Hills,Glen Hills Middle,2019-20,0.97,2.0,207.0,
discipline,Race/Ethnicity,White,expulsion,count,Glendale-River Hills,Glen Hills Middle,2019-20,0.0,0.0,207.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,206.0,Zero reported
discipline,Race/Ethnicity,Black,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,206.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,46.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,46.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,33.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,33.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,185.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Glendale-River Hills,Glen Hills Middle,2020-21,0.0,0.0,185.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,41.85,77.0,184.0,
discipline,Race/Ethnicity,Black,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,184.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,5.77,3.0,52.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,52.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,12.12,4.0,33.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,33.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Glendale-River Hills,Glen Hills Middle,2021-22,9.9,20.0,202.0,
discipline,Race/Ethnicity,White,expulsion,count,Glendale-River Hills,Glen Hills Middle,2021-22,0.0,0.0,202.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,,0.0,19.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,19.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,13.45,23.0,171.0,
discipline,Race/Ethnicity,Black,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,171.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,5.77,3.0,52.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,52.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,26.32,10.0,38.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,38.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Glendale-River Hills,Glen Hills Middle,2022-23,4.95,10.0,202.0,
discipline,Race/Ethnicity,White,expulsion,count,Glendale-River Hills,Glen Hills Middle,2022-23,0.0,0.0,202.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Glendale-River Hills,Glen Hills Middle,2023-24,,0.0,15.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Glendale-River Hills,Glen Hills Middle,2023-24,0.0,0.0,15.0,Zero reported
