metric,dimension,group,category,unit,district,school,year,value,count,group_enrollment,status_flag
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,,0.0,11.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,0.0,0.0,11.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,0.11,2.0,1765.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,1.0,1.0,1765.0,
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,,1.0,18.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,0.0,0.0,18.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2019-20,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,0.0,0.0,1775.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,0.0,0.0,1775.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,,0.0,19.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,0.0,0.0,19.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,,0.0,10.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,0.0,0.0,10.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.23,4.0,1730.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.0,0.0,1730.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2021-22,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,2.92,52.0,1783.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,0.0,0.0,1783.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,8.33,2.0,24.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,0.0,0.0,24.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,,1.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,1.3,24.0,1852.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,0.0,0.0,1852.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,,0.0,5.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,0.0,0.0,5.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,4.35,1.0,23.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,0.0,0.0,23.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,,2.0,11.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,0.0,0.0,11.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,1.15,22.0,1905.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,0.0,0.0,1905.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,0.0,0.0,41.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,0.0,0.0,41.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,0.0,0.0,26.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2018-19,,0.0,17.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2018-19,0.0,0.0,17.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2018-19,18.35,20.0,109.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2018-19,0.0,0.0,109.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2018-19,95.55,537.0,562.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2018-19,9.0,9.0,562.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2018-19,35.35,234.0,662.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2018-19,2.0,2.0,662.0,
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2018-19,83.87,26.0,31.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2018-19,0.0,0.0,31.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2018-19,34.15,56.0,164.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2018-19,0.0,0.0,164.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2019-20,,0.0,17.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2019-20,0.0,0.0,17.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2019-20,28.68,39.0,136.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2019-20,2.0,2.0,136.0,
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2019-20,104.68,559.0,534.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2019-20,1.0,1.0,534.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2019-20,39.22,240.0,612.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2019-20,2.0,2.0,612.0,
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Milwaukee,Hamilton High,2019-20,,0.0,0.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Milwaukee,Hamilton High,2019-20,0.0,0.0,0.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2019-20,54.55,24.0,44.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2019-20,0.0,0.0,44.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2019-20,30.41,45.0,148.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2019-20,1.0,1.0,148.0,
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2020-21,,0.0,15.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2020-21,0.0,0.0,15.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2020-21,0.0,0.0,121.0,Zero reported
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2020-21,0.0,0.0,121.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2020-21,0.0,0.0,485.0,Zero reported
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2020-21,0.0,0.0,485.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2020-21,0.0,0.0,524.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2020-21,0.0,0.0,524.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2020-21,0.0,0.0,45.0,Zero reported
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2020-21,0.0,0.0,45.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2020-21,0.0,0.0,169.0,Zero reported
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2020-21,0.0,0.0,169.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2021-22,104.76,22.0,21.0,
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2021-22,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2021-22,34.59,46.0,133.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2021-22,0.0,0.0,133.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2021-22,106.35,452.0,425.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2021-22,2.0,2.0,425.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2021-22,43.78,250.0,571.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2021-22,3.0,3.0,571.0,
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2021-22,69.77,30.0,43.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2021-22,0.0,0.0,43.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2021-22,41.32,69.0,167.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2021-22,0.0,0.0,167.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2022-23,,7.0,17.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2022-23,0.0,0.0,17.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2022-23,9.45,12.0,127.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2022-23,0.0,0.0,127.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2022-23,192.62,992.0,515.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2022-23,10.0,10.0,515.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2022-23,54.21,322.0,594.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2022-23,2.0,2.0,594.0,
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2022-23,94.12,32.0,34.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2022-23,3.0,3.0,34.0,
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2022-23,44.08,67.0,152.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2022-23,0.0,0.0,152.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2023-24,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2023-24,0.0,0.0,21.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2023-24,30.72,47.0,153.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2023-24,0.0,0.0,153.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2023-24,179.75,879.0,489.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2023-24,5.0,5.0,489.0,
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2023-24,65.24,411.0,630.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2023-24,1.0,1.0,630.0,
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Milwaukee,Hamilton High,2023-24,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Milwaukee,Hamilton High,2023-24,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2023-24,140.43,66.0,47.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2023-24,0.0,0.0,47.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2023-24,56.64,81.0,143.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2023-24,0.0,0.0,143.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hamilton High,2024-25,,0.0,18.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,18.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hamilton High,2024-25,56.14,96.0,171.0,
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,171.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hamilton High,2024-25,153.32,670.0,437.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,437.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hamilton High,2024-25,95.13,625.0,657.0,
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,657.0,Zero reported
discipline,Race/Ethnicity,Pacific Isle,suspension,rate,Milwaukee,Hamilton High,2024-25,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Pacific Isle,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hamilton High,2024-25,139.66,81.0,58.0,
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,58.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hamilton High,2024-25,66.92,87.0,130.0,
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hamilton High,2024-25,0.0,0.0,130.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hampton Elementary,2018-19,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hampton Elementary,2018-19,0.0,0.0,12.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hampton Elementary,2018-19,6.57,13.0,198.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hampton Elementary,2018-19,0.0,0.0,198.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hampton Elementary,2018-19,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hampton Elementary,2018-19,0.0,0.0,12.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hampton Elementary,2018-19,,0.0,10.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hampton Elementary,2018-19,0.0,0.0,10.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hampton Elementary,2018-19,,0.0,2.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hampton Elementary,2018-19,0.0,0.0,2.0,Zero reported
discipline,Race/Ethnicity,Amer Indian,suspension,rate,Milwaukee,Hampton Elementary,2019-20,,0.0,1.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Amer Indian,expulsion,count,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,1.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hampton Elementary,2019-20,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,12.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hampton Elementary,2019-20,0.57,1.0,175.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,175.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,20.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hampton Elementary,2019-20,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,12.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hampton Elementary,2019-20,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hampton Elementary,2019-20,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hampton Elementary,2020-21,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hampton Elementary,2020-21,0.0,0.0,12.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hampton Elementary,2020-21,0.0,0.0,151.0,Zero reported
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hampton Elementary,2020-21,0.0,0.0,151.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hampton Elementary,2020-21,,0.0,7.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hampton Elementary,2020-21,0.0,0.0,7.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hampton Elementary,2020-21,,0.0,16.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hampton Elementary,2020-21,0.0,0.0,16.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hampton Elementary,2020-21,,0.0,3.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hampton Elementary,2020-21,0.0,0.0,3.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hampton Elementary,2021-22,,0.0,8.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hampton Elementary,2021-22,0.0,0.0,8.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hampton Elementary,2021-22,3.01,4.0,133.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hampton Elementary,2021-22,0.0,0.0,133.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hampton Elementary,2021-22,,0.0,9.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hampton Elementary,2021-22,0.0,0.0,9.0,Zero reported
discipline,Race/Ethnicity,Two or More,suspension,rate,Milwaukee,Hampton Elementary,2021-22,,0.0,10.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Two or More,expulsion,count,Milwaukee,Hampton Elementary,2021-22,0.0,0.0,10.0,Zero reported
discipline,Race/Ethnicity,White,suspension,rate,Milwaukee,Hampton Elementary,2021-22,,0.0,4.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,White,expulsion,count,Milwaukee,Hampton Elementary,2021-22,0.0,0.0,4.0,Zero reported
discipline,Race/Ethnicity,Asian,suspension,rate,Milwaukee,Hampton Elementary,2022-23,,0.0,6.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Asian,expulsion,count,Milwaukee,Hampton Elementary,2022-23,0.0,0.0,6.0,Zero reported
discipline,Race/Ethnicity,Black,suspension,rate,Milwaukee,Hampton Elementary,2022-23,7.41,10.0,135.0,
discipline,Race/Ethnicity,Black,expulsion,count,Milwaukee,Hampton Elementary,2022-23,0.0,0.0,135.0,Zero reported
discipline,Race/Ethnicity,Hispanic,suspension,rate,Milwaukee,Hampton Elementary,2022-23,,0.0,12.0,Group under 20 students — rate omitted
discipline,Race/Ethnicity,Hispanic,expulsion,count,Milwaukee,Hampton Elementary,2022-23,0.0,0.0,12.0,Zero reported
