metric,dimension,group,subject,unit,district,school,year,value,pct_below,pct_notest,avg_score,gap_reason,tested,population,status_flag
act,All Students,All Students,ela,pct,Milwaukee,Pulaski High,2023-24,3.9326,58.427,17.9775,11.2,,146.0,178.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,Bay View High,2023-24,2.2901,74.8092,5.3435,13.9,,124.0,131.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,Bay View High,2023-24,0.0,75.8621,0.0,13.9,,29.0,29.0,
act,All Students,All Students,ela,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2023-24,0.0,19.2308,76.9231,9.8,,6.0,26.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,Bradley Technology High,2023-24,4.1176,64.1176,20.5882,13.8,,135.0,170.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,Bradley Technology High,2023-24,0.0,80.0,10.0,13.8,,18.0,20.0,
act,Race/Ethnicity,White,reading,pct,Milwaukee,Riverside High,2023-24,0.0,0.0,0.0,19.7,,7.0,7.0,
act,Economic Status,Not Econ Disadv,math,pct,Franklin Public,Franklin High,2023-24,59.1176,10.0,1.4706,21.7,,335.0,340.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,Riverside High,2023-24,0.0,0.0,14.2857,21.5,,6.0,7.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,16.6667,41.6667,0.0,17.3,,12.0,12.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,Golda Meir School,2023-24,21.9512,34.1463,2.439,17.0,,80.0,82.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,Golda Meir School,2023-24,55.2239,13.4328,2.9851,20.9,,65.0,67.0,
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,Riverside High,2023-24,0.0,0.0,2.5,15.6,,39.0,40.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Riverside High,2023-24,0.0,0.0,9.4017,14.4,,106.0,117.0,
act,Race/Ethnicity,Asian,reading,pct,Milwaukee,Riverside High,2023-24,0.0,0.0,0.0,15.1,,31.0,31.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,Green Tree Preparatory Academy,2023-24,2.2727,77.2727,4.5455,13.2,,42.0,44.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,Green Tree Preparatory Academy,2023-24,14.2857,57.1429,0.0,14.3,,7.0,7.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,29.5918,29.5918,0.0,17.5,,98.0,98.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,50.0,22.7273,0.0,18.9,,22.0,22.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,Hamilton High,2023-24,3.0151,49.7487,30.1508,14.3,,139.0,199.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,Hamilton High,2023-24,2.1739,65.2174,17.3913,13.8,,38.0,46.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,James Madison Academic Campus,2023-24,0.0,66.1538,26.1538,13.5,,48.0,65.0,
act,Economic Status,Not Econ Disadv,math,pct,Milwaukee,James Madison Academic Campus,2023-24,10.0,50.0,20.0,14.9,,8.0,10.0,
act,Economic Status,Econ Disadv,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,18.1818,53.2468,0.0,16.1,,77.0,77.0,
act,Economic Status,Not Econ Disadv,ela,pct,Seeds of Health,Veritas High,2023-24,18.1818,45.4545,0.0,14.2,,11.0,11.0,
act,Economic Status,Econ Disadv,math,pct,Franklin Public,Franklin High,2023-24,44.0,28.0,1.3333,19.6,,74.0,75.0,
act,Economic Status,Econ Disadv,math,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2023-24,0.0,79.5918,2.0408,14.4,,48.0,49.0,
act,Economic Status,Not Econ Disadv,ela,pct,Shorewood,Shorewood High,2023-24,65.0407,7.3171,1.626,21.9,,121.0,123.0,
act,Economic Status,Econ Disadv,ela,pct,South Milwaukee,South Milwaukee High,2023-24,11.7117,45.9459,6.3063,13.4,,104.0,111.0,
act,Economic Status,Not Econ Disadv,ela,pct,South Milwaukee,South Milwaukee High,2023-24,29.5652,30.4348,5.2174,15.8,,109.0,115.0,
act,Economic Status,Econ Disadv,ela,pct,Wauwatosa,East High,2023-24,33.3333,26.3158,5.2632,16.9,,54.0,57.0,
act,Economic Status,Not Econ Disadv,ela,pct,Wauwatosa,East High,2023-24,67.5393,5.2356,4.1885,21.2,,183.0,191.0,
act,Economic Status,Econ Disadv,ela,pct,Wauwatosa,Wauwatosa Virtual Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,ela,pct,Wauwatosa,Wauwatosa Virtual Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,White,reading,pct,Milwaukee,South Accelerated Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,ela,pct,Wauwatosa,West High,2023-24,25.7576,36.3636,0.0,15.8,,66.0,66.0,
act,Economic Status,Not Econ Disadv,ela,pct,Wauwatosa,West High,2023-24,65.3179,12.1387,1.1561,20.2,,171.0,173.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,South Accelerated Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,South Accelerated Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,ela,pct,West Allis-West Milwaukee,Central High,2023-24,11.4504,54.1985,9.9237,13.1,,118.0,131.0,
act,Economic Status,Not Econ Disadv,ela,pct,West Allis-West Milwaukee,Central High,2023-24,22.619,41.6667,3.5714,14.8,,81.0,84.0,
act,Economic Status,Not Econ Disadv,math,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2023-24,0.0,62.5,12.5,15.1,,7.0,8.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,South Accelerated Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,ela,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,23.0769,38.4615,0.0,14.2,,13.0,13.0,
act,Economic Status,Econ Disadv,ela,pct,West Allis-West Milwaukee,Nathan Hale High,2023-24,15.2778,32.6389,13.8889,14.9,,124.0,144.0,
act,Economic Status,Not Econ Disadv,ela,pct,West Allis-West Milwaukee,Nathan Hale High,2023-24,37.8378,17.5676,8.1081,17.9,,136.0,148.0,
act,Economic Status,Econ Disadv,ela,pct,Whitefish Bay,Whitefish Bay High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,ela,pct,Whitefish Bay,Whitefish Bay High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,All Students,All Students,ela,pct,Milwaukee,Riverside High,2023-24,10.396,51.4851,6.4356,13.6,,189.0,202.0,
act,Economic Status,Econ Disadv,ela,pct,Whitnall,Whitnall High,2023-24,36.3636,24.2424,12.1212,17.7,,58.0,66.0,
act,Economic Status,Not Econ Disadv,ela,pct,Whitnall,Whitnall High,2023-24,57.3643,7.7519,6.2016,20.2,,121.0,129.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,Shalom High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,math,pct,Brown Deer,Brown Deer Middle/High,2023-24,19.1176,48.5294,2.9412,15.9,,66.0,68.0,
act,Economic Status,Not Econ Disadv,math,pct,Brown Deer,Brown Deer Middle/High,2023-24,31.25,34.375,0.0,18.5,,64.0,64.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Shalom High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,math,pct,Cudahy,Cudahy High,2023-24,15.4762,64.2857,2.381,15.5,,82.0,84.0,
act,Economic Status,Not Econ Disadv,math,pct,Cudahy,Cudahy High,2023-24,42.6471,35.2941,2.9412,18.6,,66.0,68.0,
act,Economic Status,Econ Disadv,ela,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,26.6667,53.3333,0.0,14.4,,30.0,30.0,
act,Economic Status,Econ Disadv,reading,pct,Milwaukee,South Division High,2023-24,0.0,0.0,25.0,13.0,,96.0,128.0,
act,Economic Status,Not Econ Disadv,reading,pct,Milwaukee,South Division High,2023-24,0.0,0.0,13.3333,12.8,,13.0,15.0,
act,All Students,All Students,ela,pct,Milwaukee,James Madison Academic Campus,2023-24,2.6667,53.3333,29.3333,11.5,,53.0,75.0,
act,Race/Ethnicity,Amer Indian,science,pct,Whitnall,Whitnall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,All Students,All Students,ela,pct,Milwaukee,Audubon Technology and Communication High,2023-24,7.6923,56.4103,1.2821,13.3,,77.0,78.0,
act,Gender,Female,ela,pct,Cudahy,Cudahy High,2023-24,30.5556,40.2778,1.3889,16.2,,71.0,72.0,
act,Gender,Male,ela,pct,Cudahy,Cudahy High,2023-24,32.5,35.0,3.75,16.1,,77.0,80.0,
act,Race/Ethnicity,Asian,science,pct,Whitnall,Whitnall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2023-24,13.7931,51.7241,0.0,14.0,,29.0,29.0,
act,Gender,Male,ela,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2023-24,0.0,82.1429,7.1429,11.0,,26.0,28.0,
act,All Students,All Students,ela,pct,Milwaukee,Alliance School of Milwaukee,2023-24,8.6957,34.7826,30.4348,14.1,,16.0,23.0,
act,Race/Ethnicity,Black,science,pct,Whitnall,Whitnall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Franklin Public,Franklin High,2023-24,71.8593,4.5226,2.0101,21.9,,195.0,199.0,
act,Gender,Male,ela,pct,Franklin Public,Franklin High,2023-24,59.7222,15.7407,0.9259,19.7,,214.0,216.0,
act,Race/Ethnicity,White,reading,pct,Milwaukee,Marshall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,Marshall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Greendale,Greendale High,2023-24,50.0,9.375,1.0417,18.7,,95.0,96.0,
act,Gender,Male,ela,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Male,ela,pct,Greendale,Greendale High,2023-24,34.4538,21.8487,2.521,17.1,,116.0,119.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Marshall High,2023-24,0.0,0.0,42.5806,12.7,,89.0,155.0,
act,Gender,Female,ela,pct,Greenfield,Greenfield High,2023-24,46.0432,13.6691,0.7194,18.4,,138.0,139.0,
act,Gender,Male,ela,pct,Greenfield,Greenfield High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Non-binary,ela,pct,Greenfield,Greenfield High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Asian,reading,pct,Milwaukee,Marshall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Amer Indian,reading,pct,Milwaukee,Marshall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Milwaukee,ASSATA High,2023-24,0.0,60.0,40.0,11.0,,6.0,10.0,
act,Gender,Male,ela,pct,Milwaukee,ASSATA High,2023-24,0.0,77.7778,22.2222,10.7,,7.0,9.0,
act,Gender,Female,ela,pct,Milwaukee,Alliance School of Milwaukee,2023-24,0.0,33.3333,16.6667,14.0,,10.0,12.0,
act,Gender,Male,ela,pct,Milwaukee,Alliance School of Milwaukee,2023-24,18.1818,36.3636,45.4545,14.2,,6.0,11.0,
act,Gender,Female,ela,pct,Milwaukee,Audubon Technology and Communication High,2023-24,10.3448,51.7241,0.0,13.4,,29.0,29.0,
act,Gender,Male,ela,pct,Milwaukee,Audubon Technology and Communication High,2023-24,6.1224,59.1837,2.0408,13.3,,48.0,49.0,
act,Gender,Female,ela,pct,Milwaukee,Bay View High,2023-24,7.1429,63.0952,3.5714,12.5,,81.0,84.0,
act,Gender,Male,ela,pct,Milwaukee,Bay View High,2023-24,9.2105,59.2105,6.5789,12.4,,71.0,76.0,
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,Marshall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Milwaukee,Bradley Technology High,2023-24,4.7619,54.7619,21.4286,11.9,,66.0,84.0,
act,All Students,[Data Suppressed],ela,pct,Milwaukee,Banner Preparatory School of Milwaukee,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Male,ela,pct,Brown Deer,Brown Deer Middle/High,2023-24,27.1429,40.0,2.8571,15.9,,68.0,70.0,
act,Economic Status,Not Econ Disadv,science,pct,Pathways High,Pathways High,2023-24,21.7391,43.4783,0.0,18.0,,23.0,23.0,
act,Economic Status,Econ Disadv,science,pct,Saint Francis,Saint Francis High,2023-24,27.3973,46.5753,0.0,17.0,,73.0,73.0,
act,Economic Status,Not Econ Disadv,science,pct,Saint Francis,Saint Francis High,2023-24,30.303,37.8788,1.5152,17.5,,65.0,66.0,
act,Economic Status,Econ Disadv,science,pct,Seeds of Health,Tenor High,2023-24,10.8696,46.7391,1.087,16.9,,91.0,92.0,
act,Economic Status,Not Econ Disadv,science,pct,Seeds of Health,Tenor High,2023-24,25.0,50.0,0.0,17.3,,32.0,32.0,
act,Economic Status,Econ Disadv,science,pct,Seeds of Health,Veritas High,2023-24,16.6667,64.8148,0.0,16.3,,54.0,54.0,
act,Economic Status,Not Econ Disadv,science,pct,Seeds of Health,Veritas High,2023-24,0.0,54.5455,0.0,15.7,,11.0,11.0,
act,Economic Status,Econ Disadv,science,pct,Shorewood,Shorewood High,2023-24,35.4839,38.7097,0.0,18.7,,31.0,31.0,
act,Economic Status,Not Econ Disadv,science,pct,Shorewood,Shorewood High,2023-24,67.4797,17.8862,1.626,22.5,,121.0,123.0,
act,Economic Status,Econ Disadv,science,pct,South Milwaukee,South Milwaukee High,2023-24,18.018,54.955,6.3063,16.3,,104.0,111.0,
act,Economic Status,Not Econ Disadv,science,pct,South Milwaukee,South Milwaukee High,2023-24,33.913,33.913,5.2174,18.5,,109.0,115.0,
act,Economic Status,Econ Disadv,science,pct,Wauwatosa,East High,2023-24,38.5965,28.0702,5.2632,19.6,,54.0,57.0,
act,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,East High,2023-24,63.8743,12.0419,4.1885,22.9,,183.0,191.0,
act,Economic Status,Econ Disadv,science,pct,Wauwatosa,Wauwatosa Virtual Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Wauwatosa Virtual Academy,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,West High,2023-24,54.9133,25.4335,1.7341,21.2,,170.0,173.0,
act,Economic Status,Econ Disadv,science,pct,West Allis-West Milwaukee,Central High,2023-24,17.5573,56.4885,9.9237,15.4,,118.0,131.0,
act,Economic Status,Not Econ Disadv,science,pct,West Allis-West Milwaukee,Central High,2023-24,20.2381,44.0476,3.5714,17.2,,81.0,84.0,
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,Milwaukee Excellence Charter School,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,science,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,16.6667,56.6667,0.0,17.1,,30.0,30.0,
act,Economic Status,Not Econ Disadv,science,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2023-24,23.0769,46.1538,0.0,17.0,,13.0,13.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Milwaukee Excellence Charter School,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,science,pct,West Allis-West Milwaukee,Nathan Hale High,2023-24,21.5278,49.3056,13.8889,16.8,,124.0,144.0,
act,Economic Status,Not Econ Disadv,science,pct,West Allis-West Milwaukee,Nathan Hale High,2023-24,38.5135,28.3784,8.1081,19.0,,136.0,148.0,
act,Economic Status,Econ Disadv,science,pct,Whitefish Bay,Whitefish Bay High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,science,pct,Whitefish Bay,Whitefish Bay High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,science,pct,Whitnall,Whitnall High,2023-24,24.2424,37.8788,12.1212,18.4,,58.0,66.0,
act,Economic Status,Not Econ Disadv,science,pct,Whitnall,Whitnall High,2023-24,53.4884,16.2791,6.2016,21.7,,121.0,129.0,
act,Gender,Female,ela,pct,Brown Deer,Brown Deer Middle/High,2023-24,33.871,17.7419,1.6129,17.7,,61.0,62.0,
act,Economic Status,Econ Disadv,science,pct,Wauwatosa,West High,2023-24,21.2121,51.5152,0.0,17.1,,66.0,66.0,
act,Economic Status,Econ Disadv,science,pct,Pathways High,Pathways High,2023-24,18.1818,54.5455,9.0909,17.2,,10.0,11.0,
act,Gender,Male,ela,pct,Milwaukee,Bradley Technology High,2023-24,10.3774,57.5472,18.8679,12.1,,86.0,106.0,
act,Gender,Male,ela,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Male,ela,pct,Milwaukee,King International,2023-24,40.2985,17.9104,5.9701,18.5,,126.0,134.0,
act,Gender,Female,ela,pct,Milwaukee,MacDowell Montessori School K3-12,2023-24,11.1111,33.3333,0.0,15.3,,18.0,18.0,
act,Gender,Male,ela,pct,Milwaukee,MacDowell Montessori School K3-12,2023-24,22.2222,61.1111,0.0,15.7,,18.0,18.0,
act,Gender,Female,ela,pct,Milwaukee,Marshall High,2023-24,1.1236,47.191,41.573,11.3,,52.0,89.0,
act,Gender,Male,ela,pct,Milwaukee,Marshall High,2023-24,0.0,44.8718,44.8718,10.3,,43.0,78.0,
act,Gender,Female,ela,pct,Milwaukee,Milwaukee Excellence Charter School,2023-24,0.0,62.5,12.5,11.7,,14.0,16.0,
act,Gender,Male,ela,pct,Milwaukee,Milwaukee Excellence Charter School,2023-24,5.5556,83.3333,5.5556,10.6,,17.0,18.0,
act,Gender,Female,ela,pct,Milwaukee,Milwaukee High School of the Arts,2023-24,21.4876,47.9339,0.0,14.9,,121.0,121.0,
act,Gender,Male,ela,pct,Milwaukee,Milwaukee High School of the Arts,2023-24,7.4627,53.7313,1.4925,13.2,,66.0,67.0,
act,Gender,Female,ela,pct,Milwaukee,Milwaukee School of Languages,2023-24,41.9355,20.9677,1.6129,17.8,,61.0,62.0,
act,Gender,Male,ela,pct,Milwaukee,Milwaukee School of Languages,2023-24,39.2157,31.3725,1.9608,17.1,,50.0,51.0,
act,Gender,Female,ela,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2023-24,0.0,53.8462,46.1538,7.3,,7.0,13.0,
act,Gender,Male,ela,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2023-24,0.0,37.5,62.5,8.3,,6.0,16.0,
act,Gender,Female,ela,pct,Milwaukee,North Division High,2023-24,0.0,65.2174,30.4348,10.7,,16.0,23.0,
act,Gender,Female,ela,pct,Milwaukee,King International,2023-24,37.0861,15.894,11.9205,17.8,,133.0,151.0,
act,Gender,Male,ela,pct,Milwaukee,North Division High,2023-24,0.0,58.6207,37.931,10.2,,18.0,29.0,
act,Gender,Male,ela,pct,Milwaukee,Obama School of Career and Technical Education,2023-24,4.2105,14.7368,72.6316,13.3,,26.0,95.0,
act,Gender,Female,ela,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2023-24,0.0,13.3333,80.0,11.0,,3.0,15.0,
act,Gender,Male,ela,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2023-24,0.0,27.2727,72.7273,8.7,,3.0,11.0,
act,Gender,Female,ela,pct,Milwaukee,Pulaski High,2023-24,1.4286,68.5714,15.7143,10.4,,59.0,70.0,
act,Gender,Male,ela,pct,Milwaukee,Pulaski High,2023-24,5.5556,51.8519,19.4444,11.8,,87.0,108.0,
act,Gender,Female,ela,pct,Milwaukee,Reagan College Preparatory High,2023-24,72.093,5.814,1.1628,21.4,,170.0,172.0,
act,Gender,Male,ela,pct,Milwaukee,Reagan College Preparatory High,2023-24,64.6067,11.7978,1.1236,20.9,,176.0,178.0,
act,All Students,All Students,ela,pct,Cudahy,Cudahy High,2023-24,31.5789,37.5,2.6316,16.2,,148.0,152.0,
act,Gender,Female,ela,pct,Milwaukee,Riverside High,2023-24,11.0169,48.3051,5.9322,14.1,,111.0,118.0,
act,Gender,Male,ela,pct,Milwaukee,Riverside High,2023-24,9.5238,55.9524,7.1429,13.1,,78.0,84.0,
act,All Students,All Students,ela,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,2023-24,0.0,93.3333,0.0,10.0,,15.0,15.0,
act,Gender,Female,ela,pct,Milwaukee,Shalom High,2023-24,0.0,58.8235,35.2941,9.4,,11.0,17.0,
act,Gender,Male,ela,pct,Milwaukee,Shalom High,2023-24,0.0,41.6667,50.0,11.2,,6.0,12.0,
act,Race/Ethnicity,White,reading,pct,Milwaukee,King International,2023-24,0.0,0.0,7.6923,25.4,,24.0,26.0,
act,Gender,Female,ela,pct,Milwaukee,Obama School of Career and Technical Education,2023-24,1.2821,23.0769,67.9487,11.6,,25.0,78.0,
act,Gender,Female,ela,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Black,reading,pct,Milwaukee,MacDowell Montessori School K3-12,2023-24,0.0,0.0,0.0,15.5,,27.0,27.0,
act,Gender,Female,ela,pct,Milwaukee,James Madison Academic Campus,2023-24,2.5,55.0,22.5,11.8,,31.0,40.0,
act,Gender,Non-binary,ela,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2023-24,20.2703,29.7297,2.7027,15.1,,72.0,74.0,
act,Gender,Male,ela,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2023-24,10.9375,43.75,1.5625,14.0,,63.0,64.0,
act,Gender,Female,ela,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2023-24,3.4483,62.069,3.4483,12.4,,28.0,29.0,
act,Gender,Male,ela,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2023-24,0.0,70.0,5.0,11.1,,38.0,40.0,
act,Gender,Female,ela,pct,Milwaukee,Golda Meir School,2023-24,52.439,18.2927,3.6585,19.1,,79.0,82.0,
act,Gender,Male,ela,pct,Milwaukee,Golda Meir School,2023-24,49.2537,19.403,1.4925,19.2,,66.0,67.0,
act,Gender,Female,ela,pct,Milwaukee,Grandview High,2023-24,2.7778,50.0,8.3333,13.0,,33.0,36.0,
act,Gender,Male,ela,pct,Milwaukee,Grandview High,2023-24,7.4074,59.2593,18.5185,11.8,,22.0,27.0,
act,Gender,Female,ela,pct,Milwaukee,Green Tree Preparatory Academy,2023-24,8.0,76.0,4.0,11.5,,24.0,25.0,
act,All Students,All Students,ela,pct,Milwaukee,ASSATA High,2023-24,0.0,68.4211,31.5789,10.8,,13.0,19.0,
act,Race/Ethnicity,Hispanic,science,pct,Whitnall,Whitnall High,2023-24,33.3333,33.3333,5.1282,19.0,,37.0,39.0,
act,Gender,Male,ela,pct,Milwaukee,Green Tree Preparatory Academy,2023-24,7.6923,57.6923,3.8462,13.0,,25.0,26.0,
act,All Students,All Students,ela,pct,Greenfield,Greenfield High,2023-24,45.0758,16.6667,2.2727,18.2,,258.0,264.0,
act,Gender,Male,ela,pct,Milwaukee,James Madison Academic Campus,2023-24,2.8571,51.4286,37.1429,10.9,,22.0,35.0,
act,Gender,Female,ela,pct,Milwaukee,Groppi High,2023-24,0.0,8.3333,91.6667,13.0,,1.0,12.0,
act,All Students,All Students,ela,pct,Greendale,Greendale High,2023-24,41.3953,16.2791,1.8605,17.8,,211.0,215.0,
act,Gender,Male,ela,pct,Milwaukee,Groppi High,2023-24,0.0,0.0,100.0,,,,18.0,
act,Race/Ethnicity,White,science,pct,Whitnall,Whitnall High,2023-24,51.2195,20.3252,8.1301,21.6,,113.0,123.0,
act,All Students,All Students,ela,pct,Franklin Public,Franklin High,2023-24,65.5422,10.3614,1.4458,20.8,,409.0,415.0,
act,Gender,Female,ela,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,54.5455,15.1515,0.0,19.0,,66.0,66.0,
act,Gender,Male,ela,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2023-24,48.1481,12.963,0.0,18.7,,54.0,54.0,
act,Gender,Female,ela,pct,Milwaukee,Hamilton High,2023-24,8.8,27.2,32.0,14.1,,85.0,125.0,
act,Gender,Male,ela,pct,Milwaukee,Hamilton High,2023-24,6.6667,40.8333,25.8333,13.0,,89.0,120.0,
act,All Students,All Students,ela,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2023-24,7.0175,66.6667,3.5088,12.6,,55.0,57.0,
act,Race/Ethnicity,White,reading,pct,Milwaukee,MacDowell Montessori School K3-12,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,ela,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2023-24,13.9535,32.5581,20.9302,13.7,,34.0,43.0,
act,Gender,Male,ela,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2023-24,2.1739,56.5217,21.7391,11.8,,36.0,46.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,MacDowell Montessori School K3-12,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,MacDowell Montessori School K3-12,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Two or More,science,pct,Whitnall,Whitnall High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Amer Indian,reading,pct,Milwaukee,Milwaukee High School of the Arts,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
