metric,dimension,group,subject,unit,district,school,year,value,pct_below,pct_notest,avg_score,gap_reason,tested,population,status_flag
act,Gender,Male,reading,pct,Franklin Public,Franklin High,2022-23,0.0,0.0,2.5,21.3,,195.0,200.0,
act,Race/Ethnicity,Black,reading,pct,West Allis-West Milwaukee,Central High,2022-23,0.0,0.0,8.1081,14.2,,34.0,37.0,
act,Race/Ethnicity,Hispanic,reading,pct,West Allis-West Milwaukee,Central High,2022-23,0.0,0.0,12.6437,16.3,,76.0,87.0,
act,Gender,Male,reading,pct,Saint Francis,Saint Francis High,2022-23,0.0,0.0,0.0,17.2,,68.0,68.0,
act,Race/Ethnicity,Black,reading,pct,Shorewood,New Horizons for Learning,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,0.0,0.0,16.6667,19.9,,10.0,12.0,
act,Race/Ethnicity,Asian,reading,pct,Milwaukee,Bay View High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Male,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,2.459,20.2,,119.0,122.0,
act,Race/Ethnicity,White,reading,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Asian,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,0.0,23.9,,18.0,18.0,
act,Gender,Male,reading,pct,Milwaukee,Audubon Technology and Communication High,2022-23,0.0,0.0,8.6207,15.8,,53.0,58.0,
act,Gender,Male,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Black,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,3.5714,16.1,,54.0,56.0,
act,Race/Ethnicity,Hispanic,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,0.0,19.9,,22.0,22.0,
act,Gender,Male,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,3.5971,18.8,,134.0,139.0,
act,Gender,Female,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,0.9259,22.2,,107.0,108.0,
act,Race/Ethnicity,Two or More,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,0.0,18.9,,18.0,18.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,James Madison Academic Campus,2022-23,0.0,0.0,31.8182,14.6,,45.0,66.0,
act,Race/Ethnicity,White,reading,pct,Milwaukee,Bay View High,2022-23,0.0,0.0,25.0,14.3,,12.0,16.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,Bay View High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,Bay View High,2022-23,0.0,0.0,0.0,15.3,,46.0,46.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Bay View High,2022-23,0.0,0.0,11.5942,13.2,,61.0,69.0,
act,Gender,Male,reading,pct,West Allis-West Milwaukee,Central High,2022-23,0.0,0.0,13.6,16.6,,108.0,125.0,
act,Race/Ethnicity,White,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,2.6316,22.4,,148.0,152.0,
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,Pulaski High,2022-23,0.0,0.0,25.2747,14.0,,68.0,91.0,
act,Race/Ethnicity,Asian,reading,pct,West Allis-West Milwaukee,Nathan Hale High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,White,reading,pct,West Allis-West Milwaukee,Nathan Hale High,2022-23,0.0,0.0,1.2658,18.8,,156.0,158.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Vincent Accelerated Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Milwaukee,Vincent Accelerated Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Econ Disadv,reading,pct,Milwaukee,Alliance School of Milwaukee,2022-23,0.0,0.0,45.0,16.8,,11.0,20.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Transition High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Milwaukee,Transition High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,reading,pct,Milwaukee,Alliance School of Milwaukee,2022-23,0.0,0.0,16.6667,17.6,,5.0,6.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,South Division High,2022-23,0.0,0.0,12.2642,13.4,,93.0,106.0,
act,Disability Status,SwD,reading,pct,Milwaukee,South Division High,2022-23,0.0,0.0,44.4444,11.3,,15.0,27.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,South Accelerated Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Milwaukee,South Accelerated Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwoD,reading,pct,Milwaukee,Shalom High,2022-23,0.0,0.0,46.1538,11.6,,14.0,26.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Shalom High,2022-23,0.0,0.0,33.3333,9.0,,4.0,6.0,
act,Economic Status,Econ Disadv,reading,pct,Milwaukee,Audubon Technology and Communication High,2022-23,0.0,0.0,6.6667,15.6,,56.0,60.0,
act,Economic Status,Not Econ Disadv,reading,pct,Milwaukee,Audubon Technology and Communication High,2022-23,0.0,0.0,5.7143,16.4,,33.0,35.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Riverside High,2022-23,0.0,0.0,6.9182,16.3,,148.0,159.0,
act,Disability Status,SwD,reading,pct,Milwaukee,WHS Information Technology,2022-23,0.0,0.0,47.3684,12.0,,10.0,19.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Riverside High,2022-23,0.0,0.0,28.2051,12.3,,28.0,39.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,WHS Information Technology,2022-23,0.0,0.0,27.2727,12.5,,32.0,44.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2022-23,0.0,0.0,18.1818,13.7,,18.0,22.0,
act,Race/Ethnicity,White,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,3.0769,21.0,,126.0,130.0,
act,Disability Status,SwoD,reading,pct,Pathways High,Pathways High,2022-23,0.0,0.0,0.0,15.9,,16.0,16.0,
act,Disability Status,SwD,reading,pct,Pathways High,Pathways High,2022-23,0.0,0.0,14.2857,17.5,,6.0,7.0,
act,Disability Status,SwoD,reading,pct,Oak Creek-Franklin Joint,Oak Creek High,2022-23,0.0,0.0,2.7613,19.8,,493.0,507.0,
act,Race/Ethnicity,White,reading,pct,Shorewood,Shorewood High,2022-23,0.0,0.0,0.0,25.8,,93.0,93.0,
act,Disability Status,SwD,reading,pct,Oak Creek-Franklin Joint,Oak Creek High,2022-23,0.0,0.0,15.3846,12.5,,33.0,39.0,
act,EL Status,Eng Prof,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2022-23,0.0,0.0,8.3333,15.1,,44.0,48.0,
act,Economic Status,Econ Disadv,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,6.1947,17.2,,106.0,113.0,
act,Race/Ethnicity,Two or More,reading,pct,West Allis-West Milwaukee,Nathan Hale High,2022-23,0.0,0.0,0.0,17.6,,15.0,15.0,
act,Disability Status,SwoD,reading,pct,Nicolet Union High School,Nicolet High,2022-23,0.0,0.0,4.8035,22.8,,218.0,229.0,
act,Gender,Male,reading,pct,Shorewood,New Horizons for Learning,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Nicolet Union High School,Nicolet High,2022-23,0.0,0.0,17.8571,15.4,,23.0,28.0,
act,Economic Status,Not Econ Disadv,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,3.3333,19.9,,145.0,150.0,
act,Disability Status,SwoD,reading,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2022-23,0.0,0.0,11.1111,13.0,,8.0,9.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,Grandview High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,White,reading,pct,Milwaukee,Grandview High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwoD,reading,pct,Milwaukee,Reagan College Preparatory High,2022-23,0.0,0.0,0.7067,22.1,,281.0,283.0,
act,Disability Status,SwD,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2022-23,0.0,0.0,22.2222,11.3,,7.0,9.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Milwaukee School of Languages,2022-23,0.0,0.0,5.0505,19.5,,94.0,99.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Milwaukee School of Languages,2022-23,0.0,0.0,46.1538,13.7,,7.0,13.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Milwaukee High School of the Arts,2022-23,0.0,0.0,10.303,16.7,,148.0,165.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Milwaukee High School of the Arts,2022-23,0.0,0.0,10.7143,14.2,,25.0,28.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Milwaukee Excellence Charter School,2022-23,0.0,0.0,12.5,14.4,,42.0,48.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Milwaukee Excellence Charter School,2022-23,0.0,0.0,22.2222,11.1,,7.0,9.0,
act,Economic Status,Econ Disadv,reading,pct,Milwaukee,Bradley Technology High,2022-23,0.0,0.0,6.2016,14.4,,121.0,129.0,
act,Economic Status,Not Econ Disadv,reading,pct,Milwaukee,Bradley Technology High,2022-23,0.0,0.0,0.0,14.1,,18.0,18.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Marshall High,2022-23,0.0,0.0,41.2371,14.1,,57.0,97.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Marshall High,2022-23,0.0,0.0,34.2105,12.4,,25.0,38.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,MacDowell Montessori School K3-12,2022-23,0.0,0.0,3.0303,15.1,,32.0,33.0,
act,Disability Status,SwD,reading,pct,Milwaukee,MacDowell Montessori School K3-12,2022-23,0.0,0.0,10.0,12.6,,9.0,10.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,King International,2022-23,0.0,0.0,5.9233,19.9,,270.0,287.0,
act,Disability Status,SwD,reading,pct,Milwaukee,King International,2022-23,0.0,0.0,34.2857,14.0,,23.0,35.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2022-23,0.0,0.0,23.0769,12.1,,10.0,13.0,
act,Race/Ethnicity,Amer Indian,reading,pct,Greendale,Greendale High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Milwaukee,North Division High,2022-23,0.0,0.0,50.0,10.9,,8.0,16.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,North Division High,2022-23,0.0,0.0,57.5,12.5,,17.0,40.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Reagan College Preparatory High,2022-23,0.0,0.0,0.0,14.8,,24.0,24.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Pulaski High,2022-23,0.0,0.0,26.8116,14.3,,101.0,138.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Pulaski High,2022-23,0.0,0.0,30.2326,13.0,,30.0,43.0,
act,Economic Status,Econ Disadv,reading,pct,Milwaukee,Bay View High,2022-23,0.0,0.0,9.1667,13.8,,109.0,120.0,
act,Gender,Female,reading,pct,Shorewood,New Horizons for Learning,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Two or More,reading,pct,Shorewood,Shorewood High,2022-23,0.0,0.0,0.0,19.5,,6.0,6.0,
act,Race/Ethnicity,White,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,1.8868,22.0,,156.0,159.0,
act,Disability Status,SwD,reading,pct,Saint Francis,Saint Francis High,2022-23,0.0,0.0,0.0,14.7,,15.0,15.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2022-23,0.0,0.0,80.0,12.8,,5.0,25.0,
act,Economic Status,Not Econ Disadv,reading,pct,Milwaukee,Bay View High,2022-23,0.0,0.0,8.6957,15.8,,21.0,23.0,
act,Race/Ethnicity,Two or More,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,0.0,18.3,,15.0,15.0,
act,Race/Ethnicity,Hispanic,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,2.5,18.6,,39.0,40.0,
act,Disability Status,SwoD,reading,pct,Milwaukee,Obama School of Career and Technical Education,2022-23,0.0,0.0,60.3604,14.9,,44.0,111.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Obama School of Career and Technical Education,2022-23,0.0,0.0,57.5758,13.4,,14.0,33.0,
act,Race/Ethnicity,Black,reading,pct,Greendale,Greendale High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Asian,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,0.0,26.2,,10.0,10.0,
act,Disability Status,SwD,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2022-23,0.0,0.0,66.6667,10.2,,4.0,12.0,
act,Disability Status,SwoD,reading,pct,Saint Francis,Saint Francis High,2022-23,0.0,0.0,0.0,18.1,,125.0,125.0,
act,EL Status,EL,reading,pct,Franklin Public,Franklin High,2022-23,0.0,0.0,0.0,15.0,,7.0,7.0,
act,Race/Ethnicity,Hispanic,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,3.125,19.0,,31.0,32.0,
act,Disability Status,SwD,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,9.0909,15.4,,20.0,22.0,
act,Economic Status,Not Econ Disadv,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2022-23,0.0,0.0,22.2222,14.6,,7.0,9.0,
act,Gender,Male,reading,pct,Brown Deer,Brown Deer Middle/High,2022-23,0.0,0.0,1.2195,16.9,,81.0,82.0,
act,Gender,Male,reading,pct,Shorewood,Shorewood High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,reading,pct,Brown Deer,Brown Deer Middle/High,2022-23,0.0,0.0,3.2787,19.0,,59.0,61.0,
act,Disability Status,SwoD,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,2.8708,24.5,,203.0,209.0,
act,Disability Status,SwD,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,7.1429,24.8,,13.0,14.0,
act,Disability Status,SwoD,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,2.3529,21.1,,166.0,170.0,
act,Disability Status,SwoD,reading,pct,West Allis-West Milwaukee,Nathan Hale High,2022-23,0.0,0.0,2.834,17.9,,240.0,247.0,
act,Economic Status,Econ Disadv,reading,pct,Franklin Public,Franklin High,2022-23,0.0,0.0,5.5556,20.1,,51.0,54.0,
act,Disability Status,SwoD,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,0.0,0.0,9.0909,17.1,,20.0,22.0,
act,Disability Status,SwD,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2022-23,0.0,0.0,12.5,15.9,,7.0,8.0,
act,Race/Ethnicity,Two or More,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,0.0,18.2,,15.0,15.0,
act,Disability Status,SwoD,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwoD,reading,pct,West Allis-West Milwaukee,Central High,2022-23,0.0,0.0,9.1346,17.4,,189.0,208.0,
act,Disability Status,SwD,reading,pct,West Allis-West Milwaukee,Nathan Hale High,2022-23,0.0,0.0,13.8889,13.9,,31.0,36.0,
act,Economic Status,Econ Disadv,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2022-23,0.0,0.0,5.1282,15.2,,37.0,39.0,
act,Race/Ethnicity,White,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,1.7442,25.5,,169.0,172.0,
act,Race/Ethnicity,Two or More,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,14.2857,26.9,,12.0,14.0,
act,Economic Status,Econ Disadv,reading,pct,Brown Deer,Brown Deer Middle/High,2022-23,0.0,0.0,2.381,16.3,,82.0,84.0,
act,Economic Status,Not Econ Disadv,reading,pct,Brown Deer,Brown Deer Middle/High,2022-23,0.0,0.0,1.6949,19.9,,58.0,59.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Grandview High,2022-23,0.0,0.0,66.6667,17.5,,2.0,6.0,
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,Grandview High,2022-23,0.0,0.0,20.3704,12.9,,43.0,54.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Pulaski High,2022-23,0.0,0.0,33.3333,13.5,,32.0,48.0,
act,Race/Ethnicity,Asian,reading,pct,Milwaukee,Pulaski High,2022-23,0.0,0.0,20.6897,14.3,,23.0,29.0,
act,Economic Status,Econ Disadv,reading,pct,Cudahy,Cudahy High,2022-23,0.0,0.0,2.5316,15.2,,77.0,79.0,
act,Race/Ethnicity,Two or More,reading,pct,Milwaukee,ASSATA High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,reading,pct,Cudahy,Cudahy High,2022-23,0.0,0.0,7.6923,17.6,,72.0,78.0,
act,Race/Ethnicity,Hispanic,reading,pct,Milwaukee,ASSATA High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Non-binary,reading,pct,Shorewood,Shorewood High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Black,reading,pct,Milwaukee,ASSATA High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Hispanic,reading,pct,Seeds of Health,Veritas High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Amer Indian,reading,pct,Milwaukee,Pulaski High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Asian,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,0.0,21.8,,12.0,12.0,
act,Race/Ethnicity,Black,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,0.0,15.3,,13.0,13.0,
act,Race/Ethnicity,Hispanic,reading,pct,Whitefish Bay,Whitefish Bay High,2022-23,0.0,0.0,16.6667,21.1,,10.0,12.0,
act,Disability Status,SwD,reading,pct,West Allis-West Milwaukee,Central High,2022-23,0.0,0.0,14.8148,15.0,,23.0,27.0,
act,Race/Ethnicity,White,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,3.4483,19.6,,140.0,145.0,
act,Economic Status,Not Econ Disadv,reading,pct,Franklin Public,Franklin High,2022-23,0.0,0.0,1.2539,22.1,,315.0,319.0,
act,Race/Ethnicity,Hispanic,reading,pct,Wauwatosa,East High,2022-23,0.0,0.0,0.0,19.2,,15.0,15.0,
act,Disability Status,SwD,reading,pct,South Milwaukee,South Milwaukee High,2022-23,0.0,0.0,12.9032,14.2,,27.0,31.0,
act,Race/Ethnicity,Asian,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,4.7619,18.6,,20.0,21.0,
act,Disability Status,SwoD,reading,pct,Seeds of Health,Veritas High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwoD,reading,pct,South Milwaukee,South Milwaukee High,2022-23,0.0,0.0,3.3333,17.6,,203.0,210.0,
act,Race/Ethnicity,Black,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,5.5556,16.8,,17.0,18.0,
act,Disability Status,SwD,reading,pct,Seeds of Health,Veritas High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Trans Center for Youth,Escuela Verde,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,EL Status,Eng Prof,reading,pct,Cudahy,Cudahy High,2022-23,0.0,0.0,5.4795,16.6,,138.0,146.0,
act,Disability Status,SwoD,reading,pct,Trans Center for Youth,Escuela Verde,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Economic Status,Not Econ Disadv,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,1.1696,22.0,,169.0,171.0,
act,Race/Ethnicity,Asian,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,0.0,26.2,,8.0,8.0,
act,Economic Status,Econ Disadv,reading,pct,Greendale,Greendale High,2022-23,0.0,0.0,3.3898,18.6,,57.0,59.0,
act,Disability Status,SwD,reading,pct,Wauwatosa,East High,2022-23,0.0,0.0,5.5556,16.6,,17.0,18.0,
act,Disability Status,SwD,reading,pct,Shorewood,Shorewood High,2022-23,0.0,0.0,0.0,16.3,,14.0,14.0,
act,Race/Ethnicity,Hispanic,reading,pct,Greenfield,Greenfield High,2022-23,0.0,0.0,4.5455,17.8,,63.0,66.0,
act,Disability Status,SwoD,reading,pct,Wauwatosa,East High,2022-23,0.0,0.0,0.4587,22.7,,217.0,218.0,
act,Disability Status,SwoD,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,0.8368,21.0,,237.0,239.0,
act,Race/Ethnicity,Two or More,reading,pct,Greenfield,Greenfield High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,reading,pct,Shorewood,Shorewood High,2022-23,0.0,0.0,1.2821,24.5,,77.0,78.0,
act,Disability Status,SwD,reading,pct,Seeds of Health,Tenor High,2022-23,0.0,0.0,16.6667,14.7,,10.0,12.0,
act,Disability Status,SwoD,reading,pct,Seeds of Health,Tenor High,2022-23,0.0,0.0,1.0526,16.2,,94.0,95.0,
act,Race/Ethnicity,Amer Indian,reading,pct,Greenfield,Greenfield High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwD,reading,pct,Wauwatosa,West High,2022-23,0.0,0.0,14.8148,17.3,,23.0,27.0,
act,Disability Status,SwoD,reading,pct,Shorewood,Shorewood High,2022-23,0.0,0.0,0.7519,24.8,,132.0,133.0,
act,EL Status,EL,reading,pct,Cudahy,Cudahy High,2022-23,0.0,0.0,0.0,12.7,,11.0,11.0,
act,Race/Ethnicity,Pacific Isle,reading,pct,Greenfield,Greenfield High,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Disability Status,SwoD,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Race/Ethnicity,Black,reading,pct,Whitnall,Whitnall High,2022-23,0.0,0.0,14.2857,16.2,,6.0,7.0,
act,Disability Status,SwD,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,2022-23,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Male,math,pct,Milwaukee,Golda Meir School,2023-24,46.2687,26.8657,1.4925,19.5,,66.0,67.0,
act,Gender,Male,math,pct,Milwaukee,Grandview High,2023-24,3.7037,37.037,18.5185,14.3,,22.0,27.0,
act,Gender,Male,math,pct,Milwaukee,Audubon Technology and Communication High,2023-24,6.1224,71.4286,2.0408,14.3,,48.0,49.0,
act,Gender,Male,math,pct,Greenfield,Greenfield High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Non-binary,math,pct,Greenfield,Greenfield High,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Female,math,pct,Milwaukee,Grandview High,2023-24,0.0,75.0,8.3333,14.2,,33.0,36.0,
act,Gender,Female,math,pct,Milwaukee,ASSATA High,2023-24,0.0,50.0,40.0,14.0,,6.0,10.0,
act,Gender,Male,math,pct,Milwaukee,Bradley Technology High,2023-24,6.6038,63.2075,17.9245,14.1,,87.0,106.0,
act,Gender,Male,math,pct,Milwaukee,Bay View High,2023-24,3.9474,68.4211,6.5789,14.3,,71.0,76.0,
act,Gender,Male,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Non-binary,math,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2023-24,,,,,fully_suppressed,,,Suppressed by DPI (whole group redacted) — not zero
act,Gender,Male,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2023-24,0.0,0.0,1.5625,15.3,,63.0,64.0,
act,Gender,Male,math,pct,Milwaukee,ASSATA High,2023-24,0.0,55.5556,22.2222,14.0,,7.0,9.0,
act,Gender,Female,math,pct,Milwaukee,Alliance School of Milwaukee,2023-24,0.0,41.6667,16.6667,14.6,,10.0,12.0,
act,Gender,Female,math,pct,Milwaukee,Bay View High,2023-24,0.0,80.9524,2.381,13.6,,82.0,84.0,
act,Gender,Female,math,pct,Milwaukee,Audubon Technology and Communication High,2023-24,0.0,79.3103,0.0,14.0,,29.0,29.0,
act,Gender,Male,math,pct,Milwaukee,Alliance School of Milwaukee,2023-24,18.1818,45.4545,36.3636,15.6,,7.0,11.0,
act,Gender,Male,math,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2023-24,4.6875,57.8125,1.5625,15.2,,63.0,64.0,
act,Gender,Female,math,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2023-24,0.0,75.8621,3.4483,14.3,,28.0,29.0,
act,Gender,Female,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2023-24,0.0,0.0,2.7027,15.8,,72.0,74.0,
act,Race/Ethnicity,Black,reading,pct,Milwaukee,Golda Meir School,2023-24,0.0,0.0,1.2821,17.6,,77.0,78.0,
act,Gender,Female,reading,pct,Milwaukee,Bay View High,2023-24,0.0,0.0,3.5714,14.2,,81.0,84.0,
