metric,district,school,group,year,value,yoy_change,pct_change,status_flag
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2018-19,41.2,,,
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2019-20,35.6,-5.6,-13.6,
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2020-21,45.0,9.4,26.4,
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2021-22,66.4,21.4,47.6,
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2022-23,65.1,-1.3,-2.0,
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2023-24,61.9,-3.2,-4.9,
chronic_absenteeism,Milwaukee,Clemens Elementary,Clemens Elementary — All Students,2024-25,55.8,-6.1,-9.9,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2018-19,15.2,,,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2019-20,20.5,5.3,34.9,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2020-21,19.8,-0.7,-3.4,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2021-22,46.8,27.0,136.4,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2022-23,37.4,-9.4,-20.1,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2023-24,23.4,-14.0,-37.4,
chronic_absenteeism,Milwaukee,Clement Avenue Elementary,Clement Avenue Elementary — All Students,2024-25,22.1,-1.3,-5.6,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2018-19,41.7,,,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2019-20,33.6,-8.1,-19.4,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2020-21,59.1,25.5,75.9,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2021-22,69.4,10.3,17.4,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2022-23,50.0,-19.4,-28.0,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2023-24,57.3,7.3,14.6,
chronic_absenteeism,Milwaukee,Congress Elementary,Congress Elementary — All Students,2024-25,59.2,1.9,3.3,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2018-19,9.1,,,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2019-20,11.7,2.6,28.6,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2020-21,7.7,-4.0,-34.2,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2021-22,20.6,12.9,167.5,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2022-23,19.6,-1.0,-4.9,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2023-24,15.7,-3.9,-19.9,
chronic_absenteeism,Milwaukee,Cooper Elementary,Cooper Elementary — All Students,2024-25,9.4,-6.3,-40.1,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2018-19,30.0,,,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2019-20,23.2,-6.8,-22.7,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2020-21,22.3,-0.9,-3.9,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2021-22,48.6,26.3,117.9,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2022-23,38.4,-10.2,-21.0,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2023-24,21.8,-16.6,-43.2,
chronic_absenteeism,Milwaukee,Craig Montessori School,Craig Montessori School — All Students,2024-25,13.3,-8.5,-39.0,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2018-19,22.0,,,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2019-20,20.1,-1.9,-8.6,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2020-21,17.5,-2.6,-12.9,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2021-22,48.9,31.4,179.4,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2022-23,42.4,-6.5,-13.3,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2023-24,38.2,-4.2,-9.9,
chronic_absenteeism,Milwaukee,Curtin Elementary,Curtin Elementary — All Students,2024-25,36.3,-1.9,-5.0,
chronic_absenteeism,Milwaukee,Daniel Webster Secondary School,Daniel Webster Secondary School — All Students,2018-19,66.1,,,
chronic_absenteeism,Milwaukee,Daniels University Preparatory Academy,Daniels University Preparatory Academy — All Students,2018-19,60.6,,,
chronic_absenteeism,Milwaukee,Daniels University Preparatory Academy,Daniels University Preparatory Academy — All Students,2019-20,51.5,-9.1,-15.0,
chronic_absenteeism,Milwaukee,Daniels University Preparatory Academy,Daniels University Preparatory Academy — All Students,2020-21,80.8,29.3,56.9,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2018-19,30.8,,,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2019-20,25.4,-5.4,-17.5,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2020-21,33.6,8.2,32.3,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2021-22,61.1,27.5,81.8,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2022-23,29.6,-31.5,-51.6,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2023-24,30.6,1.0,3.4,
chronic_absenteeism,Milwaukee,Doerfler Elementary,Doerfler Elementary — All Students,2024-25,49.4,18.8,61.4,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2018-19,29.1,,,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2019-20,24.9,-4.2,-14.4,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2020-21,44.0,19.1,76.7,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2021-22,67.8,23.8,54.1,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2022-23,53.8,-14.0,-20.6,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2023-24,50.5,-3.3,-6.1,
chronic_absenteeism,Milwaukee,Eighty-First Street Elementary,Eighty-First Street Elementary — All Students,2024-25,46.6,-3.9,-7.7,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2018-19,50.5,,,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2019-20,35.8,-14.7,-29.1,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2020-21,52.9,17.1,47.8,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2021-22,77.6,24.7,46.7,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2022-23,61.6,-16.0,-20.6,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2023-24,60.5,-1.1,-1.8,
chronic_absenteeism,Milwaukee,Elm Creative Arts Elementary,Elm Creative Arts Elementary — All Students,2024-25,61.4,0.9,1.5,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2018-19,33.0,,,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2019-20,27.0,-6.0,-18.2,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2020-21,53.4,26.4,97.8,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2021-22,60.2,6.8,12.7,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2022-23,55.5,-4.7,-7.8,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2023-24,62.2,6.7,12.1,
chronic_absenteeism,Milwaukee,Emerson Elementary,Emerson Elementary — All Students,2024-25,57.1,-5.1,-8.2,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2018-19,46.4,,,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2019-20,41.5,-4.9,-10.6,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2020-21,52.1,10.6,25.5,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2021-22,66.1,14.0,26.9,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2022-23,62.4,-3.7,-5.6,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2023-24,53.8,-8.6,-13.8,
chronic_absenteeism,Milwaukee,Engleburg Elementary,Engleburg Elementary — All Students,2024-25,58.0,4.2,7.8,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2018-19,13.8,,,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2019-20,13.9,0.1,0.7,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2020-21,16.0,2.1,15.1,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2021-22,38.4,22.4,140.0,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2022-23,35.3,-3.1,-8.1,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2023-24,28.2,-7.1,-20.1,
chronic_absenteeism,Milwaukee,Fairview Elementary,Fairview Elementary — All Students,2024-25,24.5,-3.7,-13.1,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2018-19,4.4,,,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2019-20,4.7,0.3,6.8,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2020-21,1.7,-3.0,-63.8,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2021-22,10.6,8.9,523.5,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2022-23,13.5,2.9,27.4,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2023-24,9.6,-3.9,-28.9,
chronic_absenteeism,Milwaukee,Fernwood Montessori,Fernwood Montessori — All Students,2024-25,8.9,-0.7,-7.3,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2018-19,44.9,,,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2019-20,41.9,-3.0,-6.7,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2020-21,57.4,15.5,37.0,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2021-22,77.7,20.3,35.4,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2022-23,70.6,-7.1,-9.1,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2023-24,59.9,-10.7,-15.2,
chronic_absenteeism,Milwaukee,Fifty-Third Street Elementary,Fifty-Third Street Elementary — All Students,2024-25,58.1,-1.8,-3.0,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2018-19,37.3,,,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2019-20,29.9,-7.4,-19.8,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2020-21,45.0,15.1,50.5,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2021-22,49.7,4.7,10.4,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2022-23,40.8,-8.9,-17.9,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2023-24,30.9,-9.9,-24.3,
chronic_absenteeism,Milwaukee,Forest Home Elementary,Forest Home Elementary — All Students,2024-25,32.9,2.0,6.5,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2018-19,48.0,,,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2019-20,45.8,-2.2,-4.6,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2020-21,50.6,4.8,10.5,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2021-22,80.8,30.2,59.7,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2022-23,68.9,-11.9,-14.7,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2023-24,71.5,2.6,3.8,
chronic_absenteeism,Milwaukee,Franklin Elementary,Franklin Elementary — All Students,2024-25,67.4,-4.1,-5.7,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2018-19,18.1,,,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2019-20,25.3,7.2,39.8,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2020-21,23.9,-1.4,-5.5,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2021-22,43.5,19.6,82.0,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2022-23,43.6,0.1,0.2,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2023-24,41.0,-2.6,-6.0,
chronic_absenteeism,Milwaukee,Fratney Elementary,Fratney Elementary — All Students,2024-25,39.1,-1.9,-4.6,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2018-19,49.5,,,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2019-20,40.7,-8.8,-17.8,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2020-21,31.8,-8.9,-21.9,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2021-22,70.6,38.8,122.0,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2022-23,64.2,-6.4,-9.1,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2023-24,43.8,-20.4,-31.8,
chronic_absenteeism,Milwaukee,Gaenslen Elementary,Gaenslen Elementary — All Students,2024-25,34.7,-9.1,-20.8,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2018-19,19.2,,,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2019-20,14.4,-4.8,-25.0,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2020-21,14.0,-0.4,-2.8,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2021-22,28.8,14.8,105.7,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2022-23,30.3,1.5,5.2,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2023-24,30.3,0.0,0.0,
chronic_absenteeism,Milwaukee,Garland Elementary,Garland Elementary — All Students,2024-25,23.0,-7.3,-24.1,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2018-19,15.8,,,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2019-20,12.5,-3.3,-20.9,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2020-21,9.6,-2.9,-23.2,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2021-22,30.0,20.4,212.5,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2022-23,22.2,-7.8,-26.0,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2023-24,19.2,-3.0,-13.5,
chronic_absenteeism,Milwaukee,Golda Meir School,Golda Meir School — All Students,2024-25,15.5,-3.7,-19.3,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2018-19,32.2,,,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2019-20,31.4,-0.8,-2.5,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2020-21,40.9,9.5,30.3,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2021-22,59.4,18.5,45.2,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2022-23,45.5,-13.9,-23.4,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2023-24,27.0,-18.5,-40.7,
chronic_absenteeism,Milwaukee,Goodrich Elementary,Goodrich Elementary — All Students,2024-25,22.3,-4.7,-17.4,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2018-19,68.8,,,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2019-20,71.3,2.5,3.6,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2020-21,69.6,-1.7,-2.4,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2021-22,77.7,8.1,11.6,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2022-23,75.3,-2.4,-3.1,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2023-24,75.0,-0.3,-0.4,
chronic_absenteeism,Milwaukee,Grandview High,Grandview High — All Students,2024-25,85.8,10.8,14.4,
chronic_absenteeism,Milwaukee,Grant Elementary,Grant Elementary — All Students,2018-19,28.6,,,
chronic_absenteeism,Milwaukee,Grant Elementary,Grant Elementary — All Students,2019-20,28.3,-0.3,-1.0,
chronic_absenteeism,Milwaukee,Grant Elementary,Grant Elementary — All Students,2020-21,31.0,2.7,9.5,
chronic_absenteeism,Milwaukee,Grant Elementary,Grant Elementary — All Students,2021-22,52.6,21.6,69.7,
chronic_absenteeism,Milwaukee,Grant Elementary,Grant Elementary — All Students,2022-23,41.9,-10.7,-20.3,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2018-19,50.6,,,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2019-20,44.1,-6.5,-12.8,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2020-21,48.0,3.9,8.8,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2021-22,71.5,23.5,49.0,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2022-23,66.4,-5.1,-7.1,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2023-24,60.3,-6.1,-9.2,
chronic_absenteeism,Milwaukee,Grantosa Drive Elementary,Grantosa Drive Elementary — All Students,2024-25,61.7,1.4,2.3,
chronic_absenteeism,Milwaukee,Green Bay Avenue School,Green Bay Avenue School — All Students,2018-19,55.8,,,
chronic_absenteeism,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2019-20,46.1,,,
chronic_absenteeism,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2020-21,64.2,18.1,39.3,
chronic_absenteeism,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2021-22,82.3,18.1,28.2,
chronic_absenteeism,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2022-23,65.2,-17.1,-20.8,
chronic_absenteeism,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2023-24,70.8,5.6,8.6,
chronic_absenteeism,Milwaukee,Green Tree Preparatory Academy,Green Tree Preparatory Academy — All Students,2024-25,80.9,10.1,14.3,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2018-19,17.3,,,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2019-20,16.0,-1.3,-7.5,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2020-21,27.9,11.9,74.4,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2021-22,37.4,9.5,34.1,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2022-23,33.9,-3.5,-9.4,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2023-24,31.9,-2.0,-5.9,
chronic_absenteeism,Milwaukee,Greenfield Bilingual,Greenfield Bilingual — All Students,2024-25,28.9,-3.0,-9.4,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2018-19,95.6,,,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2019-20,93.6,-2.0,-2.1,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2020-21,97.5,3.9,4.2,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2021-22,98.9,1.4,1.4,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2022-23,97.5,-1.4,-1.4,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2023-24,99.1,1.6,1.6,
chronic_absenteeism,Milwaukee,Groppi High,Groppi High — All Students,2024-25,98.5,-0.6,-0.6,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2018-19,7.2,,,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2019-20,9.2,2.0,27.8,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2020-21,6.0,-3.2,-34.8,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2021-22,22.6,16.6,276.7,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2022-23,22.3,-0.3,-1.3,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2023-24,12.2,-10.1,-45.3,
chronic_absenteeism,Milwaukee,HAPA-Hmong American Peace Academy K3-12,HAPA-Hmong American Peace Academy K3-12 — All Students,2024-25,10.4,-1.8,-14.8,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2018-19,60.4,,,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2019-20,62.3,1.9,3.1,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2020-21,51.7,-10.6,-17.0,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2021-22,77.6,25.9,50.1,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2022-23,77.3,-0.3,-0.4,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2023-24,73.5,-3.8,-4.9,
chronic_absenteeism,Milwaukee,Hamilton High,Hamilton High — All Students,2024-25,73.6,0.1,0.1,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2018-19,38.4,,,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2019-20,32.3,-6.1,-15.9,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2020-21,69.4,37.1,114.9,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2021-22,75.3,5.9,8.5,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2022-23,65.6,-9.7,-12.9,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2023-24,57.0,-8.6,-13.1,
chronic_absenteeism,Milwaukee,Hampton Elementary,Hampton Elementary — All Students,2024-25,59.5,2.5,4.4,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2018-19,75.9,,,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2019-20,73.5,-2.4,-3.2,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2020-21,71.0,-2.5,-3.4,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2021-22,86.4,15.4,21.7,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2022-23,78.9,-7.5,-8.7,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2023-24,79.9,1.0,1.3,
chronic_absenteeism,Milwaukee,Harold S Vincent School of Agricultural Science,Harold S Vincent School of Agricultural Science — All Students,2024-25,81.9,2.0,2.5,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2018-19,44.5,,,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2019-20,41.5,-3.0,-6.7,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2020-21,34.1,-7.4,-17.8,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2021-22,73.1,39.0,114.4,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2022-23,61.6,-11.5,-15.7,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2023-24,68.7,7.1,11.5,
chronic_absenteeism,Milwaukee,Hartford Avenue Elementary,Hartford Avenue Elementary — All Students,2024-25,60.9,-7.8,-11.4,
chronic_absenteeism,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2018-19,35.7,,,
chronic_absenteeism,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2019-20,33.7,-2.0,-5.6,
chronic_absenteeism,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2020-21,45.7,12.0,35.6,
chronic_absenteeism,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2021-22,56.5,10.8,23.6,
chronic_absenteeism,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2022-23,56.3,-0.2,-0.4,
chronic_absenteeism,Milwaukee,Hawley Environmental School,Hawley Environmental School — All Students,2023-24,59.9,3.6,6.4,
