metric,group,year,value,yoy_change,pct_change
discipline_incidents,United Community Center Inc — All Students,2024-25,57.0,-49.0,-46.22641509433962
discipline_incidents,"United Community Center, Inc. — All Students",2022-23,54.0,,
discipline_incidents,Wauwatosa — All Students,2018-19,311.0,,
discipline_incidents,Wauwatosa — All Students,2019-20,403.0,92.0,29.581993569131825
discipline_incidents,Wauwatosa — All Students,2020-21,134.0,-269.0,-66.74937965260546
discipline_incidents,Wauwatosa — All Students,2021-22,619.0,485.0,361.9402985074627
discipline_incidents,Wauwatosa — All Students,2022-23,604.0,-15.0,-2.4232633279482996
discipline_incidents,Wauwatosa — All Students,2023-24,564.0,-40.0,-6.622516556291391
discipline_incidents,Wauwatosa — All Students,2024-25,577.0,13.0,2.3049645390070816
discipline_incidents,West Allis-West Milwaukee — All Students,2018-19,586.0,,
discipline_incidents,West Allis-West Milwaukee — All Students,2019-20,440.0,-146.0,-24.914675767918094
discipline_incidents,West Allis-West Milwaukee — All Students,2020-21,38.0,-402.0,-91.36363636363636
discipline_incidents,West Allis-West Milwaukee — All Students,2021-22,587.0,549.0,1444.7368421052631
discipline_incidents,West Allis-West Milwaukee — All Students,2022-23,580.0,-7.0,-1.1925042589437829
discipline_incidents,West Allis-West Milwaukee — All Students,2023-24,685.0,105.0,18.10344827586208
discipline_incidents,West Allis-West Milwaukee — All Students,2024-25,899.0,214.0,31.24087591240876
discipline_incidents,Whitefish Bay — All Students,2018-19,53.0,,
discipline_incidents,Whitefish Bay — All Students,2019-20,42.0,-11.0,-20.75471698113207
discipline_incidents,Whitefish Bay — All Students,2020-21,14.0,-28.0,-66.66666666666667
discipline_incidents,Whitefish Bay — All Students,2021-22,59.0,45.0,321.42857142857144
discipline_incidents,Whitefish Bay — All Students,2022-23,62.0,3.0,5.084745762711873
discipline_incidents,Whitefish Bay — All Students,2023-24,82.0,20.0,32.258064516129025
discipline_incidents,Whitefish Bay — All Students,2024-25,13.0,-69.0,-84.14634146341463
discipline_incidents,Whitnall — All Students,2018-19,190.0,,
discipline_incidents,Whitnall — All Students,2019-20,118.0,-72.0,-37.89473684210526
discipline_incidents,Whitnall — All Students,2020-21,56.0,-62.0,-52.542372881355924
discipline_incidents,Whitnall — All Students,2021-22,191.0,135.0,241.07142857142856
discipline_incidents,Whitnall — All Students,2022-23,214.0,23.0,12.041884816753923
discipline_incidents,Whitnall — All Students,2023-24,114.0,-100.0,-46.728971962616825
discipline_incidents,Whitnall — All Students,2024-25,147.0,33.0,28.947368421052634
discipline_incidents,Woodlands School — All Students,2018-19,1.0,,
discipline_incidents,Woodlands School — All Students,2019-20,12.0,11.0,1100.0
discipline_incidents,Woodlands School — All Students,2020-21,0.0,-12.0,-100.0
discipline_incidents,Woodlands School — All Students,2021-22,10.0,10.0,inf
discipline_incidents,Woodlands School - State Street Campus — All Students,2018-19,37.0,,
discipline_incidents,Woodlands School - State Street Campus — All Students,2019-20,2.0,-35.0,-94.5945945945946
discipline_incidents,Woodlands School - State Street Campus — All Students,2020-21,0.0,-2.0,-100.0
discipline_incidents,Woodlands School Inc — All Students,2023-24,44.0,,
discipline_incidents,Woodlands School Inc — All Students,2024-25,63.0,19.0,43.18181818181819
discipline_incidents,"Woodlands School, Inc. — All Students",2022-23,0.0,,
