metric,subject,unit,district,school,group,year,value,pct_below,pct_notest,avg_score,yoy_change,pct_change,status_flag,gap_reason,tested,population
act,reading,pct,Wauwatosa,East High,All Students,2019-20,0.0,0.0,6.962,22.9,,,,,294.0,316.0
act,reading,pct,Wauwatosa,Vel R Phillips School,[Data Suppressed],2019-20,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2019-20,0.0,0.0,39.1304,21.3,,,,,14.0,23.0
act,reading,pct,Wauwatosa,West High,All Students,2019-20,0.0,0.0,6.0345,19.9,,,,,218.0,232.0
act,reading,pct,Seeds of Health,Tenor High,All Students,2019-20,0.0,0.0,2.1277,19.0,,,,,46.0,47.0
act,reading,pct,Seeds of Health,Veritas High,All Students,2019-20,0.0,0.0,0.0,18.3,,,,,68.0,68.0
act,reading,pct,Shorewood,New Horizons for Learning,[Data Suppressed],2019-20,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Shorewood,Shorewood High,All Students,2019-20,0.0,0.0,3.3557,24.8,,,,,144.0,149.0
act,reading,pct,South Milwaukee,South Milwaukee High,All Students,2019-20,0.0,0.0,11.8321,19.2,,,,,231.0,262.0
act,reading,pct,West Allis-West Milwaukee,Central High,All Students,2019-20,0.0,0.0,7.2398,17.9,,,,,205.0,221.0
act,reading,pct,Whitnall,Whitnall High,All Students,2019-20,0.0,0.0,6.8293,21.2,,,,,191.0,205.0
act,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2019-20,0.0,0.0,26.1905,14.6,,,,,31.0,42.0
act,reading,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2019-20,0.0,0.0,6.4103,19.5,,,,,292.0,312.0
act,reading,pct,Whitefish Bay,Whitefish Bay High,All Students,2019-20,0.0,0.0,4.5455,26.0,,,,,252.0,264.0
act,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2019-20,0.0,0.0,71.2121,14.6,,,,,19.0,66.0
act,reading,pct,Milwaukee,Pulaski High,All Students,2019-20,0.0,0.0,29.3413,13.1,,,,,118.0,167.0
act,reading,pct,Milwaukee,Reagan College Preparatory High,All Students,2019-20,0.0,0.0,2.7397,21.3,,,,,355.0,365.0
act,reading,pct,Milwaukee,Riverside High,All Students,2019-20,0.0,0.0,13.0435,15.2,,,,,280.0,322.0
act,reading,pct,Milwaukee,Shalom High,All Students,2019-20,0.0,0.0,31.8182,12.9,,,,,15.0,22.0
act,reading,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2019-20,0.0,0.0,35.8382,17.7,,,,,111.0,173.0
act,reading,pct,Milwaukee,Milwaukee School of Languages,All Students,2019-20,0.0,0.0,12.3288,17.5,,,,,128.0,146.0
act,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2019-20,0.0,0.0,27.2727,10.9,,,,,16.0,22.0
act,reading,pct,Milwaukee,North Division High,All Students,2019-20,0.0,0.0,48.6486,13.9,,,,,19.0,37.0
act,reading,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2019-20,0.0,0.0,29.5775,13.3,,,,,50.0,71.0
act,reading,pct,Saint Francis,Saint Francis High,All Students,2019-20,0.0,0.0,3.5398,17.0,,,,,109.0,113.0
act,reading,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2019-20,0.0,0.0,21.6216,16.0,,,,,29.0,37.0
act,reading,pct,Nicolet Union High School,Nicolet High,All Students,2019-20,0.0,0.0,10.3448,23.4,,,,,234.0,261.0
act,reading,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2019-20,0.0,0.0,5.4688,19.4,,,,,484.0,512.0
act,reading,pct,Pathways High,Pathways High,All Students,2019-20,0.0,0.0,0.0,17.3,,,,,35.0,35.0
act,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2019-20,0.0,0.0,34.6154,14.1,,,,,17.0,26.0
act,reading,pct,Milwaukee,South Accelerated Academy,All Students,2019-20,0.0,0.0,57.1429,13.0,,,,,3.0,7.0
act,reading,pct,Milwaukee,South Division High,All Students,2019-20,0.0,0.0,31.1111,12.7,,,,,93.0,135.0
act,reading,pct,Milwaukee,Transition High,All Students,2019-20,0.0,0.0,83.3333,12.8,,,,,5.0,30.0
act,reading,pct,Milwaukee,Vincent Accelerated Academy,All Students,2019-20,0.0,0.0,100.0,,,,,,,14.0
act,reading,pct,Milwaukee,WHS Information Technology,All Students,2019-20,0.0,0.0,38.5321,13.3,,,,,67.0,109.0
act,reading,pct,Brown Deer,Brown Deer Middle/High,All Students,2019-20,0.0,0.0,5.4054,18.8,,,,,105.0,111.0
act,reading,pct,Milwaukee,Groppi High,All Students,2019-20,0.0,0.0,80.7692,12.2,,,,,5.0,26.0
act,reading,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2019-20,0.0,0.0,2.2727,18.2,,,,,86.0,88.0
act,reading,pct,Milwaukee,Hamilton High,All Students,2019-20,0.0,0.0,18.75,15.2,,,,,182.0,224.0
act,reading,pct,Milwaukee,Grandview High,All Students,2019-20,0.0,0.0,22.2222,12.7,,,,,42.0,54.0
act,reading,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2019-20,0.0,0.0,2.3256,15.1,,,,,84.0,86.0
act,reading,pct,Milwaukee,Golda Meir School,All Students,2019-20,0.0,0.0,0.9804,17.6,,,,,101.0,102.0
act,reading,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2019-20,0.0,0.0,10.4167,14.1,,,,,43.0,48.0
act,reading,pct,Milwaukee,Marshall High,All Students,2019-20,0.0,0.0,44.2922,13.1,,,,,122.0,219.0
act,reading,pct,Milwaukee,Milwaukee Community Cyber High,All Students,2019-20,0.0,0.0,10.0,15.8,,,,,27.0,30.0
act,reading,pct,Milwaukee,Lad Lake Synergy School,[Data Suppressed],2019-20,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2019-20,0.0,0.0,41.4062,13.3,,,,,75.0,128.0
act,reading,pct,Milwaukee,James Madison Academic Campus,All Students,2019-20,0.0,0.0,46.7153,13.1,,,,,73.0,137.0
act,reading,pct,Milwaukee,King International,All Students,2019-20,0.0,0.0,6.7568,20.1,,,,,345.0,370.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2019-20,0.0,0.0,2.5806,15.8,,,,,151.0,155.0
act,reading,pct,Franklin Public,Milwaukee County Correctional Facility South,[Data Suppressed],2019-20,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Greendale,Greendale High,All Students,2019-20,0.0,0.0,3.3493,22.1,,,,,202.0,209.0
act,reading,pct,Greenfield,Greenfield High,All Students,2019-20,0.0,0.0,6.3158,17.8,,,,,267.0,285.0
act,reading,pct,Franklin Public,Franklin High,All Students,2019-20,0.0,0.0,3.3079,22.2,,,,,380.0,393.0
act,reading,pct,Escuela Verde,Escuela Verde,All Students,2019-20,0.0,0.0,6.6667,15.4,,,,,28.0,30.0
act,reading,pct,Cudahy,Cudahy High,All Students,2019-20,0.0,0.0,5.4945,17.4,,,,,172.0,182.0
act,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2019-20,0.0,0.0,12.2807,15.3,,,,,50.0,57.0
act,reading,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2019-20,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,ASSATA High,All Students,2019-20,0.0,0.0,47.3684,14.1,,,,,10.0,19.0
act,reading,pct,Milwaukee,Bradley Technology High,All Students,2019-20,0.0,0.0,21.6049,14.6,,,,,127.0,162.0
act,reading,pct,Milwaukee,Bay View High,All Students,2019-20,0.0,0.0,16.0584,14.9,,,,,115.0,137.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2019-20,0.0,0.0,3.0612,19.2,,,,,95.0,98.0
act,reading,pct,Milwaukee,Audubon Technology and Communication High,All Students,2019-20,0.0,0.0,20.2381,15.9,,,,,67.0,84.0
act,reading,pct,Milwaukee,Alliance School of Milwaukee,All Students,2019-20,0.0,0.0,61.5385,16.3,,,,,10.0,26.0
act,reading,pct,Whitnall,Whitnall High,All Students,2020-21,0.0,0.0,6.6327,19.1,0.0,,,,183.0,196.0
act,reading,pct,Whitefish Bay,Whitefish Bay High,All Students,2020-21,0.0,0.0,6.6667,23.0,0.0,,,,224.0,240.0
act,reading,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2020-21,0.0,0.0,8.254,17.5,0.0,,,,289.0,315.0
act,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2020-21,0.0,0.0,40.7407,14.8,0.0,,,,16.0,27.0
act,reading,pct,West Allis-West Milwaukee,Central High,All Students,2020-21,0.0,0.0,18.7023,16.3,0.0,,,,213.0,262.0
act,reading,pct,Pathways High,Pathways High,All Students,2020-21,0.0,0.0,19.3548,17.6,0.0,,,,25.0,31.0
act,reading,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2020-21,0.0,0.0,3.4615,20.1,0.0,,,,502.0,520.0
act,reading,pct,Nicolet Union High School,Nicolet High,All Students,2020-21,0.0,0.0,2.9412,21.4,0.0,,,,264.0,272.0
act,reading,pct,Saint Francis,Saint Francis High,All Students,2020-21,0.0,0.0,3.1496,17.0,0.0,,,,123.0,127.0
act,reading,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2020-21,0.0,0.0,8.1967,14.4,0.0,,,,56.0,61.0
act,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2020-21,0.0,0.0,65.5172,12.8,0.0,,,,10.0,29.0
act,reading,pct,Milwaukee,WHS Information Technology,All Students,2020-21,0.0,0.0,79.3651,11.8,0.0,,,,26.0,126.0
act,reading,pct,Milwaukee,Vincent Accelerated Academy,All Students,2020-21,0.0,0.0,100.0,,0.0,,,,,16.0
act,reading,pct,Milwaukee,Transition High,All Students,2020-21,0.0,0.0,100.0,,0.0,,,,,12.0
act,reading,pct,Seeds of Health,Tenor High,All Students,2020-21,0.0,0.0,5.8252,16.8,0.0,,,,97.0,103.0
act,reading,pct,Seeds of Health,Veritas High,All Students,2020-21,0.0,0.0,1.5152,17.1,0.0,,,,65.0,66.0
act,reading,pct,Wauwatosa,West High,All Students,2020-21,0.0,0.0,4.8327,19.9,0.0,,,,256.0,269.0
act,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2020-21,0.0,0.0,36.0,16.4,0.0,,,,16.0,25.0
act,reading,pct,Wauwatosa,East High,All Students,2020-21,0.0,0.0,8.8136,22.5,0.0,,,,269.0,295.0
act,reading,pct,South Milwaukee,South Milwaukee High,All Students,2020-21,0.0,0.0,13.8889,18.3,0.0,,,,217.0,252.0
act,reading,pct,Shorewood,Shorewood High,All Students,2020-21,0.0,0.0,4.0268,23.9,0.0,,,,143.0,149.0
act,reading,pct,Shorewood,New Horizons for Learning,All Students,2020-21,0.0,0.0,42.8571,17.8,,,,,4.0,7.0
act,reading,pct,Milwaukee,South Division High,All Students,2020-21,0.0,0.0,90.7143,14.2,0.0,,,,13.0,140.0
act,reading,pct,Milwaukee,South Accelerated Academy,[Data Suppressed],2020-21,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Shalom High,All Students,2020-21,0.0,0.0,84.6154,15.8,0.0,,,,4.0,26.0
act,reading,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2020-21,0.0,0.0,40.9836,13.8,0.0,,,,36.0,61.0
act,reading,pct,Milwaukee,Lad Lake Synergy School,All Students,2020-21,0.0,0.0,40.0,14.3,,,,,6.0,10.0
act,reading,pct,Milwaukee,King International,All Students,2020-21,0.0,0.0,24.0331,20.7,0.0,,,,275.0,362.0
act,reading,pct,Milwaukee,James Madison Academic Campus,All Students,2020-21,0.0,0.0,69.2771,13.3,0.0,,,,51.0,166.0
act,reading,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2020-21,0.0,0.0,84.0909,14.2,0.0,,,,21.0,132.0
act,reading,pct,Milwaukee,Hamilton High,All Students,2020-21,0.0,0.0,74.3772,14.1,0.0,,,,72.0,281.0
act,reading,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2020-21,0.0,0.0,7.2289,18.3,0.0,,,,77.0,83.0
act,reading,pct,Milwaukee,Marshall High,All Students,2020-21,0.0,0.0,84.2657,12.9,0.0,,,,45.0,286.0
act,reading,pct,Milwaukee,Riverside High,All Students,2020-21,0.0,0.0,70.2381,16.2,0.0,,,,100.0,336.0
act,reading,pct,Milwaukee,Reagan College Preparatory High,All Students,2020-21,0.0,0.0,30.4734,22.7,0.0,,,,235.0,338.0
act,reading,pct,Milwaukee,Pulaski High,All Students,2020-21,0.0,0.0,68.4211,14.0,0.0,,,,66.0,209.0
act,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2020-21,0.0,0.0,96.0784,16.0,0.0,,,,2.0,51.0
act,reading,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2020-21,0.0,0.0,93.6842,14.7,0.0,,,,6.0,95.0
act,reading,pct,Milwaukee,North Division High,All Students,2020-21,0.0,0.0,76.9231,14.4,0.0,,,,18.0,78.0
act,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2020-21,0.0,0.0,89.4737,17.0,0.0,,,,2.0,19.0
act,reading,pct,Milwaukee,Milwaukee School of Languages,All Students,2020-21,0.0,0.0,34.965,18.5,0.0,,,,93.0,143.0
act,reading,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2020-21,0.0,0.0,60.1695,16.4,0.0,,,,94.0,236.0
act,reading,pct,Milwaukee,Milwaukee County Youth Education Center,[Data Suppressed],2020-21,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Groppi High,All Students,2020-21,0.0,0.0,97.0588,13.0,0.0,,,,1.0,34.0
act,reading,pct,Franklin Public,Milwaukee County Correctional Facility South,[Data Suppressed],2020-21,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Franklin Public,Franklin High,All Students,2020-21,0.0,0.0,0.7732,22.0,0.0,,,,385.0,388.0
act,reading,pct,Escuela Verde,Escuela Verde,All Students,2020-21,0.0,0.0,52.0,15.2,0.0,,,,12.0,25.0
act,reading,pct,Greendale,Greendale High,All Students,2020-21,0.0,0.0,4.661,20.8,0.0,,,,225.0,236.0
act,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2020-21,0.0,0.0,10.9589,12.3,0.0,,,,65.0,73.0
act,reading,pct,Cudahy,Cudahy High,All Students,2020-21,0.0,0.0,5.1613,16.8,0.0,,,,147.0,155.0
act,reading,pct,Brown Deer,Brown Deer Middle/High,All Students,2020-21,0.0,0.0,8.8496,17.4,0.0,,,,103.0,113.0
act,reading,pct,Greenfield,Greenfield High,All Students,2020-21,0.0,0.0,5.3435,18.7,0.0,,,,248.0,262.0
act,reading,pct,Milwaukee,ASSATA High,All Students,2020-21,0.0,0.0,70.5882,14.3,0.0,,,,10.0,34.0
act,reading,pct,Milwaukee,Alliance School of Milwaukee,All Students,2020-21,0.0,0.0,82.1429,14.0,0.0,,,,5.0,28.0
act,reading,pct,Milwaukee,Golda Meir School,All Students,2020-21,0.0,0.0,14.3885,19.6,0.0,,,,119.0,139.0
act,reading,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2020-21,0.0,0.0,29.2929,14.1,0.0,,,,70.0,99.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2020-21,0.0,0.0,26.8421,14.9,0.0,,,,139.0,190.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2020-21,0.0,0.0,4.4444,17.0,0.0,,,,86.0,90.0
act,reading,pct,Milwaukee,Bradley Technology High,All Students,2020-21,0.0,0.0,65.8879,13.8,0.0,,,,73.0,214.0
act,reading,pct,Milwaukee,Bay View High,All Students,2020-21,0.0,0.0,74.0196,14.4,0.0,,,,53.0,204.0
act,reading,pct,Milwaukee,Banner Preparatory School of Milwaukee,All Students,2020-21,0.0,0.0,53.8462,13.3,,,,,6.0,13.0
act,reading,pct,Milwaukee,Audubon Technology and Communication High,All Students,2020-21,0.0,0.0,35.0649,15.6,0.0,,,,50.0,77.0
act,reading,pct,Milwaukee,Grandview High,All Students,2020-21,0.0,0.0,57.7778,13.7,0.0,,,,19.0,45.0
act,reading,pct,Milwaukee,Golda Meir School,All Students,2021-22,0.0,0.0,3.125,21.2,0.0,,,,124.0,128.0
act,reading,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2021-22,0.0,0.0,1.5873,14.4,0.0,,,,62.0,63.0
act,reading,pct,Milwaukee,Grandview High,All Students,2021-22,0.0,0.0,26.8293,14.3,0.0,,,,30.0,41.0
act,reading,pct,Milwaukee,Groppi High,All Students,2021-22,0.0,0.0,85.0,12.3,0.0,,,,3.0,20.0
act,reading,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2021-22,0.0,0.0,12.5,13.4,,,,,14.0,16.0
act,reading,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,All Students,2021-22,0.0,0.0,1.1494,16.7,0.0,,,,86.0,87.0
act,reading,pct,Milwaukee,Bradley Technology High,All Students,2021-22,0.0,0.0,27.6836,14.2,0.0,,,,128.0,177.0
act,reading,pct,Greenfield,Greenfield High,All Students,2021-22,0.0,0.0,4.3796,18.4,0.0,,,,262.0,274.0
act,reading,pct,Greendale,Greendale High,All Students,2021-22,0.0,0.0,2.1739,20.5,0.0,,,,225.0,230.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2021-22,0.0,0.0,5.7803,14.2,0.0,,,,163.0,173.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2021-22,0.0,0.0,2.3529,17.8,0.0,,,,83.0,85.0
act,reading,pct,Milwaukee,Bay View High,All Students,2021-22,0.0,0.0,15.2941,14.8,0.0,,,,144.0,170.0
act,reading,pct,Milwaukee,Banner Preparatory School of Milwaukee,[Data Suppressed],2021-22,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Audubon Technology and Communication High,All Students,2021-22,0.0,0.0,10.6667,14.9,0.0,,,,67.0,75.0
act,reading,pct,Milwaukee,Alliance School of Milwaukee,All Students,2021-22,0.0,0.0,53.3333,15.0,0.0,,,,14.0,30.0
act,reading,pct,Milwaukee,ASSATA High,All Students,2021-22,0.0,0.0,77.7778,10.5,0.0,,,,2.0,9.0
act,reading,pct,Milwaukee,Hamilton High,All Students,2021-22,0.0,0.0,38.9831,14.5,0.0,,,,144.0,236.0
act,reading,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,All Students,2021-22,0.0,0.0,78.125,14.4,0.0,,,,7.0,32.0
act,reading,pct,Milwaukee,Obama School of Career and Technical Education,All Students,2021-22,0.0,0.0,72.1591,12.6,0.0,,,,49.0,176.0
act,reading,pct,Milwaukee,North Division High,All Students,2021-22,0.0,0.0,58.0,12.8,0.0,,,,21.0,50.0
act,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2021-22,0.0,0.0,45.1613,11.3,0.0,,,,17.0,31.0
act,reading,pct,Milwaukee,Milwaukee School of Languages,All Students,2021-22,0.0,0.0,4.6729,19.1,0.0,,,,102.0,107.0
act,reading,pct,Milwaukee,Pulaski High,All Students,2021-22,0.0,0.0,37.037,13.4,0.0,,,,102.0,162.0
act,reading,pct,Milwaukee,Riverside High,All Students,2021-22,0.0,0.0,14.7766,15.4,0.0,,,,248.0,291.0
act,reading,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,All Students,2021-22,0.0,0.0,40.0,13.2,0.0,,,,18.0,30.0
act,reading,pct,Milwaukee,WHS Information Technology,All Students,2021-22,0.0,0.0,46.6667,12.0,0.0,,,,32.0,60.0
act,reading,pct,Milwaukee,Vincent Accelerated Academy,[Data Suppressed],2021-22,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Transition High,All Students,2021-22,0.0,0.0,96.1538,11.0,0.0,,,,1.0,26.0
act,reading,pct,Milwaukee,South Division High,All Students,2021-22,0.0,0.0,27.7311,13.1,0.0,,,,86.0,119.0
act,reading,pct,Milwaukee,South Accelerated Academy,[Data Suppressed],2021-22,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,Shalom High,All Students,2021-22,0.0,0.0,69.2308,13.8,0.0,,,,8.0,26.0
act,reading,pct,Milwaukee,Lad Lake Synergy School,[Data Suppressed],2021-22,,,,,,,Suppressed by DPI (whole group redacted) — not zero,fully_suppressed,,
act,reading,pct,Milwaukee,King International,All Students,2021-22,0.0,0.0,10.1504,20.3,0.0,,,,239.0,266.0
act,reading,pct,Milwaukee,James Madison Academic Campus,All Students,2021-22,0.0,0.0,53.1532,13.5,0.0,,,,52.0,111.0
act,reading,pct,Milwaukee,Harold S Vincent School of Agricultural Science,All Students,2021-22,0.0,0.0,27.0,13.9,0.0,,,,73.0,100.0
act,reading,pct,Milwaukee,Milwaukee High School of the Arts,All Students,2021-22,0.0,0.0,9.9526,16.0,0.0,,,,190.0,211.0
act,reading,pct,Milwaukee,Milwaukee Excellence Charter School,All Students,2021-22,0.0,0.0,1.4706,13.7,,,,,67.0,68.0
act,reading,pct,Milwaukee,Marshall High,All Students,2021-22,0.0,0.0,60.2151,12.8,0.0,,,,74.0,186.0
act,reading,pct,Milwaukee,MacDowell Montessori School K3-12,All Students,2021-22,0.0,0.0,12.1951,14.4,0.0,,,,36.0,41.0
act,reading,pct,Escuela Verde,Escuela Verde,All Students,2021-22,0.0,0.0,17.8571,13.1,0.0,,,,23.0,28.0
act,reading,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,All Students,2021-22,0.0,0.0,7.8125,13.8,0.0,,,,59.0,64.0
act,reading,pct,Cudahy,Cudahy High,All Students,2021-22,0.0,0.0,4.6512,17.2,0.0,,,,123.0,129.0
act,reading,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,All Students,2021-22,0.0,0.0,5.8824,13.7,,,,,16.0,17.0
act,reading,pct,Brown Deer,Brown Deer Middle/High,All Students,2021-22,0.0,0.0,0.0,17.5,0.0,,,,115.0,115.0
act,reading,pct,Franklin Public,Franklin High,All Students,2021-22,0.0,0.0,1.3736,21.4,0.0,,,,359.0,364.0
act,reading,pct,Milwaukee,Reagan College Preparatory High,All Students,2021-22,0.0,0.0,0.6494,22.6,0.0,,,,306.0,308.0
act,reading,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,All Students,2021-22,0.0,0.0,1.3699,13.6,0.0,,,,72.0,73.0
act,reading,pct,West Allis-West Milwaukee,Deeper Learning Virtual Academy,All Students,2021-22,0.0,0.0,35.7143,19.4,,,,,9.0,14.0
act,reading,pct,West Allis-West Milwaukee,Central High,All Students,2021-22,0.0,0.0,7.1749,17.4,0.0,,,,207.0,223.0
act,reading,pct,Wauwatosa,West High,All Students,2021-22,0.0,0.0,8.5837,20.8,0.0,,,,213.0,233.0
act,reading,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,All Students,2021-22,0.0,0.0,5.5556,16.4,0.0,,,,17.0,18.0
act,reading,pct,Whitnall,Whitnall High,All Students,2021-22,0.0,0.0,4.8309,20.5,0.0,,,,197.0,207.0
act,reading,pct,Whitefish Bay,Whitefish Bay High,All Students,2021-22,0.0,0.0,3.8298,25.3,0.0,,,,226.0,235.0
act,reading,pct,West Allis-West Milwaukee,Nathan Hale High,All Students,2021-22,0.0,0.0,5.4745,18.1,0.0,,,,259.0,274.0
act,reading,pct,Wauwatosa,Wauwatosa Virtual Academy,All Students,2021-22,0.0,0.0,23.8095,15.9,0.0,,,,16.0,21.0
act,reading,pct,Seeds of Health,Tenor High,All Students,2021-22,0.0,0.0,0.0,17.3,0.0,,,,61.0,61.0
act,reading,pct,Saint Francis,Saint Francis High,All Students,2021-22,0.0,0.0,8.3333,16.4,0.0,,,,99.0,108.0
act,reading,pct,Pathways High,Pathways High,All Students,2021-22,0.0,0.0,0.0,20.3,0.0,,,,26.0,26.0
act,reading,pct,Oak Creek-Franklin Joint,Oak Creek High,All Students,2021-22,0.0,0.0,4.3825,19.2,0.0,,,,480.0,502.0
act,reading,pct,Nicolet Union High School,Nicolet High,All Students,2021-22,0.0,0.0,3.663,22.0,0.0,,,,263.0,273.0
act,reading,pct,Wauwatosa,Vel R Phillips School,All Students,2021-22,0.0,0.0,0.0,12.8,,,,,6.0,6.0
act,reading,pct,Wauwatosa,East High,All Students,2021-22,0.0,0.0,5.0,21.9,0.0,,,,247.0,260.0
act,reading,pct,South Milwaukee,South Milwaukee High,All Students,2021-22,0.0,0.0,16.087,17.7,0.0,,,,193.0,230.0
act,reading,pct,Shorewood,Shorewood High,All Students,2021-22,0.0,0.0,2.5641,23.7,0.0,,,,152.0,156.0
act,reading,pct,Shorewood,New Horizons for Learning,All Students,2021-22,0.0,0.0,33.3333,17.2,0.0,,,,4.0,6.0
act,reading,pct,Seeds of Health,Veritas High,All Students,2021-22,0.0,0.0,1.8182,18.3,0.0,,,,54.0,55.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,All Students,2022-23,0.0,0.0,5.7803,14.5,0.0,,,,163.0,173.0
act,reading,pct,Milwaukee,Carmen High School of Science and Technology South Campus,All Students,2022-23,0.0,0.0,1.0526,16.6,0.0,,,,94.0,95.0
act,reading,pct,Milwaukee,Bradley Technology High,All Students,2022-23,0.0,0.0,5.4422,14.4,0.0,,,,139.0,147.0
act,reading,pct,Milwaukee,Bay View High,All Students,2022-23,0.0,0.0,9.0909,14.2,0.0,,,,130.0,143.0
act,reading,pct,Milwaukee,Banner Preparatory School of Milwaukee,All Students,2022-23,0.0,0.0,83.3333,12.5,0.0,,,,2.0,12.0
act,reading,pct,Milwaukee,Audubon Technology and Communication High,All Students,2022-23,0.0,0.0,6.3158,15.9,0.0,,,,89.0,95.0
act,reading,pct,Milwaukee,Alliance School of Milwaukee,All Students,2022-23,0.0,0.0,38.4615,17.1,0.0,,,,16.0,26.0
act,reading,pct,Milwaukee,ASSATA High,All Students,2022-23,0.0,0.0,52.0,11.5,0.0,,,,12.0,25.0
act,reading,pct,Greenfield,Greenfield High,All Students,2022-23,0.0,0.0,4.5627,18.7,0.0,,,,251.0,263.0
act,reading,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,All Students,2022-23,0.0,0.0,12.1951,14.3,0.0,,,,72.0,82.0
act,reading,pct,Greendale,Greendale High,All Students,2022-23,0.0,0.0,1.7391,21.1,0.0,,,,226.0,230.0
act,reading,pct,Milwaukee,Golda Meir School,All Students,2022-23,0.0,0.0,1.4085,21.1,0.0,,,,140.0,142.0
act,reading,pct,Milwaukee,Green Tree Preparatory Academy,All Students,2022-23,0.0,0.0,30.0,13.7,0.0,,,,14.0,20.0
act,reading,pct,Milwaukee,North Division High,All Students,2022-23,0.0,0.0,55.3571,12.0,0.0,,,,25.0,56.0
act,reading,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,All Students,2022-23,0.0,0.0,22.7273,11.8,0.0,,,,17.0,22.0
