metric,dimension,group,district,school,year,value,share,status_flag
enrollment,Race/Ethnicity,Asian,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,8.0,0.0152,
enrollment,Race/Ethnicity,Black,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,460.0,0.8745,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,29.0,0.0551,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,1.0,0.0019,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,12.0,0.0228,
enrollment,Race/Ethnicity,White,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,15.0,0.0285,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carson Academy,2018-19,1.0,0.0021,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2018-19,3.0,0.0064,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2018-19,438.0,0.9379,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2018-19,10.0,0.0214,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2018-19,13.0,0.0278,
enrollment,Race/Ethnicity,White,Milwaukee,Carson Academy,2018-19,2.0,0.0043,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carson Academy,2019-20,3.0,0.0066,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2019-20,2.0,0.0044,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2019-20,433.0,0.9454,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2019-20,7.0,0.0153,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Carson Academy,2019-20,1.0,0.0022,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2019-20,9.0,0.0197,
enrollment,Race/Ethnicity,White,Milwaukee,Carson Academy,2019-20,3.0,0.0066,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carson Academy,2020-21,2.0,0.0048,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2020-21,2.0,0.0048,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2020-21,391.0,0.9467,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2020-21,6.0,0.0145,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Carson Academy,2020-21,1.0,0.0024,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2020-21,9.0,0.0218,
enrollment,Race/Ethnicity,White,Milwaukee,Carson Academy,2020-21,2.0,0.0048,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carson Academy,2021-22,1.0,0.0028,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2021-22,2.0,0.0056,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2021-22,342.0,0.9526,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2021-22,5.0,0.0139,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Carson Academy,2021-22,1.0,0.0028,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2021-22,8.0,0.0223,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2022-23,1.0,0.0029,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2022-23,326.0,0.9314,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2022-23,12.0,0.0343,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2022-23,9.0,0.0257,
enrollment,Race/Ethnicity,White,Milwaukee,Carson Academy,2022-23,2.0,0.0057,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carson Academy,2023-24,2.0,0.006,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2023-24,1.0,0.003,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2023-24,299.0,0.9006,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2023-24,18.0,0.0542,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2023-24,6.0,0.0181,
enrollment,Race/Ethnicity,White,Milwaukee,Carson Academy,2023-24,6.0,0.0181,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carson Academy,2024-25,2.0,0.0061,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carson Academy,2024-25,2.0,0.0061,
enrollment,Race/Ethnicity,Black,Milwaukee,Carson Academy,2024-25,298.0,0.9141,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carson Academy,2024-25,14.0,0.0429,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carson Academy,2024-25,7.0,0.0215,
enrollment,Race/Ethnicity,White,Milwaukee,Carson Academy,2024-25,3.0,0.0092,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carver Academy,2018-19,1.0,0.0025,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2018-19,385.0,0.9459,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2018-19,11.0,0.027,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2018-19,6.0,0.0147,
enrollment,Race/Ethnicity,White,Milwaukee,Carver Academy,2018-19,4.0,0.0098,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carver Academy,2019-20,1.0,0.0021,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2019-20,460.0,0.9465,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2019-20,14.0,0.0288,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2019-20,8.0,0.0165,
enrollment,Race/Ethnicity,White,Milwaukee,Carver Academy,2019-20,3.0,0.0062,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carver Academy,2020-21,2.0,0.0049,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2020-21,383.0,0.9364,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2020-21,14.0,0.0342,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2020-21,7.0,0.0171,
enrollment,Race/Ethnicity,White,Milwaukee,Carver Academy,2020-21,3.0,0.0073,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carver Academy,2021-22,2.0,0.0061,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2021-22,311.0,0.954,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2021-22,7.0,0.0215,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2021-22,5.0,0.0153,
enrollment,Race/Ethnicity,White,Milwaukee,Carver Academy,2021-22,1.0,0.0031,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2022-23,324.0,0.9231,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2022-23,11.0,0.0313,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2022-23,16.0,0.0456,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Carver Academy,2023-24,1.0,0.0034,
enrollment,Race/Ethnicity,Asian,Milwaukee,Carver Academy,2023-24,1.0,0.0034,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2023-24,276.0,0.9293,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2023-24,7.0,0.0236,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2023-24,11.0,0.037,
enrollment,Race/Ethnicity,White,Milwaukee,Carver Academy,2023-24,1.0,0.0034,
enrollment,Race/Ethnicity,Black,Milwaukee,Carver Academy,2024-25,300.0,0.9259,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Carver Academy,2024-25,10.0,0.0309,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Carver Academy,2024-25,12.0,0.037,
enrollment,Race/Ethnicity,White,Milwaukee,Carver Academy,2024-25,2.0,0.0062,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cass Street Elementary,2018-19,3.0,0.0072,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2018-19,6.0,0.0144,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2018-19,345.0,0.8293,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2018-19,35.0,0.0841,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2018-19,13.0,0.0312,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2018-19,14.0,0.0337,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cass Street Elementary,2019-20,7.0,0.0191,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2019-20,3.0,0.0082,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2019-20,297.0,0.8115,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2019-20,29.0,0.0792,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2019-20,17.0,0.0464,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2019-20,13.0,0.0355,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cass Street Elementary,2020-21,1.0,0.0032,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2020-21,1.0,0.0032,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2020-21,268.0,0.8481,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2020-21,20.0,0.0633,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2020-21,16.0,0.0506,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2020-21,10.0,0.0316,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cass Street Elementary,2021-22,3.0,0.0092,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2021-22,4.0,0.0123,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2021-22,283.0,0.8708,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2021-22,17.0,0.0523,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2021-22,9.0,0.0277,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2021-22,9.0,0.0277,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cass Street Elementary,2022-23,2.0,0.007,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2022-23,4.0,0.014,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2022-23,250.0,0.8772,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2022-23,19.0,0.0667,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2022-23,5.0,0.0175,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2022-23,5.0,0.0175,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2023-24,3.0,0.0107,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2023-24,240.0,0.8541,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2023-24,19.0,0.0676,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2023-24,13.0,0.0463,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2023-24,6.0,0.0214,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cass Street Elementary,2024-25,4.0,0.0128,
enrollment,Race/Ethnicity,Black,Milwaukee,Cass Street Elementary,2024-25,267.0,0.8558,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cass Street Elementary,2024-25,18.0,0.0577,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cass Street Elementary,2024-25,17.0,0.0545,
enrollment,Race/Ethnicity,White,Milwaukee,Cass Street Elementary,2024-25,6.0,0.0192,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clarke Street Elementary,2018-19,1.0,0.0033,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clarke Street Elementary,2018-19,1.0,0.0033,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2018-19,284.0,0.9498,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2018-19,5.0,0.0167,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clarke Street Elementary,2018-19,7.0,0.0234,
enrollment,Race/Ethnicity,White,Milwaukee,Clarke Street Elementary,2018-19,1.0,0.0033,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2019-20,247.0,0.9321,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2019-20,5.0,0.0189,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clarke Street Elementary,2019-20,12.0,0.0453,
enrollment,Race/Ethnicity,White,Milwaukee,Clarke Street Elementary,2019-20,1.0,0.0038,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2020-21,249.0,0.9396,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2020-21,7.0,0.0264,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clarke Street Elementary,2020-21,8.0,0.0302,
enrollment,Race/Ethnicity,White,Milwaukee,Clarke Street Elementary,2020-21,1.0,0.0038,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2021-22,213.0,0.9467,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2021-22,5.0,0.0222,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clarke Street Elementary,2021-22,7.0,0.0311,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2022-23,184.0,0.9583,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2022-23,6.0,0.0312,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clarke Street Elementary,2022-23,2.0,0.0104,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clarke Street Elementary,2023-24,1.0,0.0045,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2023-24,217.0,0.9731,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2023-24,5.0,0.0224,
enrollment,Race/Ethnicity,Black,Milwaukee,Clarke Street Elementary,2024-25,154.0,0.9222,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clarke Street Elementary,2024-25,11.0,0.0659,
enrollment,Race/Ethnicity,White,Milwaukee,Clarke Street Elementary,2024-25,2.0,0.012,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clemens Elementary,2018-19,4.0,0.0127,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clemens Elementary,2018-19,5.0,0.0158,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2018-19,287.0,0.9082,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2018-19,9.0,0.0285,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2018-19,8.0,0.0253,
enrollment,Race/Ethnicity,White,Milwaukee,Clemens Elementary,2018-19,3.0,0.0095,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clemens Elementary,2019-20,4.0,0.0118,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clemens Elementary,2019-20,1.0,0.0029,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2019-20,313.0,0.9206,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2019-20,11.0,0.0324,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Clemens Elementary,2019-20,1.0,0.0029,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2019-20,9.0,0.0265,
enrollment,Race/Ethnicity,White,Milwaukee,Clemens Elementary,2019-20,1.0,0.0029,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clemens Elementary,2020-21,1.0,0.0032,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2020-21,288.0,0.932,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2020-21,10.0,0.0324,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Clemens Elementary,2020-21,1.0,0.0032,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2020-21,8.0,0.0259,
enrollment,Race/Ethnicity,White,Milwaukee,Clemens Elementary,2020-21,1.0,0.0032,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clemens Elementary,2021-22,1.0,0.0033,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2021-22,277.0,0.9142,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2021-22,16.0,0.0528,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2021-22,9.0,0.0297,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2022-23,249.0,0.8737,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2022-23,16.0,0.0561,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Clemens Elementary,2022-23,1.0,0.0035,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2022-23,19.0,0.0667,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clemens Elementary,2023-24,1.0,0.0032,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2023-24,271.0,0.877,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2023-24,19.0,0.0615,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Clemens Elementary,2023-24,1.0,0.0032,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2023-24,15.0,0.0485,
enrollment,Race/Ethnicity,White,Milwaukee,Clemens Elementary,2023-24,2.0,0.0065,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clemens Elementary,2024-25,2.0,0.0062,
enrollment,Race/Ethnicity,Black,Milwaukee,Clemens Elementary,2024-25,284.0,0.8847,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clemens Elementary,2024-25,23.0,0.0717,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clemens Elementary,2024-25,9.0,0.028,
enrollment,Race/Ethnicity,White,Milwaukee,Clemens Elementary,2024-25,3.0,0.0093,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clement Avenue Elementary,2018-19,4.0,0.0095,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2018-19,9.0,0.0213,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2018-19,39.0,0.0922,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2018-19,163.0,0.3853,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2018-19,49.0,0.1158,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2018-19,159.0,0.3759,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clement Avenue Elementary,2019-20,3.0,0.0074,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2019-20,8.0,0.0197,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2019-20,38.0,0.0936,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2019-20,165.0,0.4064,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2019-20,58.0,0.1429,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2019-20,134.0,0.33,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clement Avenue Elementary,2020-21,3.0,0.0082,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2020-21,7.0,0.0192,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2020-21,29.0,0.0797,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2020-21,153.0,0.4203,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2020-21,48.0,0.1319,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2020-21,124.0,0.3407,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Clement Avenue Elementary,2021-22,2.0,0.0064,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2021-22,8.0,0.0256,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2021-22,25.0,0.0799,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2021-22,138.0,0.4409,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2021-22,38.0,0.1214,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2021-22,102.0,0.3259,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2022-23,12.0,0.0421,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2022-23,31.0,0.1088,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2022-23,120.0,0.4211,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2022-23,34.0,0.1193,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2022-23,88.0,0.3088,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2023-24,10.0,0.0386,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2023-24,32.0,0.1236,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2023-24,120.0,0.4633,
enrollment,Race/Ethnicity,Pacific Isle,Milwaukee,Clement Avenue Elementary,2023-24,1.0,0.0039,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2023-24,25.0,0.0965,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2023-24,71.0,0.2741,
enrollment,Race/Ethnicity,Asian,Milwaukee,Clement Avenue Elementary,2024-25,10.0,0.042,
enrollment,Race/Ethnicity,Black,Milwaukee,Clement Avenue Elementary,2024-25,27.0,0.1134,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Clement Avenue Elementary,2024-25,101.0,0.4244,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Clement Avenue Elementary,2024-25,31.0,0.1303,
enrollment,Race/Ethnicity,White,Milwaukee,Clement Avenue Elementary,2024-25,69.0,0.2899,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Congress Elementary,2018-19,4.0,0.0053,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2018-19,5.0,0.0067,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2018-19,710.0,0.9479,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2018-19,17.0,0.0227,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2018-19,6.0,0.008,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2018-19,7.0,0.0093,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Congress Elementary,2019-20,2.0,0.0026,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2019-20,4.0,0.0052,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2019-20,726.0,0.9441,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2019-20,23.0,0.0299,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2019-20,10.0,0.013,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2019-20,4.0,0.0052,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Congress Elementary,2020-21,3.0,0.0042,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2020-21,6.0,0.0085,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2020-21,669.0,0.9449,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2020-21,15.0,0.0212,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2020-21,11.0,0.0155,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2020-21,4.0,0.0056,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Congress Elementary,2021-22,3.0,0.0041,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2021-22,8.0,0.011,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2021-22,671.0,0.9242,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2021-22,27.0,0.0372,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2021-22,13.0,0.0179,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2021-22,4.0,0.0055,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Congress Elementary,2022-23,1.0,0.0014,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2022-23,9.0,0.0125,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2022-23,667.0,0.9264,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2022-23,26.0,0.0361,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2022-23,12.0,0.0167,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2022-23,5.0,0.0069,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Congress Elementary,2023-24,1.0,0.0014,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2023-24,10.0,0.0143,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2023-24,645.0,0.9227,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2023-24,25.0,0.0358,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2023-24,15.0,0.0215,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2023-24,3.0,0.0043,
enrollment,Race/Ethnicity,Asian,Milwaukee,Congress Elementary,2024-25,10.0,0.0165,
enrollment,Race/Ethnicity,Black,Milwaukee,Congress Elementary,2024-25,554.0,0.9127,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Congress Elementary,2024-25,23.0,0.0379,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Congress Elementary,2024-25,16.0,0.0264,
enrollment,Race/Ethnicity,White,Milwaukee,Congress Elementary,2024-25,4.0,0.0066,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cooper Elementary,2018-19,3.0,0.0065,
enrollment,Race/Ethnicity,Asian,Milwaukee,Cooper Elementary,2018-19,42.0,0.0903,
enrollment,Race/Ethnicity,Black,Milwaukee,Cooper Elementary,2018-19,51.0,0.1097,
enrollment,Race/Ethnicity,Hispanic,Milwaukee,Cooper Elementary,2018-19,160.0,0.3441,
enrollment,Race/Ethnicity,Two or More,Milwaukee,Cooper Elementary,2018-19,15.0,0.0323,
enrollment,Race/Ethnicity,White,Milwaukee,Cooper Elementary,2018-19,194.0,0.4172,
enrollment,Race/Ethnicity,Amer Indian,Milwaukee,Cooper Elementary,2019-20,3.0,0.0063,
