metric,dimension,group,district,school,year,value,share,status_flag
enrollment,Disability Status,SwD,Penfield Montessori Academy,Penfield Montessori Academy,2020-21,29.0,0.2231,
enrollment,Disability Status,SwoD,Penfield Montessori Academy,Penfield Montessori Academy,2020-21,101.0,0.7769,
enrollment,Disability Status,SwD,Penfield Montessori Academy,Penfield Montessori Academy,2021-22,32.0,0.2424,
enrollment,Disability Status,SwoD,Penfield Montessori Academy,Penfield Montessori Academy,2021-22,100.0,0.7576,
enrollment,Disability Status,SwD,Penfield Montessori Academy,Penfield Montessori Academy,2022-23,34.0,0.281,
enrollment,Disability Status,SwoD,Penfield Montessori Academy,Penfield Montessori Academy,2022-23,87.0,0.719,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2018-19,71.0,0.144,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2018-19,422.0,0.856,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2019-20,85.0,0.1625,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2019-20,438.0,0.8375,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2020-21,61.0,0.1213,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2020-21,442.0,0.8787,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2021-22,63.0,0.1349,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2021-22,404.0,0.8651,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2022-23,71.0,0.1599,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2022-23,373.0,0.8401,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2023-24,76.0,0.191,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2023-24,322.0,0.809,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,85.0,0.2033,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,333.0,0.7967,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2018-19,11.0,0.1392,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2018-19,68.0,0.8608,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2019-20,16.0,0.1096,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2019-20,130.0,0.8904,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2020-21,19.0,0.0913,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2020-21,189.0,0.9087,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2021-22,26.0,0.1008,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2021-22,232.0,0.8992,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2022-23,32.0,0.119,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2022-23,237.0,0.881,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2023-24,32.0,0.1385,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2023-24,199.0,0.8615,
enrollment,Disability Status,SwD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2024-25,24.0,0.0767,
enrollment,Disability Status,SwoD,Rocketship Education Wisconsin,Rocketship Transformation Prep,2024-25,289.0,0.9233,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2018-19,65.0,0.1901,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2018-19,277.0,0.8099,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2019-20,66.0,0.2012,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2019-20,262.0,0.7988,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2020-21,61.0,0.1981,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2020-21,247.0,0.8019,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2021-22,62.0,0.2138,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2021-22,228.0,0.7862,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2022-23,48.0,0.1548,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2022-23,262.0,0.8452,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2023-24,49.0,0.1612,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2023-24,255.0,0.8388,
enrollment,Disability Status,SwD,Saint Francis,Deer Creek Intermediate,2024-25,53.0,0.1767,
enrollment,Disability Status,SwoD,Saint Francis,Deer Creek Intermediate,2024-25,247.0,0.8233,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2018-19,64.0,0.1212,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2018-19,464.0,0.8788,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2019-20,64.0,0.1283,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2019-20,435.0,0.8717,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2020-21,67.0,0.1329,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2020-21,437.0,0.8671,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2021-22,71.0,0.1406,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2021-22,434.0,0.8594,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2022-23,65.0,0.1226,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2022-23,465.0,0.8774,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2023-24,55.0,0.0993,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2023-24,499.0,0.9007,
enrollment,Disability Status,SwD,Saint Francis,Saint Francis High,2024-25,48.0,0.0884,
enrollment,Disability Status,SwoD,Saint Francis,Saint Francis High,2024-25,495.0,0.9116,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2018-19,40.0,0.1581,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2018-19,213.0,0.8419,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2019-20,45.0,0.1793,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2019-20,206.0,0.8207,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2020-21,50.0,0.2146,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2020-21,183.0,0.7854,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2021-22,49.0,0.2279,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2021-22,166.0,0.7721,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2022-23,46.0,0.2035,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2022-23,180.0,0.7965,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2023-24,34.0,0.1423,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2023-24,205.0,0.8577,
enrollment,Disability Status,SwD,Saint Francis,Willow Glen Primary School,2024-25,45.0,0.1711,
enrollment,Disability Status,SwoD,Saint Francis,Willow Glen Primary School,2024-25,217.0,0.8251,
enrollment,Disability Status,SwD,School for Early Development and Achievement (SEDA),School for Early Development and Achievement (SEDA),2018-19,18.0,0.2609,
enrollment,Disability Status,SwoD,School for Early Development and Achievement (SEDA),School for Early Development and Achievement (SEDA),2018-19,51.0,0.7391,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2018-19,39.0,0.0924,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2018-19,383.0,0.9076,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2019-20,58.0,0.1368,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2019-20,366.0,0.8632,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2020-21,59.0,0.1388,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2020-21,366.0,0.8612,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2021-22,48.0,0.1253,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2021-22,335.0,0.8747,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2022-23,51.0,0.1349,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2022-23,327.0,0.8651,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2023-24,76.0,0.2016,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2023-24,301.0,0.7984,
enrollment,Disability Status,SwD,Seeds of Health,Seeds of Health Elementary Program,2024-25,60.0,0.1579,
enrollment,Disability Status,SwoD,Seeds of Health,Seeds of Health Elementary Program,2024-25,320.0,0.8421,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2018-19,21.0,0.0857,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2018-19,224.0,0.9143,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2019-20,22.0,0.094,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2019-20,212.0,0.906,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2020-21,48.0,0.1019,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2020-21,423.0,0.8981,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2021-22,58.0,0.1113,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2021-22,463.0,0.8887,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2022-23,81.0,0.1473,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2022-23,469.0,0.8527,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2023-24,90.0,0.1435,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2023-24,537.0,0.8565,
enrollment,Disability Status,SwD,Seeds of Health,Tenor High,2024-25,98.0,0.1505,
enrollment,Disability Status,SwoD,Seeds of Health,Tenor High,2024-25,553.0,0.8495,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2018-19,15.0,0.0595,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2018-19,237.0,0.9405,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2019-20,16.0,0.063,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2019-20,238.0,0.937,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2020-21,15.0,0.0598,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2020-21,236.0,0.9402,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2021-22,16.0,0.0637,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2021-22,235.0,0.9363,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2022-23,14.0,0.0553,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2022-23,239.0,0.9447,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2023-24,12.0,0.0471,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2023-24,243.0,0.9529,
enrollment,Disability Status,SwD,Seeds of Health,Veritas High,2024-25,15.0,0.0586,
enrollment,Disability Status,SwoD,Seeds of Health,Veritas High,2024-25,241.0,0.9414,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2018-19,44.0,0.0856,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2018-19,470.0,0.9144,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2019-20,43.0,0.083,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2019-20,475.0,0.917,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2020-21,38.0,0.0868,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2020-21,400.0,0.9132,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2021-22,43.0,0.0973,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2021-22,399.0,0.9027,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2022-23,41.0,0.0858,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2022-23,437.0,0.9142,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2023-24,42.0,0.0877,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2023-24,437.0,0.9123,
enrollment,Disability Status,SwD,Shorewood,Atwater Elementary,2024-25,46.0,0.097,
enrollment,Disability Status,SwoD,Shorewood,Atwater Elementary,2024-25,428.0,0.903,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2018-19,69.0,0.1208,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2018-19,502.0,0.8792,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2019-20,59.0,0.1028,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2019-20,515.0,0.8972,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2020-21,61.0,0.1151,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2020-21,469.0,0.8849,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2021-22,55.0,0.1085,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2021-22,452.0,0.8915,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2022-23,56.0,0.1102,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2022-23,452.0,0.8898,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2023-24,63.0,0.1182,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2023-24,470.0,0.8818,
enrollment,Disability Status,SwD,Shorewood,Lake Bluff Elementary,2024-25,64.0,0.1205,
enrollment,Disability Status,SwoD,Shorewood,Lake Bluff Elementary,2024-25,467.0,0.8795,
enrollment,Disability Status,SwD,Shorewood,New Horizons for Learning,2018-19,15.0,0.6522,
enrollment,Disability Status,SwoD,Shorewood,New Horizons for Learning,2018-19,8.0,0.3478,
enrollment,Disability Status,SwD,Shorewood,New Horizons for Learning,2020-21,12.0,0.5714,
enrollment,Disability Status,SwoD,Shorewood,New Horizons for Learning,2020-21,9.0,0.4286,
enrollment,Disability Status,SwD,Shorewood,New Horizons for Learning,2021-22,8.0,0.32,
enrollment,Disability Status,SwoD,Shorewood,New Horizons for Learning,2021-22,17.0,0.68,
enrollment,Disability Status,SwD,Shorewood,New Horizons for Learning,2022-23,7.0,0.2917,
enrollment,Disability Status,SwoD,Shorewood,New Horizons for Learning,2022-23,17.0,0.7083,
enrollment,Disability Status,SwD,Shorewood,New Horizons for Learning,2023-24,8.0,0.3333,
enrollment,Disability Status,SwoD,Shorewood,New Horizons for Learning,2023-24,16.0,0.6667,
enrollment,Disability Status,SwD,Shorewood,New Horizons for Learning,2024-25,,,Suppressed (DPI privacy) — not zero
enrollment,Disability Status,SwoD,Shorewood,New Horizons for Learning,2024-25,,,Suppressed (DPI privacy) — not zero
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2018-19,82.0,0.1314,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2018-19,542.0,0.8686,
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2019-20,74.0,0.1184,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2019-20,551.0,0.8816,
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2020-21,72.0,0.1188,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2020-21,534.0,0.8812,
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2021-22,75.0,0.1181,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2021-22,560.0,0.8819,
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2022-23,61.0,0.0959,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2022-23,575.0,0.9041,
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2023-24,59.0,0.0953,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2023-24,560.0,0.9047,
enrollment,Disability Status,SwD,Shorewood,Shorewood High,2024-25,64.0,0.1087,
enrollment,Disability Status,SwoD,Shorewood,Shorewood High,2024-25,525.0,0.8913,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2018-19,35.0,0.1151,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2018-19,269.0,0.8849,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2019-20,32.0,0.1022,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2019-20,281.0,0.8978,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2020-21,30.0,0.1014,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2020-21,266.0,0.8986,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2021-22,28.0,0.0943,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2021-22,269.0,0.9057,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2022-23,36.0,0.1254,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2022-23,251.0,0.8746,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2023-24,25.0,0.0919,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2023-24,247.0,0.9081,
enrollment,Disability Status,SwD,Shorewood,Shorewood Intermediate,2024-25,21.0,0.07,
enrollment,Disability Status,SwoD,Shorewood,Shorewood Intermediate,2024-25,279.0,0.93,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2018-19,72.0,0.2099,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2018-19,271.0,0.7901,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2019-20,65.0,0.194,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2019-20,270.0,0.806,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2020-21,58.0,0.1801,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2020-21,264.0,0.8199,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2021-22,88.0,0.2451,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2021-22,271.0,0.7549,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2022-23,83.0,0.257,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2022-23,240.0,0.743,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2023-24,86.0,0.2638,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2023-24,240.0,0.7362,
enrollment,Disability Status,SwD,South Milwaukee,Blakewood Elementary,2024-25,91.0,0.2898,
enrollment,Disability Status,SwoD,South Milwaukee,Blakewood Elementary,2024-25,223.0,0.7102,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2018-19,20.0,0.0948,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2018-19,191.0,0.9052,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2019-20,23.0,0.115,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2019-20,177.0,0.885,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2020-21,16.0,0.0833,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2020-21,176.0,0.9167,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2021-22,20.0,0.0939,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2021-22,193.0,0.9061,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2022-23,26.0,0.1268,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2022-23,179.0,0.8732,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2023-24,34.0,0.1619,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2023-24,176.0,0.8381,
enrollment,Disability Status,SwD,South Milwaukee,E W Luther Elementary,2024-25,34.0,0.1726,
enrollment,Disability Status,SwoD,South Milwaukee,E W Luther Elementary,2024-25,163.0,0.8274,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2018-19,57.0,0.1851,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2018-19,251.0,0.8149,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2019-20,53.0,0.1721,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2019-20,255.0,0.8279,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2020-21,50.0,0.1805,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2020-21,227.0,0.8195,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2021-22,52.0,0.1898,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2021-22,222.0,0.8102,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2022-23,68.0,0.2345,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2022-23,222.0,0.7655,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2023-24,68.0,0.2394,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2023-24,216.0,0.7606,
enrollment,Disability Status,SwD,South Milwaukee,Lakeview Elementary,2024-25,58.0,0.2117,
enrollment,Disability Status,SwoD,South Milwaukee,Lakeview Elementary,2024-25,216.0,0.7883,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2018-19,67.0,0.1496,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2018-19,381.0,0.8504,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2019-20,59.0,0.1382,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2019-20,368.0,0.8618,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2020-21,44.0,0.1155,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2020-21,337.0,0.8845,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2021-22,51.0,0.1382,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2021-22,318.0,0.8618,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2022-23,63.0,0.1658,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2022-23,317.0,0.8342,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2023-24,58.0,0.153,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2023-24,321.0,0.847,
enrollment,Disability Status,SwD,South Milwaukee,Rawson Elementary,2024-25,67.0,0.1806,
enrollment,Disability Status,SwoD,South Milwaukee,Rawson Elementary,2024-25,304.0,0.8194,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2018-19,130.0,0.1212,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2018-19,943.0,0.8788,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2019-20,121.0,0.1148,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2019-20,933.0,0.8852,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2020-21,130.0,0.1272,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2020-21,892.0,0.8728,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2021-22,135.0,0.1308,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2021-22,897.0,0.8692,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2022-23,152.0,0.1538,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2022-23,836.0,0.8462,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2023-24,158.0,0.1614,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2023-24,821.0,0.8386,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee High,2024-25,140.0,0.1522,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee High,2024-25,780.0,0.8478,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2018-19,107.0,0.1576,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2018-19,572.0,0.8424,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2019-20,113.0,0.1621,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2019-20,584.0,0.8379,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2020-21,92.0,0.1472,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2020-21,533.0,0.8528,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2021-22,97.0,0.1575,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2021-22,519.0,0.8425,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2022-23,96.0,0.1635,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2022-23,491.0,0.8365,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2023-24,97.0,0.1603,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2023-24,508.0,0.8397,
enrollment,Disability Status,SwD,South Milwaukee,South Milwaukee Middle,2024-25,93.0,0.1525,
enrollment,Disability Status,SwoD,South Milwaukee,South Milwaukee Middle,2024-25,517.0,0.8475,
enrollment,Disability Status,SwD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2018-19,23.0,0.1554,
enrollment,Disability Status,SwoD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2018-19,125.0,0.8446,
enrollment,Disability Status,SwD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2019-20,28.0,0.1474,
enrollment,Disability Status,SwoD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2019-20,162.0,0.8526,
enrollment,Disability Status,SwD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2020-21,41.0,0.1715,
enrollment,Disability Status,SwoD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2020-21,198.0,0.8285,
enrollment,Disability Status,SwD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2021-22,38.0,0.1462,
enrollment,Disability Status,SwoD,Stellar Collegiate Charter School,Stellar Collegiate Charter School,2021-22,222.0,0.8538,
enrollment,Disability Status,SwD,Trans Center for Youth,Escuela Verde,2022-23,27.0,0.2231,
enrollment,Disability Status,SwoD,Trans Center for Youth,Escuela Verde,2022-23,94.0,0.7769,
enrollment,Disability Status,SwD,Trans Center for Youth,Escuela Verde,2023-24,31.0,0.2583,
enrollment,Disability Status,SwoD,Trans Center for Youth,Escuela Verde,2023-24,89.0,0.7417,
