metric,group,year,value,yoy_change,pct_change
chronic_absenteeism,Glendale-River Hills — All Students,2020-21,2.8,-4.3,-60.56338028169015
chronic_absenteeism,Glendale-River Hills — All Students,2021-22,10.4,7.6000000000000005,271.4285714285715
chronic_absenteeism,Glendale-River Hills — All Students,2022-23,13.5,3.0999999999999996,29.807692307692314
chronic_absenteeism,Glendale-River Hills — All Students,2023-24,13.2,-0.3000000000000007,-2.2222222222222254
chronic_absenteeism,Glendale-River Hills — All Students,2024-25,8.9,-4.299999999999999,-32.57575757575757
chronic_absenteeism,Greendale — All Students,2018-19,4.2,,
chronic_absenteeism,Greendale — All Students,2019-20,5.2,1.0,23.809523809523814
chronic_absenteeism,Greendale — All Students,2020-21,46.1,40.9,786.5384615384615
chronic_absenteeism,Greendale — All Students,2021-22,7.1,-39.0,-84.59869848156183
chronic_absenteeism,Greendale — All Students,2022-23,8.2,1.0999999999999996,15.492957746478876
chronic_absenteeism,Greendale — All Students,2023-24,7.1,-1.0999999999999996,-13.414634146341465
chronic_absenteeism,Greendale — All Students,2024-25,7.4,0.3000000000000007,4.225352112676073
chronic_absenteeism,Greenfield — All Students,2018-19,10.2,,
chronic_absenteeism,Greenfield — All Students,2019-20,5.4,-4.799999999999999,-47.058823529411754
chronic_absenteeism,Greenfield — All Students,2020-21,9.6,4.199999999999999,77.77777777777777
chronic_absenteeism,Greenfield — All Students,2021-22,17.9,8.299999999999999,86.45833333333333
chronic_absenteeism,Greenfield — All Students,2022-23,15.1,-2.799999999999999,-15.642458100558654
chronic_absenteeism,Greenfield — All Students,2023-24,13.2,-1.9000000000000004,-12.58278145695364
chronic_absenteeism,Greenfield — All Students,2024-25,13.0,-0.1999999999999993,-1.5151515151515138
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2018-19,5.8,,
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2019-20,6.8,1.0,17.24137931034482
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2020-21,1.5,-5.3,-77.94117647058823
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2021-22,10.5,9.0,600.0
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2022-23,7.4,-3.0999999999999996,-29.52380952380952
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2023-24,6.7,-0.7000000000000002,-9.459459459459463
chronic_absenteeism,Maple Dale-Indian Hill — All Students,2024-25,4.0,-2.7,-40.29850746268657
chronic_absenteeism,Milwaukee — All Students,2018-19,36.9,,
chronic_absenteeism,Milwaukee — All Students,2019-20,33.8,-3.1000000000000014,-8.40108401084011
chronic_absenteeism,Milwaukee — All Students,2020-21,36.6,2.8000000000000043,8.284023668639072
chronic_absenteeism,Milwaukee — All Students,2021-22,58.0,21.4,58.46994535519126
chronic_absenteeism,Milwaukee — All Students,2022-23,50.4,-7.600000000000001,-13.103448275862073
chronic_absenteeism,Milwaukee — All Students,2023-24,47.5,-2.8999999999999986,-5.753968253968256
chronic_absenteeism,Milwaukee — All Students,2024-25,46.2,-1.2999999999999972,-2.7368421052631486
chronic_absenteeism,Milwaukee Academy of Science — All Students,2018-19,31.6,,
chronic_absenteeism,Milwaukee Academy of Science — All Students,2019-20,30.0,-1.6000000000000014,-5.063291139240511
chronic_absenteeism,Milwaukee Academy of Science — All Students,2020-21,42.3,12.299999999999997,40.99999999999999
chronic_absenteeism,Milwaukee Academy of Science — All Students,2021-22,54.6,12.300000000000004,29.078014184397173
chronic_absenteeism,Milwaukee Collegiate Academy — All Students,2018-19,32.3,,
chronic_absenteeism,Milwaukee Math and Science Academy — All Students,2018-19,30.2,,
chronic_absenteeism,Milwaukee Math and Science Academy — All Students,2019-20,30.1,-0.09999999999999787,-0.3311258278145601
chronic_absenteeism,Milwaukee Math and Science Academy — All Students,2020-21,57.8,27.699999999999996,92.0265780730897
chronic_absenteeism,Milwaukee Math and Science Academy — All Students,2021-22,49.4,-8.399999999999999,-14.53287197231834
chronic_absenteeism,Milwaukee Math and Science Academy Inc — All Students,2024-25,51.2,,
chronic_absenteeism,Milwaukee Math and Science Academy Inc. — All Students,2023-24,55.8,,
chronic_absenteeism,"Milwaukee Math and Science Academy, Inc. — All Students",2022-23,42.2,,
chronic_absenteeism,Milwaukee Scholars Charter School — All Students,2018-19,32.4,,
chronic_absenteeism,Milwaukee Scholars Charter School — All Students,2019-20,30.8,-1.5999999999999979,-4.93827160493826
chronic_absenteeism,Milwaukee Scholars Charter School — All Students,2020-21,36.2,5.400000000000002,17.532467532467532
chronic_absenteeism,Milwaukee Scholars Charter School — All Students,2021-22,59.2,23.0,63.53591160220995
chronic_absenteeism,Milwaukee Scholars Charter School Inc — All Students,2023-24,41.4,,
chronic_absenteeism,Milwaukee Scholars Charter School Inc — All Students,2024-25,38.5,-2.8999999999999986,-7.0048309178743935
chronic_absenteeism,"Milwaukee Scholars Charter School, Inc. — All Students",2022-23,44.8,,
chronic_absenteeism,Milwaukee Science Education Consortium Inc — All Students,2023-24,45.9,,
chronic_absenteeism,Milwaukee Science Education Consortium Inc — All Students,2024-25,46.2,0.30000000000000426,0.65359477124185
chronic_absenteeism,"Milwaukee Science Education Consortium, Inc. — All Students",2022-23,47.2,,
chronic_absenteeism,Nicolet UHS — All Students,2018-19,8.2,,
chronic_absenteeism,Nicolet UHS — All Students,2019-20,4.8,-3.3999999999999995,-41.46341463414633
chronic_absenteeism,Nicolet UHS — All Students,2020-21,4.3,-0.5,-10.416666666666663
chronic_absenteeism,Nicolet Union High School — All Students,2021-22,5.7,,
chronic_absenteeism,Nicolet Union High School — All Students,2022-23,8.1,2.3999999999999995,42.10526315789473
chronic_absenteeism,Nicolet Union High School — All Students,2023-24,3.0,-5.1,-62.962962962962955
chronic_absenteeism,Nicolet Union High School — All Students,2024-25,2.8,-0.20000000000000018,-6.666666666666677
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2018-19,9.4,,
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2019-20,10.5,1.0999999999999996,11.702127659574458
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2020-21,10.8,0.3000000000000007,2.857142857142869
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2021-22,15.8,5.0,46.296296296296305
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2022-23,13.6,-2.200000000000001,-13.924050632911399
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2023-24,13.9,0.3000000000000007,2.205882352941191
chronic_absenteeism,Oak Creek-Franklin Joint — All Students,2024-25,14.0,0.09999999999999964,0.7194244604316502
chronic_absenteeism,Pathways High — All Students,2018-19,29.1,,
chronic_absenteeism,Pathways High — All Students,2019-20,11.7,-17.400000000000002,-59.7938144329897
chronic_absenteeism,Pathways High — All Students,2020-21,15.7,4.0,34.1880341880342
chronic_absenteeism,Pathways High — All Students,2021-22,35.9,20.2,128.66242038216564
chronic_absenteeism,Pathways High Inc — All Students,2023-24,40.4,,
chronic_absenteeism,Pathways High Inc — All Students,2024-25,47.0,6.600000000000001,16.33663366336635
chronic_absenteeism,"Pathways High, Inc. — All Students",2022-23,54.0,,
chronic_absenteeism,Penfield Montessori Academy — All Students,2018-19,29.6,,
chronic_absenteeism,Penfield Montessori Academy — All Students,2019-20,16.9,-12.700000000000003,-42.90540540540542
chronic_absenteeism,Penfield Montessori Academy — All Students,2020-21,20.5,3.6000000000000014,21.301775147929014
chronic_absenteeism,Penfield Montessori Academy — All Students,2021-22,44.4,23.9,116.58536585365854
chronic_absenteeism,"Penfield Montessori Academy, Inc. — All Students",2022-23,38.5,,
chronic_absenteeism,Rocketship Education Wisconsin Inc — All Students,2018-19,20.3,,
chronic_absenteeism,Rocketship Education Wisconsin Inc — All Students,2019-20,22.5,2.1999999999999993,10.837438423645306
chronic_absenteeism,Rocketship Education Wisconsin Inc — All Students,2020-21,58.1,35.6,158.22222222222223
chronic_absenteeism,Rocketship Education Wisconsin Inc — All Students,2021-22,46.0,-12.100000000000001,-20.826161790017217
chronic_absenteeism,Rocketship Education Wisconsin Inc — All Students,2023-24,50.2,4.200000000000003,9.13043478260871
chronic_absenteeism,Rocketship Education Wisconsin Inc — All Students,2024-25,34.8,-15.400000000000006,-30.67729083665339
chronic_absenteeism,"Rocketship Education Wisconsin, Inc. — All Students",2022-23,49.4,,
chronic_absenteeism,Saint Francis — All Students,2018-19,16.0,,
chronic_absenteeism,Saint Francis — All Students,2019-20,19.7,3.6999999999999993,23.124999999999996
chronic_absenteeism,Saint Francis — All Students,2020-21,19.7,0.0,0.0
chronic_absenteeism,Saint Francis — All Students,2021-22,35.9,16.2,82.23350253807106
chronic_absenteeism,Saint Francis — All Students,2022-23,21.5,-14.399999999999999,-40.11142061281336
chronic_absenteeism,Saint Francis — All Students,2023-24,17.6,-3.8999999999999986,-18.13953488372092
chronic_absenteeism,Saint Francis — All Students,2024-25,20.4,2.799999999999997,15.909090909090896
chronic_absenteeism,School for Early Development and Achievement (SEDA) — All Students,2018-19,68.0,,
chronic_absenteeism,Seeds of Health Inc — All Students,2018-19,12.4,,
chronic_absenteeism,Seeds of Health Inc — All Students,2019-20,18.0,5.6,45.16129032258065
chronic_absenteeism,Seeds of Health Inc — All Students,2020-21,37.6,19.6,108.8888888888889
chronic_absenteeism,Seeds of Health Inc — All Students,2021-22,43.4,5.799999999999997,15.42553191489362
chronic_absenteeism,Seeds of Health Inc — All Students,2022-23,38.0,-5.399999999999999,-12.442396313364057
chronic_absenteeism,Seeds of Health Inc — All Students,2023-24,29.3,-8.7,-22.894736842105257
chronic_absenteeism,Seeds of Health Inc — All Students,2024-25,31.1,1.8000000000000007,6.1433447098976135
chronic_absenteeism,Shorewood — All Students,2018-19,12.1,,
chronic_absenteeism,Shorewood — All Students,2019-20,12.7,0.5999999999999996,4.958677685950419
chronic_absenteeism,Shorewood — All Students,2020-21,6.3,-6.3999999999999995,-50.39370078740157
chronic_absenteeism,Shorewood — All Students,2021-22,27.3,21.0,333.33333333333337
chronic_absenteeism,Shorewood — All Students,2022-23,23.9,-3.400000000000002,-12.454212454212465
chronic_absenteeism,Shorewood — All Students,2023-24,12.4,-11.499999999999998,-48.11715481171548
chronic_absenteeism,Shorewood — All Students,2024-25,9.7,-2.700000000000001,-21.7741935483871
chronic_absenteeism,South Milwaukee — All Students,2018-19,15.6,,
chronic_absenteeism,South Milwaukee — All Students,2019-20,15.4,-0.1999999999999993,-1.2820512820512775
chronic_absenteeism,South Milwaukee — All Students,2020-21,20.1,4.700000000000001,30.519480519480524
chronic_absenteeism,South Milwaukee — All Students,2021-22,24.3,4.199999999999999,20.895522388059696
