metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2018-19,66.46,,,,632.0
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2019-20,57.76,-8.699999999999996,-13.090580800481488,,606.0
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2020-21,0.0,-57.76,-100.0,Zero suspensions/expulsions reported,584.0
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2021-22,163.4,163.4,,,500.0
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2022-23,134.53,-28.870000000000005,-17.66829865361077,,417.0
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2023-24,105.54,-28.989999999999995,-21.549096855719906,,379.0
discipline,all,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2024-25,128.86,23.320000000000007,22.09588781504643,,402.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2018-19,65.98,,,,632.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2019-20,57.1,-8.880000000000003,-13.458623825401638,,606.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2020-21,0.0,-57.1,-100.0,Zero out-of-school suspensions reported,584.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2021-22,163.0,163.0,,,500.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2022-23,132.13,-30.870000000000005,-18.93865030674847,,417.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2023-24,103.69,-28.439999999999998,-21.52425641413759,,379.0
discipline,suspension,rate,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2024-25,128.36,24.670000000000016,23.792072523869233,,402.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2018-19,3.0,,,,632.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2019-20,4.0,1.0,33.33333333333333,,606.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2020-21,0.0,-4.0,-100.0,Zero expulsions reported,584.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2021-22,2.0,2.0,,,500.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2022-23,10.0,8.0,400.0,,417.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2023-24,7.0,-3.0,-30.000000000000004,,379.0
discipline,expulsion,count,Milwaukee,WHS Information Technology,WHS Information Technology — All Students,2024-25,2.0,-5.0,-71.42857142857143,,402.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2018-19,26.13,,,,907.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2019-20,15.38,-10.749999999999998,-41.14045158821278,,891.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2020-21,0.0,-15.38,-100.0,Zero suspensions/expulsions reported,836.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2021-22,81.7,81.7,,,754.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2022-23,84.6,2.8999999999999915,3.5495716034271707,,656.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2023-24,67.21,-17.39,-20.55555555555556,,552.0
discipline,all,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2024-25,109.43,42.22000000000001,62.818033030799,,541.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2018-19,26.02,,,,907.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2019-20,15.26,-10.76,-41.352805534204464,,891.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2020-21,0.0,-15.26,-100.0,Zero out-of-school suspensions reported,836.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2021-22,81.3,81.3,,,754.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2022-23,84.6,3.299999999999997,4.0590405904058935,,656.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2023-24,67.21,-17.39,-20.55555555555556,,552.0
discipline,suspension,rate,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2024-25,109.43,42.22000000000001,62.818033030799,,541.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2018-19,1.0,,,,907.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2019-20,1.0,0.0,0.0,,891.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2020-21,0.0,-1.0,-100.0,Zero expulsions reported,836.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2021-22,3.0,3.0,,,754.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2022-23,0.0,-3.0,-100.0,Zero expulsions reported,656.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2023-24,0.0,0.0,,Zero expulsions reported,552.0
discipline,expulsion,count,Milwaukee,Wedgewood Park School,Wedgewood Park School — All Students,2024-25,0.0,0.0,,Zero expulsions reported,541.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2018-19,15.42,,,,214.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2019-20,8.18,-7.24,-46.952010376134886,,220.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2020-21,0.0,-8.18,-100.0,Zero suspensions/expulsions reported,196.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2021-22,14.45,14.45,,,173.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2022-23,14.29,-0.16000000000000014,-1.107266435986165,,175.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2023-24,8.28,-6.01,-42.05738278516446,,157.0
discipline,all,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2024-25,4.4,-3.879999999999999,-46.859903381642496,Small count (<10 removals) — rate imprecise,159.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2018-19,15.42,,,,214.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2019-20,8.18,-7.24,-46.952010376134886,,220.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2020-21,0.0,-8.18,-100.0,Zero out-of-school suspensions reported,196.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2021-22,14.45,14.45,,,173.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2022-23,14.29,-0.16000000000000014,-1.107266435986165,,175.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2023-24,8.28,-6.01,-42.05738278516446,,157.0
discipline,suspension,rate,Milwaukee,Westside Academy,Westside Academy — All Students,2024-25,4.4,-3.879999999999999,-46.859903381642496,Small count (<10 removals) — rate imprecise,159.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2018-19,0.0,,,Zero expulsions reported,214.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2019-20,0.0,0.0,,Zero expulsions reported,220.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2020-21,0.0,0.0,,Zero expulsions reported,196.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2021-22,0.0,0.0,,Zero expulsions reported,173.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2022-23,0.0,0.0,,Zero expulsions reported,175.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2023-24,0.0,0.0,,Zero expulsions reported,157.0
discipline,expulsion,count,Milwaukee,Westside Academy,Westside Academy — All Students,2024-25,0.0,0.0,,Zero expulsions reported,159.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2018-19,12.38,,,,412.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2019-20,14.15,1.7699999999999996,14.297253634894979,,417.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2020-21,0.0,-14.15,-100.0,Zero suspensions/expulsions reported,360.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2021-22,6.19,6.19,,,323.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2022-23,10.97,4.78,77.22132471728595,,319.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2023-24,12.08,1.1099999999999994,10.11850501367364,,331.0
discipline,all,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2024-25,18.29,6.209999999999999,51.4072847682119,,339.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2018-19,12.38,,,,412.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2019-20,14.15,1.7699999999999996,14.297253634894979,,417.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2020-21,0.0,-14.15,-100.0,Zero out-of-school suspensions reported,360.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2021-22,5.88,5.88,,,323.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2022-23,10.97,5.090000000000001,86.56462585034015,,319.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2023-24,12.08,1.1099999999999994,10.11850501367364,,331.0
discipline,suspension,rate,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2024-25,18.29,6.209999999999999,51.4072847682119,,339.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,412.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,417.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,360.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2021-22,1.0,1.0,,,323.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2022-23,0.0,-1.0,-100.0,Zero expulsions reported,319.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,331.0
discipline,expulsion,count,Milwaukee,Whitman Elementary,Whitman Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,339.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2018-19,0.47,,,Small count (<10 removals) — rate imprecise,213.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2019-20,0.0,-0.47,-100.0,Zero suspensions/expulsions reported,217.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2020-21,0.0,0.0,,Zero suspensions/expulsions reported,193.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported,152.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2022-23,2.1,2.1,,Small count (<10 removals) — rate imprecise,143.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2023-24,0.0,-2.1,-100.0,Zero suspensions/expulsions reported,142.0
discipline,all,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2024-25,0.0,0.0,,Zero suspensions/expulsions reported,146.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2018-19,0.47,,,Small count (<10 removals) — rate imprecise,213.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2019-20,0.0,-0.47,-100.0,Zero out-of-school suspensions reported,217.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2020-21,0.0,0.0,,Zero out-of-school suspensions reported,193.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2021-22,0.0,0.0,,Zero out-of-school suspensions reported,152.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2022-23,2.1,2.1,,Small count (<10 removals) — rate imprecise,143.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2023-24,0.0,-2.1,-100.0,Zero out-of-school suspensions reported,142.0
discipline,suspension,rate,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2024-25,0.0,0.0,,Zero out-of-school suspensions reported,146.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,213.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,217.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,193.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,152.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,143.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,142.0
discipline,expulsion,count,Milwaukee,Whittier Elementary,Whittier Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,146.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2018-19,122.72,,,,625.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2019-20,141.67,18.94999999999999,15.441655801825283,,408.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2020-21,0.0,-141.67,-100.0,Zero suspensions/expulsions reported,444.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2021-22,97.61,97.61,,,376.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2022-23,119.91,22.299999999999997,22.8460198750128,,422.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2023-24,167.98,48.06999999999999,40.088399633058124,,431.0
discipline,all,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2024-25,349.65,181.67,108.14977973568283,,286.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2018-19,121.28,,,,625.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2019-20,141.42,20.139999999999986,16.606200527704473,,408.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2020-21,0.0,-141.42,-100.0,Zero out-of-school suspensions reported,444.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2021-22,97.34,97.34,,,376.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2022-23,119.19,21.849999999999994,22.447092664885957,,422.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2023-24,167.98,48.78999999999999,40.9346421679671,,431.0
discipline,suspension,rate,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2024-25,348.6,180.62000000000003,107.52470532206218,,286.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2018-19,9.0,,,,625.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2019-20,1.0,-8.0,-88.88888888888889,,408.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2020-21,0.0,-1.0,-100.0,Zero expulsions reported,444.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2021-22,1.0,1.0,,,376.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2022-23,3.0,2.0,200.0,,422.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2023-24,0.0,-3.0,-100.0,Zero expulsions reported,431.0
discipline,expulsion,count,Milwaukee,Wisconsin Conservatory of Lifelong Learning,Wisconsin Conservatory of Lifelong Learning — All Students,2024-25,3.0,3.0,,,286.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2018-19,10.0,,,,330.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2019-20,6.76,-3.24,-32.400000000000006,,340.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2020-21,0.0,-6.76,-100.0,Zero suspensions/expulsions reported,290.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2021-22,2.81,2.81,,Small count (<10 removals) — rate imprecise,285.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2022-23,14.94,12.129999999999999,431.67259786476865,,308.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2023-24,14.24,-0.6999999999999993,-4.685408299866123,,295.0
discipline,all,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2024-25,16.4,2.1599999999999984,15.168539325842678,,250.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2018-19,10.0,,,,330.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2019-20,6.76,-3.24,-32.400000000000006,,340.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2020-21,0.0,-6.76,-100.0,Zero out-of-school suspensions reported,290.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2021-22,2.81,2.81,,Small count (<10 removals) — rate imprecise,285.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2022-23,14.94,12.129999999999999,431.67259786476865,,308.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2023-24,14.24,-0.6999999999999993,-4.685408299866123,,295.0
discipline,suspension,rate,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2024-25,16.4,2.1599999999999984,15.168539325842678,,250.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,330.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,340.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,290.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,285.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,308.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,295.0
discipline,expulsion,count,Milwaukee,Zablocki Elementary,Zablocki Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,250.0
discipline,all,rate,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy — All Students,2018-19,96.25,,,No data after 2018-19,320.0
discipline,suspension,rate,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy — All Students,2018-19,93.12,,,No data after 2018-19,320.0
discipline,expulsion,count,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy,Milwaukee Collegiate Academy — All Students,2018-19,10.0,,,No data after 2018-19,320.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2018-19,68.71,,,,294.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2019-20,33.78,-34.92999999999999,-50.83685053121816,,222.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2020-21,0.0,-33.78,-100.0,Zero suspensions/expulsions reported,203.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported,201.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2022-23,71.86,71.86,,,231.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2023-24,53.69,-18.17,-25.28527692735876,,244.0
discipline,all,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2024-25,56.02,2.3300000000000054,4.339728068541637,,241.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2018-19,68.03,,,,294.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2019-20,33.78,-34.25,-50.34543583713067,,222.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2020-21,0.0,-33.78,-100.0,Zero out-of-school suspensions reported,203.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2021-22,0.0,0.0,,Zero out-of-school suspensions reported,201.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2022-23,71.86,71.86,,,231.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2023-24,53.69,-18.17,-25.28527692735876,,244.0
discipline,suspension,rate,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2024-25,56.02,2.3300000000000054,4.339728068541637,,241.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2018-19,2.0,,,,294.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2019-20,0.0,-2.0,-100.0,Zero expulsions reported,222.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2020-21,0.0,0.0,,Zero expulsions reported,203.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2021-22,0.0,0.0,,Zero expulsions reported,201.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2022-23,0.0,0.0,,Zero expulsions reported,231.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2023-24,0.0,0.0,,Zero expulsions reported,244.0
discipline,expulsion,count,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy — All Students,2024-25,0.0,0.0,,Zero expulsions reported,241.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2018-19,56.77,,,,724.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2019-20,26.31,-30.460000000000004,-53.65509952439669,,707.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2020-21,0.0,-26.31,-100.0,Zero suspensions/expulsions reported,732.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2021-22,18.55,18.55,,,717.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2022-23,56.57,38.019999999999996,204.95956873315362,,670.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2023-24,89.6,33.029999999999994,58.3878380767191,,769.0
discipline,all,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2024-25,160.34,70.74000000000001,78.95089285714288,,696.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2018-19,56.22,,,,724.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2019-20,25.32,-30.9,-54.96264674493063,,707.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2020-21,0.0,-25.32,-100.0,Zero out-of-school suspensions reported,732.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2021-22,18.27,18.27,,,717.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2022-23,56.42,38.150000000000006,208.8122605363985,,670.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2023-24,88.3,31.879999999999995,56.50478553704359,,769.0
discipline,suspension,rate,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2024-25,157.61,69.31000000000002,78.49377123442811,,696.0
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2018-19,4.0,,,,724.0
discipline,expulsion,count,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School — All Students,2019-20,7.0,3.0,75.0,,707.0
