metric,category,unit,district,school,group,year,value,yoy_change,pct_change,status_flag,enrollment
discipline,all,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported,329.0
discipline,all,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2022-23,0.9,0.9,,Small count (<10 removals) — rate imprecise,332.0
discipline,all,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2023-24,0.95,0.04999999999999993,5.555555555555558,Small count (<10 removals) — rate imprecise,315.0
discipline,all,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2024-25,3.57,2.62,275.7894736842105,,308.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2018-19,0.0,,,Zero out-of-school suspensions reported,368.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2019-20,0.0,0.0,,Zero out-of-school suspensions reported,335.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2020-21,0.0,0.0,,Zero out-of-school suspensions reported,303.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2021-22,0.0,0.0,,Zero out-of-school suspensions reported,329.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2022-23,0.9,0.9,,Small count (<10 removals) — rate imprecise,332.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2023-24,0.95,0.04999999999999993,5.555555555555558,Small count (<10 removals) — rate imprecise,315.0
discipline,suspension,rate,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2024-25,3.57,2.62,275.7894736842105,,308.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,368.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,335.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,303.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,329.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,332.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,315.0
discipline,expulsion,count,Franklin Public,Ben Franklin Elementary,Ben Franklin Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,308.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2018-19,1.54,,,Small count (<10 removals) — rate imprecise,518.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2019-20,1.24,-0.30000000000000004,-19.480519480519487,Small count (<10 removals) — rate imprecise,484.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2020-21,0.91,-0.32999999999999996,-26.61290322580645,Small count (<10 removals) — rate imprecise,441.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2021-22,0.22,-0.6900000000000001,-75.82417582417582,Small count (<10 removals) — rate imprecise,454.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2022-23,0.89,0.67,304.54545454545456,Small count (<10 removals) — rate imprecise,447.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2023-24,2.48,1.5899999999999999,178.65168539325845,,443.0
discipline,all,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2024-25,1.14,-1.34,-54.03225806451613,Small count (<10 removals) — rate imprecise,437.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2018-19,1.54,,,Small count (<10 removals) — rate imprecise,518.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2019-20,1.24,-0.30000000000000004,-19.480519480519487,Small count (<10 removals) — rate imprecise,484.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2020-21,0.91,-0.32999999999999996,-26.61290322580645,Small count (<10 removals) — rate imprecise,441.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2021-22,0.22,-0.6900000000000001,-75.82417582417582,Small count (<10 removals) — rate imprecise,454.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2022-23,0.89,0.67,304.54545454545456,Small count (<10 removals) — rate imprecise,447.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2023-24,2.48,1.5899999999999999,178.65168539325845,,443.0
discipline,suspension,rate,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2024-25,1.14,-1.34,-54.03225806451613,Small count (<10 removals) — rate imprecise,437.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,518.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,484.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,441.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,454.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,447.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,443.0
discipline,expulsion,count,Franklin Public,Country Dale Elementary,Country Dale Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,437.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2018-19,4.13,,,,702.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2019-20,0.73,-3.4,-82.32445520581113,Small count (<10 removals) — rate imprecise,1099.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2020-21,1.98,1.25,171.2328767123288,,1110.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2021-22,3.9,1.92,96.96969696969697,,1078.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2022-23,4.34,0.43999999999999995,11.282051282051286,,1084.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2023-24,6.15,1.8100000000000005,41.70506912442398,,1074.0
discipline,all,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2024-25,8.14,1.9900000000000002,32.35772357723577,,1056.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2018-19,4.13,,,,702.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2019-20,0.73,-3.4,-82.32445520581113,Small count (<10 removals) — rate imprecise,1099.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2020-21,1.98,1.25,171.2328767123288,,1110.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2021-22,3.9,1.92,96.96969696969697,,1078.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2022-23,4.24,0.3400000000000003,8.717948717948731,,1084.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2023-24,6.15,1.9100000000000001,45.04716981132076,,1074.0
discipline,suspension,rate,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2024-25,8.14,1.9900000000000002,32.35772357723577,,1056.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2018-19,0.0,,,Zero expulsions reported,702.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2019-20,0.0,0.0,,Zero expulsions reported,1099.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2020-21,0.0,0.0,,Zero expulsions reported,1110.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2021-22,0.0,0.0,,Zero expulsions reported,1078.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2022-23,1.0,1.0,,,1084.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2023-24,0.0,-1.0,-100.0,Zero expulsions reported,1074.0
discipline,expulsion,count,Franklin Public,Forest Park Middle,Forest Park Middle — All Students,2024-25,0.0,0.0,,Zero expulsions reported,1056.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2018-19,5.31,,,,1564.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2019-20,5.19,-0.11999999999999922,-2.259887005649708,,1541.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2020-21,4.59,-0.6000000000000005,-11.560693641618503,,1546.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2021-22,4.01,-0.5800000000000001,-12.636165577342052,,1573.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2022-23,4.58,0.5700000000000003,14.214463840399016,,1571.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2023-24,3.05,-1.5300000000000002,-33.40611353711791,,1606.0
discipline,all,rate,Franklin Public,Franklin High,Franklin High — All Students,2024-25,3.61,0.56,18.36065573770491,,1605.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2018-19,5.31,,,,1564.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2019-20,5.19,-0.11999999999999922,-2.259887005649708,,1541.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2020-21,4.59,-0.6000000000000005,-11.560693641618503,,1546.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2021-22,4.01,-0.5800000000000001,-12.636165577342052,,1573.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2022-23,4.52,0.5099999999999998,12.718204488778051,,1571.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2023-24,3.05,-1.4699999999999998,-32.52212389380531,,1606.0
discipline,suspension,rate,Franklin Public,Franklin High,Franklin High — All Students,2024-25,3.61,0.56,18.36065573770491,,1605.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2018-19,0.0,,,Zero expulsions reported,1564.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2019-20,0.0,0.0,,Zero expulsions reported,1541.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2020-21,0.0,0.0,,Zero expulsions reported,1546.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2021-22,0.0,0.0,,Zero expulsions reported,1573.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2022-23,1.0,1.0,,,1571.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2023-24,0.0,-1.0,-100.0,Zero expulsions reported,1606.0
discipline,expulsion,count,Franklin Public,Franklin High,Franklin High — All Students,2024-25,0.0,0.0,,Zero expulsions reported,1605.0
discipline,all,rate,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2023-24,0.0,,,Zero suspensions/expulsions reported,15.0
discipline,all,rate,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2024-25,0.0,0.0,,Zero suspensions/expulsions reported,31.0
discipline,suspension,rate,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2023-24,0.0,,,Zero out-of-school suspensions reported,15.0
discipline,suspension,rate,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2024-25,0.0,0.0,,Zero out-of-school suspensions reported,31.0
discipline,expulsion,count,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2023-24,0.0,,,Zero expulsions reported,15.0
discipline,expulsion,count,Franklin Public,Milwaukee County Community Reintegration Center,Milwaukee County Community Reintegration Center — All Students,2024-25,0.0,0.0,,Zero expulsions reported,31.0
discipline,all,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2018-19,0.0,,,Zero suspensions/expulsions reported; No data after 2022-23,45.0
discipline,all,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2019-20,0.0,0.0,,Zero suspensions/expulsions reported; No data after 2022-23,34.0
discipline,all,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2020-21,0.0,0.0,,Zero suspensions/expulsions reported; No data after 2022-23,15.0
discipline,all,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported; No data after 2022-23,15.0
discipline,all,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2022-23,0.0,0.0,,Zero suspensions/expulsions reported; No data after 2022-23,19.0
discipline,suspension,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2018-19,0.0,,,Zero out-of-school suspensions reported; No data after 2022-23,45.0
discipline,suspension,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2019-20,0.0,0.0,,Zero out-of-school suspensions reported; No data after 2022-23,34.0
discipline,suspension,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2020-21,0.0,0.0,,Zero out-of-school suspensions reported; No data after 2022-23,15.0
discipline,suspension,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2021-22,0.0,0.0,,Zero out-of-school suspensions reported; No data after 2022-23,15.0
discipline,suspension,rate,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2022-23,0.0,0.0,,Zero out-of-school suspensions reported; No data after 2022-23,19.0
discipline,expulsion,count,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2018-19,0.0,,,Zero expulsions reported; No data after 2022-23,45.0
discipline,expulsion,count,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2019-20,0.0,0.0,,Zero expulsions reported; No data after 2022-23,34.0
discipline,expulsion,count,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2020-21,0.0,0.0,,Zero expulsions reported; No data after 2022-23,15.0
discipline,expulsion,count,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2021-22,0.0,0.0,,Zero expulsions reported; No data after 2022-23,15.0
discipline,expulsion,count,Franklin Public,Milwaukee County Correctional Facility South,Milwaukee County Correctional Facility South — All Students,2022-23,0.0,0.0,,Zero expulsions reported; No data after 2022-23,19.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2018-19,0.0,,,Zero suspensions/expulsions reported,477.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2019-20,0.0,0.0,,Zero suspensions/expulsions reported,456.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2020-21,0.23,0.23,,Small count (<10 removals) — rate imprecise,444.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2021-22,0.0,-0.23,-100.0,Zero suspensions/expulsions reported,454.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2022-23,1.11,1.11,,Small count (<10 removals) — rate imprecise,450.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2023-24,2.63,1.5199999999999998,136.93693693693692,,418.0
discipline,all,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2024-25,1.42,-1.21,-46.00760456273765,Small count (<10 removals) — rate imprecise,422.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2018-19,0.0,,,Zero out-of-school suspensions reported,477.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2019-20,0.0,0.0,,Zero out-of-school suspensions reported,456.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2020-21,0.23,0.23,,Small count (<10 removals) — rate imprecise,444.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2021-22,0.0,-0.23,-100.0,Zero out-of-school suspensions reported,454.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2022-23,1.11,1.11,,Small count (<10 removals) — rate imprecise,450.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2023-24,2.63,1.5199999999999998,136.93693693693692,,418.0
discipline,suspension,rate,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2024-25,1.42,-1.21,-46.00760456273765,Small count (<10 removals) — rate imprecise,422.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,477.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,456.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,444.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,454.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,450.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,418.0
discipline,expulsion,count,Franklin Public,Pleasant View Elementary,Pleasant View Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,422.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2018-19,0.18,,,Small count (<10 removals) — rate imprecise,548.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2019-20,0.41,0.22999999999999998,127.77777777777777,Small count (<10 removals) — rate imprecise,491.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2020-21,0.0,-0.41,-100.0,Zero suspensions/expulsions reported,442.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2021-22,0.42,0.42,,Small count (<10 removals) — rate imprecise,476.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2022-23,1.08,0.6600000000000001,157.14285714285717,Small count (<10 removals) — rate imprecise,465.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2023-24,0.88,-0.20000000000000007,-18.518518518518523,Small count (<10 removals) — rate imprecise,455.0
discipline,all,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2024-25,1.6,0.7200000000000001,81.81818181818184,Small count (<10 removals) — rate imprecise,437.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2018-19,0.18,,,Small count (<10 removals) — rate imprecise,548.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2019-20,0.41,0.22999999999999998,127.77777777777777,Small count (<10 removals) — rate imprecise,491.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2020-21,0.0,-0.41,-100.0,Zero out-of-school suspensions reported,442.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2021-22,0.42,0.42,,Small count (<10 removals) — rate imprecise,476.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2022-23,1.08,0.6600000000000001,157.14285714285717,Small count (<10 removals) — rate imprecise,465.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2023-24,0.88,-0.20000000000000007,-18.518518518518523,Small count (<10 removals) — rate imprecise,455.0
discipline,suspension,rate,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2024-25,1.6,0.7200000000000001,81.81818181818184,Small count (<10 removals) — rate imprecise,437.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,548.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,491.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,442.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,476.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,465.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,455.0
discipline,expulsion,count,Franklin Public,Robinwood Elementary,Robinwood Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,437.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2018-19,0.0,,,Zero suspensions/expulsions reported,377.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2019-20,0.0,0.0,,Zero suspensions/expulsions reported,342.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2020-21,0.0,0.0,,Zero suspensions/expulsions reported,384.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2021-22,0.0,0.0,,Zero suspensions/expulsions reported,388.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2022-23,0.73,0.73,,Small count (<10 removals) — rate imprecise,413.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2023-24,0.51,-0.21999999999999997,-30.136986301369863,Small count (<10 removals) — rate imprecise,395.0
discipline,all,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2024-25,0.27,-0.24,-47.05882352941176,Small count (<10 removals) — rate imprecise,370.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2018-19,0.0,,,Zero out-of-school suspensions reported,377.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2019-20,0.0,0.0,,Zero out-of-school suspensions reported,342.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2020-21,0.0,0.0,,Zero out-of-school suspensions reported,384.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2021-22,0.0,0.0,,Zero out-of-school suspensions reported,388.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2022-23,0.73,0.73,,Small count (<10 removals) — rate imprecise,413.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2023-24,0.51,-0.21999999999999997,-30.136986301369863,Small count (<10 removals) — rate imprecise,395.0
discipline,suspension,rate,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2024-25,0.27,-0.24,-47.05882352941176,Small count (<10 removals) — rate imprecise,370.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2018-19,0.0,,,Zero expulsions reported,377.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2019-20,0.0,0.0,,Zero expulsions reported,342.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2020-21,0.0,0.0,,Zero expulsions reported,384.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2021-22,0.0,0.0,,Zero expulsions reported,388.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2022-23,0.0,0.0,,Zero expulsions reported,413.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2023-24,0.0,0.0,,Zero expulsions reported,395.0
discipline,expulsion,count,Franklin Public,Southwood Glen Elementary,Southwood Glen Elementary — All Students,2024-25,0.0,0.0,,Zero expulsions reported,370.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2018-19,6.41,,,,562.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2019-20,2.03,-4.380000000000001,-68.33073322932918,,542.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2020-21,0.0,-2.03,-100.0,Zero suspensions/expulsions reported,496.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2021-22,22.38,22.38,,,496.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2022-23,9.88,-12.499999999999998,-55.85344057193923,,486.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2023-24,5.12,-4.760000000000001,-48.178137651821864,,488.0
discipline,all,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2024-25,23.4,18.279999999999998,357.03125,,483.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2018-19,6.41,,,,562.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2019-20,2.03,-4.380000000000001,-68.33073322932918,,542.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2020-21,0.0,-2.03,-100.0,Zero out-of-school suspensions reported,496.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2021-22,22.38,22.38,,,496.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2022-23,9.88,-12.499999999999998,-55.85344057193923,,486.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2023-24,5.12,-4.760000000000001,-48.178137651821864,,488.0
discipline,suspension,rate,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2024-25,23.4,18.279999999999998,357.03125,,483.0
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2018-19,0.0,,,Zero expulsions reported,562.0
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2019-20,0.0,0.0,,Zero expulsions reported,542.0
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2020-21,0.0,0.0,,Zero expulsions reported,496.0
discipline,expulsion,count,Glendale-River Hills,Glen Hills Middle,Glen Hills Middle — All Students,2021-22,0.0,0.0,,Zero expulsions reported,496.0
