metric,subject,dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
forward,ela,Gender,Milwaukee,Hayes Bilingual School,2024-25,Female,18.1,Male,14.4,1.26,Female,18.1,Male,14.4,1.26
forward,ela,Gender,Franklin Public,Pleasant View Elementary,2024-25,Female,77.8,Male,62.1,1.25,Female,77.8,Male,62.1,1.25
forward,ela,Gender,Milwaukee,Cooper Elementary,2024-25,Female,62.9,Male,50.7,1.24,Female,62.9,Male,50.7,1.24
forward,ela,Gender,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Female,63.1,Male,50.7,1.24,Female,63.1,Male,50.7,1.24
forward,ela,Gender,Wauwatosa,McKinley Elementary,2024-25,Female,72.4,Male,58.6,1.24,Female,72.4,Male,58.6,1.24
forward,ela,Gender,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Female,29.6,Male,23.9,1.24,Female,29.6,Male,23.9,1.24
forward,ela,Gender,Milwaukee,Whitman Elementary,2024-25,Female,35.5,Male,28.8,1.23,Female,35.5,Male,28.8,1.23
forward,ela,Gender,Greenfield,Edgewood Elementary,2024-25,Female,66.2,Male,54.1,1.22,Female,66.2,Male,54.1,1.22
forward,ela,Gender,Milwaukee,Fratney Elementary,2024-25,Female,22.9,Male,18.7,1.22,Female,22.9,Male,18.7,1.22
forward,ela,Gender,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Female,14.8,Male,12.1,1.22,Female,14.8,Male,12.1,1.22
forward,ela,Gender,Shorewood,Lake Bluff Elementary,2024-25,Female,79.9,Male,65.6,1.22,Female,79.9,Male,65.6,1.22
forward,ela,Gender,Milwaukee,Greenfield Bilingual,2024-25,Female,27.4,Male,22.6,1.21,Female,27.4,Male,22.6,1.21
forward,ela,Gender,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,Female,10.9,Male,9.0,1.21,Female,10.9,Male,9.0,1.21
forward,ela,Gender,Carmen High School of Science and Technology,Carmen Middle School South,2024-25,Female,42.0,Male,35.1,1.2,Female,42.0,Male,35.1,1.2
forward,ela,Gender,Franklin Public,Forest Park Middle,2024-25,Female,79.7,Male,66.3,1.2,Female,79.7,Male,66.3,1.2
forward,ela,Gender,Greenfield,Maple Grove Elementary,2024-25,Female,41.5,Male,34.5,1.2,Female,41.5,Male,34.5,1.2
forward,ela,Gender,Milwaukee,Longfellow Elementary,2024-25,Female,19.5,Male,16.3,1.2,Female,19.5,Male,16.3,1.2
forward,ela,Gender,Milwaukee,Pratt Elementary,2024-25,Male,14.3,Female,11.9,1.2,Male,14.3,Female,11.9,1.2
forward,ela,Gender,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Female,71.8,Male,60.0,1.2,Female,71.8,Male,60.0,1.2
forward,ela,Gender,Shorewood,Atwater Elementary,2024-25,Female,82.2,Male,68.5,1.2,Female,82.2,Male,68.5,1.2
forward,ela,Gender,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,Female,51.4,Male,43.0,1.2,Female,51.4,Male,43.0,1.2
forward,ela,Gender,Cudahy,Mitchell Elementary,2024-25,Female,57.1,Male,47.9,1.19,Female,57.1,Male,47.9,1.19
forward,ela,Gender,Franklin Public,Country Dale Elementary,2024-25,Female,75.3,Male,63.5,1.19,Female,75.3,Male,63.5,1.19
forward,ela,Gender,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Female,32.5,Male,27.6,1.18,Female,32.5,Male,27.6,1.18
forward,ela,Gender,Wauwatosa,Washington Elementary,2024-25,Male,78.0,Female,66.1,1.18,Male,78.0,Female,66.1,1.18
forward,ela,Gender,Brown Deer,Brown Deer Elementary,2024-25,Female,51.7,Male,44.2,1.17,Female,51.7,Male,44.2,1.17
forward,ela,Gender,Franklin Public,Robinwood Elementary,2024-25,Female,72.2,Male,61.6,1.17,Female,72.2,Male,61.6,1.17
forward,ela,Gender,Milwaukee,Kilbourn Elementary,2024-25,Male,20.0,Female,17.1,1.17,Male,20.0,Female,17.1,1.17
forward,ela,Gender,Milwaukee,Milwaukee School of Languages,2024-25,Female,35.6,Male,30.5,1.17,Female,35.6,Male,30.5,1.17
forward,ela,Gender,Milwaukee,Story Elementary,2024-25,Male,12.5,Female,10.7,1.17,Male,12.5,Female,10.7,1.17
forward,ela,Gender,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Female,78.3,Male,67.0,1.17,Female,78.3,Male,67.0,1.17
forward,ela,Gender,Wauwatosa,Wauwatosa STEM,2024-25,Female,93.9,Male,80.0,1.17,Female,93.9,Male,80.0,1.17
forward,ela,Gender,West Allis-West Milwaukee,Mitchell Elementary,2024-25,Female,57.4,Male,49.1,1.17,Female,57.4,Male,49.1,1.17
forward,ela,Gender,Whitnall,Hales Corners Elementary,2024-25,Female,74.0,Male,63.4,1.17,Female,74.0,Male,63.4,1.17
forward,ela,Gender,Milwaukee,King Jr Elementary,2024-25,Male,11.9,Female,10.3,1.16,Male,11.9,Female,10.3,1.16
forward,ela,Gender,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Male,36.3,Female,31.4,1.16,Male,36.3,Female,31.4,1.16
forward,ela,Gender,Wauwatosa,Eisenhower Elementary,2024-25,Female,55.4,Male,47.8,1.16,Female,55.4,Male,47.8,1.16
forward,ela,Gender,Milwaukee,Forest Home Elementary,2024-25,Male,17.4,Female,15.1,1.15,Male,17.4,Female,15.1,1.15
forward,ela,Gender,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Female,65.1,Male,56.8,1.15,Female,65.1,Male,56.8,1.15
forward,ela,Gender,South Milwaukee,South Milwaukee Middle,2024-25,Female,39.7,Male,34.6,1.15,Female,39.7,Male,34.6,1.15
forward,ela,Gender,Franklin Public,Ben Franklin Elementary,2024-25,Female,69.8,Male,61.4,1.14,Female,69.8,Male,61.4,1.14
forward,ela,Gender,Glendale-River Hills,Glen Hills Middle,2024-25,Female,52.7,Male,46.2,1.14,Female,52.7,Male,46.2,1.14
forward,ela,Gender,Milwaukee,Bay View Montessori School,2024-25,Female,69.0,Male,60.6,1.14,Female,69.0,Male,60.6,1.14
forward,ela,Gender,Milwaukee,Highland Community School,2024-25,Female,67.5,Male,59.1,1.14,Female,67.5,Male,59.1,1.14
forward,ela,Gender,United Community Center,United Community Center Acosta Middle School,2024-25,Male,34.9,Female,30.5,1.14,Male,34.9,Female,30.5,1.14
forward,ela,Gender,Wauwatosa,Jefferson Elementary,2024-25,Female,61.2,Male,53.5,1.14,Female,61.2,Male,53.5,1.14
forward,ela,Gender,Whitnall,Edgerton Elementary,2024-25,Male,79.4,Female,69.9,1.14,Male,79.4,Female,69.9,1.14
forward,ela,Gender,Franklin Public,Southwood Glen Elementary,2024-25,Female,75.2,Male,66.3,1.13,Female,75.2,Male,66.3,1.13
forward,ela,Gender,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Female,43.4,Male,38.5,1.13,Female,43.4,Male,38.5,1.13
forward,ela,Gender,Wauwatosa,Roosevelt Elementary,2024-25,Male,79.3,Female,70.1,1.13,Male,79.3,Female,70.1,1.13
forward,ela,Gender,Greendale,Greendale Middle,2024-25,Female,75.7,Male,67.6,1.12,Female,75.7,Male,67.6,1.12
forward,ela,Gender,Milwaukee,Starms Discovery,2024-25,Male,6.7,Female,6.0,1.12,Male,6.7,Female,6.0,1.12
forward,ela,Gender,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Female,70.0,Male,62.3,1.12,Female,70.0,Male,62.3,1.12
forward,ela,Gender,Cudahy,Jones Elementary,2024-25,Female,44.4,Male,40.0,1.11,Female,44.4,Male,40.0,1.11
forward,ela,Gender,Milwaukee,Golda Meir School,2024-25,Female,64.6,Male,58.3,1.11,Female,64.6,Male,58.3,1.11
forward,ela,Gender,Milwaukee,Thurston Woods Elementary,2024-25,Male,8.3,Female,7.5,1.11,Male,8.3,Female,7.5,1.11
forward,ela,Gender,Greenfield,Elm Dale Elementary,2024-25,Female,56.6,Male,51.6,1.1,Female,56.6,Male,51.6,1.1
forward,ela,Gender,Milwaukee,Burdick Elementary,2024-25,Female,46.7,Male,42.5,1.1,Female,46.7,Male,42.5,1.1
forward,ela,Gender,Milwaukee,Wedgewood Park School,2024-25,Female,27.8,Male,25.3,1.1,Female,27.8,Male,25.3,1.1
forward,ela,Gender,United Community Center,Bruce Guadalupe,2024-25,Female,49.6,Male,45.2,1.1,Female,49.6,Male,45.2,1.1
forward,ela,Gender,Milwaukee,Bethune Academy,2024-25,Female,19.8,Male,18.2,1.09,Female,19.8,Male,18.2,1.09
forward,ela,Gender,Milwaukee,Humboldt Park Elementary,2024-25,Male,35.9,Female,32.9,1.09,Male,35.9,Female,32.9,1.09
forward,ela,Gender,Milwaukee,Rogers Street Academy,2024-25,Male,21.2,Female,19.5,1.09,Male,21.2,Female,19.5,1.09
forward,ela,Gender,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,Male,29.8,Female,27.4,1.09,Male,29.8,Female,27.4,1.09
forward,ela,Gender,Shorewood,Shorewood Intermediate,2024-25,Female,82.6,Male,75.8,1.09,Female,82.6,Male,75.8,1.09
forward,ela,Gender,Maple Dale-Indian Hill,Maple Dale School,2024-25,Female,78.1,Male,72.1,1.08,Female,78.1,Male,72.1,1.08
forward,ela,Gender,Milwaukee,Lincoln Avenue Elementary,2024-25,Male,14.9,Female,13.8,1.08,Male,14.9,Female,13.8,1.08
forward,ela,Gender,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Female,67.3,Male,62.4,1.08,Female,67.3,Male,62.4,1.08
forward,ela,Gender,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Female,28.9,Male,26.8,1.08,Female,28.9,Male,26.8,1.08
forward,ela,Gender,Wauwatosa,Lincoln Elementary,2024-25,Female,83.1,Male,76.7,1.08,Female,83.1,Male,76.7,1.08
forward,ela,Gender,Whitnall,Whitnall Middle,2024-25,Female,67.6,Male,62.8,1.08,Female,67.6,Male,62.8,1.08
forward,ela,Gender,Milwaukee,Maryland Montessori,2024-25,Male,73.2,Female,68.4,1.07,Male,73.2,Female,68.4,1.07
forward,ela,Gender,West Allis-West Milwaukee,Irving Elementary,2024-25,Female,44.1,Male,41.3,1.07,Female,44.1,Male,41.3,1.07
forward,ela,Gender,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Male,36.1,Female,33.7,1.07,Male,36.1,Female,33.7,1.07
forward,ela,Gender,Whitefish Bay,Richards Elementary,2024-25,Female,91.4,Male,85.2,1.07,Female,91.4,Male,85.2,1.07
forward,ela,Gender,Greendale,Highland View Elementary,2024-25,Male,75.6,Female,71.3,1.06,Male,75.6,Female,71.3,1.06
forward,ela,Gender,Milwaukee,MacDowell Montessori School K3-12,2024-25,Female,41.1,Male,38.6,1.06,Female,41.1,Male,38.6,1.06
forward,ela,Gender,Wauwatosa,Longfellow Middle,2024-25,Female,76.3,Male,72.1,1.06,Female,76.3,Male,72.1,1.06
forward,ela,Gender,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2024-25,Female,30.7,Male,29.2,1.05,Female,30.7,Male,29.2,1.05
forward,ela,Gender,Milwaukee,Milwaukee French Immersion,2024-25,Female,43.0,Male,41.0,1.05,Female,43.0,Male,41.0,1.05
forward,ela,Gender,Milwaukee,Milwaukee German Immersion,2024-25,Male,70.2,Female,66.7,1.05,Male,70.2,Female,66.7,1.05
forward,ela,Gender,Brown Deer,Brown Deer Middle/High,2024-25,Female,44.9,Male,43.2,1.04,Female,44.9,Male,43.2,1.04
forward,ela,Gender,Greendale,College Park Elementary,2024-25,Female,72.3,Male,69.6,1.04,Female,72.3,Male,69.6,1.04
forward,ela,Gender,Milwaukee,Audubon Technology and Communication Middle,2024-25,Male,13.7,Female,13.2,1.04,Male,13.7,Female,13.2,1.04
forward,ela,Gender,Milwaukee,Barbee Elementary,2024-25,Male,25.7,Female,24.6,1.04,Male,25.7,Female,24.6,1.04
forward,ela,Gender,Whitefish Bay,Whitefish Bay Middle,2024-25,Female,88.5,Male,84.8,1.04,Female,88.5,Male,84.8,1.04
forward,ela,Gender,Greendale,Canterbury Elementary,2024-25,Male,74.7,Female,72.7,1.03,Male,74.7,Female,72.7,1.03
forward,ela,Gender,Milwaukee,Whittier Elementary,2024-25,Female,64.5,Male,62.5,1.03,Female,64.5,Male,62.5,1.03
forward,ela,Gender,Wauwatosa,Whitman Middle,2024-25,Male,51.1,Female,49.6,1.03,Male,51.1,Female,49.6,1.03
forward,ela,Gender,Glendale-River Hills,Parkway Elementary,2024-25,Male,42.9,Female,42.2,1.02,Male,42.9,Female,42.2,1.02
forward,ela,Gender,Wauwatosa,Underwood Elementary,2024-25,Female,43.4,Male,42.7,1.02,Female,43.4,Male,42.7,1.02
forward,ela,Gender,Wauwatosa,Wauwatosa Montessori School,2024-25,Male,75.5,Female,73.7,1.02,Male,75.5,Female,73.7,1.02
forward,ela,Gender,Cudahy,Cudahy Middle,2024-25,Male,37.3,Female,37.1,1.01,Male,37.3,Female,37.1,1.01
forward,ela,Gender,Fox Point J2,Bayside Middle,2024-25,Female,90.4,Male,89.5,1.01,Female,90.4,Male,89.5,1.01
forward,ela,Gender,Milwaukee,Honey Creek Elementary,2024-25,Female,39.1,Male,38.8,1.01,Female,39.1,Male,38.8,1.01
forward,ela,Gender,Fox Point J2,Stormonth Elementary,2024-25,Male,87.0,Female,87.0,1.0,Male,87.0,Male,87.0,1.0
forward,ela,Gender,Milwaukee,Andrew S Douglas Middle,2024-25,Female,11.8,Male,0.0,,Female,11.8,Male,0.0,
forward,ela,Gender,Milwaukee,Clarke Street Elementary,2024-25,Male,0.0,Female,0.0,,Male,0.0,Male,0.0,
forward,ela,Gender,Milwaukee,LaFollette Elementary,2024-25,Female,5.3,Male,0.0,,Female,5.3,Male,0.0,
forward,ela,Gender,Milwaukee,Sherman Elementary,2024-25,Female,9.5,Male,0.0,,Female,9.5,Male,0.0,
forward,ela,Gender,Milwaukee,Townsend Street Elementary,2024-25,Female,6.8,Male,0.0,,Female,6.8,Male,0.0,
forward,ela,Race/Ethnicity,Milwaukee,Wedgewood Park School,2024-25,White,46.8,Black,11.2,4.18,White,46.8,Black,11.2,4.18
forward,ela,Race/Ethnicity,Milwaukee,Milwaukee Parkside School,2024-25,White,73.7,Black,20.7,3.56,White,73.7,Black,20.7,3.56
forward,ela,Race/Ethnicity,Milwaukee,Milwaukee French Immersion,2024-25,White,71.4,Black,22.5,3.17,White,71.4,Black,22.5,3.17
forward,ela,Race/Ethnicity,Wauwatosa,Underwood Elementary,2024-25,White,58.6,Black,19.6,2.99,White,58.6,Black,19.6,2.99
forward,ela,Race/Ethnicity,Glendale-River Hills,Glen Hills Middle,2024-25,White,70.2,Black,26.6,2.64,White,70.2,Black,26.6,2.64
forward,ela,Race/Ethnicity,Milwaukee,MacDowell Montessori School K3-12,2024-25,White,62.4,Black,25.0,2.5,White,62.4,Black,25.0,2.5
forward,ela,Race/Ethnicity,Wauwatosa,Eisenhower Elementary,2024-25,White,70.8,Black,28.3,2.5,White,70.8,Black,28.3,2.5
forward,ela,Race/Ethnicity,Milwaukee,Milwaukee German Immersion,2024-25,White,84.6,Black,34.2,2.47,White,84.6,Black,34.2,2.47
forward,ela,Race/Ethnicity,Milwaukee,Milwaukee School of Languages,2024-25,White,65.0,Black,27.0,2.41,White,65.0,Hispanic,22.3,2.91
forward,ela,Race/Ethnicity,South Milwaukee,South Milwaukee Middle,2024-25,White,42.9,Black,18.2,2.36,White,42.9,Black,18.2,2.36
forward,ela,Race/Ethnicity,Wauwatosa,Whitman Middle,2024-25,White,65.5,Black,28.4,2.31,White,65.5,Black,28.4,2.31
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,White,62.2,Black,27.3,2.28,Two or More,67.2,Black,27.3,2.46
forward,ela,Race/Ethnicity,Wauwatosa,Longfellow Middle,2024-25,White,83.4,Black,37.1,2.25,White,83.4,Black,37.1,2.25
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,White,57.5,Black,25.8,2.23,White,57.5,Black,25.8,2.23
forward,ela,Race/Ethnicity,Whitefish Bay,Whitefish Bay Middle,2024-25,White,90.7,Black,40.7,2.23,White,90.7,Black,40.7,2.23
forward,ela,Race/Ethnicity,Milwaukee,Whitman Elementary,2024-25,White,53.6,Black,25.0,2.14,White,53.6,Hispanic,20.3,2.64
forward,ela,Race/Ethnicity,Glendale-River Hills,Parkway Elementary,2024-25,White,62.5,Black,30.8,2.03,White,62.5,Black,30.8,2.03
forward,ela,Race/Ethnicity,Milwaukee,Highland Community School,2024-25,White,84.5,Black,42.7,1.98,White,84.5,Black,42.7,1.98
forward,ela,Race/Ethnicity,Milwaukee,Golda Meir School,2024-25,White,91.0,Black,46.8,1.94,White,91.0,Black,46.8,1.94
forward,ela,Race/Ethnicity,Shorewood,Atwater Elementary,2024-25,White,79.6,Black,41.7,1.91,White,79.6,Black,41.7,1.91
forward,ela,Race/Ethnicity,Brown Deer,Brown Deer Middle/High,2024-25,White,69.2,Black,36.5,1.9,White,69.2,Two or More,35.6,1.94
forward,ela,Race/Ethnicity,Wauwatosa,Madison Elementary,2024-25,White,67.6,Black,39.0,1.73,White,67.6,Black,39.0,1.73
forward,ela,Race/Ethnicity,Shorewood,Shorewood Intermediate,2024-25,White,85.5,Black,50.0,1.71,White,85.5,Black,50.0,1.71
forward,ela,Race/Ethnicity,Milwaukee,Maryland Montessori,2024-25,White,83.8,Black,51.5,1.63,White,83.8,Black,51.5,1.63
forward,ela,Race/Ethnicity,Brown Deer,Brown Deer Elementary,2024-25,White,66.7,Black,41.8,1.6,Two or More,66.7,Black,41.8,1.6
forward,ela,Race/Ethnicity,Woodlands School,Woodlands School,2024-25,White,69.2,Black,43.9,1.58,White,69.2,Black,43.9,1.58
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Black,37.0,White,36.5,1.01,Black,37.0,Hispanic,30.0,1.23
forward,ela,Race/Ethnicity,Cudahy,Cudahy Middle,2024-25,Black,,White,36.4,,White,36.4,Hispanic,35.8,1.02
forward,ela,Race/Ethnicity,Cudahy,Kosciuszko Elementary,2024-25,Black,,White,68.0,,White,68.0,Hispanic,34.8,1.95
forward,ela,Race/Ethnicity,Cudahy,Lincoln Elementary,2024-25,Black,,White,65.1,,White,65.1,Hispanic,49.0,1.33
forward,ela,Race/Ethnicity,Cudahy,Mitchell Elementary,2024-25,Black,,White,51.0,,Hispanic,51.9,White,51.0,1.02
forward,ela,Race/Ethnicity,Fox Point J2,Bayside Middle,2024-25,Black,,White,90.6,,White,90.6,Two or More,87.5,1.04
forward,ela,Race/Ethnicity,Franklin Public,Country Dale Elementary,2024-25,Black,,White,70.7,,Asian,75.9,White,70.7,1.07
forward,ela,Race/Ethnicity,Franklin Public,Forest Park Middle,2024-25,Black,,White,73.4,,Asian,89.9,Hispanic,56.8,1.58
forward,ela,Race/Ethnicity,Franklin Public,Pleasant View Elementary,2024-25,Black,,White,73.2,,Asian,75.0,Hispanic,45.0,1.67
forward,ela,Race/Ethnicity,Franklin Public,Robinwood Elementary,2024-25,Black,,White,69.0,,Asian,75.0,Hispanic,44.0,1.7
forward,ela,Race/Ethnicity,Franklin Public,Southwood Glen Elementary,2024-25,Black,,White,70.9,,Asian,90.9,White,70.9,1.28
forward,ela,Race/Ethnicity,Greendale,College Park Elementary,2024-25,Black,,White,71.0,,White,71.0,Hispanic,69.6,1.02
forward,ela,Race/Ethnicity,Greendale,Greendale Middle,2024-25,Black,,White,74.7,,Two or More,75.0,Asian,61.5,1.22
forward,ela,Race/Ethnicity,Greendale,Highland View Elementary,2024-25,Black,,White,75.9,,White,75.9,Hispanic,66.7,1.14
forward,ela,Race/Ethnicity,Greenfield,Edgewood Elementary,2024-25,Black,,White,52.1,,Hispanic,57.4,White,52.1,1.1
forward,ela,Race/Ethnicity,Greenfield,Elm Dale Elementary,2024-25,Black,,White,61.9,,White,61.9,Hispanic,40.0,1.55
forward,ela,Race/Ethnicity,Greenfield,Glenwood Elementary,2024-25,Black,,White,63.6,,White,63.6,Hispanic,37.7,1.69
forward,ela,Race/Ethnicity,Greenfield,Greenfield Middle,2024-25,Black,,White,58.6,,White,58.6,Hispanic,37.6,1.56
forward,ela,Race/Ethnicity,Greenfield,Maple Grove Elementary,2024-25,Black,,White,44.6,,White,44.6,Hispanic,30.4,1.47
forward,ela,Race/Ethnicity,Milwaukee,Academy of Accelerated Learning,2024-25,Black,,White,56.1,,White,56.1,Asian,40.7,1.38
forward,ela,Race/Ethnicity,Milwaukee,Alcott Elementary,2024-25,Black,,White,16.7,,Hispanic,35.5,White,16.7,2.13
forward,ela,Race/Ethnicity,Milwaukee,Audubon Technology and Communication Middle,2024-25,Black,8.0,White,,,Hispanic,15.9,Black,8.0,1.99
forward,ela,Race/Ethnicity,Milwaukee,Bay View Montessori School,2024-25,Black,,White,74.3,,White,74.3,Hispanic,50.0,1.49
forward,ela,Race/Ethnicity,Milwaukee,Bethune Academy,2024-25,Black,9.6,White,,,Asian,35.1,Black,9.6,3.66
forward,ela,Race/Ethnicity,Milwaukee,Burbank Elementary,2024-25,Black,5.5,White,,,Asian,27.4,Black,5.5,4.98
forward,ela,Race/Ethnicity,Milwaukee,Burdick Elementary,2024-25,Black,,White,61.2,,White,61.2,Hispanic,31.8,1.92
forward,ela,Race/Ethnicity,Milwaukee,Cooper Elementary,2024-25,Black,,White,62.0,,White,62.0,Hispanic,51.6,1.2
forward,ela,Race/Ethnicity,Milwaukee,Curtin Elementary,2024-25,Black,,White,,,Hispanic,24.2,Asian,11.8,2.05
forward,ela,Race/Ethnicity,Milwaukee,Fairview Elementary,2024-25,Black,,White,60.3,,White,60.3,Hispanic,35.5,1.7
forward,ela,Race/Ethnicity,Milwaukee,Fernwood Montessori,2024-25,Black,,White,79.9,,White,79.9,Hispanic,56.6,1.41
forward,ela,Race/Ethnicity,Milwaukee,Garland Elementary,2024-25,Black,,White,23.6,,Hispanic,30.8,Asian,17.3,1.78
forward,ela,Race/Ethnicity,Milwaukee,Honey Creek Elementary,2024-25,Black,,White,39.1,,Hispanic,41.8,White,39.1,1.07
forward,ela,Race/Ethnicity,Milwaukee,Humboldt Park Elementary,2024-25,Black,,White,39.5,,White,39.5,Asian,33.7,1.17
forward,ela,Race/Ethnicity,Milwaukee,Lincoln Middle,2024-25,Black,7.9,White,,,Hispanic,11.8,Black,7.9,1.49
forward,ela,Race/Ethnicity,Milwaukee,Manitoba Elementary,2024-25,Black,2.0,White,,,Asian,21.2,Black,2.0,10.6
forward,ela,Race/Ethnicity,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Black,9.5,White,,,Asian,16.4,Black,9.5,1.73
forward,ela,Race/Ethnicity,Milwaukee,Milwaukee Spanish Immersion,2024-25,Black,11.1,White,,,Hispanic,28.8,Black,11.1,2.59
forward,ela,Race/Ethnicity,Milwaukee,Morgandale Elementary,2024-25,Black,,White,,,Hispanic,26.6,Asian,6.9,3.86
forward,ela,Race/Ethnicity,Milwaukee,Morse Mid,2024-25,Black,11.9,White,,,Asian,27.3,Black,11.9,2.29
forward,ela,Race/Ethnicity,Milwaukee,Parkview Elementary,2024-25,Black,16.1,White,,,Asian,30.6,Black,16.1,1.9
forward,ela,Race/Ethnicity,Milwaukee,U S Grant School,2024-25,Black,,White,,,Hispanic,26.9,Asian,14.9,1.81
forward,ela,Race/Ethnicity,Milwaukee,Victory Elementary,2024-25,Black,,White,,,Asian,23.2,Hispanic,22.4,1.04
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Black,,White,70.2,,Hispanic,79.4,White,70.2,1.13
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Black,,White,61.2,,White,61.2,Hispanic,37.5,1.63
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,Black,,White,58.1,,White,58.1,Hispanic,57.1,1.02
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Black,,White,58.4,,White,58.4,Hispanic,34.8,1.68
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Black,,White,70.1,,White,70.1,Hispanic,46.4,1.51
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Black,,White,73.3,,Two or More,78.8,Hispanic,51.2,1.54
forward,ela,Race/Ethnicity,Oak Creek-Franklin Joint,Shepard Hills Elementary,2024-25,Black,,White,61.6,,White,61.6,Hispanic,51.4,1.2
forward,ela,Race/Ethnicity,Saint Francis,Deer Creek Intermediate,2024-25,Black,,White,55.0,,White,55.0,Hispanic,33.3,1.65
forward,ela,Race/Ethnicity,Shorewood,Lake Bluff Elementary,2024-25,Black,,White,83.8,,White,83.8,Two or More,72.7,1.15
forward,ela,Race/Ethnicity,South Milwaukee,Lakeview Elementary,2024-25,Black,,White,54.4,,White,54.4,Hispanic,41.5,1.31
forward,ela,Race/Ethnicity,South Milwaukee,Rawson Elementary,2024-25,Black,,White,36.0,,White,36.0,Hispanic,17.1,2.11
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Franklin Elementary,2024-25,Black,,White,38.9,,White,38.9,Hispanic,30.4,1.28
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Black,,White,38.2,,White,38.2,Hispanic,15.7,2.43
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Irving Elementary,2024-25,Black,,White,42.4,,White,42.4,Hispanic,22.2,1.91
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Black,,White,41.7,,White,41.7,Hispanic,24.2,1.72
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Walker Elementary,2024-25,Black,,White,56.6,,White,56.6,Hispanic,30.8,1.84
forward,ela,Race/Ethnicity,West Allis-West Milwaukee,Wilson Elementary,2024-25,Black,,White,48.5,,White,48.5,Hispanic,28.8,1.68
forward,ela,Race/Ethnicity,Whitefish Bay,Richards Elementary,2024-25,Black,,White,90.4,,White,90.4,Two or More,83.3,1.09
forward,ela,Race/Ethnicity,Whitnall,Edgerton Elementary,2024-25,Black,,White,83.1,,White,83.1,Hispanic,55.9,1.49
forward,ela,Race/Ethnicity,Whitnall,Hales Corners Elementary,2024-25,Black,,White,71.5,,White,71.5,Hispanic,63.2,1.13
forward,ela,Race/Ethnicity,Whitnall,Whitnall Middle,2024-25,Black,,White,68.8,,White,68.8,Hispanic,60.8,1.13
forward,math,Disability Status,Milwaukee,Milwaukee Parkside School,2024-25,SwoD,39.2,SwD,1.9,20.63,SwoD,39.2,SwD,1.9,20.63
forward,math,Disability Status,Milwaukee,Honey Creek Elementary,2024-25,SwoD,50.9,SwD,4.0,12.72,SwoD,50.9,SwD,4.0,12.72
forward,math,Disability Status,Milwaukee,Fairview Elementary,2024-25,SwoD,49.8,SwD,4.3,11.58,SwoD,49.8,SwD,4.3,11.58
forward,math,Disability Status,Milwaukee,Burdick Elementary,2024-25,SwoD,37.0,SwD,3.2,11.56,SwoD,37.0,SwD,3.2,11.56
forward,math,Disability Status,Milwaukee,Vieau Elementary,2024-25,SwoD,23.1,SwD,2.0,11.55,SwoD,23.1,SwD,2.0,11.55
forward,math,Disability Status,Milwaukee,Milwaukee School of Languages,2024-25,SwoD,21.8,SwD,2.0,10.9,SwoD,21.8,SwD,2.0,10.9
