metric,subject,dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
forward,science,Gender,Franklin Public,Forest Park Middle,2024-25,Male,56.7,Female,51.1,1.11,Male,56.7,Female,51.1,1.11
forward,science,Gender,Maple Dale-Indian Hill,Maple Dale School,2024-25,Male,78.0,Female,70.0,1.11,Male,78.0,Female,70.0,1.11
forward,science,Gender,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Male,10.4,Female,9.4,1.11,Male,10.4,Female,9.4,1.11
forward,science,Gender,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Female,63.3,Male,57.1,1.11,Female,63.3,Male,57.1,1.11
forward,science,Gender,Franklin Public,Country Dale Elementary,2024-25,Male,64.3,Female,58.3,1.1,Male,64.3,Female,58.3,1.1
forward,science,Gender,Milwaukee,Curtin Elementary,2024-25,Female,21.4,Male,19.4,1.1,Female,21.4,Male,19.4,1.1
forward,science,Gender,Milwaukee,Burdick Elementary,2024-25,Male,52.1,Female,47.7,1.09,Male,52.1,Female,47.7,1.09
forward,science,Gender,Saint Francis,Deer Creek Intermediate,2024-25,Male,46.9,Female,42.9,1.09,Male,46.9,Female,42.9,1.09
forward,science,Gender,Shorewood,Lake Bluff Elementary,2024-25,Female,71.8,Male,65.7,1.09,Female,71.8,Male,65.7,1.09
forward,science,Gender,Wauwatosa,Washington Elementary,2024-25,Male,72.7,Female,66.7,1.09,Male,72.7,Female,66.7,1.09
forward,science,Gender,Milwaukee,Longfellow Elementary,2024-25,Male,13.9,Female,12.9,1.08,Male,13.9,Female,12.9,1.08
forward,science,Gender,West Allis-West Milwaukee,Walker Elementary,2024-25,Female,52.4,Male,48.3,1.08,Female,52.4,Male,48.3,1.08
forward,science,Gender,Whitefish Bay,Whitefish Bay Middle,2024-25,Male,81.4,Female,75.5,1.08,Male,81.4,Female,75.5,1.08
forward,science,Gender,Milwaukee,Cooper Elementary,2024-25,Female,41.9,Male,39.6,1.06,Female,41.9,Male,39.6,1.06
forward,science,Gender,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Male,23.4,Female,22.0,1.06,Male,23.4,Female,22.0,1.06
forward,science,Gender,Shorewood,Shorewood Intermediate,2024-25,Male,61.2,Female,57.6,1.06,Male,61.2,Female,57.6,1.06
forward,science,Gender,Whitefish Bay,Richards Elementary,2024-25,Male,89.5,Female,84.4,1.06,Male,89.5,Female,84.4,1.06
forward,science,Gender,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Male,26.9,Female,25.5,1.05,Male,26.9,Female,25.5,1.05
forward,science,Gender,Milwaukee,Hartford Avenue Elementary,2024-25,Female,8.7,Male,8.3,1.05,Female,8.7,Male,8.3,1.05
forward,science,Gender,Milwaukee,Academy of Accelerated Learning,2024-25,Male,32.5,Female,31.2,1.04,Male,32.5,Female,31.2,1.04
forward,science,Gender,Milwaukee,Bay View Montessori School,2024-25,Female,55.6,Male,53.3,1.04,Female,55.6,Male,53.3,1.04
forward,science,Gender,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Male,56.8,Female,54.5,1.04,Male,56.8,Female,54.5,1.04
forward,science,Gender,Oak Creek-Franklin Joint,Shepard Hills Elementary,2024-25,Male,50.0,Female,48.3,1.04,Male,50.0,Female,48.3,1.04
forward,science,Gender,Greendale,Greendale Middle,2024-25,Female,62.2,Male,60.6,1.03,Female,62.2,Male,60.6,1.03
forward,science,Gender,Milwaukee,Fairview Elementary,2024-25,Male,36.9,Female,36.2,1.02,Male,36.9,Female,36.2,1.02
forward,science,Gender,Whitnall,Hales Corners Elementary,2024-25,Male,71.1,Female,70.0,1.02,Male,71.1,Female,70.0,1.02
forward,science,Gender,Milwaukee,Milwaukee German Immersion,2024-25,Male,75.6,Female,75.0,1.01,Male,75.6,Female,75.0,1.01
forward,science,Gender,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Male,50.0,Female,49.5,1.01,Male,50.0,Female,49.5,1.01
forward,science,Gender,Wauwatosa,Eisenhower Elementary,2024-25,Female,62.1,Male,61.3,1.01,Female,62.1,Male,61.3,1.01
forward,science,Gender,Whitnall,Whitnall Middle,2024-25,Male,51.6,Female,51.1,1.01,Male,51.6,Female,51.1,1.01
forward,science,Gender,Franklin Public,Pleasant View Elementary,2024-25,Male,62.9,Female,62.9,1.0,Male,62.9,Male,62.9,1.0
forward,science,Gender,Milwaukee,Carver Academy,2024-25,Male,4.5,Female,0.0,,Male,4.5,Female,0.0,
forward,science,Gender,Milwaukee,Cass Street Elementary,2024-25,Male,8.3,Female,0.0,,Male,8.3,Female,0.0,
forward,science,Gender,Milwaukee,Gaenslen Elementary,2024-25,Female,8.3,Male,0.0,,Female,8.3,Male,0.0,
forward,science,Gender,Milwaukee,Green Tree Preparatory Academy,2024-25,Female,9.5,Male,0.0,,Female,9.5,Male,0.0,
forward,science,Gender,Milwaukee,King International Baccalaureate Middle,2024-25,Male,0.0,Female,0.0,,Male,0.0,Male,0.0,
forward,science,Gender,Milwaukee,Neeskara Elementary,2024-25,Male,11.1,Female,0.0,,Male,11.1,Female,0.0,
forward,science,Gender,Milwaukee,River Trail School of Agricultural Science,2024-25,Female,2.9,Male,0.0,,Female,2.9,Male,0.0,
forward,science,Gender,Milwaukee,Townsend Street Elementary,2024-25,Female,4.3,Male,0.0,,Female,4.3,Male,0.0,
forward,science,Race/Ethnicity,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,White,54.2,Black,11.9,4.55,White,54.2,Black,11.9,4.55
forward,science,Race/Ethnicity,Milwaukee,Milwaukee Parkside School,2024-25,White,74.2,Black,17.9,4.15,White,74.2,Black,17.9,4.15
forward,science,Race/Ethnicity,Milwaukee,MacDowell Montessori School K3-12,2024-25,White,64.9,Black,19.2,3.38,White,64.9,Black,19.2,3.38
forward,science,Race/Ethnicity,Wauwatosa,Whitman Middle,2024-25,White,71.9,Black,23.4,3.07,White,71.9,Black,23.4,3.07
forward,science,Race/Ethnicity,Glendale-River Hills,Glen Hills Middle,2024-25,White,66.7,Black,22.1,3.02,White,66.7,Black,22.1,3.02
forward,science,Race/Ethnicity,Wauwatosa,Longfellow Middle,2024-25,White,86.1,Black,32.3,2.67,White,86.1,Black,32.3,2.67
forward,science,Race/Ethnicity,Milwaukee,Milwaukee School of Languages,2024-25,White,34.5,Black,13.8,2.5,White,34.5,Hispanic,13.5,2.56
forward,science,Race/Ethnicity,Milwaukee,Golda Meir School,2024-25,White,97.1,Black,39.8,2.44,White,97.1,Black,39.8,2.44
forward,science,Race/Ethnicity,Milwaukee,Highland Community School,2024-25,White,83.3,Black,34.8,2.39,White,83.3,Black,34.8,2.39
forward,science,Race/Ethnicity,Cudahy,Cudahy Middle,2024-25,Black,,White,26.9,,Hispanic,30.8,White,26.9,1.14
forward,science,Race/Ethnicity,Cudahy,Mitchell Elementary,2024-25,Black,,White,40.0,,Hispanic,60.0,White,40.0,1.5
forward,science,Race/Ethnicity,Franklin Public,Forest Park Middle,2024-25,Black,,White,55.7,,Asian,72.9,Hispanic,31.2,2.34
forward,science,Race/Ethnicity,Greendale,Greendale Middle,2024-25,Black,,White,61.5,,White,61.5,Hispanic,55.6,1.11
forward,science,Race/Ethnicity,Greenfield,Elm Dale Elementary,2024-25,Black,,White,55.6,,White,55.6,Hispanic,45.0,1.24
forward,science,Race/Ethnicity,Greenfield,Greenfield Middle,2024-25,Black,,White,50.5,,White,50.5,Hispanic,21.2,2.38
forward,science,Race/Ethnicity,Milwaukee,Audubon Technology and Communication Middle,2024-25,Black,7.4,White,,,Hispanic,8.2,Black,7.4,1.11
forward,science,Race/Ethnicity,Milwaukee,Burbank Elementary,2024-25,Black,3.9,White,,,Hispanic,17.4,Black,3.9,4.46
forward,science,Race/Ethnicity,Milwaukee,Burdick Elementary,2024-25,Black,,White,57.1,,White,57.1,Hispanic,46.3,1.23
forward,science,Race/Ethnicity,Milwaukee,Fairview Elementary,2024-25,Black,,White,52.5,,White,52.5,Hispanic,25.9,2.03
forward,science,Race/Ethnicity,Milwaukee,Fernwood Montessori,2024-25,Black,,White,82.0,,White,82.0,Hispanic,62.5,1.31
forward,science,Race/Ethnicity,Milwaukee,Garland Elementary,2024-25,Black,,White,37.5,,White,37.5,Asian,17.1,2.19
forward,science,Race/Ethnicity,Milwaukee,Humboldt Park Elementary,2024-25,Black,,White,30.0,,Asian,31.7,Hispanic,28.1,1.13
forward,science,Race/Ethnicity,Milwaukee,Lincoln Middle,2024-25,Black,13.3,White,,,Hispanic,23.8,Black,13.3,1.79
forward,science,Race/Ethnicity,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Black,0.0,White,,,Black,0.0,Black,0.0,
forward,science,Race/Ethnicity,Milwaukee,Morgandale Elementary,2024-25,Black,,White,,,Hispanic,25.0,Asian,0.0,
forward,science,Race/Ethnicity,Milwaukee,U S Grant School,2024-25,Black,,White,,,Hispanic,28.9,Asian,17.6,1.64
forward,science,Race/Ethnicity,Milwaukee,Victory Elementary,2024-25,Black,,White,,,Hispanic,24.0,Asian,12.1,1.98
forward,science,Race/Ethnicity,Milwaukee,Wedgewood Park School,2024-25,Black,2.8,White,,,Hispanic,21.6,Black,2.8,7.71
forward,science,Race/Ethnicity,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Black,,White,48.5,,White,48.5,Hispanic,33.3,1.46
forward,science,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Black,,White,57.7,,White,57.7,Two or More,50.0,1.15
forward,science,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Black,,White,59.5,,White,59.5,Hispanic,28.9,2.06
forward,science,Race/Ethnicity,South Milwaukee,South Milwaukee Middle,2024-25,Black,,White,46.8,,White,46.8,Hispanic,35.7,1.31
forward,science,Race/Ethnicity,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Black,,White,45.0,,White,45.0,Hispanic,27.3,1.65
forward,science,Race/Ethnicity,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Black,,White,36.4,,White,36.4,Hispanic,17.1,2.13
forward,science,Race/Ethnicity,Whitnall,Whitnall Middle,2024-25,Black,,White,54.8,,White,54.8,Hispanic,48.4,1.13
forward,social,Disability Status,South Milwaukee,South Milwaukee High,2024-25,SwoD,38.3,SwD,3.4,11.26,SwoD,38.3,SwD,3.4,11.26
forward,social,Disability Status,Franklin Public,Franklin High,2024-25,SwoD,57.0,SwD,5.9,9.66,SwoD,57.0,SwD,5.9,9.66
forward,social,Disability Status,Milwaukee,Doerfler Elementary,2024-25,SwoD,37.5,SwD,4.5,8.33,SwoD,37.5,SwD,4.5,8.33
forward,social,Disability Status,Seeds of Health,Tenor High,2024-25,SwoD,29.5,SwD,4.5,6.56,SwoD,29.5,SwD,4.5,6.56
forward,social,Disability Status,Milwaukee,Longfellow Elementary,2024-25,SwoD,39.6,SwD,6.5,6.09,SwoD,39.6,SwD,6.5,6.09
forward,social,Disability Status,Milwaukee,Riverside High,2024-25,SwoD,20.1,SwD,3.4,5.91,SwoD,20.1,SwD,3.4,5.91
forward,social,Disability Status,Milwaukee,Reagan College Preparatory High,2024-25,SwoD,66.8,SwD,11.6,5.76,SwoD,66.8,SwD,11.6,5.76
forward,social,Disability Status,Milwaukee,Vieau Elementary,2024-25,SwoD,38.9,SwD,7.4,5.26,SwoD,38.9,SwD,7.4,5.26
forward,social,Disability Status,Cudahy,Cudahy High,2024-25,SwoD,39.8,SwD,7.7,5.17,SwoD,39.8,SwD,7.7,5.17
forward,social,Disability Status,Milwaukee,Hayes Bilingual School,2024-25,SwoD,34.0,SwD,7.7,4.42,SwoD,34.0,SwD,7.7,4.42
forward,social,Disability Status,Milwaukee,River Trail School of Agricultural Science,2024-25,SwoD,15.5,SwD,3.6,4.31,SwoD,15.5,SwD,3.6,4.31
forward,social,Disability Status,Milwaukee,Greenfield Bilingual,2024-25,SwoD,37.1,SwD,8.7,4.26,SwoD,37.1,SwD,8.7,4.26
forward,social,Disability Status,Milwaukee,Neeskara Elementary,2024-25,SwoD,18.2,SwD,4.3,4.23,SwoD,18.2,SwD,4.3,4.23
forward,social,Disability Status,Milwaukee,Milwaukee Parkside School,2024-25,SwoD,67.2,SwD,16.1,4.17,SwoD,67.2,SwD,16.1,4.17
forward,social,Disability Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,SwoD,49.4,SwD,12.1,4.08,SwoD,49.4,SwD,12.1,4.08
forward,social,Disability Status,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,SwoD,31.6,SwD,8.3,3.81,SwoD,31.6,SwD,8.3,3.81
forward,social,Disability Status,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,SwoD,18.5,SwD,4.9,3.78,SwoD,18.5,SwD,4.9,3.78
forward,social,Disability Status,Brown Deer,Brown Deer Middle/High,2024-25,SwoD,45.2,SwD,12.5,3.62,SwoD,45.2,SwD,12.5,3.62
forward,social,Disability Status,Wauwatosa,Whitman Middle,2024-25,SwoD,76.6,SwD,21.7,3.53,SwoD,76.6,SwD,21.7,3.53
forward,social,Disability Status,Milwaukee,Gaenslen Elementary,2024-25,SwoD,9.8,SwD,2.9,3.38,SwoD,9.8,SwD,2.9,3.38
forward,social,Disability Status,Whitnall,Whitnall High,2024-25,SwoD,55.3,SwD,17.6,3.14,SwoD,55.3,SwD,17.6,3.14
forward,social,Disability Status,Franklin Public,Forest Park Middle,2024-25,SwoD,80.2,SwD,26.1,3.07,SwoD,80.2,SwD,26.1,3.07
forward,social,Disability Status,Nicolet Union High School,Nicolet High,2024-25,SwoD,59.2,SwD,20.0,2.96,SwoD,59.2,SwD,20.0,2.96
forward,social,Disability Status,Milwaukee,Fairview Elementary,2024-25,SwoD,68.8,SwD,23.3,2.95,SwoD,68.8,SwD,23.3,2.95
forward,social,Disability Status,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,SwoD,73.4,SwD,25.0,2.94,SwoD,73.4,SwD,25.0,2.94
forward,social,Disability Status,Milwaukee,Milwaukee High School of the Arts,2024-25,SwoD,24.0,SwD,8.3,2.89,SwoD,24.0,SwD,8.3,2.89
forward,social,Disability Status,Milwaukee,Burbank Elementary,2024-25,SwoD,26.9,SwD,9.4,2.86,SwoD,26.9,SwD,9.4,2.86
forward,social,Disability Status,Milwaukee,Wedgewood Park School,2024-25,SwoD,39.3,SwD,13.9,2.83,SwoD,39.3,SwD,13.9,2.83
forward,social,Disability Status,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,2024-25,SwoD,50.8,SwD,18.2,2.79,SwoD,50.8,SwD,18.2,2.79
forward,social,Disability Status,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,SwoD,65.2,SwD,23.8,2.74,SwoD,65.2,SwD,23.8,2.74
forward,social,Disability Status,Greenfield,Greenfield Middle,2024-25,SwoD,54.2,SwD,20.0,2.71,SwoD,54.2,SwD,20.0,2.71
forward,social,Disability Status,Milwaukee,Forest Home Elementary,2024-25,SwoD,27.0,SwD,10.0,2.7,SwoD,27.0,SwD,10.0,2.7
forward,social,Disability Status,South Milwaukee,South Milwaukee Middle,2024-25,SwoD,54.6,SwD,20.7,2.64,SwoD,54.6,SwD,20.7,2.64
forward,social,Disability Status,Milwaukee,MacDowell Montessori School K3-12,2024-25,SwoD,50.4,SwD,19.4,2.6,SwoD,50.4,SwD,19.4,2.6
forward,social,Disability Status,Greendale,Greendale High,2024-25,SwoD,70.2,SwD,28.6,2.45,SwoD,70.2,SwD,28.6,2.45
forward,social,Disability Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,SwoD,32.9,SwD,13.6,2.42,SwoD,32.9,SwD,13.6,2.42
forward,social,Disability Status,Milwaukee,Congress Elementary,2024-25,SwoD,27.7,SwD,11.5,2.41,SwoD,27.7,SwD,11.5,2.41
forward,social,Disability Status,Cudahy,Cudahy Middle,2024-25,SwoD,56.7,SwD,23.8,2.38,SwoD,56.7,SwD,23.8,2.38
forward,social,Disability Status,Whitnall,Whitnall Middle,2024-25,SwoD,72.0,SwD,30.8,2.34,SwoD,72.0,SwD,30.8,2.34
forward,social,Disability Status,Greenfield,Greenfield High,2024-25,SwoD,38.5,SwD,16.7,2.31,SwoD,38.5,SwD,16.7,2.31
forward,social,Disability Status,Milwaukee,Audubon Technology and Communication High,2024-25,SwoD,18.3,SwD,8.0,2.29,SwoD,18.3,SwD,8.0,2.29
forward,social,Disability Status,Wauwatosa,East High,2024-25,SwoD,71.3,SwD,31.4,2.27,SwoD,71.3,SwD,31.4,2.27
forward,social,Disability Status,Milwaukee,Morgandale Elementary,2024-25,SwoD,34.7,SwD,15.4,2.25,SwoD,34.7,SwD,15.4,2.25
forward,social,Disability Status,Milwaukee,Franklin Elementary,2024-25,SwoD,10.0,SwD,4.8,2.08,SwoD,10.0,SwD,4.8,2.08
forward,social,Disability Status,Milwaukee,Milwaukee School of Languages,2024-25,SwoD,39.3,SwD,20.0,1.96,SwoD,39.3,SwD,20.0,1.96
forward,social,Disability Status,Milwaukee,Garland Elementary,2024-25,SwoD,48.7,SwD,25.0,1.95,SwoD,48.7,SwD,25.0,1.95
forward,social,Disability Status,Milwaukee,Rogers Street Academy,2024-25,SwoD,25.0,SwD,13.0,1.92,SwoD,25.0,SwD,13.0,1.92
forward,social,Disability Status,Milwaukee,Burdick Elementary,2024-25,SwoD,69.6,SwD,36.4,1.91,SwoD,69.6,SwD,36.4,1.91
forward,social,Disability Status,Milwaukee,Golda Meir School,2024-25,SwoD,62.7,SwD,33.3,1.88,SwoD,62.7,SwD,33.3,1.88
forward,social,Disability Status,Whitefish Bay,Whitefish Bay Middle,2024-25,SwoD,92.3,SwD,55.6,1.66,SwoD,92.3,SwD,55.6,1.66
forward,social,Disability Status,Glendale-River Hills,Glen Hills Middle,2024-25,SwoD,62.9,SwD,38.7,1.63,SwoD,62.9,SwD,38.7,1.63
forward,social,Disability Status,Milwaukee,Humboldt Park Elementary,2024-25,SwoD,47.4,SwD,30.0,1.58,SwoD,47.4,SwD,30.0,1.58
forward,social,Disability Status,Wauwatosa,Longfellow Middle,2024-25,SwoD,87.1,SwD,56.0,1.56,SwoD,87.1,SwD,56.0,1.56
forward,social,Disability Status,Milwaukee,Mitchell Elementary,2024-25,SwD,21.7,SwoD,15.8,1.37,SwD,21.7,SwoD,15.8,1.37
forward,social,Disability Status,Milwaukee,Bay View High,2024-25,SwoD,12.5,SwD,9.8,1.28,SwoD,12.5,SwD,9.8,1.28
forward,social,Disability Status,Milwaukee,South Division High,2024-25,SwoD,4.9,SwD,4.2,1.17,SwoD,4.9,SwD,4.2,1.17
forward,social,Disability Status,Milwaukee,Audubon Technology and Communication Middle,2024-25,SwoD,27.3,SwD,0.0,,SwoD,27.3,SwD,0.0,
forward,social,Disability Status,Milwaukee,Bethune Academy,2024-25,SwoD,38.3,SwD,0.0,,SwoD,38.3,SwD,0.0,
forward,social,Disability Status,Milwaukee,Bradley Technology High,2024-25,SwoD,8.6,SwD,0.0,,SwoD,8.6,SwD,0.0,
forward,social,Disability Status,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,SwoD,15.6,SwD,0.0,,SwoD,15.6,SwD,0.0,
forward,social,Disability Status,Milwaukee,Hamilton High,2024-25,SwoD,17.4,SwD,0.0,,SwoD,17.4,SwD,0.0,
forward,social,Disability Status,Milwaukee,Pulaski High,2024-25,SwoD,6.2,SwD,0.0,,SwoD,6.2,SwD,0.0,
forward,social,Disability Status,West Allis-West Milwaukee,Central High,2024-25,SwoD,26.7,SwD,0.0,,SwoD,26.7,SwD,0.0,
forward,social,EL Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Eng Prof,47.6,EL,6.5,7.32,Eng Prof,47.6,EL,6.5,7.32
forward,social,EL Status,Milwaukee,Reagan College Preparatory High,2024-25,Eng Prof,65.2,EL,9.1,7.16,Eng Prof,65.2,EL,9.1,7.16
forward,social,EL Status,Milwaukee,Milwaukee School of Languages,2024-25,Eng Prof,42.2,EL,8.1,5.21,Eng Prof,42.2,EL,8.1,5.21
forward,social,EL Status,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,Eng Prof,21.5,EL,4.3,5.0,Eng Prof,21.5,EL,4.3,5.0
forward,social,EL Status,Seeds of Health,Tenor High,2024-25,Eng Prof,33.0,EL,7.1,4.65,Eng Prof,33.0,EL,7.1,4.65
forward,social,EL Status,Brown Deer,Brown Deer Middle/High,2024-25,Eng Prof,44.8,EL,10.0,4.48,Eng Prof,44.8,EL,10.0,4.48
forward,social,EL Status,Milwaukee,Curtin Elementary,2024-25,Eng Prof,36.1,EL,9.1,3.97,Eng Prof,36.1,EL,9.1,3.97
forward,social,EL Status,Milwaukee,South Division High,2024-25,Eng Prof,9.6,EL,2.6,3.69,Eng Prof,9.6,EL,2.6,3.69
forward,social,EL Status,Milwaukee,Morgandale Elementary,2024-25,Eng Prof,48.3,EL,14.3,3.38,Eng Prof,48.3,EL,14.3,3.38
forward,social,EL Status,Seeds of Health,Veritas High,2024-25,Eng Prof,37.5,EL,11.5,3.26,Eng Prof,37.5,EL,11.5,3.26
forward,social,EL Status,Milwaukee,Rogers Street Academy,2024-25,Eng Prof,37.0,EL,11.6,3.19,Eng Prof,37.0,EL,11.6,3.19
forward,social,EL Status,Milwaukee,Victory Elementary,2024-25,Eng Prof,46.8,EL,15.4,3.04,Eng Prof,46.8,EL,15.4,3.04
forward,social,EL Status,Milwaukee,Mitchell Elementary,2024-25,Eng Prof,31.4,EL,10.8,2.91,Eng Prof,31.4,EL,10.8,2.91
forward,social,EL Status,Milwaukee,Greenfield Bilingual,2024-25,Eng Prof,48.1,EL,16.7,2.88,Eng Prof,48.1,EL,16.7,2.88
forward,social,EL Status,Milwaukee,Milwaukee High School of the Arts,2024-25,Eng Prof,23.0,EL,8.0,2.88,Eng Prof,23.0,EL,8.0,2.88
forward,social,EL Status,Milwaukee,Hamilton High,2024-25,Eng Prof,18.8,EL,6.7,2.81,Eng Prof,18.8,EL,6.7,2.81
forward,social,EL Status,Milwaukee,Carmen High School of Science and Technology South Campus,2024-25,Eng Prof,38.7,EL,14.0,2.76,Eng Prof,38.7,EL,14.0,2.76
forward,social,EL Status,Milwaukee,Wedgewood Park School,2024-25,Eng Prof,39.0,EL,14.3,2.73,Eng Prof,39.0,EL,14.3,2.73
forward,social,EL Status,Milwaukee,Story Elementary,2024-25,Eng Prof,25.6,EL,9.7,2.64,Eng Prof,25.6,EL,9.7,2.64
forward,social,EL Status,Milwaukee,La Causa Charter School,2024-25,Eng Prof,51.4,EL,19.7,2.61,Eng Prof,51.4,EL,19.7,2.61
forward,social,EL Status,Milwaukee,U S Grant School,2024-25,Eng Prof,48.1,EL,19.4,2.48,Eng Prof,48.1,EL,19.4,2.48
forward,social,EL Status,Milwaukee,Riverside High,2024-25,Eng Prof,19.8,EL,8.3,2.39,Eng Prof,19.8,EL,8.3,2.39
forward,social,EL Status,Milwaukee,King International,2024-25,Eng Prof,31.8,EL,13.6,2.34,Eng Prof,31.8,EL,13.6,2.34
forward,social,EL Status,Milwaukee,Bethune Academy,2024-25,EL,39.1,Eng Prof,20.0,1.96,EL,39.1,Eng Prof,20.0,1.96
forward,social,EL Status,Milwaukee,Forest Home Elementary,2024-25,Eng Prof,29.2,EL,15.2,1.92,Eng Prof,29.2,EL,15.2,1.92
forward,social,EL Status,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Eng Prof,8.2,EL,4.3,1.91,Eng Prof,8.2,EL,4.3,1.91
forward,social,EL Status,Milwaukee,Longfellow Elementary,2024-25,Eng Prof,44.3,EL,23.5,1.89,Eng Prof,44.3,EL,23.5,1.89
forward,social,EL Status,Milwaukee,Vieau Elementary,2024-25,Eng Prof,47.8,EL,25.5,1.87,Eng Prof,47.8,EL,25.5,1.87
forward,social,EL Status,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2024-25,Eng Prof,69.2,EL,37.5,1.85,Eng Prof,69.2,EL,37.5,1.85
forward,social,EL Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Eng Prof,56.8,EL,32.3,1.76,Eng Prof,56.8,EL,32.3,1.76
forward,social,EL Status,Milwaukee,Garland Elementary,2024-25,Eng Prof,53.7,EL,31.8,1.69,Eng Prof,53.7,EL,31.8,1.69
forward,social,EL Status,United Community Center,Bruce Guadalupe,2024-25,Eng Prof,54.1,EL,32.7,1.65,Eng Prof,54.1,EL,32.7,1.65
forward,social,EL Status,Milwaukee,Humboldt Park Elementary,2024-25,Eng Prof,54.7,EL,35.7,1.53,Eng Prof,54.7,EL,35.7,1.53
forward,social,EL Status,Milwaukee,Allen-Field Elementary,2024-25,EL,29.4,Eng Prof,20.0,1.47,EL,29.4,Eng Prof,20.0,1.47
forward,social,EL Status,Carmen High School of Science and Technology,Carmen Middle School South,2024-25,Eng Prof,63.9,EL,44.4,1.44,Eng Prof,63.9,EL,44.4,1.44
forward,social,EL Status,Milwaukee,Lincoln Avenue Elementary,2024-25,Eng Prof,30.0,EL,21.3,1.41,Eng Prof,30.0,EL,21.3,1.41
forward,social,EL Status,Milwaukee,Milwaukee Parkside School,2024-25,Eng Prof,60.5,EL,43.3,1.4,Eng Prof,60.5,EL,43.3,1.4
forward,social,EL Status,Milwaukee,Fratney Elementary,2024-25,Eng Prof,34.8,EL,27.3,1.27,Eng Prof,34.8,EL,27.3,1.27
forward,social,EL Status,Milwaukee,Audubon Technology and Communication Middle,2024-25,Eng Prof,22.2,EL,18.4,1.21,Eng Prof,22.2,EL,18.4,1.21
forward,social,EL Status,Seeds of Health,Seeds of Health Elementary Program,2024-25,Eng Prof,46.8,EL,42.3,1.11,Eng Prof,46.8,EL,42.3,1.11
forward,social,EL Status,Milwaukee,Doerfler Elementary,2024-25,Eng Prof,31.8,EL,31.1,1.02,Eng Prof,31.8,EL,31.1,1.02
forward,social,EL Status,Milwaukee,Audubon Technology and Communication High,2024-25,Eng Prof,21.8,EL,0.0,,Eng Prof,21.8,EL,0.0,
forward,social,EL Status,Milwaukee,Bay View High,2024-25,Eng Prof,14.0,EL,0.0,,Eng Prof,14.0,EL,0.0,
forward,social,EL Status,Milwaukee,Bradley Technology High,2024-25,Eng Prof,7.9,EL,0.0,,Eng Prof,7.9,EL,0.0,
forward,social,EL Status,Milwaukee,Pulaski High,2024-25,Eng Prof,8.5,EL,0.0,,Eng Prof,8.5,EL,0.0,
forward,social,Economic Status,South Milwaukee,Rawson Elementary,2024-25,Not Econ Disadv,78.3,Econ Disadv,29.2,2.68,Not Econ Disadv,78.3,Econ Disadv,29.2,2.68
forward,social,Economic Status,Wauwatosa,West High,2024-25,Not Econ Disadv,56.9,Econ Disadv,23.1,2.46,Not Econ Disadv,56.9,Econ Disadv,23.1,2.46
forward,social,Economic Status,Milwaukee,Morse Mid,2024-25,Not Econ Disadv,45.0,Econ Disadv,18.4,2.45,Not Econ Disadv,45.0,Econ Disadv,18.4,2.45
forward,social,Economic Status,Cudahy,Cudahy High,2024-25,Not Econ Disadv,50.0,Econ Disadv,22.1,2.26,Not Econ Disadv,50.0,Econ Disadv,22.1,2.26
forward,social,Economic Status,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Not Econ Disadv,84.6,Econ Disadv,37.5,2.26,Not Econ Disadv,84.6,Econ Disadv,37.5,2.26
forward,social,Economic Status,West Allis-West Milwaukee,Central High,2024-25,Not Econ Disadv,38.7,Econ Disadv,17.5,2.21,Not Econ Disadv,38.7,Econ Disadv,17.5,2.21
