metric,subject,dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,focus_n,reference_n,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
act,science,EL Status,Milwaukee,Bradley Technology High,2024-25,Eng Prof,6.044,EL,0.0,,167.0,27.0,Eng Prof,6.044,EL,0.0,
act,science,EL Status,Seeds of Health,Tenor High,2024-25,Eng Prof,14.0187,EL,0.0,,107.0,29.0,Eng Prof,14.0187,EL,0.0,
act,science,EL Status,South Milwaukee,South Milwaukee High,2024-25,Eng Prof,28.8991,EL,0.0,,212.0,21.0,Eng Prof,28.8991,EL,0.0,
act,science,Economic Status,Wauwatosa,West High,2024-25,Not Econ Disadv,57.8652,Econ Disadv,15.0,3.86,175.0,76.0,Not Econ Disadv,57.8652,Econ Disadv,15.0,3.86
act,science,Economic Status,Nicolet Union High School,Nicolet High,2024-25,Not Econ Disadv,63.5,Econ Disadv,22.0,2.89,193.0,46.0,Not Econ Disadv,63.5,Econ Disadv,22.0,2.89
act,science,Economic Status,South Milwaukee,South Milwaukee High,2024-25,Not Econ Disadv,37.6068,Econ Disadv,15.4472,2.43,116.0,117.0,Not Econ Disadv,37.6068,Econ Disadv,15.4472,2.43
act,science,Economic Status,Whitnall,Whitnall High,2024-25,Not Econ Disadv,55.3191,Econ Disadv,23.5294,2.35,133.0,43.0,Not Econ Disadv,55.3191,Econ Disadv,23.5294,2.35
act,science,Economic Status,Milwaukee,Milwaukee High School of the Arts,2024-25,Not Econ Disadv,18.0328,Econ Disadv,7.8212,2.31,58.0,176.0,Not Econ Disadv,18.0328,Econ Disadv,7.8212,2.31
act,science,Economic Status,Saint Francis,Saint Francis High,2024-25,Not Econ Disadv,32.2581,Econ Disadv,14.0351,2.3,61.0,57.0,Not Econ Disadv,32.2581,Econ Disadv,14.0351,2.3
act,science,Economic Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,Not Econ Disadv,54.0984,Econ Disadv,25.4545,2.13,121.0,152.0,Not Econ Disadv,54.0984,Econ Disadv,25.4545,2.13
act,science,Economic Status,Wauwatosa,East High,2024-25,Not Econ Disadv,64.0777,Econ Disadv,30.1887,2.12,199.0,50.0,Not Econ Disadv,64.0777,Econ Disadv,30.1887,2.12
act,science,Economic Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Not Econ Disadv,53.2828,Econ Disadv,25.641,2.08,385.0,146.0,Not Econ Disadv,53.2828,Econ Disadv,25.641,2.08
act,science,Economic Status,Milwaukee,Milwaukee School of Languages,2024-25,Not Econ Disadv,34.6154,Econ Disadv,17.6471,1.96,51.0,46.0,Not Econ Disadv,34.6154,Econ Disadv,17.6471,1.96
act,science,Economic Status,Cudahy,Cudahy High,2024-25,Not Econ Disadv,33.3333,Econ Disadv,17.1171,1.95,63.0,103.0,Not Econ Disadv,33.3333,Econ Disadv,17.1171,1.95
act,science,Economic Status,Seeds of Health,Veritas High,2024-25,Econ Disadv,16.6667,Not Econ Disadv,8.6957,1.92,48.0,23.0,Econ Disadv,16.6667,Not Econ Disadv,8.6957,1.92
act,science,Economic Status,West Allis-West Milwaukee,Central High,2024-25,Not Econ Disadv,22.0339,Econ Disadv,12.2807,1.79,56.0,161.0,Not Econ Disadv,22.0339,Econ Disadv,12.2807,1.79
act,science,Economic Status,Milwaukee,Riverside High,2024-25,Not Econ Disadv,17.6471,Econ Disadv,10.3226,1.71,47.0,129.0,Not Econ Disadv,17.6471,Econ Disadv,10.3226,1.71
act,science,Economic Status,Milwaukee,Pulaski High,2024-25,Not Econ Disadv,7.3171,Econ Disadv,4.3478,1.68,30.0,107.0,Not Econ Disadv,7.3171,Econ Disadv,4.3478,1.68
act,science,Economic Status,Greenfield,Greenfield High,2024-25,Not Econ Disadv,42.3358,Econ Disadv,26.5734,1.59,131.0,131.0,Not Econ Disadv,42.3358,Econ Disadv,26.5734,1.59
act,science,Economic Status,Franklin Public,Franklin High,2024-25,Not Econ Disadv,58.3333,Econ Disadv,38.2716,1.52,297.0,81.0,Not Econ Disadv,58.3333,Econ Disadv,38.2716,1.52
act,science,Economic Status,Milwaukee,King International,2024-25,Not Econ Disadv,35.1351,Econ Disadv,23.4694,1.5,102.0,171.0,Not Econ Disadv,35.1351,Econ Disadv,23.4694,1.5
act,science,Economic Status,Milwaukee,Bay View High,2024-25,Not Econ Disadv,9.0909,Econ Disadv,6.1728,1.47,21.0,155.0,Not Econ Disadv,9.0909,Econ Disadv,6.1728,1.47
act,science,Economic Status,Milwaukee,Reagan College Preparatory High,2024-25,Not Econ Disadv,58.5799,Econ Disadv,44.0476,1.33,166.0,164.0,Not Econ Disadv,58.5799,Econ Disadv,44.0476,1.33
act,science,Economic Status,Shorewood,Shorewood High,2024-25,Not Econ Disadv,69.7479,Econ Disadv,52.381,1.33,118.0,20.0,Not Econ Disadv,69.7479,Econ Disadv,52.381,1.33
act,science,Economic Status,Greendale,Greendale High,2024-25,Not Econ Disadv,64.4737,Econ Disadv,50.7692,1.27,151.0,64.0,Not Econ Disadv,64.4737,Econ Disadv,50.7692,1.27
act,science,Economic Status,Brown Deer,Brown Deer Middle/High,2024-25,Not Econ Disadv,33.3333,Econ Disadv,26.9841,1.24,53.0,60.0,Not Econ Disadv,33.3333,Econ Disadv,26.9841,1.24
act,science,Economic Status,Milwaukee,Hamilton High,2024-25,Econ Disadv,4.4118,Not Econ Disadv,3.6364,1.21,166.0,45.0,Econ Disadv,4.4118,Not Econ Disadv,3.6364,1.21
act,science,Economic Status,Milwaukee,Golda Meir School,2024-25,Not Econ Disadv,38.961,Econ Disadv,32.7586,1.19,75.0,57.0,Not Econ Disadv,38.961,Econ Disadv,32.7586,1.19
act,science,Economic Status,Seeds of Health,Tenor High,2024-25,Not Econ Disadv,12.5,Econ Disadv,10.4762,1.19,31.0,105.0,Not Econ Disadv,12.5,Econ Disadv,10.4762,1.19
act,science,Economic Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Not Econ Disadv,52.381,Econ Disadv,45.8333,1.14,21.0,120.0,Not Econ Disadv,52.381,Econ Disadv,45.8333,1.14
act,science,Economic Status,Milwaukee,MacDowell Montessori School K3-12,2024-25,Econ Disadv,18.75,Not Econ Disadv,18.1818,1.03,31.0,22.0,Econ Disadv,18.75,Not Econ Disadv,18.1818,1.03
act,science,Gender,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,Male,14.6341,Female,3.4483,4.24,38.0,27.0,Male,14.6341,Female,3.4483,4.24
act,science,Gender,Milwaukee,Bradley Technology High,2024-25,Male,7.9646,Female,2.0619,3.86,107.0,87.0,Male,7.9646,Female,2.0619,3.86
act,science,Gender,Milwaukee,South Division High,2024-25,Male,4.878,Female,2.0619,2.37,61.0,73.0,Male,4.878,Female,2.0619,2.37
act,science,Gender,Milwaukee,Bay View High,2024-25,Male,8.7912,Female,4.3011,2.04,86.0,90.0,Male,8.7912,Female,4.3011,2.04
act,science,Gender,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,Male,18.8235,Female,10.0,1.88,80.0,69.0,Male,18.8235,Female,10.0,1.88
act,science,Gender,Seeds of Health,Tenor High,2024-25,Female,14.0351,Male,8.75,1.6,57.0,79.0,Female,14.0351,Male,8.75,1.6
act,science,Gender,Milwaukee,Milwaukee High School of the Arts,2024-25,Female,12.0805,Male,7.6923,1.57,146.0,88.0,Female,12.0805,Male,7.6923,1.57
act,science,Gender,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Male,13.3333,Female,8.5714,1.56,41.0,34.0,Male,13.3333,Female,8.5714,1.56
act,science,Gender,Milwaukee,Audubon Technology and Communication High,2024-25,Male,14.5833,Female,9.6774,1.51,46.0,30.0,Male,14.5833,Female,9.6774,1.51
act,science,Gender,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Male,56.5217,Female,37.5,1.51,69.0,72.0,Male,56.5217,Female,37.5,1.51
act,science,Gender,Milwaukee,Golda Meir School,2024-25,Male,44.2623,Female,29.7297,1.49,60.0,72.0,Male,44.2623,Female,29.7297,1.49
act,science,Gender,Milwaukee,Riverside High,2024-25,Female,14.4231,Male,9.8039,1.47,91.0,85.0,Female,14.4231,Male,9.8039,1.47
act,science,Gender,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2024-25,Female,3.8462,Male,2.7027,1.42,51.0,33.0,Female,3.8462,Male,2.7027,1.42
act,science,Gender,Seeds of Health,Veritas High,2024-25,Male,17.3913,Female,12.5,1.39,23.0,48.0,Male,17.3913,Female,12.5,1.39
act,science,Gender,Shorewood,Shorewood High,2024-25,Male,76.3158,Female,56.25,1.36,75.0,63.0,Male,76.3158,Female,56.25,1.36
act,science,Gender,Milwaukee,King International,2024-25,Male,31.4103,Female,23.8411,1.32,141.0,132.0,Male,31.4103,Female,23.8411,1.32
act,science,Gender,Milwaukee,Hamilton High,2024-25,Male,4.8387,Female,3.7037,1.31,100.0,111.0,Male,4.8387,Female,3.7037,1.31
act,science,Gender,Milwaukee,Reagan College Preparatory High,2024-25,Male,58.0247,Female,45.1429,1.29,158.0,172.0,Male,58.0247,Female,45.1429,1.29
act,science,Gender,South Milwaukee,South Milwaukee High,2024-25,Female,29.661,Male,22.9508,1.29,113.0,120.0,Female,29.661,Male,22.9508,1.29
act,science,Gender,Milwaukee,Harold S Vincent School of Agricultural Science,2024-25,Male,5.5556,Female,4.3478,1.28,30.0,43.0,Male,5.5556,Female,4.3478,1.28
act,science,Gender,Whitnall,Whitnall High,2024-25,Male,52.0833,Female,41.6667,1.25,90.0,86.0,Male,52.0833,Female,41.6667,1.25
act,science,Gender,Franklin Public,Franklin High,2024-25,Male,59.6939,Female,48.1081,1.24,195.0,183.0,Male,59.6939,Female,48.1081,1.24
act,science,Gender,Milwaukee,Pulaski High,2024-25,Female,5.6338,Male,4.6296,1.22,60.0,77.0,Female,5.6338,Male,4.6296,1.22
act,science,Gender,West Allis-West Milwaukee,Central High,2024-25,Female,16.3265,Male,13.6364,1.2,91.0,126.0,Female,16.3265,Male,13.6364,1.2
act,science,Gender,Milwaukee,MacDowell Montessori School K3-12,2024-25,Female,20.0,Male,17.2414,1.16,25.0,28.0,Female,20.0,Male,17.2414,1.16
act,science,Gender,Milwaukee,Marshall High,2024-25,Female,2.2222,Male,1.9608,1.13,30.0,37.0,Female,2.2222,Male,1.9608,1.13
act,science,Gender,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Female,48.2072,Male,43.1894,1.12,243.0,288.0,Female,48.2072,Male,43.1894,1.12
act,science,Gender,Greenfield,Greenfield High,2024-25,Female,35.9712,Male,32.6241,1.1,132.0,130.0,Female,35.9712,Male,32.6241,1.1
act,science,Gender,Wauwatosa,West High,2024-25,Female,47.0085,Male,42.5532,1.1,114.0,137.0,Female,47.0085,Male,42.5532,1.1
act,science,Gender,Greendale,Greendale High,2024-25,Female,63.1579,Male,58.1967,1.09,94.0,121.0,Female,63.1579,Male,58.1967,1.09
act,science,Gender,Whitefish Bay,Whitefish Bay High,2024-25,Male,83.7607,Female,76.7241,1.09,115.0,115.0,Male,83.7607,Female,76.7241,1.09
act,science,Gender,Milwaukee,Carmen High School of Science and Technology South Campus,2024-25,Female,22.9167,Male,21.7391,1.05,48.0,45.0,Female,22.9167,Male,21.7391,1.05
act,science,Gender,Brown Deer,Brown Deer Middle/High,2024-25,Female,30.3571,Male,29.5082,1.03,53.0,60.0,Female,30.3571,Male,29.5082,1.03
act,science,Gender,Milwaukee,Milwaukee School of Languages,2024-25,Male,26.6667,Female,25.8621,1.03,41.0,56.0,Male,26.6667,Female,25.8621,1.03
act,science,Gender,West Allis-West Milwaukee,Nathan Hale High,2024-25,Female,38.0282,Male,37.2414,1.02,137.0,136.0,Female,38.0282,Male,37.2414,1.02
act,science,Gender,Milwaukee,James Madison Academic Campus,2024-25,Male,0.0,Female,0.0,,30.0,35.0,Female,0.0,Female,0.0,
act,science,Gender,Milwaukee,WHS Information Technology,2024-25,Male,3.2258,Female,0.0,,27.0,21.0,Male,3.2258,Female,0.0,
act,science,Race/Ethnicity,West Allis-West Milwaukee,Central High,2024-25,White,23.2877,Black,3.125,7.45,69.0,31.0,White,23.2877,Black,3.125,7.45
act,science,Race/Ethnicity,Wauwatosa,East High,2024-25,White,71.345,Black,10.0,7.13,166.0,38.0,White,71.345,Black,10.0,7.13
act,science,Race/Ethnicity,Wauwatosa,West High,2024-25,White,66.1538,Black,12.1212,5.46,127.0,63.0,White,66.1538,Black,12.1212,5.46
act,science,Race/Ethnicity,Brown Deer,Brown Deer Middle/High,2024-25,White,59.0909,Black,16.9231,3.49,21.0,62.0,White,59.0909,Black,16.9231,3.49
act,science,Race/Ethnicity,Milwaukee,King International,2024-25,White,57.1429,Black,16.9492,3.37,33.0,156.0,White,57.1429,Black,16.9492,3.37
act,science,Race/Ethnicity,Milwaukee,Milwaukee School of Languages,2024-25,White,42.8571,Black,12.766,3.36,26.0,45.0,White,42.8571,Black,12.766,3.36
act,science,Race/Ethnicity,West Allis-West Milwaukee,Nathan Hale High,2024-25,White,48.366,Black,17.2414,2.81,146.0,29.0,White,48.366,Black,17.2414,2.81
act,science,Race/Ethnicity,Nicolet Union High School,Nicolet High,2024-25,White,66.4179,Black,27.1186,2.45,129.0,54.0,White,66.4179,Black,27.1186,2.45
act,science,Race/Ethnicity,Milwaukee,Hamilton High,2024-25,White,6.8966,Black,3.0303,2.28,23.0,56.0,Asian,12.5,Hispanic,2.4793,5.04
act,science,Race/Ethnicity,Milwaukee,Reagan College Preparatory High,2024-25,White,63.1579,Black,29.0323,2.18,94.0,28.0,White,63.1579,Black,29.0323,2.18
act,science,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek High,2024-25,White,50.5556,Black,25.8065,1.96,351.0,28.0,White,50.5556,Black,25.8065,1.96
act,science,Race/Ethnicity,Cudahy,Cudahy High,2024-25,Black,,White,28.0,,,92.0,White,28.0,Hispanic,11.7647,2.38
act,science,Race/Ethnicity,Franklin Public,Franklin High,2024-25,Black,,White,56.2016,,,255.0,Asian,67.5676,Hispanic,37.2549,1.81
act,science,Race/Ethnicity,Greendale,Greendale High,2024-25,Black,,White,66.6667,,,132.0,White,66.6667,Hispanic,46.1538,1.44
act,science,Race/Ethnicity,Greenfield,Greenfield High,2024-25,Black,,White,44.7154,,,117.0,Asian,48.2759,Hispanic,22.9167,2.11
act,science,Race/Ethnicity,Milwaukee,Bay View High,2024-25,Black,2.2472,White,,,84.0,,Hispanic,10.0,Black,2.2472,4.45
act,science,Race/Ethnicity,Milwaukee,Bradley Technology High,2024-25,Black,3.2468,White,,,142.0,,Hispanic,9.6774,Black,3.2468,2.98
act,science,Race/Ethnicity,Milwaukee,Milwaukee High School of the Arts,2024-25,Black,5.8824,White,,,118.0,,Asian,10.0,Black,5.8824,1.7
act,science,Race/Ethnicity,Milwaukee,Pulaski High,2024-25,Black,4.0,White,,,42.0,,Hispanic,4.0404,Black,4.0,1.01
act,science,Race/Ethnicity,Milwaukee,Riverside High,2024-25,Black,9.9174,White,,,102.0,,Hispanic,17.8571,Black,9.9174,1.8
act,science,Race/Ethnicity,Milwaukee,South Division High,2024-25,Black,4.7619,White,,,30.0,,Black,4.7619,Asian,2.6316,1.81
act,science,Race/Ethnicity,Saint Francis,Saint Francis High,2024-25,Black,,White,36.5385,,,51.0,White,36.5385,Hispanic,10.4167,3.51
act,science,Race/Ethnicity,Seeds of Health,Tenor High,2024-25,Black,6.4516,White,,,31.0,,Hispanic,9.6774,Black,6.4516,1.5
act,science,Race/Ethnicity,South Milwaukee,South Milwaukee High,2024-25,Black,,White,35.8333,,,118.0,White,35.8333,Hispanic,15.0,2.39
act,science,Race/Ethnicity,Whitefish Bay,Whitefish Bay High,2024-25,Black,,White,84.2767,,,158.0,Hispanic,85.1852,White,84.2767,1.01
act,science,Race/Ethnicity,Whitnall,Whitnall High,2024-25,Black,,White,53.4884,,,119.0,White,53.4884,Hispanic,43.3333,1.23
