metric,subject,dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,focus_n,reference_n,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
act,math,Race/Ethnicity,Brown Deer,Brown Deer Middle/High,2024-25,White,63.6364,Black,18.4615,3.45,21.0,62.0,White,63.6364,Black,18.4615,3.45
act,math,Race/Ethnicity,Nicolet Union High School,Nicolet High,2024-25,White,69.403,Black,30.5085,2.27,129.0,55.0,White,69.403,Black,30.5085,2.27
act,math,Race/Ethnicity,West Allis-West Milwaukee,Central High,2024-25,White,20.5479,Black,9.375,2.19,69.0,31.0,White,20.5479,Black,9.375,2.19
act,math,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek High,2024-25,White,49.4444,Black,25.8065,1.92,351.0,28.0,White,49.4444,Black,25.8065,1.92
act,math,Race/Ethnicity,South Milwaukee,South Milwaukee High,2024-25,White,27.5,Black,15.0,1.83,118.0,20.0,White,27.5,Hispanic,12.5,2.2
act,math,Race/Ethnicity,Cudahy,Cudahy High,2024-25,Black,,White,20.0,,,93.0,White,20.0,Hispanic,7.8431,2.55
act,math,Race/Ethnicity,Franklin Public,Franklin High,2024-25,Black,,White,61.6279,,,255.0,Asian,70.2703,Hispanic,37.2549,1.89
act,math,Race/Ethnicity,Greendale,Greendale High,2024-25,Black,,White,70.4545,,,132.0,White,70.4545,Hispanic,35.8974,1.96
act,math,Race/Ethnicity,Greenfield,Greenfield High,2024-25,Black,,White,32.5203,,,117.0,Asian,44.8276,Hispanic,15.625,2.87
act,math,Race/Ethnicity,Milwaukee,Bay View High,2024-25,Black,1.1236,White,,,85.0,,Hispanic,2.0,Black,1.1236,1.78
act,math,Race/Ethnicity,Milwaukee,Bradley Technology High,2024-25,Black,1.9481,White,,,142.0,,Hispanic,3.2258,Black,1.9481,1.66
act,math,Race/Ethnicity,Milwaukee,Hamilton High,2024-25,Black,1.5152,White,0.0,,56.0,23.0,Asian,12.5,White,0.0,
act,math,Race/Ethnicity,Milwaukee,Milwaukee High School of the Arts,2024-25,Black,2.521,White,,,118.0,,Asian,10.0,Black,2.521,3.97
act,math,Race/Ethnicity,Milwaukee,Pulaski High,2024-25,Black,0.0,White,,,42.0,,Hispanic,1.0101,Black,0.0,
act,math,Race/Ethnicity,Milwaukee,Riverside High,2024-25,Black,4.1322,White,,,102.0,,Hispanic,12.5,Black,4.1322,3.03
act,math,Race/Ethnicity,Milwaukee,South Division High,2024-25,Black,2.381,White,,,30.0,,Asian,5.2632,Hispanic,2.2222,2.37
act,math,Race/Ethnicity,Saint Francis,Saint Francis High,2024-25,Black,,White,30.7692,,,51.0,White,30.7692,Hispanic,10.4167,2.95
act,math,Race/Ethnicity,Seeds of Health,Tenor High,2024-25,Black,3.2258,White,,,31.0,,Hispanic,11.828,Black,3.2258,3.67
act,math,Race/Ethnicity,Whitefish Bay,Whitefish Bay High,2024-25,Black,,White,84.2767,,,158.0,White,84.2767,Hispanic,70.3704,1.2
act,math,Race/Ethnicity,Whitnall,Whitnall High,2024-25,Black,,White,52.7132,,,119.0,White,52.7132,Hispanic,36.6667,1.44
act,reading,Disability Status,Greendale,Greendale High,2024-25,SwD,0.0,SwoD,0.0,,24.0,191.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Audubon Technology and Communication High,2024-25,SwD,0.0,SwoD,0.0,,22.0,54.0,SwD,0.0,SwD,0.0,
act,reading,Disability Status,Milwaukee,Bay View High,2024-25,SwD,0.0,SwoD,0.0,,39.0,137.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Bradley Technology High,2024-25,SwD,0.0,SwoD,0.0,,20.0,174.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Hamilton High,2024-25,SwD,0.0,SwoD,0.0,,31.0,180.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,King International,2024-25,SwD,0.0,SwoD,0.0,,22.0,252.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Milwaukee High School of the Arts,2024-25,SwD,0.0,SwoD,0.0,,32.0,202.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Pulaski High,2024-25,SwD,0.0,SwoD,0.0,,23.0,114.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Reagan College Preparatory High,2024-25,SwD,0.0,SwoD,0.0,,34.0,296.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Milwaukee,Riverside High,2024-25,SwD,0.0,SwoD,0.0,,21.0,155.0,SwD,0.0,SwD,0.0,
act,reading,Disability Status,Nicolet Union High School,Nicolet High,2024-25,SwD,0.0,SwoD,0.0,,23.0,217.0,SwD,0.0,SwD,0.0,
act,reading,Disability Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,SwD,0.0,SwoD,0.0,,37.0,494.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Seeds of Health,Tenor High,2024-25,SwD,0.0,SwoD,0.0,,21.0,115.0,SwD,0.0,SwD,0.0,
act,reading,Disability Status,South Milwaukee,South Milwaukee High,2024-25,SwD,0.0,SwoD,0.0,,36.0,198.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Wauwatosa,East High,2024-25,SwD,0.0,SwoD,0.0,,23.0,226.0,SwD,0.0,SwD,0.0,
act,reading,Disability Status,Wauwatosa,West High,2024-25,SwD,0.0,SwoD,0.0,,28.0,223.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,West Allis-West Milwaukee,Central High,2024-25,SwD,0.0,SwoD,0.0,,24.0,193.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,SwD,0.0,SwoD,0.0,,25.0,250.0,SwoD,0.0,SwoD,0.0,
act,reading,Disability Status,Whitefish Bay,Whitefish Bay High,2024-25,SwD,0.0,SwoD,0.0,,20.0,210.0,SwoD,0.0,SwoD,0.0,
act,reading,EL Status,Milwaukee,Bay View High,2024-25,EL,0.0,Eng Prof,0.0,,34.0,142.0,EL,0.0,EL,0.0,
act,reading,EL Status,Milwaukee,Bradley Technology High,2024-25,EL,0.0,Eng Prof,0.0,,27.0,167.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,Carmen High School of Science and Technology South Campus,2024-25,EL,0.0,Eng Prof,0.0,,50.0,43.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,EL,0.0,Eng Prof,0.0,,74.0,75.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,EL,0.0,Eng Prof,0.0,,27.0,114.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,Hamilton High,2024-25,EL,0.0,Eng Prof,0.0,,76.0,135.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,King International,2024-25,EL,0.0,Eng Prof,0.0,,23.0,251.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,Milwaukee High School of the Arts,2024-25,EL,0.0,Eng Prof,0.0,,40.0,194.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Milwaukee,Pulaski High,2024-25,EL,0.0,Eng Prof,0.0,,60.0,77.0,EL,0.0,EL,0.0,
act,reading,EL Status,Milwaukee,Reagan College Preparatory High,2024-25,EL,0.0,Eng Prof,0.0,,39.0,291.0,EL,0.0,EL,0.0,
act,reading,EL Status,Milwaukee,Riverside High,2024-25,EL,0.0,Eng Prof,0.0,,37.0,139.0,EL,0.0,EL,0.0,
act,reading,EL Status,Milwaukee,South Division High,2024-25,EL,0.0,Eng Prof,0.0,,85.0,49.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,EL,0.0,Eng Prof,0.0,,29.0,502.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,Seeds of Health,Tenor High,2024-25,EL,0.0,Eng Prof,0.0,,29.0,107.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,EL Status,South Milwaukee,South Milwaukee High,2024-25,EL,0.0,Eng Prof,0.0,,21.0,213.0,Eng Prof,0.0,Eng Prof,0.0,
act,reading,Economic Status,Brown Deer,Brown Deer Middle/High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,60.0,53.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Cudahy,Cudahy High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,103.0,63.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Franklin Public,Franklin High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,81.0,297.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Greendale,Greendale High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,64.0,151.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Greenfield,Greenfield High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,132.0,131.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Bay View High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,155.0,21.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Golda Meir School,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,57.0,75.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,120.0,21.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Hamilton High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,166.0,45.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,King International,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,172.0,102.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,MacDowell Montessori School K3-12,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,31.0,22.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Milwaukee High School of the Arts,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,176.0,58.0,Econ Disadv,0.0,Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Milwaukee School of Languages,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,46.0,51.0,Econ Disadv,0.0,Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Pulaski High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,107.0,30.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Reagan College Preparatory High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,164.0,166.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Milwaukee,Riverside High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,129.0,47.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Nicolet Union High School,Nicolet High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,47.0,193.0,Econ Disadv,0.0,Econ Disadv,0.0,
act,reading,Economic Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,146.0,385.0,Econ Disadv,0.0,Econ Disadv,0.0,
act,reading,Economic Status,Saint Francis,Saint Francis High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,57.0,61.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Seeds of Health,Tenor High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,105.0,31.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Seeds of Health,Veritas High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,48.0,23.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Shorewood,Shorewood High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,20.0,118.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,South Milwaukee,South Milwaukee High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,118.0,116.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Wauwatosa,East High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,50.0,199.0,Econ Disadv,0.0,Econ Disadv,0.0,
act,reading,Economic Status,Wauwatosa,West High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,76.0,175.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,West Allis-West Milwaukee,Central High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,161.0,56.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,154.0,121.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Economic Status,Whitnall,Whitnall High,2024-25,Econ Disadv,0.0,Not Econ Disadv,0.0,,43.0,133.0,Not Econ Disadv,0.0,Not Econ Disadv,0.0,
act,reading,Gender,Brown Deer,Brown Deer Middle/High,2024-25,Male,0.0,Female,0.0,,60.0,53.0,Male,0.0,Male,0.0,
act,reading,Gender,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2024-25,Male,0.0,Female,0.0,,33.0,51.0,Male,0.0,Male,0.0,
act,reading,Gender,Franklin Public,Franklin High,2024-25,Male,0.0,Female,0.0,,195.0,183.0,Male,0.0,Male,0.0,
act,reading,Gender,Greendale,Greendale High,2024-25,Male,0.0,Female,0.0,,121.0,94.0,Male,0.0,Male,0.0,
act,reading,Gender,Greenfield,Greenfield High,2024-25,Male,0.0,Female,0.0,,131.0,132.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Audubon Technology and Communication High,2024-25,Male,0.0,Female,0.0,,46.0,30.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Bay View High,2024-25,Male,0.0,Female,0.0,,86.0,90.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Bradley Technology High,2024-25,Male,0.0,Female,0.0,,107.0,87.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Carmen High School of Science and Technology South Campus,2024-25,Male,0.0,Female,0.0,,45.0,48.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,Male,0.0,Female,0.0,,80.0,69.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2024-25,Male,0.0,Female,0.0,,39.0,27.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Golda Meir School,2024-25,Male,0.0,Female,0.0,,60.0,72.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Male,0.0,Female,0.0,,69.0,72.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Hamilton High,2024-25,Male,0.0,Female,0.0,,100.0,111.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Harold S Vincent School of Agricultural Science,2024-25,Male,0.0,Female,0.0,,30.0,43.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,James Madison Academic Campus,2024-25,Male,0.0,Female,0.0,,30.0,35.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,King International,2024-25,Male,0.0,Female,0.0,,141.0,133.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,MacDowell Montessori School K3-12,2024-25,Male,0.0,Female,0.0,,28.0,25.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Marshall High,2024-25,Male,0.0,Female,0.0,,37.0,30.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Milwaukee High School of the Arts,2024-25,Male,0.0,Female,0.0,,88.0,146.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Milwaukee School of Languages,2024-25,Male,0.0,Female,0.0,,41.0,56.0,Female,0.0,Female,0.0,
act,reading,Gender,Milwaukee,Pulaski High,2024-25,Male,0.0,Female,0.0,,77.0,60.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Reagan College Preparatory High,2024-25,Male,0.0,Female,0.0,,158.0,172.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,Riverside High,2024-25,Male,0.0,Female,0.0,,85.0,91.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,South Division High,2024-25,Male,0.0,Female,0.0,,61.0,73.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee,WHS Information Technology,2024-25,Male,0.0,Female,0.0,,26.0,21.0,Male,0.0,Male,0.0,
act,reading,Gender,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2024-25,Male,0.0,Female,0.0,,41.0,34.0,Male,0.0,Male,0.0,
act,reading,Gender,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Male,0.0,Female,0.0,,288.0,243.0,Male,0.0,Male,0.0,
act,reading,Gender,Seeds of Health,Tenor High,2024-25,Male,0.0,Female,0.0,,79.0,57.0,Male,0.0,Male,0.0,
act,reading,Gender,Seeds of Health,Veritas High,2024-25,Male,0.0,Female,0.0,,23.0,48.0,Male,0.0,Male,0.0,
act,reading,Gender,Shorewood,Shorewood High,2024-25,Male,0.0,Female,0.0,,75.0,63.0,Female,0.0,Female,0.0,
act,reading,Gender,South Milwaukee,South Milwaukee High,2024-25,Male,0.0,Female,0.0,,121.0,113.0,Male,0.0,Male,0.0,
act,reading,Gender,Wauwatosa,West High,2024-25,Male,0.0,Female,0.0,,137.0,114.0,Male,0.0,Male,0.0,
act,reading,Gender,West Allis-West Milwaukee,Central High,2024-25,Male,0.0,Female,0.0,,126.0,91.0,Male,0.0,Male,0.0,
act,reading,Gender,West Allis-West Milwaukee,Nathan Hale High,2024-25,Male,0.0,Female,0.0,,138.0,137.0,Female,0.0,Female,0.0,
act,reading,Gender,Whitefish Bay,Whitefish Bay High,2024-25,Male,0.0,Female,0.0,,115.0,115.0,Female,0.0,Female,0.0,
act,reading,Gender,Whitnall,Whitnall High,2024-25,Male,0.0,Female,0.0,,90.0,86.0,Male,0.0,Male,0.0,
act,reading,Race/Ethnicity,Brown Deer,Brown Deer Middle/High,2024-25,Black,0.0,White,0.0,,62.0,21.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Cudahy,Cudahy High,2024-25,Black,,White,0.0,,,92.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Franklin Public,Franklin High,2024-25,Black,,White,0.0,,,255.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Greendale,Greendale High,2024-25,Black,,White,0.0,,,132.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Greenfield,Greenfield High,2024-25,Black,,White,0.0,,,117.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Milwaukee,Bay View High,2024-25,Black,0.0,White,,,84.0,,Hispanic,0.0,Hispanic,0.0,
act,reading,Race/Ethnicity,Milwaukee,Bradley Technology High,2024-25,Black,0.0,White,,,142.0,,Hispanic,0.0,Hispanic,0.0,
act,reading,Race/Ethnicity,Milwaukee,Hamilton High,2024-25,Black,0.0,White,0.0,,56.0,23.0,Hispanic,0.0,Hispanic,0.0,
act,reading,Race/Ethnicity,Milwaukee,King International,2024-25,Black,0.0,White,0.0,,156.0,33.0,Asian,0.0,Asian,0.0,
act,reading,Race/Ethnicity,Milwaukee,Milwaukee High School of the Arts,2024-25,Black,0.0,White,,,118.0,,Hispanic,0.0,Hispanic,0.0,
act,reading,Race/Ethnicity,Milwaukee,Milwaukee School of Languages,2024-25,Black,0.0,White,0.0,,45.0,26.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Milwaukee,Pulaski High,2024-25,Black,0.0,White,,,42.0,,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Milwaukee,Reagan College Preparatory High,2024-25,Black,0.0,White,0.0,,28.0,94.0,Asian,0.0,Asian,0.0,
act,reading,Race/Ethnicity,Milwaukee,Riverside High,2024-25,Black,0.0,White,,,102.0,,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Milwaukee,South Division High,2024-25,Black,0.0,White,,,30.0,,Asian,0.0,Asian,0.0,
act,reading,Race/Ethnicity,Nicolet Union High School,Nicolet High,2024-25,Black,0.0,White,0.0,,55.0,129.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Black,0.0,White,0.0,,28.0,351.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Saint Francis,Saint Francis High,2024-25,Black,,White,0.0,,,51.0,Hispanic,0.0,Hispanic,0.0,
act,reading,Race/Ethnicity,Seeds of Health,Tenor High,2024-25,Black,0.0,White,,,31.0,,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,South Milwaukee,South Milwaukee High,2024-25,Black,0.0,White,0.0,,20.0,118.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Wauwatosa,East High,2024-25,Black,0.0,White,0.0,,38.0,166.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Wauwatosa,West High,2024-25,Black,0.0,White,0.0,,63.0,127.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,West Allis-West Milwaukee,Central High,2024-25,Black,0.0,White,0.0,,31.0,69.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,West Allis-West Milwaukee,Nathan Hale High,2024-25,Black,0.0,White,0.0,,29.0,147.0,Black,0.0,Black,0.0,
act,reading,Race/Ethnicity,Whitefish Bay,Whitefish Bay High,2024-25,Black,,White,0.0,,,158.0,White,0.0,White,0.0,
act,reading,Race/Ethnicity,Whitnall,Whitnall High,2024-25,Black,,White,0.0,,,119.0,Hispanic,0.0,Hispanic,0.0,
act,science,Disability Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,SwoD,41.7969,SwD,3.2258,12.96,249.0,24.0,SwoD,41.7969,SwD,3.2258,12.96
act,science,Disability Status,South Milwaukee,South Milwaukee High,2024-25,SwoD,31.0,SwD,2.5,12.4,197.0,36.0,SwoD,31.0,SwD,2.5,12.4
act,science,Disability Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,SwoD,48.8235,SwD,4.7619,10.25,494.0,37.0,SwoD,48.8235,SwD,4.7619,10.25
act,science,Disability Status,Milwaukee,Reagan College Preparatory High,2024-25,SwoD,56.5217,SwD,10.5263,5.37,296.0,34.0,SwoD,56.5217,SwD,10.5263,5.37
act,science,Disability Status,Wauwatosa,West High,2024-25,SwoD,49.3392,SwD,9.6774,5.1,223.0,28.0,SwoD,49.3392,SwD,9.6774,5.1
act,science,Disability Status,Milwaukee,Bay View High,2024-25,SwoD,7.6923,SwD,2.439,3.15,137.0,39.0,SwoD,7.6923,SwD,2.439,3.15
act,science,Disability Status,Greendale,Greendale High,2024-25,SwoD,65.445,SwD,23.0769,2.84,191.0,24.0,SwoD,65.445,SwD,23.0769,2.84
act,science,Disability Status,Nicolet Union High School,Nicolet High,2024-25,SwoD,59.4595,SwD,21.4286,2.77,217.0,22.0,SwoD,59.4595,SwD,21.4286,2.77
act,science,Disability Status,Seeds of Health,Tenor High,2024-25,SwoD,12.1739,SwD,4.5455,2.68,115.0,21.0,SwoD,12.1739,SwD,4.5455,2.68
act,science,Disability Status,Milwaukee,King International,2024-25,SwoD,29.1815,SwD,11.5385,2.53,251.0,22.0,SwoD,29.1815,SwD,11.5385,2.53
act,science,Disability Status,Whitefish Bay,Whitefish Bay High,2024-25,SwoD,84.434,SwD,38.0952,2.22,210.0,20.0,SwoD,84.434,SwD,38.0952,2.22
act,science,Disability Status,Milwaukee,Pulaski High,2024-25,SwoD,5.5172,SwD,2.9412,1.88,114.0,23.0,SwoD,5.5172,SwD,2.9412,1.88
act,science,Disability Status,Wauwatosa,East High,2024-25,SwoD,59.6567,SwD,34.6154,1.72,226.0,23.0,SwoD,59.6567,SwD,34.6154,1.72
act,science,Disability Status,Milwaukee,Audubon Technology and Communication High,2024-25,SwoD,17.5439,SwD,0.0,,54.0,22.0,SwoD,17.5439,SwD,0.0,
act,science,Disability Status,Milwaukee,Bradley Technology High,2024-25,SwoD,5.914,SwD,0.0,,174.0,20.0,SwoD,5.914,SwD,0.0,
act,science,Disability Status,Milwaukee,Hamilton High,2024-25,SwoD,5.0691,SwD,0.0,,180.0,31.0,SwoD,5.0691,SwD,0.0,
act,science,Disability Status,Milwaukee,Milwaukee High School of the Arts,2024-25,SwoD,12.0192,SwD,0.0,,202.0,32.0,SwoD,12.0192,SwD,0.0,
act,science,Disability Status,Milwaukee,Riverside High,2024-25,SwoD,13.8889,SwD,0.0,,155.0,21.0,SwoD,13.8889,SwD,0.0,
act,science,Disability Status,West Allis-West Milwaukee,Central High,2024-25,SwoD,17.0,SwD,0.0,,193.0,24.0,SwoD,17.0,SwD,0.0,
act,science,EL Status,Milwaukee,South Division High,2024-25,Eng Prof,7.4627,EL,0.8929,8.36,49.0,85.0,Eng Prof,7.4627,EL,0.8929,8.36
act,science,EL Status,Milwaukee,Reagan College Preparatory High,2024-25,Eng Prof,56.7114,EL,10.2564,5.53,291.0,39.0,Eng Prof,56.7114,EL,10.2564,5.53
act,science,EL Status,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Eng Prof,55.2632,EL,11.1111,4.97,114.0,27.0,Eng Prof,55.2632,EL,11.1111,4.97
act,science,EL Status,Milwaukee,Riverside High,2024-25,Eng Prof,14.1104,EL,4.6512,3.03,139.0,37.0,Eng Prof,14.1104,EL,4.6512,3.03
act,science,EL Status,Milwaukee,Milwaukee High School of the Arts,2024-25,Eng Prof,11.6162,EL,4.7619,2.44,194.0,40.0,Eng Prof,11.6162,EL,4.7619,2.44
act,science,EL Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Eng Prof,47.025,EL,19.3548,2.43,502.0,29.0,Eng Prof,47.025,EL,19.3548,2.43
act,science,EL Status,Milwaukee,Carmen High School of Science and Technology South Campus,2024-25,Eng Prof,32.5581,EL,13.7255,2.37,43.0,50.0,Eng Prof,32.5581,EL,13.7255,2.37
act,science,EL Status,Milwaukee,Hamilton High,2024-25,Eng Prof,5.2941,EL,2.2472,2.36,135.0,76.0,Eng Prof,5.2941,EL,2.2472,2.36
act,science,EL Status,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2024-25,Eng Prof,20.7792,EL,8.9744,2.32,75.0,74.0,Eng Prof,20.7792,EL,8.9744,2.32
act,science,EL Status,Milwaukee,King International,2024-25,Eng Prof,29.2419,EL,13.3333,2.19,250.0,23.0,Eng Prof,29.2419,EL,13.3333,2.19
act,science,EL Status,Milwaukee,Pulaski High,2024-25,Eng Prof,6.1856,EL,3.6585,1.69,77.0,60.0,Eng Prof,6.1856,EL,3.6585,1.69
act,science,EL Status,Milwaukee,Bay View High,2024-25,Eng Prof,6.7568,EL,5.5556,1.22,142.0,34.0,Eng Prof,6.7568,EL,5.5556,1.22
