metric,dimension,group,subject,unit,district,school,year,value,pct_below,tested,status_flag
forward,All Students,All Students,ela,pct,Greendale,Canterbury Elementary,2022-23,100.0,0.0,31,
forward,Economic Status,Econ Disadv,science,pct,South Milwaukee,E W Luther Elementary,2022-23,100.0,0.0,3,
forward,All Students,All Students,ela,pct,Greendale,College Park Elementary,2022-23,100.0,0.0,26,
forward,Disability Status,SwoD,math,pct,Whitnall,Hales Corners Elementary,2022-23,100.0,0.0,52,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Garland Elementary,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Garland Elementary,2022-23,100.0,0.0,4,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Garland Elementary,2022-23,100.0,0.0,7,
forward,Gender,Female,science,pct,Shorewood,Atwater Elementary,2022-23,100.0,0.0,11,
forward,Gender,Male,science,pct,Shorewood,Atwater Elementary,2022-23,100.0,0.0,7,
forward,Economic Status,Not Econ Disadv,science,pct,South Milwaukee,Blakewood Elementary,2022-23,100.0,0.0,8,
forward,Economic Status,Econ Disadv,science,pct,South Milwaukee,Blakewood Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,science,pct,Shorewood,Lake Bluff Elementary,2022-23,100.0,0.0,22,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Thoreau Elementary,2022-23,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2022-23,100.0,0.0,5,
forward,Economic Status,Econ Disadv,math,pct,Greendale,College Park Elementary,2022-23,100.0,0.0,17,
forward,Economic Status,Not Econ Disadv,science,pct,Shorewood,Shorewood Intermediate,2022-23,100.0,0.0,36,
forward,Economic Status,Econ Disadv,science,pct,Shorewood,Shorewood Intermediate,2022-23,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,science,pct,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2022-23,100.0,0.0,3,
forward,Economic Status,Not Econ Disadv,math,pct,Greendale,College Park Elementary,2022-23,100.0,0.0,33,
forward,Disability Status,SwoD,math,pct,Whitnall,Whitnall Middle,2022-23,100.0,0.0,33,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,100.0,0.0,10,
forward,All Students,All Students,math,pct,Cudahy,Jones Elementary,2022-23,100.0,0.0,3,
forward,Gender,Male,social,pct,Milwaukee,Whittier Elementary,2022-23,100.0,0.0,1,
forward,Gender,Male,social,pct,Milwaukee,Zablocki Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,math,pct,Greendale,Canterbury Elementary,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Rogers Street Academy,2022-23,100.0,0.0,4,
forward,EL Status,EL,social,pct,Milwaukee,Rogers Street Academy,2022-23,100.0,0.0,2,
forward,Gender,Male,social,pct,Franklin Public,Franklin High,2022-23,100.0,0.0,61,
forward,EL Status,EL,social,pct,Milwaukee,Pulaski High,2022-23,100.0,0.0,1,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Pulaski High,2022-23,100.0,0.0,1,
forward,Disability Status,SwoD,math,pct,West Allis-West Milwaukee,Wilson Elementary,2022-23,100.0,0.0,2,
forward,Gender,Male,social,pct,Oak Creek-Franklin Joint,Carollton Elementary,2022-23,100.0,0.0,18,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Wauwatosa STEM,2022-23,100.0,0.0,8,
forward,Gender,Female,social,pct,Oak Creek-Franklin Joint,Carollton Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,Asian,science,pct,Milwaukee,Milwaukee Academy of Chinese Language,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,White,math,pct,Milwaukee,Academy of Accelerated Learning,2022-23,100.0,0.0,5,
forward,All Students,All Students,math,pct,Carmen High School of Science and Technology,Carmen Middle School South,2022-23,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,math,pct,Milwaukee,Academy of Accelerated Learning,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Wauwatosa,Washington Elementary,2022-23,100.0,0.0,3,
forward,Disability Status,SwoD,ela,pct,Milwaukee,Highland Community School,2022-23,100.0,0.0,19,
forward,Disability Status,SwD,ela,pct,Milwaukee,Highland Community School,2022-23,100.0,0.0,2,
forward,All Students,All Students,ela,pct,Greendale,Greendale Middle,2022-23,100.0,0.0,110,
forward,EL Status,Eng Prof,ela,pct,Franklin Public,Ben Franklin Elementary,2022-23,100.0,0.0,2,
forward,Gender,Female,science,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2022-23,100.0,0.0,20,
forward,Gender,Male,science,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2022-23,100.0,0.0,17,
forward,All Students,All Students,math,pct,Milwaukee,Fairview Elementary,2022-23,100.0,0.0,13,
forward,EL Status,EL,social,pct,Milwaukee,Reagan College Preparatory High,2022-23,100.0,0.0,2,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Underwood Elementary,2022-23,100.0,0.0,12,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Washington Elementary,2022-23,100.0,0.0,14,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Reagan College Preparatory High,2022-23,100.0,0.0,118,
forward,Gender,Male,science,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2022-23,100.0,0.0,38,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Whitman Middle,2022-23,100.0,0.0,50,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Parkview Elementary,2022-23,100.0,0.0,1,
forward,Disability Status,SwoD,math,pct,West Allis-West Milwaukee,Walker Elementary,2022-23,100.0,0.0,3,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Bethune Academy,2022-23,100.0,0.0,2,
forward,Gender,Female,science,pct,Oak Creek-Franklin Joint,Meadowview Elementary,2022-23,100.0,0.0,6,
forward,Gender,Male,science,pct,Oak Creek-Franklin Joint,Meadowview Elementary,2022-23,100.0,0.0,5,
forward,Gender,Female,social,pct,Oak Creek-Franklin Joint,Cedar Hills Elementary,2022-23,100.0,0.0,3,
forward,Economic Status,Econ Disadv,science,pct,West Allis-West Milwaukee,Franklin Elementary,2022-23,100.0,0.0,4,
forward,All Students,All Students,science,pct,Milwaukee,Eighty-First Street Elementary,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,ela,pct,Franklin Public,Forest Park Middle,2022-23,100.0,0.0,109,
forward,All Students,All Students,social,pct,West Allis-West Milwaukee,Pershing Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Wauwatosa,Whitman Middle,2022-23,100.0,0.0,10,
forward,All Students,All Students,science,pct,Milwaukee,Doerfler Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2022-23,100.0,0.0,11,
forward,Economic Status,Econ Disadv,math,pct,Glendale-River Hills,Glen Hills Middle,2022-23,100.0,0.0,9,
forward,Disability Status,SwD,math,pct,West Allis-West Milwaukee,West Milwaukee Intermediate,2022-23,100.0,0.0,1,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Pratt Elementary,2022-23,100.0,0.0,2,
forward,Economic Status,Not Econ Disadv,math,pct,Glendale-River Hills,Glen Hills Middle,2022-23,100.0,0.0,37,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Burdick Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Burdick Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Burdick Elementary,2022-23,100.0,0.0,9,
forward,Gender,Female,science,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2022-23,100.0,0.0,33,
forward,All Students,All Students,science,pct,Milwaukee,Curtin Elementary,2022-23,100.0,0.0,2,
forward,Economic Status,Not Econ Disadv,science,pct,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2022-23,100.0,0.0,22,
forward,All Students,All Students,social,pct,West Allis-West Milwaukee,Walker Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,White,science,pct,Milwaukee,Maryland Montessori,2022-23,100.0,0.0,22,
forward,Economic Status,Not Econ Disadv,ela,pct,Franklin Public,Ben Franklin Elementary,2022-23,100.0,0.0,6,
forward,Gender,Male,science,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,2022-23,100.0,0.0,9,
forward,EL Status,Eng Prof,ela,pct,Downtown Montessori Academy,Downtown Montessori,2022-23,100.0,0.0,11,
forward,Disability Status,SwD,science,pct,Whitefish Bay,Cumberland Elementary,2022-23,100.0,0.0,2,
forward,Disability Status,SwD,math,pct,Whitefish Bay,Richards Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Cooper Elementary,2022-23,100.0,0.0,10,
forward,Race/Ethnicity,Black,social,pct,West Allis-West Milwaukee,Central High,2022-23,100.0,0.0,1,
forward,All Students,All Students,social,pct,West Allis-West Milwaukee,West Milwaukee Intermediate,2022-23,100.0,0.0,9,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Longfellow Middle,2022-23,100.0,0.0,69,
forward,Economic Status,Econ Disadv,science,pct,Wauwatosa,Longfellow Middle,2022-23,100.0,0.0,6,
forward,Disability Status,SwoD,math,pct,Whitefish Bay,Richards Elementary,2022-23,100.0,0.0,69,
forward,Economic Status,Econ Disadv,science,pct,Wauwatosa,Madison Elementary,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,ela,pct,Darrell L. Hines Academy,Darrell Lynn Hines Academy,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Curtin Elementary,2022-23,100.0,0.0,2,
forward,Gender,Male,social,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2022-23,100.0,0.0,2,
forward,Gender,Female,social,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2022-23,100.0,0.0,1,
forward,All Students,All Students,math,pct,Oak Creek-Franklin Joint,Deerfield Elementary,2022-23,100.0,0.0,28,
forward,All Students,All Students,science,pct,Milwaukee,Clement Avenue Elementary,2022-23,100.0,0.0,6,
forward,Gender,Female,social,pct,Franklin Public,Franklin High,2022-23,100.0,0.0,65,
forward,Disability Status,SwoD,science,pct,Milwaukee,Milwaukee Parkside School,2022-23,100.0,0.0,14,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Jefferson Elementary,2022-23,100.0,0.0,12,
forward,Economic Status,Not Econ Disadv,ela,pct,Fox Point J2,Stormonth Elementary,2022-23,100.0,0.0,37,
forward,Economic Status,Econ Disadv,ela,pct,Fox Point J2,Stormonth Elementary,2022-23,100.0,0.0,4,
forward,Race/Ethnicity,White,science,pct,Milwaukee,MacDowell Montessori School K3-12,2022-23,100.0,0.0,6,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Madison Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Cooper Elementary,2022-23,100.0,0.0,6,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Cooper Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,ela,pct,Franklin Public,Ben Franklin Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Clement Avenue Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Clement Avenue Elementary,2022-23,100.0,0.0,2,
forward,Gender,Male,social,pct,Nicolet Union High School,Nicolet High,2022-23,100.0,0.0,59,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,Roosevelt Elementary,2022-23,100.0,0.0,31,
forward,Economic Status,Econ Disadv,science,pct,Wauwatosa,Roosevelt Elementary,2022-23,100.0,0.0,5,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Riley Dual Language Montessori School,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Asian,math,pct,Milwaukee,Academy of Accelerated Learning,2022-23,100.0,0.0,3,
forward,Disability Status,SwD,math,pct,Whitefish Bay,Cumberland Elementary,2022-23,100.0,0.0,3,
forward,Disability Status,SwoD,math,pct,Whitefish Bay,Cumberland Elementary,2022-23,100.0,0.0,54,
forward,EL Status,Eng Prof,ela,pct,Fox Point J2,Stormonth Elementary,2022-23,100.0,0.0,11,
forward,All Students,All Students,science,pct,Milwaukee,Cooper Elementary,2022-23,100.0,0.0,14,
forward,Gender,Female,social,pct,Nicolet Union High School,Nicolet High,2022-23,100.0,0.0,47,
forward,Economic Status,Econ Disadv,math,pct,Glendale-River Hills,Parkway Elementary,2022-23,100.0,0.0,2,
forward,Economic Status,Not Econ Disadv,science,pct,Wauwatosa,McKinley Elementary,2022-23,100.0,0.0,18,
forward,Economic Status,Econ Disadv,science,pct,Wauwatosa,McKinley Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,science,pct,Milwaukee,Manitoba Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,math,pct,Glendale-River Hills,Parkway Elementary,2022-23,100.0,0.0,13,
forward,All Students,All Students,science,pct,Milwaukee,Congress Elementary,2022-23,100.0,0.0,2,
forward,All Students,All Students,math,pct,Carmen High School of Science and Technology,Stellar Collegiate Charter School,2022-23,100.0,0.0,1,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Riverside High,2022-23,100.0,0.0,8,
forward,Gender,Female,science,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Cooper Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Grantosa Drive Elementary,2022-23,100.0,0.0,1,
forward,All Students,All Students,social,pct,Whitnall,Whitnall Middle,2022-23,100.0,0.0,56,
forward,Race/Ethnicity,Asian,math,pct,Maple Dale-Indian Hill,Maple Dale School,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Black,math,pct,Whitefish Bay,Whitefish Bay Middle,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Lowell International Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Lowell International Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Wedgewood Park School,2022-23,100.0,0.0,8,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Wedgewood Park School,2022-23,100.0,0.0,7,
forward,Gender,Male,social,pct,Milwaukee,Victory Elementary,2022-23,100.0,0.0,3,
forward,Gender,Female,social,pct,Milwaukee,Victory Elementary,2022-23,100.0,0.0,6,
forward,Disability Status,SwoD,ela,pct,Milwaukee,Greenfield Bilingual,2022-23,100.0,0.0,10,
forward,EL Status,EL,ela,pct,Brown Deer,Brown Deer Elementary,2022-23,100.0,0.0,1,
forward,EL Status,EL,social,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,social,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2022-23,100.0,0.0,81,
forward,Disability Status,SwoD,science,pct,Cudahy,Mitchell Elementary,2022-23,100.0,0.0,6,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,MacDowell Montessori School K3-12,2022-23,100.0,0.0,8,
forward,Gender,Male,science,pct,South Milwaukee,South Milwaukee Middle,2022-23,100.0,0.0,15,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Vieau Elementary,2022-23,100.0,0.0,2,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Vieau Elementary,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,social,pct,West Allis-West Milwaukee,Hoover Elementary,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,White,social,pct,West Allis-West Milwaukee,Hoover Elementary,2022-23,100.0,0.0,7,
forward,Disability Status,SwoD,science,pct,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2022-23,100.0,0.0,4,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,social,pct,Oak Creek-Franklin Joint,Oak Creek High,2022-23,100.0,0.0,118,
forward,Gender,Female,science,pct,United Community Center,Bruce Guadalupe,2022-23,100.0,0.0,10,
forward,Economic Status,Not Econ Disadv,ela,pct,Downtown Montessori Academy,Downtown Montessori,2022-23,100.0,0.0,2,
forward,Gender,Male,science,pct,United Community Center,Bruce Guadalupe,2022-23,100.0,0.0,25,
forward,EL Status,Eng Prof,social,pct,Oak Creek-Franklin Joint,Meadowview Elementary,2022-23,100.0,0.0,19,
forward,All Students,All Students,math,pct,Darrell L. Hines Academy,Darrell Lynn Hines Academy,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,White,math,pct,Greenfield,Maple Grove Elementary,2022-23,100.0,0.0,2,
forward,Disability Status,SwoD,ela,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2022-23,100.0,0.0,15,
forward,All Students,All Students,ela,pct,Glendale-River Hills,Parkway Elementary,2022-23,100.0,0.0,9,
forward,Race/Ethnicity,Black,science,pct,Milwaukee,Grantosa Drive Elementary,2022-23,100.0,0.0,1,
forward,Disability Status,SwoD,science,pct,Cudahy,Lincoln Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Zablocki Elementary,2022-23,100.0,0.0,1,
forward,Disability Status,SwD,social,pct,Wauwatosa,McKinley Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,math,pct,Greenfield,Edgewood Elementary,2022-23,100.0,0.0,14,
forward,Economic Status,Not Econ Disadv,math,pct,Greenfield,Edgewood Elementary,2022-23,100.0,0.0,17,
forward,Gender,Female,science,pct,South Milwaukee,Rawson Elementary,2022-23,100.0,0.0,7,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Longfellow Elementary,2022-23,100.0,0.0,4,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Whittier Elementary,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,social,pct,Oak Creek-Franklin Joint,Forest Ridge Elementary,2022-23,100.0,0.0,16,
forward,Race/Ethnicity,Hispanic,science,pct,Milwaukee,Grant Elementary,2022-23,100.0,0.0,4,
forward,Gender,Male,science,pct,South Milwaukee,Rawson Elementary,2022-23,100.0,0.0,4,
forward,All Students,All Students,science,pct,Milwaukee,Barton Elementary,2022-23,100.0,0.0,1,
forward,EL Status,Eng Prof,ela,pct,Brown Deer,Brown Deer Elementary,2022-23,100.0,0.0,11,
forward,All Students,All Students,social,pct,Whitefish Bay,Whitefish Bay High,2022-23,100.0,0.0,129,
forward,Race/Ethnicity,Asian,science,pct,Milwaukee,Grant Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Whitman Elementary,2022-23,100.0,0.0,3,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Whitman Elementary,2022-23,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,math,pct,Greenfield,Maple Grove Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Whittier Elementary,2022-23,100.0,0.0,1,
forward,Gender,Female,social,pct,Milwaukee,Vieau Elementary,2022-23,100.0,0.0,7,
forward,All Students,All Students,social,pct,Whitefish Bay,Whitefish Bay Middle,2022-23,100.0,0.0,97,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Manitoba Elementary,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,math,pct,Greenfield,Elm Dale Elementary,2022-23,100.0,0.0,8,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee Excellence Charter School,2022-23,100.0,0.0,1,
forward,Disability Status,SwD,social,pct,Milwaukee,Honey Creek Elementary,2022-23,100.0,0.0,1,
forward,All Students,All Students,math,pct,Oak Creek-Franklin Joint,Forest Ridge Elementary,2022-23,100.0,0.0,8,
forward,EL Status,EL,social,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee French Immersion,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Milwaukee French Immersion,2022-23,100.0,0.0,7,
forward,Disability Status,SwoD,ela,pct,Milwaukee,Green Tree Preparatory Academy,2022-23,100.0,0.0,1,
forward,Disability Status,SwoD,social,pct,Wauwatosa,McKinley Elementary,2022-23,100.0,0.0,24,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Morgandale Elementary,2022-23,100.0,0.0,3,
forward,Disability Status,SwoD,science,pct,Fox Point J2,Bayside Middle,2022-23,100.0,0.0,41,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Morgandale Elementary,2022-23,100.0,0.0,3,
forward,Disability Status,SwD,science,pct,Fox Point J2,Stormonth Elementary,2022-23,100.0,0.0,4,
forward,All Students,All Students,math,pct,Milwaukee,Engleburg Elementary,2022-23,100.0,0.0,2,
forward,EL Status,Eng Prof,social,pct,Pathways High,Pathways High,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee German Immersion,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Two or More,ela,pct,Milwaukee,Milwaukee German Immersion,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Milwaukee Spanish Immersion,2022-23,100.0,0.0,4,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Milwaukee Spanish Immersion,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,math,pct,Greenfield,Glenwood Elementary,2022-23,100.0,0.0,4,
forward,Economic Status,Not Econ Disadv,math,pct,Greenfield,Glenwood Elementary,2022-23,100.0,0.0,2,
forward,Disability Status,SwoD,science,pct,Fox Point J2,Stormonth Elementary,2022-23,100.0,0.0,27,
forward,EL Status,Eng Prof,social,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,2022-23,100.0,0.0,15,
forward,All Students,All Students,science,pct,Milwaukee,Audubon Technology and Communication Middle,2022-23,100.0,0.0,9,
forward,Economic Status,Econ Disadv,math,pct,Greenfield,Elm Dale Elementary,2022-23,100.0,0.0,3,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Ninety-Fifth Street Elementary,2022-23,100.0,0.0,3,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Roosevelt Middle,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Rogers Street Academy,2022-23,100.0,0.0,2,
forward,Gender,Female,science,pct,United Community Center,United Community Center Acosta Middle School,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,White,science,pct,Milwaukee,Golda Meir School,2022-23,100.0,0.0,15,
forward,Race/Ethnicity,Hispanic,science,pct,Milwaukee,Golda Meir School,2022-23,100.0,0.0,1,
forward,Disability Status,SwoD,social,pct,Milwaukee,Honey Creek Elementary,2022-23,100.0,0.0,6,
forward,Disability Status,SwD,science,pct,Whitefish Bay,Richards Elementary,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Maryland Montessori,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Maryland Montessori,2022-23,100.0,0.0,19,
forward,Gender,Male,science,pct,United Community Center,United Community Center Acosta Middle School,2022-23,100.0,0.0,2,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Ninety-Fifth Street Elementary,2022-23,100.0,0.0,1,
forward,Gender,Male,social,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,100.0,0.0,4,
forward,EL Status,EL,social,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2022-23,100.0,0.0,2,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Parkview Elementary,2022-23,100.0,0.0,1,
forward,EL Status,Eng Prof,social,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2022-23,100.0,0.0,52,
forward,Disability Status,SwoD,social,pct,Whitnall,Whitnall Middle,2022-23,100.0,0.0,55,
forward,Disability Status,SwD,social,pct,Whitnall,Whitnall Middle,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,science,pct,Milwaukee,Obama School of Career and Technical Education,2022-23,100.0,0.0,1,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee,Obama School of Career and Technical Education,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,Black,science,pct,Milwaukee,Golda Meir School,2022-23,100.0,0.0,12,
forward,Disability Status,SwoD,science,pct,Whitefish Bay,Richards Elementary,2022-23,100.0,0.0,35,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2022-23,100.0,0.0,1,
forward,Gender,Female,social,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,2022-23,100.0,0.0,6,
forward,Race/Ethnicity,Hispanic,science,pct,Milwaukee,Greenfield Bilingual,2022-23,100.0,0.0,4,
forward,Economic Status,Econ Disadv,science,pct,Milwaukee Science Education Consortium,Milwaukee Academy of Science,2022-23,100.0,0.0,2,
forward,Gender,Male,social,pct,Milwaukee,Vieau Elementary,2022-23,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Burbank Elementary,2022-23,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,science,pct,Milwaukee,Honey Creek Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Hayes Bilingual School,2022-23,100.0,0.0,1,
forward,Economic Status,Not Econ Disadv,science,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2022-23,100.0,0.0,27,
forward,Economic Status,Econ Disadv,science,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2022-23,100.0,0.0,10,
forward,Race/Ethnicity,Black,science,pct,Milwaukee,Honey Creek Elementary,2022-23,100.0,0.0,1,
forward,Disability Status,SwD,science,pct,Milwaukee,Milwaukee German Immersion,2022-23,100.0,0.0,3,
forward,Disability Status,SwoD,science,pct,Brown Deer,Brown Deer Middle/High,2022-23,100.0,0.0,12,
forward,Disability Status,SwoD,ela,pct,Milwaukee,Hartford Avenue Elementary,2022-23,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,social,pct,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2022-23,100.0,0.0,5,
forward,EL Status,Eng Prof,social,pct,Milwaukee,Wedgewood Park School,2022-23,100.0,0.0,17,
forward,All Students,All Students,math,pct,Cudahy,Kosciuszko Elementary,2022-23,100.0,0.0,2,
forward,Race/Ethnicity,White,social,pct,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2022-23,100.0,0.0,35,
forward,Economic Status,Not Econ Disadv,science,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2022-23,100.0,0.0,59,
forward,Economic Status,Econ Disadv,science,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2022-23,100.0,0.0,12,
