metric,dimension,group,subject,unit,district,school,year,value,pct_below,tested,status_flag
forward,Race/Ethnicity,Hispanic,ela,pct,Oak Creek-Franklin Joint,Forest Ridge Elementary,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Glendale-River Hills,Glen Hills Middle,2018-19,100.0,0.0,48,
forward,Race/Ethnicity,White,ela,pct,Oak Creek-Franklin Joint,Forest Ridge Elementary,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Hispanic,ela,pct,Oak Creek-Franklin Joint,Meadowview Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Oak Creek-Franklin Joint,Meadowview Elementary,2018-19,100.0,0.0,20,
forward,All Students,All Students,science,pct,Franklin Public,Southwood Glen Elementary,2018-19,100.0,0.0,24,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Whitman Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Asian,ela,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Whitman Elementary,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Wedgewood Park School,2018-19,100.0,0.0,15,
forward,All Students,All Students,science,pct,Milwaukee,Academy of Accelerated Learning,2018-19,100.0,0.0,14,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee Spanish Immersion,2018-19,100.0,0.0,4,
forward,All Students,All Students,science,pct,Milwaukee,ALBA - Academia de Lenguaje y Bellas Artes,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Milwaukee Spanish Immersion,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Milwaukee Spanish Immersion,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Morse Mid,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Maple Dale-Indian Hill,Maple Dale School,2018-19,100.0,0.0,34,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Morse Mid,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Ninety-Fifth Street Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Riley Dual Language Montessori School,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Greenfield,Maple Grove Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,River Trail School of Agricultural Science,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Rogers Street Academy,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Roosevelt Middle,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Trowbridge Street School of Great Lakes Studies,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Greenfield,Greenfield Middle,2018-19,100.0,0.0,56,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Victory Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Victory Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Victory Elementary,2018-19,100.0,0.0,5,
forward,All Students,All Students,science,pct,Greenfield,Glenwood Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Wedgewood Park School,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Wedgewood Park School,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Wedgewood Park School,2018-19,100.0,0.0,15,
forward,All Students,All Students,science,pct,Greenfield,Elm Dale Elementary,2018-19,100.0,0.0,16,
forward,Race/Ethnicity,Black,ela,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,ela,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2018-19,100.0,0.0,11,
forward,All Students,All Students,science,pct,Franklin Public,Robinwood Elementary,2018-19,100.0,0.0,27,
forward,Race/Ethnicity,Hispanic,ela,pct,Shorewood,Shorewood Intermediate,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Shorewood,Shorewood Intermediate,2018-19,100.0,0.0,29,
forward,All Students,All Students,science,pct,Cudahy,Mitchell Elementary,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,White,ela,pct,South Milwaukee,Blakewood Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,South Milwaukee,E W Luther Elementary,2018-19,100.0,0.0,7,
forward,All Students,All Students,science,pct,Cudahy,Lincoln Elementary,2018-19,100.0,0.0,11,
forward,Race/Ethnicity,White,ela,pct,South Milwaukee,Lakeview Elementary,2018-19,100.0,0.0,8,
forward,Race/Ethnicity,White,ela,pct,South Milwaukee,Rawson Elementary,2018-19,100.0,0.0,8,
forward,All Students,All Students,science,pct,Cudahy,Kosciuszko Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Hispanic,ela,pct,South Milwaukee,South Milwaukee Middle,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,White,ela,pct,South Milwaukee,South Milwaukee Middle,2018-19,100.0,0.0,17,
forward,Race/Ethnicity,Hispanic,ela,pct,United Community Center Acosta Middle,United Community Center Acosta Middle School,2018-19,100.0,0.0,6,
forward,All Students,All Students,science,pct,Cudahy,Jones Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Wauwatosa,Eisenhower Elementary,2018-19,100.0,0.0,11,
forward,Race/Ethnicity,Two or More,ela,pct,Wauwatosa,Jefferson Elementary,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Cudahy,Cudahy Middle,2018-19,100.0,0.0,18,
forward,Race/Ethnicity,White,ela,pct,Wauwatosa,Jefferson Elementary,2018-19,100.0,0.0,15,
forward,Race/Ethnicity,White,ela,pct,Wauwatosa,Lincoln Elementary,2018-19,100.0,0.0,26,
forward,All Students,All Students,science,pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Asian,ela,pct,Wauwatosa,Longfellow Middle,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Black,ela,pct,Wauwatosa,Longfellow Middle,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Wauwatosa,Longfellow Middle,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Two or More,ela,pct,Wauwatosa,Longfellow Middle,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Asian,ela,pct,Shorewood,Shorewood Intermediate,2018-19,100.0,0.0,3,
forward,All Students,All Students,science,pct,Cudahy,Park View Elementary,2018-19,100.0,0.0,4,
forward,All Students,All Students,science,pct,Downtown Montessori Academy,Downtown Montessori,2018-19,100.0,0.0,14,
forward,Race/Ethnicity,White,ela,pct,Shorewood,Lake Bluff Elementary,2018-19,100.0,0.0,42,
forward,Race/Ethnicity,Two or More,ela,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Oak Creek-Franklin Joint,Oak Creek East Middle,2018-19,100.0,0.0,110,
forward,All Students,All Students,science,pct,Franklin Public,Pleasant View Elementary,2018-19,100.0,0.0,23,
forward,Race/Ethnicity,Asian,ela,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2018-19,100.0,0.0,10,
forward,Race/Ethnicity,Black,ela,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,ela,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Two or More,ela,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Franklin Public,Forest Park Middle,2018-19,100.0,0.0,102,
forward,Race/Ethnicity,White,ela,pct,Oak Creek-Franklin Joint,Oak Creek West Middle,2018-19,100.0,0.0,43,
forward,All Students,All Students,science,pct,Franklin Public,Country Dale Elementary,2018-19,100.0,0.0,26,
forward,Race/Ethnicity,Hispanic,ela,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Milwaukee School of Languages,2018-19,100.0,0.0,27,
forward,Race/Ethnicity,White,ela,pct,Oak Creek-Franklin Joint,Shepard Hills Elementary,2018-19,100.0,0.0,11,
forward,All Students,All Students,science,pct,Franklin Public,Ben Franklin Elementary,2018-19,100.0,0.0,13,
forward,Race/Ethnicity,Hispanic,ela,pct,Saint Francis,Deer Creek Intermediate,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Saint Francis,Deer Creek Intermediate,2018-19,100.0,0.0,14,
forward,All Students,All Students,science,pct,Fox Point J2,Stormonth Elementary,2018-19,100.0,0.0,36,
forward,Race/Ethnicity,Hispanic,ela,pct,Saint Francis,Willow Glen Primary School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Saint Francis,Willow Glen Primary School,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Asian,ela,pct,Shorewood,Atwater Elementary,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Fox Point J2,Bayside Middle,2018-19,100.0,0.0,43,
forward,Race/Ethnicity,White,ela,pct,Shorewood,Atwater Elementary,2018-19,100.0,0.0,11,
forward,Race/Ethnicity,Asian,ela,pct,Shorewood,Lake Bluff Elementary,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Black,ela,pct,Shorewood,Lake Bluff Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Two or More,ela,pct,Milwaukee,Milwaukee School of Languages,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Milwaukee School of Languages,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee School of Languages,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Burbank Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Burbank Elementary,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Eighty-First Street Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Burdick Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Burdick Elementary,2018-19,100.0,0.0,13,
forward,All Students,All Students,science,pct,Milwaukee,Doerfler Elementary,2018-19,100.0,0.0,3,
forward,All Students,All Students,science,pct,Milwaukee,Daniel Webster Secondary School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Carmen Middle School South,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2018-19,100.0,0.0,3,
forward,All Students,All Students,science,pct,Milwaukee,Curtin Elementary,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Clement Avenue Elementary,2018-19,100.0,0.0,4,
forward,All Students,All Students,science,pct,Milwaukee,Craig Montessori School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Clement Avenue Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Congress Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Cooper Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Cooper Elementary,2018-19,100.0,0.0,13,
forward,All Students,All Students,science,pct,Milwaukee,Cooper Elementary,2018-19,100.0,0.0,11,
forward,All Students,All Students,science,pct,Milwaukee,Congress Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Curtin Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Curtin Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Daniel Webster Secondary School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Doerfler Elementary,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Fairview Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Burbank Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Bethune Academy,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Bay View Montessori School,2018-19,100.0,0.0,6,
forward,All Students,All Students,science,pct,Milwaukee,Emerson Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Greenfield,Elm Dale Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Greenfield,Elm Dale Elementary,2018-19,100.0,0.0,10,
forward,All Students,All Students,science,pct,Milwaukee,Gaenslen Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Greenfield,Glenwood Elementary,2018-19,100.0,0.0,8,
forward,Race/Ethnicity,Asian,ela,pct,Greenfield,Greenfield Middle,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,ela,pct,Greenfield,Greenfield Middle,2018-19,100.0,0.0,7,
forward,All Students,All Students,science,pct,Milwaukee,Franklin Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Greenfield,Greenfield Middle,2018-19,100.0,0.0,20,
forward,All Students,All Students,science,pct,Milwaukee,Forest Home Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Two or More,ela,pct,Greenfield,Maple Grove Elementary,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Fifty-Third Street Elementary,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Clement Avenue Elementary,2018-19,100.0,0.0,12,
forward,Race/Ethnicity,White,ela,pct,Greenfield,Maple Grove Elementary,2018-19,100.0,0.0,3,
forward,All Students,All Students,science,pct,Milwaukee,Fernwood Montessori,2018-19,100.0,0.0,25,
forward,Race/Ethnicity,Black,ela,pct,Maple Dale-Indian Hill,Maple Dale School,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Maple Dale-Indian Hill,Maple Dale School,2018-19,100.0,0.0,43,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Academy of Accelerated Learning,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Academy of Accelerated Learning,2018-19,100.0,0.0,5,
forward,All Students,All Students,science,pct,Milwaukee,Fairview Elementary,2018-19,100.0,0.0,13,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Academy of Accelerated Learning,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Alcott Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Alcott Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Audubon Technology and Communication Middle,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Audubon Technology and Communication Middle,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Asian,ela,pct,Maple Dale-Indian Hill,Maple Dale School,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Garland Elementary,2018-19,100.0,0.0,9,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Fairview Elementary,2018-19,100.0,0.0,11,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Fernwood Montessori,2018-19,100.0,0.0,23,
forward,All Students,All Students,science,pct,Milwaukee,Bethune Academy,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,King International Baccalaureate Middle,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,La Causa Charter School,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Bay View Montessori School,2018-19,100.0,0.0,9,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Lincoln Avenue Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Lincoln Middle,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Barton Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Longfellow Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,MacDowell Montessori School K3-12,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Auer Avenue Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Manitoba Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Manitoba Elementary,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Manitoba Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Maryland Montessori,2018-19,100.0,0.0,19,
forward,All Students,All Students,science,pct,Milwaukee,Audubon Technology and Communication Middle,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee College Preparatory School -- 38th Street,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Milwaukee German Immersion,2018-19,100.0,0.0,16,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Milwaukee Parkside School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Milwaukee Parkside School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Milwaukee Parkside School,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Alcott Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Humboldt Park Elementary,2018-19,100.0,0.0,14,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Humboldt Park Elementary,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Humboldt Park Elementary,2018-19,100.0,0.0,11,
forward,All Students,All Students,science,pct,Milwaukee,Browning Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Forest Home Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Fratney Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,Garland Elementary,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Cass Street Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Garland Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Garland Elementary,2018-19,100.0,0.0,9,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Garland Elementary,2018-19,100.0,0.0,8,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Golda Meir School,2018-19,100.0,0.0,19,
forward,All Students,All Students,science,pct,Milwaukee,Carson Academy,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Golda Meir School,2018-19,100.0,0.0,14,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Golda Meir School,2018-19,100.0,0.0,41,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Fernwood Montessori,2018-19,100.0,0.0,2,
forward,All Students,All Students,science,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2018-19,100.0,0.0,10,
forward,Race/Ethnicity,Asian,ela,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,100.0,0.0,16,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Hawley Environmental School,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Burdick Elementary,2018-19,100.0,0.0,26,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Hawthorne Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Hayes Bilingual School,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Highland Community School,2018-19,100.0,0.0,1,
forward,All Students,All Students,science,pct,Milwaukee,Burbank Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Highland Community School,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Black,ela,pct,Milwaukee,Honey Creek Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Honey Creek Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,ela,pct,Milwaukee,Honey Creek Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,ela,pct,Milwaukee,Grant Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Asian,math,pct,Whitefish Bay,Cumberland Elementary,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Black,math,pct,Whitefish Bay,Cumberland Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,math,pct,Whitefish Bay,Cumberland Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Kagel Elementary,2018-19,100.0,0.0,1,
forward,All Students,All Students,ela,pct,Milwaukee,Lincoln Middle,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Asian,social,pct,Milwaukee,King International,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,King International,2018-19,100.0,0.0,13,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,King International,2018-19,100.0,0.0,9,
forward,All Students,All Students,ela,pct,Milwaukee,Lincoln Avenue Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Two or More,social,pct,Milwaukee,King International,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,social,pct,Milwaukee,King International,2018-19,100.0,0.0,15,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,King International Baccalaureate Middle,2018-19,100.0,0.0,4,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Kluge Elementary,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,La Causa Charter School,2018-19,100.0,0.0,2,
forward,All Students,All Students,ela,pct,Milwaukee,La Causa Charter School,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Lincoln Avenue Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Longfellow Elementary,2018-19,100.0,0.0,9,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Lowell International Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Lowell International Elementary,2018-19,100.0,0.0,1,
forward,All Students,All Students,ela,pct,Milwaukee,King International Baccalaureate Middle,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,MacDowell Montessori School K3-12,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,social,pct,Milwaukee,MacDowell Montessori School K3-12,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Manitoba Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Manitoba Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,social,pct,Milwaukee,Maryland Montessori,2018-19,100.0,0.0,14,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2018-19,100.0,0.0,5,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Milwaukee Community Cyber High,2018-19,100.0,0.0,1,
forward,All Students,All Students,ela,pct,Milwaukee,Longfellow Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,White,social,pct,Milwaukee,Humboldt Park Elementary,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Golda Meir School,2018-19,100.0,0.0,12,
forward,Race/Ethnicity,White,social,pct,Milwaukee,Golda Meir School,2018-19,100.0,0.0,34,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Grandview High,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Asian,social,pct,Milwaukee,Grant Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Grant Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Grant Elementary,2018-19,100.0,0.0,5,
forward,All Students,All Students,ela,pct,Milwaukee,Maryland Montessori,2018-19,100.0,0.0,24,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Greenfield Bilingual,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Asian,social,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2018-19,100.0,0.0,25,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Hamilton High,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Hamilton High,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,White,social,pct,Milwaukee,Hamilton High,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Hampton Elementary,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Hawley Environmental School,2018-19,100.0,0.0,1,
forward,All Students,All Students,ela,pct,Milwaukee,Manitoba Elementary,2018-19,100.0,0.0,6,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Highland Community School,2018-19,100.0,0.0,2,
forward,Race/Ethnicity,White,social,pct,Milwaukee,Highland Community School,2018-19,100.0,0.0,7,
forward,Race/Ethnicity,Black,social,pct,Milwaukee,Honey Creek Elementary,2018-19,100.0,0.0,1,
forward,Race/Ethnicity,Hispanic,social,pct,Milwaukee,Honey Creek Elementary,2018-19,100.0,0.0,3,
forward,All Students,All Students,ela,pct,Milwaukee,MacDowell Montessori School K3-12,2018-19,100.0,0.0,3,
forward,Race/Ethnicity,White,social,pct,Milwaukee,Honey Creek Elementary,2018-19,100.0,0.0,3,
forward,All Students,All Students,ela,pct,Milwaukee,Lowell International Elementary,2018-19,100.0,0.0,1,
