dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
EL Status,Milwaukee,Greenfield Bilingual,2024-25,EL,21.9,Eng Prof,37.8,0.58,Eng Prof,37.8,EL,21.9,1.73
EL Status,Milwaukee,Morgandale Elementary,2024-25,EL,25.3,Eng Prof,44.3,0.57,Eng Prof,44.3,EL,25.3,1.75
EL Status,Brown Deer,Brown Deer Elementary,2024-25,EL,13.0,Eng Prof,23.1,0.56,Eng Prof,23.1,EL,13.0,1.78
EL Status,West Allis-West Milwaukee,Irving Elementary,2024-25,EL,6.7,Eng Prof,12.5,0.54,Eng Prof,12.5,EL,6.7,1.87
EL Status,Milwaukee,Rogers Street Academy,2024-25,EL,26.6,Eng Prof,50.6,0.53,Eng Prof,50.6,EL,26.6,1.9
EL Status,Milwaukee Math and Science Academy,Milwaukee Math and Science Academy,2024-25,EL,28.6,Eng Prof,53.7,0.53,Eng Prof,53.7,EL,28.6,1.88
EL Status,Seeds of Health,Seeds of Health Elementary Program,2024-25,EL,20.2,Eng Prof,42.9,0.47,Eng Prof,42.9,EL,20.2,2.12
EL Status,Milwaukee,Longfellow Elementary,2024-25,EL,27.6,Eng Prof,60.5,0.46,Eng Prof,60.5,EL,27.6,2.19
EL Status,Milwaukee,U S Grant School,2024-25,EL,22.9,Eng Prof,51.3,0.45,Eng Prof,51.3,EL,22.9,2.24
EL Status,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,EL,25.3,Eng Prof,57.0,0.44,Eng Prof,57.0,EL,25.3,2.25
EL Status,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,EL,6.7,Eng Prof,15.3,0.44,Eng Prof,15.3,EL,6.7,2.28
EL Status,Milwaukee,Lowell International Elementary,2024-25,EL,14.0,Eng Prof,32.8,0.43,Eng Prof,32.8,EL,14.0,2.34
EL Status,Milwaukee,Burbank Elementary,2024-25,EL,16.3,Eng Prof,45.5,0.36,Eng Prof,45.5,EL,16.3,2.79
EL Status,Milwaukee,Bethune Academy,2024-25,EL,17.9,Eng Prof,52.0,0.34,Eng Prof,52.0,EL,17.9,2.91
EL Status,Milwaukee,Morse Mid,2024-25,EL,15.4,Eng Prof,57.8,0.27,Eng Prof,57.8,EL,15.4,3.75
EL Status,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,EL,2.5,Eng Prof,9.5,0.26,Eng Prof,9.5,EL,2.5,3.8
EL Status,Milwaukee,Story Elementary,2024-25,EL,9.9,Eng Prof,57.4,0.17,Eng Prof,57.4,EL,9.9,5.8
EL Status,Greendale,College Park Elementary,2024-25,EL,0.0,Eng Prof,2.8,0.0,Eng Prof,2.8,EL,0.0,
EL Status,Nicolet Union High School,Nicolet High,2024-25,EL,0.0,Eng Prof,2.9,0.0,Eng Prof,2.9,EL,0.0,
Economic Status,Greendale,Canterbury Elementary,2024-25,Econ Disadv,8.9,Not Econ Disadv,0.4,22.25,Econ Disadv,8.9,Not Econ Disadv,0.4,22.25
Economic Status,Maple Dale-Indian Hill,Indian Hill School,2024-25,Econ Disadv,13.0,Not Econ Disadv,0.6,21.67,Econ Disadv,13.0,Not Econ Disadv,0.6,21.67
Economic Status,Wauwatosa,Jefferson Elementary,2024-25,Econ Disadv,16.1,Not Econ Disadv,0.8,20.12,Econ Disadv,16.1,Not Econ Disadv,0.8,20.12
Economic Status,Wauwatosa,McKinley Elementary,2024-25,Econ Disadv,19.6,Not Econ Disadv,1.4,14.0,Econ Disadv,19.6,Not Econ Disadv,1.4,14.0
Economic Status,Fox Point J2,Stormonth Elementary,2024-25,Econ Disadv,31.3,Not Econ Disadv,2.3,13.61,Econ Disadv,31.3,Not Econ Disadv,2.3,13.61
Economic Status,Milwaukee,Craig Montessori School,2024-25,Econ Disadv,19.0,Not Econ Disadv,1.6,11.88,Econ Disadv,19.0,Not Econ Disadv,1.6,11.88
Economic Status,Milwaukee,Milwaukee German Immersion,2024-25,Econ Disadv,23.5,Not Econ Disadv,2.0,11.75,Econ Disadv,23.5,Not Econ Disadv,2.0,11.75
Economic Status,Wauwatosa,Roosevelt Elementary,2024-25,Econ Disadv,31.6,Not Econ Disadv,3.1,10.19,Econ Disadv,31.6,Not Econ Disadv,3.1,10.19
Economic Status,Wauwatosa,Lincoln Elementary,2024-25,Econ Disadv,15.2,Not Econ Disadv,1.5,10.13,Econ Disadv,15.2,Not Econ Disadv,1.5,10.13
Economic Status,Wauwatosa,Madison Elementary,2024-25,Econ Disadv,24.1,Not Econ Disadv,2.6,9.27,Econ Disadv,24.1,Not Econ Disadv,2.6,9.27
Economic Status,Milwaukee,Academy of Accelerated Learning,2024-25,Econ Disadv,19.0,Not Econ Disadv,2.1,9.05,Econ Disadv,19.0,Not Econ Disadv,2.1,9.05
Economic Status,West Allis-West Milwaukee,Mitchell Elementary,2024-25,Econ Disadv,7.1,Not Econ Disadv,0.9,7.89,Econ Disadv,7.1,Not Econ Disadv,0.9,7.89
Economic Status,Wauwatosa,Eisenhower Elementary,2024-25,Econ Disadv,31.7,Not Econ Disadv,4.2,7.55,Econ Disadv,31.7,Not Econ Disadv,4.2,7.55
Economic Status,Glendale-River Hills,Parkway Elementary,2024-25,Econ Disadv,14.0,Not Econ Disadv,1.9,7.37,Econ Disadv,14.0,Not Econ Disadv,1.9,7.37
Economic Status,Milwaukee,Milwaukee French Immersion,2024-25,Econ Disadv,24.8,Not Econ Disadv,3.4,7.29,Econ Disadv,24.8,Not Econ Disadv,3.4,7.29
Economic Status,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Econ Disadv,21.6,Not Econ Disadv,3.1,6.97,Econ Disadv,21.6,Not Econ Disadv,3.1,6.97
Economic Status,Greendale,Highland View Elementary,2024-25,Econ Disadv,18.0,Not Econ Disadv,2.6,6.92,Econ Disadv,18.0,Not Econ Disadv,2.6,6.92
Economic Status,Wauwatosa,Longfellow Middle,2024-25,Econ Disadv,26.8,Not Econ Disadv,4.3,6.23,Econ Disadv,26.8,Not Econ Disadv,4.3,6.23
Economic Status,Nicolet Union High School,Nicolet High,2024-25,Econ Disadv,8.3,Not Econ Disadv,1.4,5.93,Econ Disadv,8.3,Not Econ Disadv,1.4,5.93
Economic Status,West Allis-West Milwaukee,Pershing Elementary,2024-25,Econ Disadv,14.2,Not Econ Disadv,2.4,5.92,Econ Disadv,14.2,Not Econ Disadv,2.4,5.92
Economic Status,Whitnall,Edgerton Elementary,2024-25,Econ Disadv,7.9,Not Econ Disadv,1.4,5.64,Econ Disadv,7.9,Not Econ Disadv,1.4,5.64
Economic Status,Milwaukee,Fernwood Montessori,2024-25,Econ Disadv,24.3,Not Econ Disadv,4.5,5.4,Econ Disadv,24.3,Not Econ Disadv,4.5,5.4
Economic Status,Milwaukee,Bay View Montessori School,2024-25,Econ Disadv,6.3,Not Econ Disadv,1.2,5.25,Econ Disadv,6.3,Not Econ Disadv,1.2,5.25
Economic Status,Wauwatosa,Underwood Elementary,2024-25,Econ Disadv,24.3,Not Econ Disadv,4.8,5.06,Econ Disadv,24.3,Not Econ Disadv,4.8,5.06
Economic Status,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Econ Disadv,20.4,Not Econ Disadv,4.2,4.86,Econ Disadv,20.4,Not Econ Disadv,4.2,4.86
Economic Status,Maple Dale-Indian Hill,Maple Dale School,2024-25,Econ Disadv,17.2,Not Econ Disadv,3.6,4.78,Econ Disadv,17.2,Not Econ Disadv,3.6,4.78
Economic Status,Whitnall,Hales Corners Elementary,2024-25,Econ Disadv,4.3,Not Econ Disadv,0.9,4.78,Econ Disadv,4.3,Not Econ Disadv,0.9,4.78
Economic Status,Greenfield,Edgewood Elementary,2024-25,Econ Disadv,9.9,Not Econ Disadv,2.1,4.71,Econ Disadv,9.9,Not Econ Disadv,2.1,4.71
Economic Status,Milwaukee,Cooper Elementary,2024-25,Econ Disadv,13.1,Not Econ Disadv,2.8,4.68,Econ Disadv,13.1,Not Econ Disadv,2.8,4.68
Economic Status,Oak Creek-Franklin Joint,Meadowview Elementary,2024-25,Econ Disadv,20.5,Not Econ Disadv,4.4,4.66,Econ Disadv,20.5,Not Econ Disadv,4.4,4.66
Economic Status,Shorewood,Shorewood Intermediate,2024-25,Econ Disadv,13.3,Not Econ Disadv,2.9,4.59,Econ Disadv,13.3,Not Econ Disadv,2.9,4.59
Economic Status,Greenfield,Maple Grove Elementary,2024-25,Econ Disadv,10.1,Not Econ Disadv,2.4,4.21,Econ Disadv,10.1,Not Econ Disadv,2.4,4.21
Economic Status,Milwaukee,Whitman Elementary,2024-25,Econ Disadv,46.4,Not Econ Disadv,11.1,4.18,Econ Disadv,46.4,Not Econ Disadv,11.1,4.18
Economic Status,West Allis-West Milwaukee,Wilson Elementary,2024-25,Econ Disadv,17.6,Not Econ Disadv,4.3,4.09,Econ Disadv,17.6,Not Econ Disadv,4.3,4.09
Economic Status,Wauwatosa,Whitman Middle,2024-25,Econ Disadv,29.0,Not Econ Disadv,7.1,4.08,Econ Disadv,29.0,Not Econ Disadv,7.1,4.08
Economic Status,West Allis-West Milwaukee,Nathan Hale High,2024-25,Econ Disadv,27.1,Not Econ Disadv,6.9,3.93,Econ Disadv,27.1,Not Econ Disadv,6.9,3.93
Economic Status,Greenfield,Elm Dale Elementary,2024-25,Econ Disadv,12.8,Not Econ Disadv,3.3,3.88,Econ Disadv,12.8,Not Econ Disadv,3.3,3.88
Economic Status,Milwaukee,Whittier Elementary,2024-25,Econ Disadv,14.3,Not Econ Disadv,3.7,3.86,Econ Disadv,14.3,Not Econ Disadv,3.7,3.86
Economic Status,Greenfield,Glenwood Elementary,2024-25,Econ Disadv,9.9,Not Econ Disadv,2.6,3.81,Econ Disadv,9.9,Not Econ Disadv,2.6,3.81
Economic Status,Oak Creek-Franklin Joint,Cedar Hills Elementary,2024-25,Econ Disadv,13.2,Not Econ Disadv,3.5,3.77,Econ Disadv,13.2,Not Econ Disadv,3.5,3.77
Economic Status,Wauwatosa,Washington Elementary,2024-25,Econ Disadv,14.3,Not Econ Disadv,3.8,3.76,Econ Disadv,14.3,Not Econ Disadv,3.8,3.76
Economic Status,West Allis-West Milwaukee,Walker Elementary,2024-25,Econ Disadv,19.0,Not Econ Disadv,5.1,3.73,Econ Disadv,19.0,Not Econ Disadv,5.1,3.73
Economic Status,Milwaukee,Burdick Elementary,2024-25,Econ Disadv,33.5,Not Econ Disadv,9.0,3.72,Econ Disadv,33.5,Not Econ Disadv,9.0,3.72
Economic Status,South Milwaukee,Blakewood Elementary,2024-25,Econ Disadv,30.1,Not Econ Disadv,8.1,3.72,Econ Disadv,30.1,Not Econ Disadv,8.1,3.72
Economic Status,Shorewood,Atwater Elementary,2024-25,Econ Disadv,7.8,Not Econ Disadv,2.1,3.71,Econ Disadv,7.8,Not Econ Disadv,2.1,3.71
Economic Status,Whitnall,Whitnall Middle,2024-25,Econ Disadv,18.5,Not Econ Disadv,5.0,3.7,Econ Disadv,18.5,Not Econ Disadv,5.0,3.7
Economic Status,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,Econ Disadv,10.3,Not Econ Disadv,2.8,3.68,Econ Disadv,10.3,Not Econ Disadv,2.8,3.68
Economic Status,South Milwaukee,E W Luther Elementary,2024-25,Econ Disadv,23.2,Not Econ Disadv,6.3,3.68,Econ Disadv,23.2,Not Econ Disadv,6.3,3.68
Economic Status,West Allis-West Milwaukee,Franklin Elementary,2024-25,Econ Disadv,12.1,Not Econ Disadv,3.3,3.67,Econ Disadv,12.1,Not Econ Disadv,3.3,3.67
Economic Status,Greendale,Greendale Middle,2024-25,Econ Disadv,9.1,Not Econ Disadv,2.5,3.64,Econ Disadv,9.1,Not Econ Disadv,2.5,3.64
Economic Status,Milwaukee,Maryland Montessori,2024-25,Econ Disadv,10.8,Not Econ Disadv,3.0,3.6,Econ Disadv,10.8,Not Econ Disadv,3.0,3.6
Economic Status,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Econ Disadv,12.9,Not Econ Disadv,3.7,3.49,Econ Disadv,12.9,Not Econ Disadv,3.7,3.49
Economic Status,Wauwatosa,Wilson Elementary,2024-25,Econ Disadv,17.4,Not Econ Disadv,5.0,3.48,Econ Disadv,17.4,Not Econ Disadv,5.0,3.48
Economic Status,Milwaukee,Milwaukee Spanish Immersion,2024-25,Econ Disadv,23.1,Not Econ Disadv,6.8,3.4,Econ Disadv,23.1,Not Econ Disadv,6.8,3.4
Economic Status,Glendale-River Hills,Glen Hills Middle,2024-25,Econ Disadv,17.4,Not Econ Disadv,5.2,3.35,Econ Disadv,17.4,Not Econ Disadv,5.2,3.35
Economic Status,Milwaukee,Garland Elementary,2024-25,Econ Disadv,24.8,Not Econ Disadv,7.4,3.35,Econ Disadv,24.8,Not Econ Disadv,7.4,3.35
Economic Status,Wauwatosa,East High,2024-25,Econ Disadv,40.3,Not Econ Disadv,12.2,3.3,Econ Disadv,40.3,Not Econ Disadv,12.2,3.3
Economic Status,Saint Francis,Deer Creek Intermediate,2024-25,Econ Disadv,25.9,Not Econ Disadv,7.9,3.28,Econ Disadv,25.9,Not Econ Disadv,7.9,3.28
Economic Status,Greendale,Greendale High,2024-25,Econ Disadv,25.6,Not Econ Disadv,8.1,3.16,Econ Disadv,25.6,Not Econ Disadv,8.1,3.16
Economic Status,Oak Creek-Franklin Joint,Deerfield Elementary,2024-25,Econ Disadv,11.7,Not Econ Disadv,3.7,3.16,Econ Disadv,11.7,Not Econ Disadv,3.7,3.16
Economic Status,Milwaukee,Milwaukee College Preparatory School -- 36th Street Campus,2024-25,Econ Disadv,25.7,Not Econ Disadv,8.2,3.13,Econ Disadv,25.7,Not Econ Disadv,8.2,3.13
Economic Status,Greenfield,Greenfield Middle,2024-25,Econ Disadv,17.5,Not Econ Disadv,5.6,3.12,Econ Disadv,17.5,Not Econ Disadv,5.6,3.12
Economic Status,Franklin Public,Franklin High,2024-25,Econ Disadv,14.6,Not Econ Disadv,4.7,3.11,Econ Disadv,14.6,Not Econ Disadv,4.7,3.11
Economic Status,Fox Point J2,Bayside Middle,2024-25,Econ Disadv,12.1,Not Econ Disadv,3.9,3.1,Econ Disadv,12.1,Not Econ Disadv,3.9,3.1
Economic Status,West Allis-West Milwaukee,Irving Elementary,2024-25,Econ Disadv,15.4,Not Econ Disadv,5.0,3.08,Econ Disadv,15.4,Not Econ Disadv,5.0,3.08
Economic Status,Oak Creek-Franklin Joint,Shepard Hills Elementary,2024-25,Econ Disadv,15.9,Not Econ Disadv,5.2,3.06,Econ Disadv,15.9,Not Econ Disadv,5.2,3.06
Economic Status,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,Econ Disadv,19.5,Not Econ Disadv,6.4,3.05,Econ Disadv,19.5,Not Econ Disadv,6.4,3.05
Economic Status,Franklin Public,Robinwood Elementary,2024-25,Econ Disadv,14.9,Not Econ Disadv,4.9,3.04,Econ Disadv,14.9,Not Econ Disadv,4.9,3.04
Economic Status,Wauwatosa,West High,2024-25,Econ Disadv,42.4,Not Econ Disadv,14.0,3.03,Econ Disadv,42.4,Not Econ Disadv,14.0,3.03
Economic Status,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2024-25,Econ Disadv,28.4,Not Econ Disadv,9.5,2.99,Econ Disadv,28.4,Not Econ Disadv,9.5,2.99
Economic Status,Milwaukee,Honey Creek Elementary,2024-25,Econ Disadv,27.2,Not Econ Disadv,9.2,2.96,Econ Disadv,27.2,Not Econ Disadv,9.2,2.96
Economic Status,Milwaukee,Milwaukee Parkside School,2024-25,Econ Disadv,28.7,Not Econ Disadv,9.7,2.96,Econ Disadv,28.7,Not Econ Disadv,9.7,2.96
Economic Status,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2024-25,Econ Disadv,31.7,Not Econ Disadv,10.9,2.91,Econ Disadv,31.7,Not Econ Disadv,10.9,2.91
Economic Status,Milwaukee,Humboldt Park Elementary,2024-25,Econ Disadv,36.2,Not Econ Disadv,12.9,2.81,Econ Disadv,36.2,Not Econ Disadv,12.9,2.81
Economic Status,Milwaukee,Parkview Elementary,2024-25,Econ Disadv,41.0,Not Econ Disadv,15.2,2.7,Econ Disadv,41.0,Not Econ Disadv,15.2,2.7
Economic Status,Saint Francis,Willow Glen Primary School,2024-25,Econ Disadv,28.4,Not Econ Disadv,10.5,2.7,Econ Disadv,28.4,Not Econ Disadv,10.5,2.7
Economic Status,Franklin Public,Southwood Glen Elementary,2024-25,Econ Disadv,10.9,Not Econ Disadv,4.2,2.6,Econ Disadv,10.9,Not Econ Disadv,4.2,2.6
Economic Status,Oak Creek-Franklin Joint,Oak Creek East Middle,2024-25,Econ Disadv,20.2,Not Econ Disadv,7.8,2.59,Econ Disadv,20.2,Not Econ Disadv,7.8,2.59
Economic Status,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Econ Disadv,23.8,Not Econ Disadv,9.2,2.59,Econ Disadv,23.8,Not Econ Disadv,9.2,2.59
Economic Status,Whitnall,Whitnall High,2024-25,Econ Disadv,23.5,Not Econ Disadv,9.1,2.58,Econ Disadv,23.5,Not Econ Disadv,9.1,2.58
Economic Status,Milwaukee,Lowell International Elementary,2024-25,Econ Disadv,31.1,Not Econ Disadv,12.1,2.57,Econ Disadv,31.1,Not Econ Disadv,12.1,2.57
Economic Status,Greendale,College Park Elementary,2024-25,Econ Disadv,4.3,Not Econ Disadv,1.7,2.53,Econ Disadv,4.3,Not Econ Disadv,1.7,2.53
Economic Status,Milwaukee,Doerfler Elementary,2024-25,Econ Disadv,50.5,Not Econ Disadv,20.0,2.52,Econ Disadv,50.5,Not Econ Disadv,20.0,2.52
Economic Status,Milwaukee,Golda Meir School,2024-25,Econ Disadv,22.2,Not Econ Disadv,8.8,2.52,Econ Disadv,22.2,Not Econ Disadv,8.8,2.52
Economic Status,Milwaukee,Curtin Elementary,2024-25,Econ Disadv,38.5,Not Econ Disadv,15.4,2.5,Econ Disadv,38.5,Not Econ Disadv,15.4,2.5
Economic Status,Milwaukee,Fairview Elementary,2024-25,Econ Disadv,28.7,Not Econ Disadv,11.8,2.43,Econ Disadv,28.7,Not Econ Disadv,11.8,2.43
Economic Status,South Milwaukee,Lakeview Elementary,2024-25,Econ Disadv,21.1,Not Econ Disadv,8.7,2.43,Econ Disadv,21.1,Not Econ Disadv,8.7,2.43
Economic Status,Franklin Public,Forest Park Middle,2024-25,Econ Disadv,16.0,Not Econ Disadv,6.6,2.42,Econ Disadv,16.0,Not Econ Disadv,6.6,2.42
Economic Status,Milwaukee,Highland Community School,2024-25,Econ Disadv,22.7,Not Econ Disadv,9.5,2.39,Econ Disadv,22.7,Not Econ Disadv,9.5,2.39
Economic Status,Milwaukee,Wedgewood Park School,2024-25,Econ Disadv,57.2,Not Econ Disadv,24.1,2.37,Econ Disadv,57.2,Not Econ Disadv,24.1,2.37
Economic Status,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Econ Disadv,33.8,Not Econ Disadv,14.6,2.32,Econ Disadv,33.8,Not Econ Disadv,14.6,2.32
Economic Status,Milwaukee,Ninety-Fifth Street Elementary,2024-25,Econ Disadv,39.1,Not Econ Disadv,16.9,2.31,Econ Disadv,39.1,Not Econ Disadv,16.9,2.31
Economic Status,Milwaukee,Stuart Elementary,2024-25,Econ Disadv,37.5,Not Econ Disadv,16.4,2.29,Econ Disadv,37.5,Not Econ Disadv,16.4,2.29
Economic Status,South Milwaukee,Rawson Elementary,2024-25,Econ Disadv,33.8,Not Econ Disadv,14.8,2.28,Econ Disadv,33.8,Not Econ Disadv,14.8,2.28
Economic Status,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Econ Disadv,24.4,Not Econ Disadv,10.7,2.28,Econ Disadv,24.4,Not Econ Disadv,10.7,2.28
Economic Status,Greenfield,Greenfield High,2024-25,Econ Disadv,27.9,Not Econ Disadv,12.4,2.25,Econ Disadv,27.9,Not Econ Disadv,12.4,2.25
Economic Status,Milwaukee,Eighty-First Street Elementary,2024-25,Econ Disadv,51.4,Not Econ Disadv,23.1,2.23,Econ Disadv,51.4,Not Econ Disadv,23.1,2.23
Economic Status,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Econ Disadv,24.7,Not Econ Disadv,11.1,2.23,Econ Disadv,24.7,Not Econ Disadv,11.1,2.23
Economic Status,Woodlands School,Woodlands School,2024-25,Econ Disadv,17.2,Not Econ Disadv,7.7,2.23,Econ Disadv,17.2,Not Econ Disadv,7.7,2.23
Economic Status,South Milwaukee,South Milwaukee Middle,2024-25,Econ Disadv,32.2,Not Econ Disadv,14.6,2.21,Econ Disadv,32.2,Not Econ Disadv,14.6,2.21
Economic Status,Milwaukee,Manitoba Elementary,2024-25,Econ Disadv,45.6,Not Econ Disadv,20.8,2.19,Econ Disadv,45.6,Not Econ Disadv,20.8,2.19
Economic Status,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Econ Disadv,19.8,Not Econ Disadv,9.2,2.15,Econ Disadv,19.8,Not Econ Disadv,9.2,2.15
Economic Status,Milwaukee,Engleburg Elementary,2024-25,Econ Disadv,60.7,Not Econ Disadv,28.6,2.12,Econ Disadv,60.7,Not Econ Disadv,28.6,2.12
Economic Status,Brown Deer,Brown Deer Elementary,2024-25,Econ Disadv,27.0,Not Econ Disadv,12.8,2.11,Econ Disadv,27.0,Not Econ Disadv,12.8,2.11
Economic Status,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,Econ Disadv,37.8,Not Econ Disadv,17.9,2.11,Econ Disadv,37.8,Not Econ Disadv,17.9,2.11
Economic Status,Milwaukee,Burbank Elementary,2024-25,Econ Disadv,42.7,Not Econ Disadv,20.3,2.1,Econ Disadv,42.7,Not Econ Disadv,20.3,2.1
Economic Status,Shorewood,Lake Bluff Elementary,2024-25,Econ Disadv,8.2,Not Econ Disadv,3.9,2.1,Econ Disadv,8.2,Not Econ Disadv,3.9,2.1
Economic Status,Milwaukee,Vieau Elementary,2024-25,Econ Disadv,32.9,Not Econ Disadv,15.9,2.07,Econ Disadv,32.9,Not Econ Disadv,15.9,2.07
Economic Status,West Allis-West Milwaukee,Central High,2024-25,Econ Disadv,47.1,Not Econ Disadv,23.0,2.05,Econ Disadv,47.1,Not Econ Disadv,23.0,2.05
Economic Status,United Community Center,Bruce Guadalupe,2024-25,Econ Disadv,18.6,Not Econ Disadv,9.1,2.04,Econ Disadv,18.6,Not Econ Disadv,9.1,2.04
Economic Status,Milwaukee,Kagel Elementary,2024-25,Econ Disadv,37.0,Not Econ Disadv,18.2,2.03,Econ Disadv,37.0,Not Econ Disadv,18.2,2.03
Economic Status,Cudahy,Mitchell Elementary,2024-25,Econ Disadv,34.9,Not Econ Disadv,17.5,1.99,Econ Disadv,34.9,Not Econ Disadv,17.5,1.99
Economic Status,Milwaukee,MacDowell Montessori School K3-12,2024-25,Econ Disadv,30.8,Not Econ Disadv,15.6,1.97,Econ Disadv,30.8,Not Econ Disadv,15.6,1.97
Economic Status,Franklin Public,Country Dale Elementary,2024-25,Econ Disadv,11.2,Not Econ Disadv,5.7,1.96,Econ Disadv,11.2,Not Econ Disadv,5.7,1.96
Economic Status,Milwaukee,Milwaukee School of Languages,2024-25,Econ Disadv,48.3,Not Econ Disadv,24.6,1.96,Econ Disadv,48.3,Not Econ Disadv,24.6,1.96
Economic Status,Milwaukee,Morse Mid,2024-25,Econ Disadv,60.1,Not Econ Disadv,30.9,1.94,Econ Disadv,60.1,Not Econ Disadv,30.9,1.94
Economic Status,Shorewood,Shorewood High,2024-25,Econ Disadv,30.2,Not Econ Disadv,15.6,1.94,Econ Disadv,30.2,Not Econ Disadv,15.6,1.94
Economic Status,Milwaukee,Greenfield Bilingual,2024-25,Econ Disadv,30.7,Not Econ Disadv,16.1,1.91,Econ Disadv,30.7,Not Econ Disadv,16.1,1.91
Economic Status,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,2024-25,Econ Disadv,27.0,Not Econ Disadv,14.3,1.89,Econ Disadv,27.0,Not Econ Disadv,14.3,1.89
Economic Status,Saint Francis,Saint Francis High,2024-25,Econ Disadv,28.9,Not Econ Disadv,15.5,1.86,Econ Disadv,28.9,Not Econ Disadv,15.5,1.86
Economic Status,Milwaukee,Riley Dual Language Montessori School,2024-25,Econ Disadv,20.7,Not Econ Disadv,11.3,1.83,Econ Disadv,20.7,Not Econ Disadv,11.3,1.83
Economic Status,Cudahy,Cudahy High,2024-25,Econ Disadv,39.8,Not Econ Disadv,22.1,1.8,Econ Disadv,39.8,Not Econ Disadv,22.1,1.8
Economic Status,Milwaukee,Neeskara Elementary,2024-25,Econ Disadv,53.5,Not Econ Disadv,31.0,1.73,Econ Disadv,53.5,Not Econ Disadv,31.0,1.73
Economic Status,Cudahy,Kosciuszko Elementary,2024-25,Econ Disadv,48.3,Not Econ Disadv,28.2,1.71,Econ Disadv,48.3,Not Econ Disadv,28.2,1.71
Economic Status,Milwaukee,Allen-Field Elementary,2024-25,Econ Disadv,41.2,Not Econ Disadv,24.3,1.7,Econ Disadv,41.2,Not Econ Disadv,24.3,1.7
Economic Status,Milwaukee,La Causa Charter School,2024-25,Econ Disadv,36.1,Not Econ Disadv,21.3,1.69,Econ Disadv,36.1,Not Econ Disadv,21.3,1.69
Economic Status,Milwaukee Scholars Charter School,Milwaukee Scholars Charter School,2024-25,Econ Disadv,41.4,Not Econ Disadv,24.8,1.67,Econ Disadv,41.4,Not Econ Disadv,24.8,1.67
Economic Status,Milwaukee,Reagan College Preparatory High,2024-25,Econ Disadv,24.3,Not Econ Disadv,14.6,1.66,Econ Disadv,24.3,Not Econ Disadv,14.6,1.66
Economic Status,Milwaukee,King International,2024-25,Econ Disadv,43.6,Not Econ Disadv,26.4,1.65,Econ Disadv,43.6,Not Econ Disadv,26.4,1.65
Economic Status,Franklin Public,Pleasant View Elementary,2024-25,Econ Disadv,13.1,Not Econ Disadv,8.0,1.64,Econ Disadv,13.1,Not Econ Disadv,8.0,1.64
Economic Status,Milwaukee,Morgandale Elementary,2024-25,Econ Disadv,37.5,Not Econ Disadv,23.0,1.63,Econ Disadv,37.5,Not Econ Disadv,23.0,1.63
Economic Status,Milwaukee,Grantosa Drive Elementary,2024-25,Econ Disadv,63.2,Not Econ Disadv,39.3,1.61,Econ Disadv,63.2,Not Econ Disadv,39.3,1.61
Economic Status,Seeds of Health,Veritas High,2024-25,Econ Disadv,22.1,Not Econ Disadv,13.8,1.6,Econ Disadv,22.1,Not Econ Disadv,13.8,1.6
Economic Status,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Econ Disadv,43.8,Not Econ Disadv,27.5,1.59,Econ Disadv,43.8,Not Econ Disadv,27.5,1.59
Economic Status,South Milwaukee,South Milwaukee High,2024-25,Econ Disadv,48.9,Not Econ Disadv,30.7,1.59,Econ Disadv,48.9,Not Econ Disadv,30.7,1.59
Economic Status,Woodlands School,Woodlands School - State Street Campus,2024-25,Econ Disadv,40.9,Not Econ Disadv,25.9,1.58,Econ Disadv,40.9,Not Econ Disadv,25.9,1.58
Economic Status,Milwaukee,Audubon Technology and Communication High,2024-25,Econ Disadv,44.9,Not Econ Disadv,28.8,1.56,Econ Disadv,44.9,Not Econ Disadv,28.8,1.56
Economic Status,Milwaukee,Milwaukee Sign Language Elementary,2024-25,Econ Disadv,70.0,Not Econ Disadv,44.8,1.56,Econ Disadv,70.0,Not Econ Disadv,44.8,1.56
Economic Status,Brown Deer,Brown Deer Middle/High,2024-25,Econ Disadv,42.6,Not Econ Disadv,27.4,1.55,Econ Disadv,42.6,Not Econ Disadv,27.4,1.55
