dimension,district,school,year,focus_group,focus_rate,reference_group,reference_rate,focus_reference_ratio,highest_group,highest_rate,lowest_group,lowest_rate,high_low_ratio
Gender,Milwaukee,Kluge Elementary,2024-25,Male,48.9,Female,50.4,0.97,Female,50.4,Male,48.9,1.03
Gender,Milwaukee,Alliance School of Milwaukee,2024-25,Male,89.1,Female,93.2,0.96,Female,93.2,Male,89.1,1.05
Gender,Milwaukee,Bay View High,2024-25,Male,72.4,Female,75.3,0.96,Female,75.3,Male,72.4,1.04
Gender,Milwaukee,Gaenslen Elementary,2024-25,Male,34.0,Female,35.6,0.96,Female,35.6,Male,34.0,1.05
Gender,Milwaukee,King International Baccalaureate Middle,2024-25,Male,69.1,Female,72.1,0.96,Female,72.1,Male,69.1,1.04
Gender,Milwaukee,MacDowell Montessori School K3-12,2024-25,Male,24.0,Female,24.9,0.96,Female,24.9,Male,24.0,1.04
Gender,Milwaukee,Milwaukee Parkside School,2024-25,Male,23.6,Female,24.7,0.96,Female,24.7,Male,23.6,1.05
Gender,Milwaukee,Neeskara Elementary,2024-25,Male,50.3,Female,52.6,0.96,Female,52.6,Male,50.3,1.05
Gender,Milwaukee,South Division High,2024-25,Male,61.2,Female,63.5,0.96,Female,63.5,Male,61.2,1.04
Gender,Franklin Public,Ben Franklin Elementary,2024-25,Male,5.7,Female,6.0,0.95,Female,6.0,Male,5.7,1.05
Gender,Milwaukee,Garland Elementary,2024-25,Male,22.5,Female,23.6,0.95,Female,23.6,Male,22.5,1.05
Gender,Milwaukee,Maple Tree Elementary,2024-25,Male,50.0,Female,52.9,0.95,Female,52.9,Male,50.0,1.06
Gender,Milwaukee,Milwaukee College Preparatory School -- Lloyd Street,2024-25,Male,24.9,Female,26.2,0.95,Female,26.2,Male,24.9,1.05
Gender,Milwaukee,Milwaukee German Immersion,2024-25,Male,7.4,Female,7.8,0.95,Female,7.8,Male,7.4,1.05
Gender,Milwaukee,North Division High,2024-25,Male,86.2,Female,91.1,0.95,Female,91.1,Male,86.2,1.06
Gender,Milwaukee,Wedgewood Park School,2024-25,Male,49.1,Female,51.6,0.95,Female,51.6,Male,49.1,1.05
Gender,Rocketship Education Wisconsin,Rocketship Southside Community Prep,2024-25,Male,29.5,Female,31.1,0.95,Female,31.1,Male,29.5,1.05
Gender,Carmen High School of Science and Technology,Stellar Collegiate Charter School,2024-25,Male,35.8,Female,38.0,0.94,Female,38.0,Male,35.8,1.06
Gender,Greenfield,Maple Grove Elementary,2024-25,Male,6.5,Female,6.9,0.94,Female,6.9,Male,6.5,1.06
Gender,Milwaukee,Hamilton High,2024-25,Male,71.6,Female,75.9,0.94,Female,75.9,Male,71.6,1.06
Gender,Milwaukee,Victory Elementary,2024-25,Male,23.4,Female,25.0,0.94,Female,25.0,Male,23.4,1.07
Gender,Oak Creek-Franklin Joint,Oak Creek West Middle,2024-25,Male,13.8,Female,14.7,0.94,Female,14.7,Male,13.8,1.07
Gender,Milwaukee,Audubon Technology and Communication High,2024-25,Male,41.3,Female,44.4,0.93,Female,44.4,Male,41.3,1.08
Gender,Milwaukee,Lincoln Avenue Elementary,2024-25,Male,21.4,Female,23.0,0.93,Female,23.0,Male,21.4,1.07
Gender,Milwaukee,Project STAY-Supporting Teachers and Youth,2024-25,Male,87.5,Female,94.4,0.93,Female,94.4,Male,87.5,1.08
Gender,Milwaukee,Riverside High,2024-25,Male,62.7,Female,67.1,0.93,Female,67.1,Male,62.7,1.07
Gender,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2024-25,Male,85.0,Female,91.2,0.93,Female,91.2,Male,85.0,1.07
Gender,Milwaukee,Kagel Elementary,2024-25,Male,33.3,Female,36.0,0.92,Female,36.0,Male,33.3,1.08
Gender,Milwaukee,Milwaukee French Immersion,2024-25,Male,16.9,Female,18.3,0.92,Female,18.3,Male,16.9,1.08
Gender,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,Male,6.0,Female,6.5,0.92,Female,6.5,Male,6.0,1.08
Gender,Milwaukee,Humboldt Park Elementary,2024-25,Male,31.2,Female,34.1,0.91,Female,34.1,Male,31.2,1.09
Gender,Milwaukee,Starms Early Childhood,2024-25,Male,41.4,Female,45.5,0.91,Female,45.5,Male,41.4,1.1
Gender,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Male,15.7,Female,17.2,0.91,Female,17.2,Male,15.7,1.1
Gender,Greendale,Highland View Elementary,2024-25,Male,6.4,Female,7.1,0.9,Female,7.1,Male,6.4,1.11
Gender,Milwaukee,Ninety-Fifth Street Elementary,2024-25,Male,33.2,Female,36.7,0.9,Female,36.7,Male,33.2,1.11
Gender,Milwaukee,Sherman Elementary,2024-25,Male,64.4,Female,71.4,0.9,Female,71.4,Male,64.4,1.11
Gender,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,Male,33.3,Female,37.0,0.9,Female,37.0,Male,33.3,1.11
Gender,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Male,19.9,Female,22.0,0.9,Female,22.0,Male,19.9,1.11
Gender,Milwaukee,Banner Preparatory School of Milwaukee,2024-25,Male,85.2,Female,95.5,0.89,Female,95.5,Male,85.2,1.12
Gender,Milwaukee,James Madison Academic Campus,2024-25,Male,82.7,Female,92.5,0.89,Female,92.5,Male,82.7,1.12
Gender,Milwaukee,Milwaukee College Preparatory School: Lola Rowe North Campus,2024-25,Male,16.7,Female,18.7,0.89,Female,18.7,Male,16.7,1.12
Gender,Milwaukee,Westside Academy,2024-25,Male,56.9,Female,64.1,0.89,Female,64.1,Male,56.9,1.13
Gender,Oak Creek-Franklin Joint,Shepard Hills Elementary,2024-25,Male,9.0,Female,10.1,0.89,Female,10.1,Male,9.0,1.12
Gender,Woodlands School,Woodlands School,2024-25,Male,11.0,Female,12.4,0.89,Female,12.4,Male,11.0,1.13
Gender,Milwaukee,Alcott Elementary,2024-25,Male,37.2,Female,42.1,0.88,Female,42.1,Male,37.2,1.13
Gender,Milwaukee,King International,2024-25,Male,35.7,Female,40.5,0.88,Female,40.5,Male,35.7,1.13
Gender,Milwaukee,La Causa Charter School,2024-25,Male,32.6,Female,37.0,0.88,Female,37.0,Male,32.6,1.13
Gender,Milwaukee,Milwaukee Academy of Chinese Language,2024-25,Male,40.1,Female,45.4,0.88,Female,45.4,Male,40.1,1.13
Gender,Wauwatosa,Jefferson Elementary,2024-25,Male,5.3,Female,6.0,0.88,Female,6.0,Male,5.3,1.13
Gender,Wauwatosa,Whitman Middle,2024-25,Male,13.6,Female,15.5,0.88,Female,15.5,Male,13.6,1.14
Gender,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2024-25,Male,9.7,Female,11.1,0.87,Female,11.1,Male,9.7,1.14
Gender,Milwaukee,Milwaukee High School of the Arts,2024-25,Male,49.5,Female,57.0,0.87,Female,57.0,Male,49.5,1.15
Gender,Milwaukee,Emerson Elementary,2024-25,Male,53.7,Female,62.2,0.86,Female,62.2,Male,53.7,1.16
Gender,Milwaukee,Green Tree Preparatory Academy,2024-25,Male,75.0,Female,87.6,0.86,Female,87.6,Male,75.0,1.17
Gender,Milwaukee,Golda Meir School,2024-25,Male,14.1,Female,16.6,0.85,Female,16.6,Male,14.1,1.18
Gender,Milwaukee,Highland Community School,2024-25,Male,13.8,Female,16.2,0.85,Female,16.2,Male,13.8,1.17
Gender,Milwaukee,Stuart Elementary,2024-25,Male,30.9,Female,36.4,0.85,Female,36.4,Male,30.9,1.18
Gender,Whitefish Bay,Cumberland Elementary,2024-25,Male,1.7,Female,2.0,0.85,Female,2.0,Male,1.7,1.18
Gender,Whitefish Bay,Richards Elementary,2024-25,Male,3.3,Female,3.9,0.85,Female,3.9,Male,3.3,1.18
Gender,Milwaukee,ASSATA High,2024-25,Male,67.4,Female,80.0,0.84,Female,80.0,Male,67.4,1.19
Gender,Milwaukee,Honey Creek Elementary,2024-25,Male,20.9,Female,25.3,0.83,Female,25.3,Male,20.9,1.21
Gender,Milwaukee,Bradley Technology High,2024-25,Male,69.7,Female,84.8,0.82,Female,84.8,Male,69.7,1.22
Gender,South Milwaukee,South Milwaukee Middle,2024-25,Male,21.6,Female,26.4,0.82,Female,26.4,Male,21.6,1.22
Gender,Trans Center for Youth,Escuela Verde,2024-25,Male,64.6,Female,78.4,0.82,Female,78.4,Male,64.6,1.21
Gender,Wauwatosa,Roosevelt Elementary,2024-25,Male,9.6,Female,11.7,0.82,Female,11.7,Male,9.6,1.22
Gender,Woodlands School,Woodlands School - State Street Campus,2024-25,Male,32.6,Female,39.7,0.82,Female,39.7,Male,32.6,1.22
Gender,Milwaukee,Cooper Elementary,2024-25,Male,8.5,Female,10.5,0.81,Female,10.5,Male,8.5,1.24
Gender,Milwaukee,Reagan College Preparatory High,2024-25,Male,17.6,Female,21.8,0.81,Female,21.8,Male,17.6,1.24
Gender,Brown Deer,Brown Deer Middle/High,2024-25,Male,32.5,Female,40.6,0.8,Female,40.6,Male,32.5,1.25
Gender,Greendale,Greendale High,2024-25,Male,11.9,Female,14.9,0.8,Female,14.9,Male,11.9,1.25
Gender,South Milwaukee,Lakeview Elementary,2024-25,Male,14.2,Female,17.7,0.8,Female,17.7,Male,14.2,1.25
Gender,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Male,19.9,Female,24.8,0.8,Female,24.8,Male,19.9,1.25
Gender,Milwaukee,Burdick Elementary,2024-25,Male,20.7,Female,26.3,0.79,Female,26.3,Male,20.7,1.27
Gender,Cudahy,Cudahy Middle,2024-25,Male,32.8,Female,41.8,0.78,Female,41.8,Male,32.8,1.27
Gender,Saint Francis,Deer Creek Intermediate,2024-25,Male,14.7,Female,18.8,0.78,Female,18.8,Male,14.7,1.28
Gender,South Milwaukee,E W Luther Elementary,2024-25,Male,12.2,Female,15.6,0.78,Female,15.6,Male,12.2,1.28
Gender,Wauwatosa,McKinley Elementary,2024-25,Male,4.0,Female,5.1,0.78,Female,5.1,Male,4.0,1.27
Gender,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2024-25,Male,23.1,Female,30.3,0.76,Female,30.3,Male,23.1,1.31
Gender,West Allis-West Milwaukee,Pershing Elementary,2024-25,Male,10.5,Female,13.9,0.76,Female,13.9,Male,10.5,1.32
Gender,Glendale-River Hills,Glen Hills Middle,2024-25,Male,8.8,Female,11.7,0.75,Female,11.7,Male,8.8,1.33
Gender,Milwaukee,Allen-Field Elementary,2024-25,Male,34.4,Female,46.1,0.75,Female,46.1,Male,34.4,1.34
Gender,Greenfield,Glenwood Elementary,2024-25,Male,6.6,Female,8.9,0.74,Female,8.9,Male,6.6,1.35
Gender,Oak Creek-Franklin Joint,Carollton Elementary,2024-25,Male,5.8,Female,8.0,0.72,Female,8.0,Male,5.8,1.38
Gender,Wauwatosa,Eisenhower Elementary,2024-25,Male,11.9,Female,16.8,0.71,Female,16.8,Male,11.9,1.41
Gender,Franklin Public,Franklin High,2024-25,Male,5.7,Female,8.4,0.68,Female,8.4,Male,5.7,1.47
Gender,Wauwatosa,Wauwatosa Montessori School,2024-25,Male,3.5,Female,5.5,0.64,Female,5.5,Male,3.5,1.57
Gender,Whitnall,Whitnall High,2024-25,Male,10.6,Female,16.5,0.64,Female,16.5,Male,10.6,1.56
Gender,Wauwatosa,Underwood Elementary,2024-25,Male,10.5,Female,16.6,0.63,Female,16.6,Male,10.5,1.58
Gender,Pathways High,Pathways High,2024-25,Male,34.8,Female,59.1,0.59,Female,59.1,Male,34.8,1.7
Gender,Shorewood,Shorewood High,2024-25,Male,13.7,Female,23.4,0.59,Female,23.4,Male,13.7,1.71
Gender,Shorewood,Lake Bluff Elementary,2024-25,Male,3.5,Female,6.0,0.58,Female,6.0,Male,3.5,1.71
Gender,Franklin Public,Pleasant View Elementary,2024-25,Male,7.0,Female,12.2,0.57,Female,12.2,Male,7.0,1.74
Gender,Greenfield,Edgewood Elementary,2024-25,Male,5.2,Female,9.8,0.53,Female,9.8,Male,5.2,1.88
Gender,West Allis-West Milwaukee,Irving Elementary,2024-25,Male,8.3,Female,15.9,0.52,Female,15.9,Male,8.3,1.92
Gender,Whitnall,Edgerton Elementary,2024-25,Male,2.3,Female,4.4,0.52,Female,4.4,Male,2.3,1.91
Gender,Whitnall,Whitnall Middle,2024-25,Male,6.2,Female,11.9,0.52,Female,11.9,Male,6.2,1.92
Gender,Maple Dale-Indian Hill,Indian Hill School,2024-25,Male,1.2,Female,3.1,0.39,Female,3.1,Male,1.2,2.58
Gender,Wauwatosa,Wauwatosa Virtual Academy,2024-25,Male,0.0,Female,0.0,,Female,0.0,Female,0.0,
Gender,West Allis-West Milwaukee,Deeper Learning Virtual Academy,2024-25,Male,0.0,Female,0.0,,Female,0.0,Female,0.0,
Race/Ethnicity,Milwaukee,Clement Avenue Elementary,2024-25,Black,41.4,White,1.7,24.35,Black,41.4,White,1.7,24.35
Race/Ethnicity,Glendale-River Hills,Parkway Elementary,2024-25,Black,13.8,White,0.6,23.0,Black,13.8,White,0.6,23.0
Race/Ethnicity,Wauwatosa,McKinley Elementary,2024-25,Black,31.3,White,1.6,19.56,Black,31.3,Two or More,0.0,
Race/Ethnicity,Milwaukee,Milwaukee French Immersion,2024-25,Black,24.3,White,1.5,16.2,Black,24.3,White,1.5,16.2
Race/Ethnicity,Milwaukee,Milwaukee German Immersion,2024-25,Black,24.5,White,1.6,15.31,Black,24.5,White,1.6,15.31
Race/Ethnicity,Wauwatosa,Lincoln Elementary,2024-25,Black,9.5,White,0.9,10.56,Black,9.5,White,0.9,10.56
Race/Ethnicity,Wauwatosa,Eisenhower Elementary,2024-25,Black,30.1,White,3.5,8.6,Black,30.1,White,3.5,8.6
Race/Ethnicity,Milwaukee,Academy of Accelerated Learning,2024-25,Black,32.8,White,4.3,7.63,Black,32.8,White,4.3,7.63
Race/Ethnicity,Wauwatosa,Longfellow Middle,2024-25,Black,28.7,White,4.0,7.17,Black,28.7,White,4.0,7.17
Race/Ethnicity,Wauwatosa,Roosevelt Elementary,2024-25,Black,32.7,White,5.9,5.54,Black,32.7,White,5.9,5.54
Race/Ethnicity,Wauwatosa,Madison Elementary,2024-25,Black,19.5,White,3.6,5.42,Black,19.5,Hispanic,0.0,
Race/Ethnicity,Greenfield,Greenfield Middle,2024-25,Black,24.2,White,4.6,5.26,Black,24.2,White,4.6,5.26
Race/Ethnicity,West Allis-West Milwaukee,Walker Elementary,2024-25,Black,50.0,White,9.6,5.21,Black,50.0,White,9.6,5.21
Race/Ethnicity,Milwaukee,Milwaukee Spanish Immersion,2024-25,Black,28.1,White,5.4,5.2,Black,28.1,White,5.4,5.2
Race/Ethnicity,Wauwatosa,Underwood Elementary,2024-25,Black,27.6,White,5.5,5.02,Black,27.6,White,5.5,5.02
Race/Ethnicity,Whitnall,Hales Corners Elementary,2024-25,Black,7.1,White,1.5,4.73,Black,7.1,Two or More,0.0,
Race/Ethnicity,Nicolet Union High School,Nicolet High,2024-25,Black,6.9,White,1.5,4.6,Black,6.9,Hispanic,1.1,6.27
Race/Ethnicity,Whitefish Bay,Whitefish Bay Middle,2024-25,Black,10.3,White,2.4,4.29,Hispanic,11.8,Asian,0.0,
Race/Ethnicity,Wauwatosa,Whitman Middle,2024-25,Black,27.8,White,6.6,4.21,Black,27.8,White,6.6,4.21
Race/Ethnicity,Milwaukee,Fernwood Montessori,2024-25,Black,21.9,White,5.6,3.91,Black,21.9,White,5.6,3.91
Race/Ethnicity,Wauwatosa,East High,2024-25,Black,43.1,White,11.4,3.78,Black,43.1,White,11.4,3.78
Race/Ethnicity,Whitefish Bay,Whitefish Bay High,2024-25,Black,6.3,White,1.8,3.5,Hispanic,8.8,White,1.8,4.89
Race/Ethnicity,Milwaukee,Burdick Elementary,2024-25,Black,41.3,White,12.5,3.3,Black,41.3,White,12.5,3.3
Race/Ethnicity,Wauwatosa,West High,2024-25,Black,38.8,White,12.5,3.1,Black,38.8,White,12.5,3.1
Race/Ethnicity,Whitnall,Whitnall Middle,2024-25,Black,17.2,White,6.0,2.87,Black,17.2,White,6.0,2.87
Race/Ethnicity,Milwaukee,Milwaukee Parkside School,2024-25,Black,25.7,White,9.0,2.86,Asian,32.2,White,9.0,3.58
Race/Ethnicity,Shorewood,Lake Bluff Elementary,2024-25,Black,10.0,White,3.5,2.86,Asian,22.7,Hispanic,2.0,11.35
Race/Ethnicity,Milwaukee,MacDowell Montessori School K3-12,2024-25,Black,30.8,White,10.9,2.83,Black,30.8,White,10.9,2.83
Race/Ethnicity,Glendale-River Hills,Glen Hills Middle,2024-25,Black,15.3,White,5.5,2.78,Hispanic,15.9,White,5.5,2.89
Race/Ethnicity,Wauwatosa,Washington Elementary,2024-25,Black,8.7,White,3.2,2.72,Hispanic,13.3,White,3.2,4.16
Race/Ethnicity,Milwaukee,Barbee Elementary,2024-25,Black,36.5,White,13.6,2.68,Black,36.5,White,13.6,2.68
Race/Ethnicity,Milwaukee,Whitman Elementary,2024-25,Black,56.2,White,21.1,2.66,Black,56.2,White,21.1,2.66
Race/Ethnicity,West Allis-West Milwaukee,Nathan Hale High,2024-25,Black,29.4,White,11.1,2.65,Black,29.4,White,11.1,2.65
Race/Ethnicity,Oak Creek-Franklin Joint,Forest Ridge Elementary,2024-25,Black,22.2,White,8.7,2.55,Asian,31.9,White,8.7,3.67
Race/Ethnicity,West Allis-West Milwaukee,Jefferson Elementary,2024-25,Black,28.9,White,11.7,2.47,Black,28.9,White,11.7,2.47
Race/Ethnicity,West Allis-West Milwaukee,Pershing Elementary,2024-25,Black,15.0,White,6.1,2.46,Black,15.0,White,6.1,2.46
Race/Ethnicity,West Allis-West Milwaukee,Wilson Elementary,2024-25,Black,28.2,White,11.5,2.45,Black,28.2,Hispanic,9.7,2.91
Race/Ethnicity,Greenfield,Greenfield High,2024-25,Black,33.3,White,13.9,2.4,Black,33.3,White,13.9,2.4
Race/Ethnicity,Cudahy,Cudahy High,2024-25,Black,62.5,White,26.4,2.37,Black,62.5,White,26.4,2.37
Race/Ethnicity,Milwaukee,Highland Community School,2024-25,Black,24.2,White,10.5,2.3,Black,24.2,Hispanic,9.3,2.6
Race/Ethnicity,Milwaukee,Fairview Elementary,2024-25,Black,35.3,White,16.1,2.19,Black,35.3,White,16.1,2.19
Race/Ethnicity,Milwaukee,Cooper Elementary,2024-25,Black,10.8,White,5.2,2.08,Hispanic,12.5,White,5.2,2.4
Race/Ethnicity,Greenfield,Maple Grove Elementary,2024-25,Black,8.7,White,4.2,2.07,Hispanic,9.4,White,4.2,2.24
Race/Ethnicity,Milwaukee,Trowbridge Street School of Great Lakes Studies,2024-25,Black,44.3,White,21.6,2.05,Black,44.3,White,21.6,2.05
Race/Ethnicity,Saint Francis,Deer Creek Intermediate,2024-25,Black,27.3,White,13.8,1.98,Black,27.3,Two or More,4.8,5.69
Race/Ethnicity,Milwaukee,Fratney Elementary,2024-25,Black,30.8,White,15.6,1.97,Hispanic,43.8,White,15.6,2.81
Race/Ethnicity,Milwaukee,Milwaukee School of Languages,2024-25,Black,43.0,White,21.9,1.96,Black,43.0,White,21.9,1.96
Race/Ethnicity,Brown Deer,Brown Deer Elementary,2024-25,Black,24.6,White,12.7,1.94,Black,24.6,White,12.7,1.94
Race/Ethnicity,Shorewood,Shorewood High,2024-25,Black,27.6,White,14.3,1.93,Hispanic,30.8,White,14.3,2.15
Race/Ethnicity,Milwaukee,Maryland Montessori,2024-25,Black,6.9,White,3.6,1.92,Two or More,13.0,Hispanic,2.4,5.42
Race/Ethnicity,Milwaukee,Golda Meir School,2024-25,Black,18.2,White,9.6,1.9,Black,18.2,White,9.6,1.9
Race/Ethnicity,Milwaukee,King International,2024-25,Black,40.7,White,21.7,1.88,Hispanic,49.5,White,21.7,2.28
Race/Ethnicity,Milwaukee,Reagan College Preparatory High,2024-25,Black,28.6,White,15.3,1.87,Black,28.6,Asian,11.5,2.49
Race/Ethnicity,Franklin Public,Forest Park Middle,2024-25,Black,12.5,White,7.0,1.79,Hispanic,16.5,White,7.0,2.36
Race/Ethnicity,Milwaukee,Whittier Elementary,2024-25,Black,13.8,White,7.7,1.79,Hispanic,14.3,White,7.7,1.86
Race/Ethnicity,Cudahy,Mitchell Elementary,2024-25,Black,31.3,White,17.6,1.78,Black,31.3,White,17.6,1.78
Race/Ethnicity,Saint Francis,Saint Francis High,2024-25,Black,30.5,White,17.7,1.72,Black,30.5,White,17.7,1.72
Race/Ethnicity,West Allis-West Milwaukee,Frank Lloyd Wright Intermediate,2024-25,Black,18.7,White,10.9,1.72,Hispanic,21.2,White,10.9,1.94
Race/Ethnicity,Milwaukee,Bay View High,2024-25,Black,80.5,White,47.2,1.71,Black,80.5,White,47.2,1.71
Race/Ethnicity,Milwaukee,Obama School of Career and Technical Education,2024-25,Black,80.4,White,47.7,1.69,Black,80.4,White,47.7,1.69
Race/Ethnicity,Whitnall,Whitnall High,2024-25,Black,19.5,White,11.7,1.67,Black,19.5,Two or More,11.1,1.76
Race/Ethnicity,Milwaukee,Riverside High,2024-25,Black,68.3,White,41.9,1.63,Two or More,75.0,White,41.9,1.79
Race/Ethnicity,Milwaukee,Ninety-Fifth Street Elementary,2024-25,Black,35.3,White,21.9,1.61,Two or More,61.1,Asian,14.8,4.13
Race/Ethnicity,West Allis-West Milwaukee,Horace Mann Elementary,2024-25,Black,30.0,White,19.0,1.58,Black,30.0,White,19.0,1.58
Race/Ethnicity,Seeds of Health,Tenor High,2024-25,Black,31.5,White,20.0,1.57,Hispanic,34.4,White,20.0,1.72
Race/Ethnicity,West Allis-West Milwaukee,Central High,2024-25,Black,45.4,White,29.5,1.54,Hispanic,49.5,Asian,4.8,10.31
Race/Ethnicity,Milwaukee,Alcott Elementary,2024-25,Black,46.3,White,30.5,1.52,Hispanic,48.4,Two or More,21.6,2.24
Race/Ethnicity,Milwaukee,Honey Creek Elementary,2024-25,Black,25.0,White,16.7,1.5,Hispanic,26.8,White,16.7,1.6
Race/Ethnicity,Milwaukee,Wedgewood Park School,2024-25,Black,57.8,White,38.9,1.49,Black,57.8,Asian,17.2,3.36
Race/Ethnicity,South Milwaukee,Rawson Elementary,2024-25,Black,25.9,White,18.1,1.43,Hispanic,43.6,White,18.1,2.41
Race/Ethnicity,Oak Creek-Franklin Joint,Oak Creek High,2024-25,Black,25.2,White,18.0,1.4,Hispanic,29.0,White,18.0,1.61
Race/Ethnicity,West Allis-West Milwaukee,West Milwaukee Intermediate,2024-25,Black,25.9,White,19.1,1.36,Black,25.9,Hispanic,19.1,1.36
Race/Ethnicity,Milwaukee,Victory Elementary,2024-25,Black,28.6,White,21.2,1.35,Hispanic,36.1,Asian,18.1,1.99
Race/Ethnicity,Milwaukee,Pulaski High,2024-25,Black,84.2,White,63.4,1.33,Two or More,85.2,White,63.4,1.34
Race/Ethnicity,Milwaukee,U S Grant School,2024-25,Black,51.0,White,38.5,1.32,Black,51.0,Asian,19.5,2.62
Race/Ethnicity,Milwaukee,Milwaukee High School of the Arts,2024-25,Black,56.8,White,43.7,1.3,Black,56.8,White,43.7,1.3
Race/Ethnicity,West Allis-West Milwaukee,Irving Elementary,2024-25,Black,13.3,White,10.3,1.29,Hispanic,16.9,Two or More,2.8,6.04
Race/Ethnicity,Brown Deer,Brown Deer Middle/High,2024-25,Black,41.5,White,33.0,1.26,Black,41.5,Asian,19.3,2.15
Race/Ethnicity,Oak Creek-Franklin Joint,Edgewood Elementary,2024-25,Black,7.7,White,6.1,1.26,Hispanic,10.3,Two or More,0.0,
Race/Ethnicity,South Milwaukee,South Milwaukee High,2024-25,Black,42.5,White,34.0,1.25,Hispanic,49.2,White,34.0,1.45
Race/Ethnicity,Milwaukee,Garland Elementary,2024-25,Black,21.7,White,17.8,1.22,Hispanic,30.1,White,17.8,1.69
Race/Ethnicity,South Milwaukee,South Milwaukee Middle,2024-25,Black,22.9,White,18.7,1.22,Two or More,35.3,White,18.7,1.89
Race/Ethnicity,Milwaukee,Humboldt Park Elementary,2024-25,Black,38.2,White,31.6,1.21,Hispanic,44.0,Asian,24.3,1.81
Race/Ethnicity,Shorewood,Atwater Elementary,2024-25,Black,3.0,White,2.5,1.2,Hispanic,8.3,White,2.5,3.32
Race/Ethnicity,Milwaukee,Hamilton High,2024-25,Black,81.5,White,69.4,1.17,Black,81.5,Asian,62.8,1.3
Race/Ethnicity,Milwaukee,Audubon Technology and Communication High,2024-25,Black,43.9,White,39.3,1.12,Hispanic,45.1,Asian,30.4,1.48
Race/Ethnicity,Shorewood,Shorewood Intermediate,2024-25,Black,3.7,White,3.5,1.06,Two or More,13.6,White,3.5,3.89
Race/Ethnicity,Greendale,Greendale High,2024-25,Black,10.0,White,9.9,1.01,Hispanic,24.6,White,9.9,2.48
Race/Ethnicity,Milwaukee,Burbank Elementary,2024-25,Black,49.8,White,50.0,1.0,White,50.0,Asian,12.2,4.1
Race/Ethnicity,Milwaukee,Bradley Technology High,2024-25,Black,77.8,White,79.2,0.98,White,79.2,Hispanic,69.1,1.15
Race/Ethnicity,Cudahy,Lincoln Elementary,2024-25,Black,24.1,White,25.0,0.96,Two or More,48.7,Black,24.1,2.02
Race/Ethnicity,Milwaukee,South Division High,2024-25,Black,66.2,White,69.6,0.95,White,69.6,Asian,41.1,1.69
Race/Ethnicity,Milwaukee,Morgandale Elementary,2024-25,Black,39.7,White,48.0,0.83,White,48.0,Asian,24.2,1.98
Race/Ethnicity,Pathways High,Pathways High,2024-25,Black,41.0,White,52.9,0.78,White,52.9,Black,41.0,1.29
Race/Ethnicity,Milwaukee,IDEAL Individualized Developmental Educational Approaches to Learning,2024-25,Black,21.4,White,28.0,0.76,Hispanic,29.5,Black,21.4,1.38
Race/Ethnicity,Woodlands School,Woodlands School,2024-25,Black,9.6,White,15.6,0.62,White,15.6,Black,9.6,1.62
Race/Ethnicity,Milwaukee,Curtin Elementary,2024-25,Black,26.3,White,42.9,0.61,Asian,51.4,Black,26.3,1.95
Race/Ethnicity,Franklin Public,Franklin High,2024-25,Black,2.6,White,5.8,0.45,Hispanic,15.8,Black,2.6,6.08
Race/Ethnicity,Carmen High School of Science and Technology,Carmen Middle School South,2024-25,Black,40.0,White,,,Hispanic,41.1,Black,40.0,1.03
Race/Ethnicity,Carmen High School of Science and Technology,Stellar Collegiate Charter School,2024-25,Black,45.5,White,,,Black,45.5,Hispanic,36.4,1.25
Race/Ethnicity,Cudahy,Cudahy Middle,2024-25,Black,,White,35.6,,Hispanic,39.1,White,35.6,1.1
Race/Ethnicity,Cudahy,Jones Elementary,2024-25,Black,,White,11.9,,Hispanic,23.6,White,11.9,1.98
Race/Ethnicity,Cudahy,Kosciuszko Elementary,2024-25,Black,,White,29.3,,Hispanic,42.6,White,29.3,1.45
Race/Ethnicity,Downtown Montessori Academy,Downtown Montessori,2024-25,Black,,White,7.0,,Hispanic,7.5,White,7.0,1.07
Race/Ethnicity,Fox Point J2,Bayside Middle,2024-25,Black,,White,4.8,,White,4.8,Two or More,0.0,
Race/Ethnicity,Fox Point J2,Stormonth Elementary,2024-25,Black,,White,2.7,,Hispanic,15.4,White,2.7,5.7
Race/Ethnicity,Franklin Public,Ben Franklin Elementary,2024-25,Black,,White,4.1,,Hispanic,8.5,White,4.1,2.07
Race/Ethnicity,Franklin Public,Country Dale Elementary,2024-25,Black,,White,2.4,,Asian,25.9,White,2.4,10.79
Race/Ethnicity,Franklin Public,Pleasant View Elementary,2024-25,Black,,White,5.7,,Asian,18.6,White,5.7,3.26
Race/Ethnicity,Franklin Public,Robinwood Elementary,2024-25,Black,,White,5.3,,Hispanic,13.5,White,5.3,2.55
Race/Ethnicity,Franklin Public,Southwood Glen Elementary,2024-25,Black,,White,2.4,,Hispanic,18.2,White,2.4,7.58
Race/Ethnicity,Greendale,Canterbury Elementary,2024-25,Black,,White,0.8,,Two or More,4.2,White,0.8,5.25
