metric,dimension,group,unit,district,school,year,cohort_class,value,ext_rate,ext_timeframe,diploma,cohort_count,gap_reason,status_flag
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,WHS Information Technology,2020-21,2021,50.2994,63.8554,7-Year rate,84.0,167.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Milwaukee School of Languages,2020-21,2021,94.2149,97.4576,7-Year rate,114.0,121.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Milwaukee School of Languages,2020-21,2021,48.1481,60.0,7-Year rate,13.0,27.0,,
hs_completion,Gender,Male,pct,Milwaukee,Marshall High,2020-21,2021,56.7164,75.1351,7-Year rate,114.0,201.0,,
hs_completion,Gender,Female,pct,Milwaukee,Marshall High,2020-21,2021,69.281,78.7671,7-Year rate,106.0,153.0,,
hs_completion,Gender,Female,pct,Milwaukee,Alliance School of Milwaukee,2020-21,2021,51.8519,55.5556,7-Year rate,14.0,27.0,,
hs_completion,Gender,Male,pct,Milwaukee,Alliance School of Milwaukee,2020-21,2021,50.0,68.4211,7-Year rate,10.0,20.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Vincent Accelerated Academy,2020-21,2021,60.4651,73.7705,7-Year rate,26.0,43.0,,
hs_completion,Race/Ethnicity,White,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,93.4066,96.6851,7-Year rate,170.0,182.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Transition High,2020-21,2021,43.75,56.1404,7-Year rate,28.0,64.0,,
hs_completion,Migrant Status,Not Migrant,pct,Greenfield,Greenfield High,2020-21,2021,91.5441,94.4853,7-Year rate,249.0,272.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,ASSATA High,2020-21,2021,38.2353,72.2222,7-Year rate,13.0,34.0,,
hs_completion,Gender,Female,pct,Milwaukee,Audubon Technology and Communication High,2020-21,2021,73.6842,80.5556,7-Year rate,28.0,38.0,,
hs_completion,Gender,Male,pct,Milwaukee,MacDowell Montessori School K3-12,2020-21,2021,79.4872,87.1795,7-Year rate,31.0,39.0,,
hs_completion,Gender,Female,pct,Milwaukee,MacDowell Montessori School K3-12,2020-21,2021,83.3333,94.1176,7-Year rate,15.0,18.0,,
hs_completion,Gender,Male,pct,Milwaukee,Audubon Technology and Communication High,2020-21,2021,64.7059,77.551,7-Year rate,33.0,51.0,,
hs_completion,All Students,All Students,pct,Milwaukee,South Division High,2020-21,2021,48.8263,59.596,7-Year rate,104.0,213.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Pulaski High,2020-21,2021,48.1061,59.5041,7-Year rate,127.0,264.0,,
hs_completion,Migrant Status,Not Migrant,pct,Escuela Verde,Escuela Verde,2020-21,2021,60.6061,80.6452,5-Year rate,20.0,33.0,,
hs_completion,Gender,Male,pct,Milwaukee,James Madison Academic Campus,2020-21,2021,61.6822,70.1754,7-Year rate,66.0,107.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,MacDowell Montessori School K3-12,2020-21,2021,62.5,75.0,7-Year rate,10.0,16.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Golda Meir School,2020-21,2021,89.011,94.186,7-Year rate,81.0,91.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Golda Meir School,2020-21,2021,73.3333,84.6154,7-Year rate,11.0,15.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Milwaukee High School of the Arts,2020-21,2021,88.9474,91.9786,7-Year rate,169.0,190.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Groppi High,2020-21,2021,15.493,37.1681,7-Year rate,11.0,71.0,,
hs_completion,All Students,All Students,pct,Milwaukee,WHS Information Technology,2020-21,2021,50.2994,63.8554,7-Year rate,84.0,167.0,,
hs_completion,Economic Status,Econ Disadv,pct,Pathways High,Pathways High,2020-21,2021,35.0,89.4737,7-Year rate,7.0,20.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,2021,91.2088,94.4444,7-Year rate,83.0,91.0,,
hs_completion,Gender,Male,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,2021,85.4545,90.7407,7-Year rate,47.0,55.0,,
hs_completion,Gender,Female,pct,Milwaukee,HAPA-Hmong American Peace Academy K3-12,2020-21,2021,100.0,100.0,7-Year rate,36.0,36.0,,
hs_completion,All Students,All Students,pct,Wauwatosa,Vel R Phillips School,2020-21,2021,0.0,0.0,7-Year rate,0.0,10.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Hamilton High,2020-21,2021,53.3333,65.4952,7-Year rate,184.0,345.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Marshall High,2020-21,2021,45.0549,70.0,7-Year rate,41.0,91.0,,
hs_completion,Gender,Male,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2020-21,2021,80.4878,97.3684,7-Year rate,33.0,41.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Marshall High,2020-21,2021,68.0608,78.8845,7-Year rate,179.0,263.0,,
hs_completion,Gender,Male,pct,Milwaukee,Groppi High,2020-21,2021,8.1081,35.0,7-Year rate,3.0,37.0,,
hs_completion,Gender,Female,pct,Milwaukee,Groppi High,2020-21,2021,23.5294,39.6226,7-Year rate,8.0,34.0,,
hs_completion,Gender,Female,pct,Milwaukee,Golda Meir School,2020-21,2021,87.3016,93.2203,7-Year rate,55.0,63.0,,
hs_completion,Gender,Male,pct,Milwaukee,Golda Meir School,2020-21,2021,86.0465,92.5,7-Year rate,37.0,43.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Vincent Accelerated Academy,2020-21,2021,60.4651,73.7705,7-Year rate,26.0,43.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Marshall High,2020-21,2021,62.1469,76.7372,7-Year rate,220.0,354.0,,
hs_completion,All Students,All Students,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2020-21,2021,47.1074,93.2773,7-Year rate,57.0,121.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,James Madison Academic Campus,2020-21,2021,69.1542,76.1905,7-Year rate,139.0,201.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,MacDowell Montessori School K3-12,2020-21,2021,80.7018,89.2857,7-Year rate,46.0,57.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,King International,2020-21,2021,92.7374,96.8571,7-Year rate,332.0,358.0,,
hs_completion,Gender,Female,pct,Milwaukee,Grandview High,2020-21,2021,25.0,57.377,7-Year rate,12.0,48.0,,
hs_completion,Gender,Male,pct,Milwaukee,Grandview High,2020-21,2021,20.0,45.8824,7-Year rate,13.0,65.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2020-21,2021,43.7811,60.479,7-Year rate,88.0,201.0,,
hs_completion,Gender,Female,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2020-21,2021,87.8788,93.75,7-Year rate,29.0,33.0,,
hs_completion,All Students,All Students,pct,Wauwatosa,Wauwatosa Virtual Academy,2020-21,2021,43.1373,56.25,7-Year rate,22.0,51.0,,
hs_completion,Gender,Female,pct,Milwaukee,Hamilton High,2020-21,2021,65.1899,74.1259,7-Year rate,103.0,158.0,,
hs_completion,Gender,Female,pct,Milwaukee,Bradley Technology High,2020-21,2021,76.0417,84.375,7-Year rate,73.0,96.0,,
hs_completion,Gender,Male,pct,Milwaukee,Bradley Technology High,2020-21,2021,58.9744,69.0265,7-Year rate,69.0,117.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,MacDowell Montessori School K3-12,2020-21,2021,87.8049,95.0,7-Year rate,36.0,41.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2020-21,2021,8.0808,26.0,7-Year rate,8.0,99.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2020-21,2021,84.2105,98.8889,7-Year rate,80.0,95.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Obama School of Career and Technical Education,2020-21,2021,30.5085,38.9313,7-Year rate,36.0,118.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2020-21,2021,88.9571,95.5414,7-Year rate,145.0,163.0,,
hs_completion,Race/Ethnicity,Amer Indian,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Asian,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Gender,Female,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2020-21,2021,84.9057,100.0,7-Year rate,45.0,53.0,,
hs_completion,Gender,Male,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2020-21,2021,83.3333,97.4359,7-Year rate,35.0,42.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2020-21,2021,83.7838,95.7143,7-Year rate,62.0,74.0,,
hs_completion,Race/Ethnicity,Black,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,87.5,87.5,7-Year rate,14.0,16.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Transition High,2020-21,2021,43.75,56.1404,7-Year rate,28.0,64.0,,
hs_completion,Gender,Male,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2020-21,2021,32.7103,52.381,7-Year rate,35.0,107.0,,
hs_completion,Gender,Female,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2020-21,2021,56.383,68.6747,7-Year rate,53.0,94.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,North Division High,2020-21,2021,30.0971,41.1765,7-Year rate,31.0,103.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,70.0,80.9524,7-Year rate,14.0,20.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2020-21,2021,36.5079,53.0303,7-Year rate,23.0,63.0,,
hs_completion,Gender,Female,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2020-21,2021,92.1053,97.2222,7-Year rate,70.0,76.0,,
hs_completion,Gender,Male,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2020-21,2021,86.2069,94.1176,7-Year rate,75.0,87.0,,
hs_completion,Race/Ethnicity,Two or More,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,,,,,7.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Golda Meir School,2020-21,2021,86.7925,92.9293,7-Year rate,92.0,106.0,,
hs_completion,Race/Ethnicity,White,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,83.0189,89.4737,7-Year rate,44.0,53.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Milwaukee School of Languages,2020-21,2021,85.8108,90.9091,7-Year rate,127.0,148.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Grandview High,2020-21,2021,22.1239,50.6849,7-Year rate,25.0,113.0,,
hs_completion,Gender,Male,pct,Milwaukee,Hamilton High,2020-21,2021,43.3155,58.2353,7-Year rate,81.0,187.0,,
hs_completion,Gender,Female,pct,Milwaukee,James Madison Academic Campus,2020-21,2021,77.6596,83.3333,7-Year rate,73.0,94.0,,
hs_completion,Gender,Female,pct,Wauwatosa,Vel R Phillips School,2020-21,2021,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Gender,Male,pct,Greenfield,Greenfield High,2020-21,2021,91.5033,96.0784,7-Year rate,140.0,153.0,,
hs_completion,Gender,Female,pct,Greenfield,Greenfield High,2020-21,2021,91.5966,92.437,7-Year rate,109.0,119.0,,
hs_completion,Gender,Male,pct,West Allis-West Milwaukee,Central High,2020-21,2021,82.2034,88.4956,7-Year rate,97.0,118.0,,
hs_completion,Gender,Male,pct,Milwaukee,Pulaski High,2020-21,2021,42.2619,56.0,7-Year rate,71.0,168.0,,
hs_completion,Migrant Status,Not Migrant,pct,Whitefish Bay,Whitefish Bay High,2020-21,2021,95.4717,97.3585,7-Year rate,253.0,265.0,,
hs_completion,Gender,Female,pct,Milwaukee,Pulaski High,2020-21,2021,58.3333,65.2174,7-Year rate,56.0,96.0,,
hs_completion,Economic Status,Econ Disadv,pct,Whitnall,Whitnall High,2020-21,2021,91.8919,100.0,7-Year rate,34.0,37.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Whitnall,Whitnall High,2020-21,2021,97.006,99.4048,7-Year rate,162.0,167.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Whitefish Bay,Whitefish Bay High,2020-21,2021,100.0,100.0,7-Year rate,20.0,20.0,,
hs_completion,All Students,All Students,pct,Shorewood,New Horizons for Learning,2020-21,2021,92.3077,100.0,7-Year rate,12.0,13.0,,
hs_completion,Migrant Status,Not Migrant,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,94.7368,97.0297,7-Year rate,288.0,304.0,,
hs_completion,Gender,Female,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,83.7209,89.1304,7-Year rate,36.0,43.0,,
hs_completion,Gender,Male,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2020-21,2021,7.8431,23.5294,7-Year rate,4.0,51.0,,
hs_completion,Gender,Female,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2020-21,2021,8.3333,28.5714,7-Year rate,4.0,48.0,,
hs_completion,Gender,Female,pct,West Allis-West Milwaukee,Central High,2020-21,2021,86.9565,91.9643,7-Year rate,100.0,115.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2020-21,2021,10.3448,25.641,7-Year rate,6.0,58.0,,
hs_completion,All Students,All Students,pct,Nicolet Union High School,Nicolet High,2020-21,2021,96.6038,98.4848,7-Year rate,256.0,265.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2020-21,2021,57.3427,71.0938,7-Year rate,82.0,143.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,Whitefish Bay,Whitefish Bay High,2020-21,2021,92.3077,92.3077,7-Year rate,12.0,13.0,,
hs_completion,Gender,Female,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,98.0392,98.0392,7-Year rate,50.0,51.0,,
hs_completion,Gender,Male,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,92.5373,95.5224,7-Year rate,62.0,67.0,,
hs_completion,Migrant Status,Not Migrant,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,78.5714,85.4369,7-Year rate,77.0,98.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,North Division High,2020-21,2021,33.3333,43.9394,7-Year rate,21.0,63.0,,
hs_completion,Migrant Status,Not Migrant,pct,West Allis-West Milwaukee,Central High,2020-21,2021,84.5494,90.2222,7-Year rate,197.0,233.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,North Division High,2020-21,2021,25.0,36.1111,7-Year rate,10.0,40.0,,
hs_completion,Gender,Female,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,97.9167,97.9167,7-Year rate,141.0,144.0,,
hs_completion,Gender,Male,pct,Milwaukee,Obama School of Career and Technical Education,2020-21,2021,21.2121,25.7143,7-Year rate,14.0,66.0,,
hs_completion,Migrant Status,Not Migrant,pct,Wauwatosa,West High,2020-21,2021,91.9492,95.7627,7-Year rate,217.0,236.0,,
hs_completion,Gender,Male,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,74.5455,82.4561,7-Year rate,41.0,55.0,,
hs_completion,Migrant Status,Not Migrant,pct,Whitnall,Whitnall High,2020-21,2021,96.0784,99.5098,7-Year rate,196.0,204.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Riverside High,2020-21,2021,72.7829,81.9398,7-Year rate,238.0,327.0,,
hs_completion,Race/Ethnicity,White,pct,Whitefish Bay,Whitefish Bay High,2020-21,2021,95.4315,97.4619,7-Year rate,188.0,197.0,,
hs_completion,Gender,Female,pct,Milwaukee,Shalom High,2020-21,2021,32.0,58.6207,7-Year rate,8.0,25.0,,
hs_completion,All Students,All Students,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,94.9153,96.6102,7-Year rate,112.0,118.0,,
hs_completion,Gender,Male,pct,Wauwatosa,Vel R Phillips School,2020-21,2021,,,,,8.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Gender,Female,pct,Wauwatosa,Wauwatosa Virtual Academy,2020-21,2021,48.5714,61.2903,7-Year rate,17.0,35.0,,
hs_completion,Economic Status,Econ Disadv,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,75.0,81.3559,7-Year rate,39.0,52.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,82.6087,90.9091,7-Year rate,38.0,46.0,,
hs_completion,Race/Ethnicity,White,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,91.6667,95.8333,7-Year rate,22.0,24.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,100.0,100.0,7-Year rate,6.0,6.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,90.9091,90.9091,7-Year rate,10.0,11.0,,
hs_completion,Race/Ethnicity,Black,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,95.1613,96.7742,7-Year rate,59.0,62.0,,
hs_completion,Gender,Male,pct,Wauwatosa,Wauwatosa Virtual Academy,2020-21,2021,31.25,47.0588,7-Year rate,5.0,16.0,,
hs_completion,Race/Ethnicity,Asian,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,100.0,100.0,7-Year rate,15.0,15.0,,
hs_completion,Gender,Male,pct,Milwaukee,Riverside High,2020-21,2021,64.8148,73.6486,7-Year rate,105.0,162.0,,
hs_completion,Gender,Female,pct,Milwaukee,Riverside High,2020-21,2021,80.6061,90.0662,7-Year rate,133.0,165.0,,
hs_completion,Economic Status,Econ Disadv,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,92.517,95.8904,7-Year rate,136.0,147.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,96.8153,98.0892,7-Year rate,152.0,157.0,,
hs_completion,All Students,All Students,pct,Escuela Verde,Escuela Verde,2020-21,2021,60.6061,80.6452,5-Year rate,20.0,33.0,,
hs_completion,All Students,All Students,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,94.7368,97.0297,7-Year rate,288.0,304.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Hamilton High,2020-21,2021,37.9747,45.8333,7-Year rate,30.0,79.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Hamilton High,2020-21,2021,57.8947,71.3693,7-Year rate,154.0,266.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Obama School of Career and Technical Education,2020-21,2021,39.4737,46.3415,7-Year rate,30.0,76.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Obama School of Career and Technical Education,2020-21,2021,14.2857,26.5306,7-Year rate,6.0,42.0,,
hs_completion,Gender,Female,pct,Wauwatosa,West High,2020-21,2021,92.0354,94.7826,7-Year rate,104.0,113.0,,
hs_completion,Gender,Male,pct,Wauwatosa,West High,2020-21,2021,91.8699,96.6942,7-Year rate,113.0,123.0,,
hs_completion,Gender,Male,pct,Milwaukee,Reagan College Preparatory High,2020-21,2021,96.8553,98.1132,7-Year rate,154.0,159.0,,
hs_completion,Gender,Female,pct,Milwaukee,Reagan College Preparatory High,2020-21,2021,99.0244,99.0244,7-Year rate,203.0,205.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Whitefish Bay,Whitefish Bay High,2020-21,2021,95.4717,97.3585,7-Year rate,253.0,265.0,,
hs_completion,Gender,Female,pct,Milwaukee,Obama School of Career and Technical Education,2020-21,2021,42.3077,54.0984,7-Year rate,22.0,52.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,King International,2020-21,2021,51.4286,79.3103,7-Year rate,18.0,35.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Shalom High,2020-21,2021,31.1111,52.0833,7-Year rate,14.0,45.0,,
hs_completion,Race/Ethnicity,Asian,pct,Whitefish Bay,Whitefish Bay High,2020-21,2021,100.0,100.0,7-Year rate,16.0,16.0,,
hs_completion,Gender,Female,pct,Whitnall,Whitnall High,2020-21,2021,99.0196,100.0,7-Year rate,101.0,102.0,,
hs_completion,Migrant Status,Not Migrant,pct,Seeds of Health,Tenor High,2020-21,2021,79.0,85.8491,7-Year rate,79.0,100.0,,
hs_completion,Gender,Male,pct,Whitnall,Whitnall High,2020-21,2021,93.1373,99.0196,7-Year rate,95.0,102.0,,
hs_completion,Migrant Status,Not Migrant,pct,Brown Deer,Brown Deer Middle/High,2020-21,2021,94.9153,96.6102,7-Year rate,112.0,118.0,,
hs_completion,Gender,Male,pct,Milwaukee,Milwaukee School of Languages,2020-21,2021,84.2857,89.5522,7-Year rate,59.0,70.0,,
hs_completion,Gender,Female,pct,Milwaukee,Milwaukee School of Languages,2020-21,2021,87.1795,92.1053,7-Year rate,68.0,78.0,,
hs_completion,Gender,Female,pct,Franklin Public,Milwaukee County Correctional Facility South,2020-21,2021,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Gender,Male,pct,Franklin Public,Milwaukee County Correctional Facility South,2020-21,2021,,,,,25.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Saint Francis,Saint Francis High,2020-21,2021,90.1786,91.1504,7-Year rate,101.0,112.0,,
hs_completion,All Students,All Students,pct,Cudahy,Cudahy High,2020-21,2021,91.0995,93.1937,7-Year rate,174.0,191.0,,
hs_completion,All Students,All Students,pct,Milwaukee,South Accelerated Academy,2020-21,2021,28.0,67.8571,7-Year rate,7.0,25.0,,
hs_completion,Race/Ethnicity,Asian,pct,West Allis-West Milwaukee,Central High,2020-21,2021,,,,,10.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwD,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2020-21,2021,23.0769,45.4545,7-Year rate,3.0,13.0,,
hs_completion,Race/Ethnicity,Black,pct,West Allis-West Milwaukee,Central High,2020-21,2021,81.0811,83.7838,7-Year rate,30.0,37.0,,
hs_completion,Migrant Status,Not Migrant,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2020-21,2021,47.1074,93.2773,7-Year rate,57.0,121.0,,
hs_completion,Gender,Female,pct,Greendale,Greendale High,2020-21,2021,86.1386,89.1089,7-Year rate,87.0,101.0,,
hs_completion,Gender,Male,pct,Greendale,Greendale High,2020-21,2021,84.3478,86.9565,7-Year rate,97.0,115.0,,
hs_completion,Migrant Status,Not Migrant,pct,Pathways High,Pathways High,2020-21,2021,38.2353,93.9394,7-Year rate,13.0,34.0,,
hs_completion,Gender,Male,pct,Milwaukee,Milwaukee High School of the Arts,2020-21,2021,83.7838,86.4865,7-Year rate,62.0,74.0,,
hs_completion,Migrant Status,Not Migrant,pct,Oak Creek-Franklin Joint,Oak Creek High,2020-21,2021,94.2085,96.3391,7-Year rate,488.0,518.0,,
hs_completion,Gender,Female,pct,Milwaukee,Milwaukee High School of the Arts,2020-21,2021,92.2414,95.5752,7-Year rate,107.0,116.0,,
hs_completion,All Students,All Students,pct,West Allis-West Milwaukee,Central High,2020-21,2021,84.5494,90.2222,7-Year rate,197.0,233.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,West Allis-West Milwaukee,Central High,2020-21,2021,85.3333,91.5493,7-Year rate,64.0,75.0,,
hs_completion,Race/Ethnicity,Two or More,pct,West Allis-West Milwaukee,Central High,2020-21,2021,82.3529,88.2353,7-Year rate,14.0,17.0,,
hs_completion,All Students,All Students,pct,South Milwaukee,South Milwaukee High,2020-21,2021,90.9091,93.4545,7-Year rate,250.0,275.0,,
hs_completion,All Students,All Students,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,2020-21,2021,85.7143,90.2439,5-Year rate,36.0,42.0,,
hs_completion,Migrant Status,Not Migrant,pct,Cudahy,Cudahy High,2020-21,2021,91.0995,93.1937,7-Year rate,174.0,191.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2020-21,2021,40.0,54.5455,7-Year rate,20.0,50.0,,
hs_completion,Migrant Status,Not Migrant,pct,Seeds of Health,Veritas High,2020-21,2021,95.5224,98.4615,7-Year rate,64.0,67.0,,
hs_completion,All Students,[Data Suppressed],pct,Central City Cyberschool of Milwaukee,Central City Cyberschool,2020-21,2021,,,,,,denominator_suppressed,Gapped: cohort count suppressed by DPI
hs_completion,Gender,Male,pct,West Allis-West Milwaukee,Nathan Hale High,2020-21,2021,91.875,96.2264,7-Year rate,147.0,160.0,,
hs_completion,All Students,All Students,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2020-21,2021,78.5714,85.4369,7-Year rate,77.0,98.0,,
hs_completion,Gender,Female,pct,Cudahy,Cudahy High,2020-21,2021,97.561,98.7805,7-Year rate,80.0,82.0,,
hs_completion,Gender,Male,pct,Cudahy,Cudahy High,2020-21,2021,86.2385,88.9908,7-Year rate,94.0,109.0,,
hs_completion,Migrant Status,Not Migrant,pct,Wauwatosa,Wauwatosa Virtual Academy,2020-21,2021,43.1373,56.25,7-Year rate,22.0,51.0,,
hs_completion,Migrant Status,Not Migrant,pct,Wauwatosa,East High,2020-21,2021,97.1519,99.0536,7-Year rate,307.0,316.0,,
hs_completion,Gender,Male,pct,Milwaukee,North Division High,2020-21,2021,20.8955,31.1475,7-Year rate,14.0,67.0,,
hs_completion,Gender,Female,pct,Milwaukee,North Division High,2020-21,2021,47.2222,56.0976,7-Year rate,17.0,36.0,,
hs_completion,Gender,Female,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2020-21,2021,50.0,92.8571,7-Year rate,28.0,56.0,,
hs_completion,Gender,Male,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2020-21,2021,44.6154,93.6508,7-Year rate,29.0,65.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2020-21,2021,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,South Milwaukee,South Milwaukee High,2020-21,2021,90.9091,93.4545,7-Year rate,250.0,275.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2020-21,2021,,,,,72.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Shorewood,Shorewood High,2020-21,2021,97.9592,100.0,7-Year rate,144.0,147.0,,
