metric,dimension,group,unit,district,school,year,cohort_class,value,ext_rate,ext_timeframe,diploma,cohort_count,gap_reason,status_flag
hs_completion,Race/Ethnicity,Amer Indian,pct,Greendale,Greendale High,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Gender,Female,pct,Milwaukee,Golda Meir School,2019-20,2020,98.3051,98.3051,7-Year rate,58.0,59.0,,
hs_completion,Race/Ethnicity,Asian,pct,Greendale,Greendale High,2019-20,2020,100.0,100.0,7-Year rate,14.0,14.0,,
hs_completion,Race/Ethnicity,Black,pct,Greendale,Greendale High,2019-20,2020,,,,,4.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Milwaukee County Youth Education Center,2019-20,2020,0.0,11.1111,7-Year rate,0.0,12.0,,
hs_completion,Disability Status,SwoD,pct,Seeds of Health,Veritas High,2019-20,2020,,,,,49.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Amer Indian,pct,Franklin Public,Milwaukee County Correctional Facility South,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Milwaukee High School of the Arts,2019-20,2020,89.1509,90.9953,7-Year rate,189.0,212.0,,
hs_completion,Race/Ethnicity,White,pct,Seeds of Health,Tenor High,2019-20,2020,,,,,7.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Gender,Male,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2019-20,2020,77.4194,100.0,7-Year rate,24.0,31.0,,
hs_completion,Gender,Female,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2019-20,2020,78.5714,100.0,7-Year rate,33.0,42.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Obama School of Career and Technical Education,2019-20,2020,47.0149,59.2857,7-Year rate,63.0,134.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,WHS Information Technology,2019-20,2020,44.4444,66.6667,7-Year rate,8.0,18.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,WHS Information Technology,2019-20,2020,46.2857,58.2781,7-Year rate,81.0,175.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,South Accelerated Academy,2019-20,2020,,66.6667,7-Year rate,,5.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwoD,pct,Milwaukee,South Accelerated Academy,2019-20,2020,,57.1429,7-Year rate,,33.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Amer Indian,pct,Greenfield,Greenfield High,2019-20,2020,,,,,4.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,All Students,All Students,pct,Milwaukee,Transition High,2019-20,2020,53.4653,68.1818,7-Year rate,54.0,101.0,,
hs_completion,Race/Ethnicity,White,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,2020,85.7143,87.7551,7-Year rate,42.0,49.0,,
hs_completion,Disability Status,SwoD,pct,Shorewood,New Horizons for Learning,2019-20,2020,,,,,6.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Not Econ Disadv,pct,Seeds of Health,Veritas High,2019-20,2020,100.0,100.0,7-Year rate,10.0,10.0,,
hs_completion,Disability Status,SwD,pct,Shorewood,New Horizons for Learning,2019-20,2020,,,,,4.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwD,pct,Pathways High,Pathways High,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Two or More,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,2020,100.0,100.0,7-Year rate,8.0,8.0,,
hs_completion,Race/Ethnicity,Black,pct,Greenfield,Greenfield High,2019-20,2020,,,,,9.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwoD,pct,Greendale,Greendale High,2019-20,2020,96.0,97.4874,7-Year rate,192.0,200.0,,
hs_completion,Gender,Male,pct,Milwaukee,Bradley Technology High,2019-20,2020,54.0541,63.3803,7-Year rate,80.0,148.0,,
hs_completion,Gender,Female,pct,Milwaukee,Bradley Technology High,2019-20,2020,71.5789,83.6957,7-Year rate,68.0,95.0,,
hs_completion,Disability Status,SwD,pct,Greendale,Greendale High,2019-20,2020,82.6087,86.9565,7-Year rate,19.0,23.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,Greenfield,Greenfield High,2019-20,2020,92.5373,98.4848,7-Year rate,62.0,67.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Milwaukee High School of the Arts,2019-20,2020,66.6667,74.2857,7-Year rate,24.0,36.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Pulaski High,2019-20,2020,56.8905,63.986,7-Year rate,161.0,283.0,,
hs_completion,Race/Ethnicity,Pacific Isle,pct,Greenfield,Greenfield High,2019-20,2020,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Vincent Accelerated Academy,2019-20,2020,66.6667,88.8889,7-Year rate,4.0,6.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,2020,17.6471,38.5621,7-Year rate,27.0,153.0,,
hs_completion,Disability Status,SwD,pct,Shorewood,Shorewood High,2019-20,2020,66.6667,100.0,7-Year rate,6.0,9.0,,
hs_completion,Disability Status,SwoD,pct,Shorewood,Shorewood High,2019-20,2020,100.0,100.0,7-Year rate,143.0,143.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,North Division High,2019-20,2020,44.7619,54.902,7-Year rate,47.0,105.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,ASSATA High,2019-20,2020,32.2581,64.1026,7-Year rate,10.0,31.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,ASSATA High,2019-20,2020,0.0,16.6667,7-Year rate,0.0,6.0,,
hs_completion,Gender,Male,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2019-20,2020,64.1026,91.4286,7-Year rate,25.0,39.0,,
hs_completion,Gender,Female,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2019-20,2020,86.8421,100.0,7-Year rate,33.0,38.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Milwaukee County Youth Education Center,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwoD,pct,Milwaukee,Milwaukee County Youth Education Center,2019-20,2020,,,,,9.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,Milwaukee School of Languages,2019-20,2020,92.0354,93.6937,7-Year rate,104.0,113.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Alliance School of Milwaukee,2019-20,2020,57.1429,69.2308,7-Year rate,36.0,63.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,2019-20,2020,100.0,100.0,6-Year rate,10.0,10.0,,
hs_completion,Disability Status,SwoD,pct,South Milwaukee,South Milwaukee High,2019-20,2020,,,,,280.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwD,pct,South Milwaukee,South Milwaukee High,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,All Students,All Students,pct,Milwaukee,Lad Lake Synergy School,2019-20,2020,41.3793,58.6207,7-Year rate,12.0,29.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee Academy of Science,Milwaukee Academy of Science,2019-20,2020,83.3333,83.7838,6-Year rate,30.0,36.0,,
hs_completion,Migrant Status,Not Migrant,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2019-20,2020,59.0909,64.5833,7-Year rate,26.0,44.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Bradley Technology High,2019-20,2020,64.2487,74.3169,7-Year rate,124.0,193.0,,
hs_completion,Gender,Male,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2019-20,2020,82.4324,98.6486,7-Year rate,61.0,74.0,,
hs_completion,Economic Status,Econ Disadv,pct,Seeds of Health,Tenor High,2019-20,2020,96.875,91.1111,7-Year rate,31.0,32.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Seeds of Health,Tenor High,2019-20,2020,100.0,82.3529,7-Year rate,13.0,13.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Obama School of Career and Technical Education,2019-20,2020,47.0149,59.2857,7-Year rate,63.0,134.0,,
hs_completion,Gender,Female,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2019-20,2020,94.4444,100.0,7-Year rate,68.0,72.0,,
hs_completion,All Students,All Students,pct,Franklin Public,Milwaukee County Correctional Facility South,2019-20,2020,7.8947,14.6341,7-Year rate,3.0,38.0,,
hs_completion,Disability Status,SwoD,pct,Greenfield,Greenfield High,2019-20,2020,96.0784,97.2332,7-Year rate,245.0,255.0,,
hs_completion,Economic Status,Econ Disadv,pct,Seeds of Health,Veritas High,2019-20,2020,95.122,97.5,7-Year rate,39.0,41.0,,
hs_completion,Race/Ethnicity,Black,pct,Seeds of Health,Tenor High,2019-20,2020,100.0,81.8182,7-Year rate,9.0,9.0,,
hs_completion,Disability Status,SwD,pct,Greenfield,Greenfield High,2019-20,2020,75.8621,93.1034,7-Year rate,22.0,29.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,Seeds of Health,Tenor High,2019-20,2020,96.4286,90.0,7-Year rate,27.0,28.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Seeds of Health,Tenor High,2019-20,2020,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwD,pct,Milwaukee,Riverside High,2019-20,2020,51.2821,66.6667,7-Year rate,20.0,39.0,,
hs_completion,Race/Ethnicity,Asian,pct,Greenfield,Greenfield High,2019-20,2020,100.0,100.0,7-Year rate,18.0,18.0,,
hs_completion,Disability Status,SwoD,pct,Oak Creek-Franklin Joint,Oak Creek High,2019-20,2020,97.8448,98.4881,7-Year rate,454.0,464.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Alliance School of Milwaukee,2019-20,2020,81.25,76.1905,7-Year rate,13.0,16.0,,
hs_completion,Race/Ethnicity,Black,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Hispanic,pct,Milwaukee,Audubon Technology and Communication High,2019-20,2020,78.8462,91.6667,7-Year rate,41.0,52.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Milwaukee,Audubon Technology and Communication High,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Amer Indian,pct,South Milwaukee,South Milwaukee High,2019-20,2020,,,,,4.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Not Econ Disadv,pct,Whitnall,Whitnall High,2019-20,2020,96.8354,98.1132,7-Year rate,153.0,158.0,,
hs_completion,Economic Status,Econ Disadv,pct,Whitnall,Whitnall High,2019-20,2020,97.7778,100.0,7-Year rate,44.0,45.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Carmen Middle/High School of Science and Technology Northwest Campus,2019-20,2020,75.3247,93.1507,5-Year rate,58.0,77.0,,
hs_completion,Race/Ethnicity,White,pct,Milwaukee,Audubon Technology and Communication High,2019-20,2020,92.8571,100.0,7-Year rate,13.0,14.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,King International,2019-20,2020,92.4242,96.4706,7-Year rate,244.0,264.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,King International,2019-20,2020,95.098,93.4579,7-Year rate,97.0,102.0,,
hs_completion,Migrant Status,Not Migrant,pct,Whitnall,Whitnall High,2019-20,2020,97.0443,98.5222,7-Year rate,197.0,203.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Riverside High,2019-20,2020,88.4848,91.9003,7-Year rate,292.0,330.0,,
hs_completion,Economic Status,Econ Disadv,pct,Wauwatosa,Wauwatosa Virtual Academy,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Not Econ Disadv,pct,Whitefish Bay,Whitefish Bay High,2019-20,2020,,,,,213.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Econ Disadv,pct,Whitefish Bay,Whitefish Bay High,2019-20,2020,,,,,4.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwD,pct,Milwaukee,Obama School of Career and Technical Education,2019-20,2020,26.4706,44.4444,7-Year rate,9.0,34.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Obama School of Career and Technical Education,2019-20,2020,54.0,64.4231,7-Year rate,54.0,100.0,,
hs_completion,Race/Ethnicity,White,pct,Milwaukee,Bradley Technology High,2019-20,2020,61.5385,84.6154,7-Year rate,8.0,13.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2019-20,2020,57.1429,69.2308,7-Year rate,16.0,28.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Wisconsin Conservatory of Lifelong Learning,2019-20,2020,36.3636,42.8571,7-Year rate,8.0,22.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,MacDowell Montessori School K3-12,2019-20,2020,92.1053,97.2973,7-Year rate,35.0,38.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,MacDowell Montessori School K3-12,2019-20,2020,88.8889,100.0,7-Year rate,8.0,9.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Milwaukee,Bradley Technology High,2019-20,2020,63.6364,70.0,7-Year rate,7.0,11.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,Milwaukee,Bradley Technology High,2019-20,2020,47.9167,58.6957,7-Year rate,23.0,48.0,,
hs_completion,Race/Ethnicity,Black,pct,Milwaukee,Bradley Technology High,2019-20,2020,65.8385,75.4839,7-Year rate,106.0,161.0,,
hs_completion,Race/Ethnicity,Asian,pct,Milwaukee,Bradley Technology High,2019-20,2020,,,,,9.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Amer Indian,pct,Milwaukee,Bradley Technology High,2019-20,2020,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Hispanic,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2019-20,2020,,,,,68.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,White,pct,Milwaukee,Carmen High School of Science and Technology South Campus,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Migrant Status,Not Migrant,pct,Whitefish Bay,Whitefish Bay High,2019-20,2020,97.235,99.0783,7-Year rate,211.0,217.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,James Madison Academic Campus,2019-20,2020,30.0,50.0,7-Year rate,3.0,10.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Shalom High,2019-20,2020,43.75,56.6038,7-Year rate,21.0,48.0,,
hs_completion,All Students,All Students,pct,Milwaukee,NOVA-Northwest Opportunities Vocational Academy,2019-20,2020,59.0909,64.5833,7-Year rate,26.0,44.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Hamilton High,2019-20,2020,61.442,74.1379,7-Year rate,196.0,319.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Hamilton High,2019-20,2020,64.0,73.6364,7-Year rate,64.0,100.0,,
hs_completion,Migrant Status,Not Migrant,pct,West Allis-West Milwaukee,Central High,2019-20,2020,92.5234,94.8598,7-Year rate,198.0,214.0,,
hs_completion,Migrant Status,Not Migrant,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,2020,80.9524,85.3659,7-Year rate,102.0,126.0,,
hs_completion,Gender,Male,pct,Brown Deer,Brown Deer Middle/High,2019-20,2020,93.5484,93.5484,7-Year rate,58.0,62.0,,
hs_completion,Gender,Female,pct,Brown Deer,Brown Deer Middle/High,2019-20,2020,97.1014,98.5507,7-Year rate,67.0,69.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2019-20,2020,88.8889,100.0,7-Year rate,8.0,9.0,,
hs_completion,Race/Ethnicity,Black,pct,Wauwatosa,East High,2019-20,2020,88.2353,100.0,7-Year rate,30.0,34.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2019-20,2020,52.6316,63.125,7-Year rate,100.0,190.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Harold S Vincent School of Agricultural Science,2019-20,2020,70.2703,70.0,7-Year rate,26.0,37.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Transition High,2019-20,2020,61.5385,66.6667,7-Year rate,8.0,13.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Wauwatosa,Wauwatosa Virtual Academy,2019-20,2020,,,,,47.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Pulaski High,2019-20,2020,55.3571,59.7015,7-Year rate,31.0,56.0,,
hs_completion,Race/Ethnicity,White,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2019-20,2020,,,,,5.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Hispanic,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2019-20,2020,88.1481,100.0,7-Year rate,119.0,135.0,,
hs_completion,Race/Ethnicity,Black,pct,Milwaukee,Carmen High School of Science and Technology Southeast Campus,2019-20,2020,,,,,6.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Pulaski High,2019-20,2020,57.2687,65.2968,7-Year rate,130.0,227.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Transition High,2019-20,2020,52.2727,68.4685,7-Year rate,46.0,88.0,,
hs_completion,All Students,[Data Suppressed],pct,West Allis-West Milwaukee,Shared Journeys,2019-20,2020,,,,,,denominator_suppressed,Gapped: cohort count suppressed by DPI
hs_completion,Disability Status,SwoD,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2019-20,2020,82.3529,86.0,7-Year rate,42.0,51.0,,
hs_completion,Disability Status,SwD,pct,Dr. Howard Fuller Collegiate Academy,Dr Howard Fuller Collegiate Academy,2019-20,2020,85.7143,92.8571,7-Year rate,12.0,14.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Pulaski High,2019-20,2020,33.3333,51.9231,7-Year rate,18.0,54.0,,
hs_completion,Race/Ethnicity,Amer Indian,pct,Milwaukee,Audubon Technology and Communication High,2019-20,2020,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Asian,pct,Milwaukee,Audubon Technology and Communication High,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,James Madison Academic Campus,2019-20,2020,67.6329,76.3158,7-Year rate,140.0,207.0,,
hs_completion,Race/Ethnicity,Black,pct,Milwaukee,Audubon Technology and Communication High,2019-20,2020,80.0,,,8.0,10.0,,
hs_completion,Migrant Status,Not Migrant,pct,West Allis-West Milwaukee,Nathan Hale High,2019-20,2020,94.4649,97.417,7-Year rate,256.0,271.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Milwaukee High School of the Arts,2019-20,2020,89.1509,90.9953,7-Year rate,189.0,212.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,2020,20.0,53.125,7-Year rate,4.0,20.0,,
hs_completion,Race/Ethnicity,Black,pct,South Milwaukee,South Milwaukee High,2019-20,2020,78.9474,78.9474,7-Year rate,15.0,19.0,,
hs_completion,Economic Status,Econ Disadv,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,2020,78.6517,82.7586,7-Year rate,70.0,89.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Obama School of Career and Technical Education,2019-20,2020,45.6897,56.8807,7-Year rate,53.0,116.0,,
hs_completion,EL Status,Eng Prof,pct,Greendale,Greendale High,2019-20,2020,94.4444,96.2791,7-Year rate,204.0,216.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Milwaukee,Bay View High,2019-20,2020,,,,,6.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Hispanic,pct,Milwaukee,Bay View High,2019-20,2020,51.7241,55.7377,7-Year rate,30.0,58.0,,
hs_completion,Race/Ethnicity,Black,pct,Milwaukee,Bay View High,2019-20,2020,70.3297,80.9524,7-Year rate,64.0,91.0,,
hs_completion,Race/Ethnicity,Asian,pct,Milwaukee,Bay View High,2019-20,2020,90.0,90.0,7-Year rate,9.0,10.0,,
hs_completion,Race/Ethnicity,Amer Indian,pct,Milwaukee,Bay View High,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Disability Status,SwD,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,2020,4.5455,26.087,7-Year rate,1.0,22.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Reagan College Preparatory High,2019-20,2020,97.01,98.6667,7-Year rate,292.0,301.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Milwaukee School of Languages,2019-20,2020,88.1356,91.2281,7-Year rate,52.0,59.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Milwaukee School of Languages,2019-20,2020,96.2963,96.2963,7-Year rate,52.0,54.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,2020,19.8473,40.7692,7-Year rate,26.0,131.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,West Allis-West Milwaukee,Central High,2019-20,2020,96.5909,97.7778,7-Year rate,85.0,88.0,,
hs_completion,Economic Status,Econ Disadv,pct,West Allis-West Milwaukee,Central High,2019-20,2020,89.6825,92.7419,7-Year rate,113.0,126.0,,
hs_completion,All Students,All Students,pct,Greendale,Greendale High,2019-20,2020,94.6188,96.3964,7-Year rate,211.0,223.0,,
hs_completion,Race/Ethnicity,Asian,pct,Cudahy,Cudahy High,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Black,pct,Cudahy,Cudahy High,2019-20,2020,,,,,12.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Hispanic,pct,Cudahy,Cudahy High,2019-20,2020,88.2353,90.1961,7-Year rate,45.0,51.0,,
hs_completion,Disability Status,SwoD,pct,Milwaukee,Vincent Accelerated Academy,2019-20,2020,61.7647,68.6275,7-Year rate,21.0,34.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Cudahy,Cudahy High,2019-20,2020,,,,,12.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,White,pct,Cudahy,Cudahy High,2019-20,2020,87.8049,91.8033,7-Year rate,108.0,123.0,,
hs_completion,Disability Status,SwD,pct,Milwaukee,Vincent Accelerated Academy,2019-20,2020,37.5,66.6667,7-Year rate,3.0,8.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,North Division High,2019-20,2020,45.0549,53.4884,7-Year rate,41.0,91.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,North Division High,2019-20,2020,42.8571,62.5,7-Year rate,6.0,14.0,,
hs_completion,Race/Ethnicity,Two or More,pct,Milwaukee,Banner Preparatory School of Milwaukee,2019-20,2020,,,,,1.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,Hispanic,pct,Milwaukee,Banner Preparatory School of Milwaukee,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Obama School of Career and Technical Education,2019-20,2020,55.5556,67.7419,7-Year rate,10.0,18.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,West Allis-West Milwaukee,James E Dottke Project-Based Learning High School,2019-20,2020,86.4865,91.6667,7-Year rate,32.0,37.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Milwaukee High School of the Arts,2019-20,2020,89.5833,86.2745,7-Year rate,43.0,48.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Wauwatosa,West High,2019-20,2020,98.5,99.0,7-Year rate,197.0,200.0,,
hs_completion,Race/Ethnicity,Hispanic,pct,South Milwaukee,South Milwaukee High,2019-20,2020,88.2353,88.2353,7-Year rate,60.0,68.0,,
hs_completion,Race/Ethnicity,Two or More,pct,South Milwaukee,South Milwaukee High,2019-20,2020,,,,,2.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
hs_completion,Race/Ethnicity,White,pct,South Milwaukee,South Milwaukee High,2019-20,2020,88.7097,91.3978,7-Year rate,165.0,186.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Marshall High,2019-20,2020,65.0794,76.652,7-Year rate,164.0,252.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,Milwaukee,Marshall High,2019-20,2020,69.8113,60.2564,7-Year rate,37.0,53.0,,
hs_completion,All Students,All Students,pct,West Allis-West Milwaukee,Nathan Hale High,2019-20,2020,94.4649,97.417,7-Year rate,256.0,271.0,,
hs_completion,All Students,All Students,pct,Escuela Verde,Escuela Verde,2019-20,2020,73.0769,95.8333,6-Year rate,19.0,26.0,,
hs_completion,Economic Status,Econ Disadv,pct,Milwaukee,Project STAY-Supporting Teachers and Youth,2019-20,2020,17.2932,34.7107,7-Year rate,23.0,133.0,,
hs_completion,Race/Ethnicity,Asian,pct,Wauwatosa,East High,2019-20,2020,100.0,100.0,7-Year rate,6.0,6.0,,
hs_completion,All Students,All Students,pct,Milwaukee,Milwaukee School of Languages,2019-20,2020,92.0354,93.6937,7-Year rate,104.0,113.0,,
hs_completion,Race/Ethnicity,Asian,pct,Brown Deer,Brown Deer Middle/High,2019-20,2020,100.0,100.0,7-Year rate,11.0,11.0,,
hs_completion,Economic Status,Not Econ Disadv,pct,West Allis-West Milwaukee,Nathan Hale High,2019-20,2020,98.1132,100.0,7-Year rate,156.0,159.0,,
hs_completion,Economic Status,Econ Disadv,pct,West Allis-West Milwaukee,Nathan Hale High,2019-20,2020,89.2857,93.75,7-Year rate,100.0,112.0,,
hs_completion,Race/Ethnicity,Asian,pct,South Milwaukee,South Milwaukee High,2019-20,2020,,,,,3.0,numerator_suppressed,Gapped: regular-diploma count suppressed by DPI — not zero
